bank,policy,mean_pp,positive_groups,worst_group_pp,best_group_pp,exact_one_sided_sign_flip_p,group_values_pp
phase_a_four_geometry,one_se,-0.008103651286726497,3,-0.09407880369011017,0.051448798569844356,0.6875,"[0.0, -0.07385621570508123, 0.01564134161678942, 0.0, -0.09407880369011017, 0.0, 0.03601566891474565, 0.051448798569844356]"
phase_a_four_geometry,max_mean,0.003494878878908622,2,-0.042928389751059746,0.05087557347042155,0.375,"[0.0, 0.0, 0.02001184731190717, 0.05087557347042155, -0.042928389751059746, 0.0, 0.0, 0.0]"
phase_b_selector_bank,one_se,0.251355086772973,6,-0.2980278938068914,0.9082175566294312,0.04296875,"[0.098830564811849, -0.07385621570508123, -0.2980278938068914, 0.4440904265850316, 0.44845634250563654, 0.06126253811446665, 0.4218673750493422, 0.9082175566294312]"
phase_b_selector_bank,max_mean,0.16361220879177343,5,-0.9322669963489648,0.7677139604407079,0.265625,"[0.1417547840554952, 0.0, -0.2818164559582508, -0.9322669963489648, 0.7677139604407079, 0.08635870180301866, 0.7620197387844266, 0.7651339375577543]"
