level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.31190894161617305,0.24817518248175183,0.5109489051094891,0.41968911917098445,137,,,
cell,short,processbench_math_qwen3_4b,0.27563056845275447,0.19491525423728814,0.4364406779661017,0.47044334975369456,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.16104577964694222,0.0962566844919786,0.2994652406417112,0.49262536873156343,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.23119556611243067,0.14285714285714285,0.2962962962962963,0.6058091286307054,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.30111704711024767,0.21897810218978103,0.3795620437956204,0.48186528497409326,137,,,
cell,short,processbench_math_qwen3_8b,0.24036228518346495,0.15254237288135594,0.3728813559322034,0.5665024630541872,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.18175773024492964,0.10695187165775401,0.3048128342245989,0.6047197640117994,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.17558519174367773,0.10052910052910052,0.26455026455026454,0.6929460580912863,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.23482538876382755,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1576507139157691,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.35811970231453566,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5418250670522893,8
cell,medium,processbench_gsm8k_qwen3_4b,0.37155963302752293,0.3333333333333333,0.5777777777777777,0.41968911917098445,45,,,
cell,medium,processbench_math_qwen3_4b,0.3600861836789658,0.2916666666666667,0.4947916666666667,0.47044334975369456,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.3007545878581591,0.21645021645021645,0.4675324675324675,0.49262536873156343,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.25987055016181226,0.16541353383458646,0.39097744360902253,0.6058091286307054,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.36121900209142516,0.28888888888888886,0.5333333333333333,0.48186528497409326,45,,,
cell,medium,processbench_math_qwen3_8b,0.37588523697112763,0.28125,0.5104166666666666,0.5665024630541872,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.2996076188660662,0.19913419913419914,0.4458874458874459,0.6047197640117994,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.28158352616190424,0.17669172932330826,0.3684210526315789,0.6929460580912863,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.32632079235212297,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.2441035709538999,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4736422317631199,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5418250670522893,8
cell,long,processbench_gsm8k_qwen3_4b,0.5069430862507334,0.64,0.84,0.41968911917098445,25,,,
cell,long,processbench_math_qwen3_4b,0.39293192755593104,0.3373493975903614,0.536144578313253,0.47044334975369456,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.4119022011902201,0.35390946502057613,0.5596707818930041,0.49262536873156343,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.3947564291464767,0.29276315789473684,0.4967105263157895,0.6058091286307054,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.5773409208484221,0.72,0.96,0.48186528497409326,25,,,
cell,long,processbench_math_qwen3_8b,0.45882426282650707,0.3855421686746988,0.572289156626506,0.5665024630541872,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.45299885745853574,0.36213991769547327,0.5679012345679012,0.6047197640117994,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.388317028214944,0.26973684210526316,0.47039473684210525,0.6929460580912863,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.4480018391864713,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.4201801186226387,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6253888768198199,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5418250670522893,8
