held_family,fit_seed,feature,weight,kind
math500,29,renyi_entropy_2,0.08233177589873564,seed
math500,29,sw_var_peak,0.06532223426134616,seed
math500,29,sw_var_peak_energy,0.02474748048923819,seed
math500,29,sw_var_peak_spilled,0.042444298597356954,seed
math500,29,topk_tail_mass,0.06282535221576634,seed
math500,29,varentropy,0.0864739038067819,seed
math500,43,cusum_max,0.04083985872354034,seed
math500,43,cusum_max_energy,0.02264939604853735,seed
math500,43,cusum_max_spilled,0.04008951587185566,seed
math500,43,epr,0.08263722611193476,seed
math500,43,epr_energy,0.07112151190450845,seed
math500,43,epr_spilled,0.07322416576281952,seed
math500,43,logprob_margin,0.07471929172529168,seed
math500,43,mean_logprob_entropy,0.08244435330435365,seed
math500,43,mean_top1_logprob,0.07828851280548048,seed
math500,43,min_energy,0.062328278734718565,seed
math500,43,renyi_entropy_2,0.07990745493004725,seed
math500,43,sw_var_peak,0.06428165404342422,seed
math500,43,sw_var_peak_energy,0.031336913464250826,seed
math500,43,sw_var_peak_spilled,0.0444273303736877,seed
math500,43,topk_tail_mass,0.06673998369194838,seed
math500,43,varentropy,0.08496455250360117,seed
math500,ensemble,cusum_max,0.0387617077419165,ensemble
math500,ensemble,cusum_max_energy,0.01701032507403746,ensemble
math500,ensemble,cusum_max_spilled,0.03917473955156397,ensemble
math500,ensemble,epr,0.08459994813061818,ensemble
math500,ensemble,epr_energy,0.07220540460556368,ensemble
math500,ensemble,epr_spilled,0.0729012602796314,ensemble
math500,ensemble,logprob_margin,0.07828713921384488,ensemble
math500,ensemble,mean_logprob_entropy,0.084597689096354,ensemble
math500,ensemble,mean_top1_logprob,0.08025174057000356,ensemble
math500,ensemble,min_energy,0.06240638536775637,ensemble
math500,ensemble,renyi_entropy_2,0.08195861745580313,ensemble
math500,ensemble,sw_var_peak,0.06498471480002521,ensemble
math500,ensemble,sw_var_peak_energy,0.027373129039757832,ensemble
math500,ensemble,sw_var_peak_spilled,0.04423735507125253,ensemble
math500,ensemble,topk_tail_mass,0.06486370075855635,ensemble
math500,ensemble,varentropy,0.08638614324331499,ensemble
