candidate,candidate_role,support_size,weight_cosine,support_jaccard,minimum_selected_feature_frequency,stability_pass,maxT_pass,geometry_pass,distinct_manifold_pass,utility_pass,tie_results,exact_metric_p_maxT,exact_advantage_p_maxT,crt_metric_p_maxT,crt_advantage_p_maxT
equal_all,no_label_baseline,16,0.999047837582601,1.0,1.0,True,True,False,False,False,"[{""crt_ci_high"": 0.37732891302537813, ""crt_ci_low"": 0.1488844629698948, ""crt_mean"": 0.26582336786559196, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3563545777984539, ""exact_ci_low"": 0.12206266532736687, ""exact_mean"": 0.24276567444423416, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.1636905382300126, ""linear_advantage_ci_low"": 0.009059530575126536, ""linear_advantage_mean"": 0.08637503440256955, ""liu_delta_ci_high"": 0.0006942969786441548, ""liu_delta_ci_low"": -0.0003344799383789232, ""liu_delta_mean"": 0.00020187073314759663, ""median_min_conditional_effect"": 0.26317100373933905, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 101}, {""crt_ci_high"": 0.383346910117037, ""crt_ci_low"": 0.15402209970165465, ""crt_mean"": 0.26584240324604785, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.35638172426322107, ""exact_ci_low"": 0.13197033981747183, ""exact_mean"": 0.24276959697732461, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.1637807928109452, ""linear_advantage_ci_low"": 0.009059530575126536, ""linear_advantage_mean"": 0.08642016169303586, ""liu_delta_ci_high"": 0.0006982669869746132, ""liu_delta_ci_low"": -0.00033163883942269323, ""liu_delta_mean"": 0.00020187073314759663, ""median_min_conditional_effect"": 0.26333148368422143, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 211}, {""crt_ci_high"": 0.3776737372542934, ""crt_ci_low"": 0.1501359495669311, ""crt_mean"": 0.2658172493758697, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.356405737273864, ""exact_ci_low"": 0.12204064457561432, ""exact_mean"": 0.2427759185416393, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.16382897070126085, ""linear_advantage_ci_low"": 0.009059530575126536, ""linear_advantage_mean"": 0.08644425063819369, ""liu_delta_ci_high"": 0.0006787183925937426, ""liu_delta_ci_low"": -0.0003144846339884211, ""liu_delta_mean"": 0.00020187073314759663, ""median_min_conditional_effect"": 0.2634737130762662, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 307}]",,,,
supervised_s10,supervised_metric,10,0.999047837582601,1.0,0.75,True,True,True,False,False,"[{""crt_ci_high"": 0.3170071918721089, ""crt_ci_low"": 0.1278702594201311, ""crt_mean"": 0.226389573111685, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3016736961613836, ""exact_ci_low"": 0.09758545422230028, ""exact_mean"": 0.20156925870879888, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.10850089688981619, ""linear_advantage_ci_low"": -0.014762424449110275, ""linear_advantage_mean"": 0.04548042248847836, ""liu_delta_ci_high"": 0.007820603709691839, ""liu_delta_ci_low"": 0.001183763261343518, ""liu_delta_mean"": 0.0039962441082685195, ""median_min_conditional_effect"": 0.2350055645713747, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 101}, {""crt_ci_high"": 0.3185041574345946, ""crt_ci_low"": 0.12858846138130423, ""crt_mean"": 0.2264162719155412, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.2979581508493114, ""exact_ci_low"": 0.09895899621188499, ""exact_mean"": 0.20156809373279438, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.10925423931254759, ""linear_advantage_ci_low"": -0.014409351670351117, ""linear_advantage_mean"": 0.04550848898369261, ""liu_delta_ci_high"": 0.007747550287706663, ""liu_delta_ci_low"": 0.0011549959519302252, ""liu_delta_mean"": 0.0039962441082685195, ""median_min_conditional_effect"": 0.23510345375436253, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 211}, {""crt_ci_high"": 0.31827985074738285, ""crt_ci_low"": 0.12859209039977237, ""crt_mean"": 0.22640740628730383, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3005084244987122, ""exact_ci_low"": 0.0996402348098583, ""exact_mean"": 0.20160641127311943, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.10886363857083313, ""linear_advantage_ci_low"": -0.01492711613957024, ""linear_advantage_mean"": 0.0455504421012864, ""liu_delta_ci_high"": 0.0077846339660108815, ""liu_delta_ci_low"": 0.001139759785726474, ""liu_delta_mean"": 0.0039962441082685195, ""median_min_conditional_effect"": 0.2353665302006744, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 307}]",0.005,0.455,0.005,0.315
supervised_s15,supervised_metric,15,0.999047837582601,1.0,1.0,True,True,True,False,False,"[{""crt_ci_high"": 0.34211169863895, ""crt_ci_low"": 0.1350456954040885, ""crt_mean"": 0.24149255000578673, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3188205842265871, ""exact_ci_low"": 0.11445641760003789, ""exact_mean"": 0.22181998197596897, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.13596579256225835, ""linear_advantage_ci_low"": 0.00899921175688943, ""linear_advantage_mean"": 0.07114164874177868, ""liu_delta_ci_high"": 0.0031045063583343543, ""liu_delta_ci_low"": 0.001133003682067679, ""liu_delta_mean"": 0.00212765224033686, ""median_min_conditional_effect"": 0.2560403224338156, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 101}, {""crt_ci_high"": 0.339635498814875, ""crt_ci_low"": 0.13617979917155107, ""crt_mean"": 0.24150466405451482, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3223051561049772, ""exact_ci_low"": 0.11301243861507218, ""exact_mean"": 0.2218302418370257, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.13570759971790355, ""linear_advantage_ci_low"": 0.009412970373172553, ""linear_advantage_mean"": 0.07117361719885924, ""liu_delta_ci_high"": 0.003151225915093452, ""liu_delta_ci_low"": 0.0011258690849561778, ""liu_delta_mean"": 0.00212765224033686, ""median_min_conditional_effect"": 0.25613738259524715, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 211}, {""crt_ci_high"": 0.3403757005495387, ""crt_ci_low"": 0.13548996798143154, ""crt_mean"": 0.24148411021445687, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3230952552541749, ""exact_ci_low"": 0.11306352075324282, ""exact_mean"": 0.22186045486655973, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.13609473209330222, ""linear_advantage_ci_low"": 0.00705627731810672, ""linear_advantage_mean"": 0.071197818531653, ""liu_delta_ci_high"": 0.003121840981124501, ""liu_delta_ci_low"": 0.0011198080826187236, ""liu_delta_mean"": 0.00212765224033686, ""median_min_conditional_effect"": 0.2563161700788443, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 307}]",0.005,0.385,0.005,0.23
supervised_s5,supervised_metric,5,0.999047837582601,1.0,0.875,True,True,True,False,False,"[{""crt_ci_high"": 0.35264893541704195, ""crt_ci_low"": 0.13211206948469542, ""crt_mean"": 0.24472395950726542, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.33061996942065247, ""exact_ci_low"": 0.11628065441225098, ""exact_mean"": 0.2239902561002464, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.12144237509292244, ""linear_advantage_ci_low"": 0.011155962360292584, ""linear_advantage_mean"": 0.0662991687266075, ""liu_delta_ci_high"": 0.005421449124542412, ""liu_delta_ci_low"": 0.0004323067223542948, ""liu_delta_mean"": 0.002581302263762312, ""median_min_conditional_effect"": 0.1803182369575913, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 101}, {""crt_ci_high"": 0.35292032138730123, ""crt_ci_low"": 0.13953961541438953, ""crt_mean"": 0.24474162464415022, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3351347399202499, ""exact_ci_low"": 0.11687464693225012, ""exact_mean"": 0.22399016809701378, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.11995542006657471, ""linear_advantage_ci_low"": 0.011155962360292584, ""linear_advantage_mean"": 0.06632287602487137, ""liu_delta_ci_high"": 0.005327261042092302, ""liu_delta_ci_low"": 0.000408200382098258, ""liu_delta_mean"": 0.002581302263762312, ""median_min_conditional_effect"": 0.18041198152621188, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 211}, {""crt_ci_high"": 0.35585993220536366, ""crt_ci_low"": 0.13737886557828854, ""crt_mean"": 0.24472300120204246, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3332529738559321, ""exact_ci_low"": 0.1187844385783635, ""exact_mean"": 0.22406527274167629, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.12167769261914343, ""linear_advantage_ci_low"": 0.011155962360292584, ""linear_advantage_mean"": 0.066416827489718, ""liu_delta_ci_high"": 0.005289442166888681, ""liu_delta_ci_low"": 0.00041320305072660386, ""liu_delta_mean"": 0.002581302263762312, ""median_min_conditional_effect"": 0.1807467194253464, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 307}]",0.005,0.335,0.005,0.205
supervised_sall,supervised_metric,16,0.999047837582601,1.0,1.0,True,True,True,False,False,"[{""crt_ci_high"": 0.34235300209143216, ""crt_ci_low"": 0.13359752692110724, ""crt_mean"": 0.24088150941454492, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3220818433684803, ""exact_ci_low"": 0.11032263410848028, ""exact_mean"": 0.2194298934600496, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.15686520609358248, ""linear_advantage_ci_low"": 0.0020276529214189737, ""linear_advantage_mean"": 0.07944642950750072, ""liu_delta_ci_high"": 0.002795663056008528, ""liu_delta_ci_low"": 0.0009228034654988754, ""liu_delta_mean"": 0.001802305230139914, ""median_min_conditional_effect"": 0.25738767195269446, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 101}, {""crt_ci_high"": 0.3444638944762068, ""crt_ci_low"": 0.13364595793368336, ""crt_mean"": 0.24090494234778045, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.3256595767080788, ""exact_ci_low"": 0.10739091155242055, ""exact_mean"": 0.21943990194890542, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.15692643426335445, ""linear_advantage_ci_low"": 0.0020276529214189737, ""linear_advantage_mean"": 0.07947704359238672, ""liu_delta_ci_high"": 0.002776683398646106, ""liu_delta_ci_low"": 0.0008934087240792254, ""liu_delta_mean"": 0.001802305230139914, ""median_min_conditional_effect"": 0.25747620970724755, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 211}, {""crt_ci_high"": 0.34507622718376874, ""crt_ci_low"": 0.13363318653174538, ""crt_mean"": 0.24088074714420285, ""eligible_environment_fraction"": 0.875, ""exact_ci_high"": 0.32215542336785685, ""exact_ci_low"": 0.10741688075862917, ""exact_mean"": 0.2194685543097712, ""fixed_k_sensitivity_fraction"": 0.9047619047619048, ""health_fraction"": 1.0, ""linear_advantage_ci_high"": 0.1569939888338024, ""linear_advantage_ci_low"": 0.0020276529214189737, ""linear_advantage_mean"": 0.07951082087761069, ""liu_delta_ci_high"": 0.002798207147895751, ""liu_delta_ci_low"": 0.000913071517238473, ""liu_delta_mean"": 0.001802305230139914, ""median_min_conditional_effect"": 0.2576566417217975, ""pass"": true, ""positive_environment_fraction"": 1.0, ""tie_seed"": 307}]",0.005,0.155,0.005,0.08
