gate_id,metric_id,observed,threshold,direction,passed,status,evidence_status
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_SIMULTANEOUS_CONTRIBUTION,macro_f1,-0.011216286868304655,0.003,gt,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_POINT_BENEFIT,macro_f1,-0.004212244493953909,0.003,ge,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_CELL_SUPPORT,nonnegative_cells,1,6,ge,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_WORST_CELL,macro_f1,-0.011775383708816256,-0.02,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_EXACT,first_error_exact,0.000737964618448772,-0.01,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_CLEAN,clean_abstention_accuracy,-0.01645896598002272,-0.01,ge,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_LEVEL_VIEW_OVERALL,all_registered_gates,false,true,eq,false,FAIL,DEVELOPMENT
