arm,held_group,rho_mode,clean_mode,pooling,selected_variant,selected_alpha,selected_graph,selected_lambda,selected_trust,independent_upstream_variant,independent_upstream_alpha,graph_delta_vs_iu_pp,matched_upstream_delta_vs_iu_pp,graph_increment_pp,independent_upstream_delta_vs_iu_pp,direction,source_group_weights
su_observed_mean,math500,su,observed,mean,su__observed__a0,0.0,union_k15,1.0,1.0,su__observed__a0,0.0,0.07308425330924129,0.029032832912723183,0.044051420396518104,0.029032832912723183,"[0.03842781145910034, 0.003002311942723877, -0.028493698131606925, 0.01824318162985564, -0.04131055205448608, 0.07571962853167849]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_observed_mean,nq_open,su,observed,mean,su__observed__a0,0.0,union_k15,1.0,1.0,su__observed__a0,0.0,-0.5526121850226051,0.1051558472977665,-0.6577680323203716,0.1051558472977665,"[0.0317769459289265, 0.006993199108997288, -0.03469523362848899, 0.012709088746199268, -0.027718905718067795, 0.06349670052181608]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_observed_mean,sciq,su,observed,mean,su__observed__a0,0.0,union_k15,1.0,1.0,su__observed__a0,0.0,1.446963655007416,0.10254073145722353,1.3444229235501926,0.10254073145722353,"[0.04132043581965834, -0.004318096764133481, -0.018149148177336358, 0.019794671959468782, -0.037407755651476825, 0.0767048312651842]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_observed_mean,squad_v2,su,observed,mean,su__observed__a0,0.0,union_k7,1.0,0.5,su__observed__a0,0.0,0.5374972585504456,-0.00017314418292446732,0.5376704027333701,-0.00017314418292446732,"[0.04443823759106577, 0.006471330991951565, -0.04065228570508678, 0.019999424466561156, -0.03559649649395773, 0.07485102029258181]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_observed_mean,triviaqa,su,observed,mean,su__observed__a0,0.0,union_k7,3.0,1.0,su__observed__a0,0.0,-4.170909410454341,-3.31264702728206,-0.8582623831722813,-3.31264702728206,"[0.0974454433738106, 0.01350890622176005, -0.04625046325080079, 0.04191331009745643, -0.06588013731893924, 0.0920791452997813]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_observed_mean,truthfulqa,su,observed,mean,su__observed__a0,0.0,union_k7,1.0,0.5,su__observed__a0,0.0,0.41131279552861777,-0.12993115261050736,0.5412439481391251,-0.12993115261050736,"[0.03895868088757688, 0.0027097263977429145, -0.04394708102512441, 0.023919287518773157, -0.02650117897481322, 0.043780358848243536]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285}"
iu_all_sparse_mean,gsm8k,iu,all_sparse,mean,iu__all_sparse__a0p25,0.25,union_k7,3.0,1.0,iu__all_sparse__a0p25,0.25,0.6474589518633034,-0.008236574694971965,0.6556955265582753,-0.008236574694971965,"[0.1111440479910876, -0.0035565517618838015, -0.03635097202753816, 0.054563644895896976, -0.07889374424873175, 0.13456126339809177]","{""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,hotpotqa,iu,all_sparse,mean,iu__all_sparse__a0p25,0.25,union_k7,1.0,1.0,iu__all_sparse__a0p25,0.25,0.18591680223100093,0.0,0.18591680223100093,0.0,"[0.05940697541600563, -0.0002451439091888114, -0.029109400968373444, 0.04285851682260709, -0.03724070849635334, 0.06759977072637288]","{""gsm8k"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,math500,iu,all_sparse,mean,iu__all_sparse__a0p5,0.5,union_k15,3.0,1.0,iu__all_sparse__a0p25,0.25,0.40181999741350616,0.008663634394627806,0.3931563630188784,0.010107573460398367,"[0.09064635138119244, -0.005023182488680992, -0.042299998539001044, 0.03454609081898348, -0.07675123178819918, 0.10138894975808269]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,nq_open,iu,all_sparse,mean,iu__all_sparse__a0p25,0.25,union_k15,3.0,1.0,iu__all_sparse__a0p25,0.25,-0.5192458022825086,-0.007903889155358446,-0.5113419131271502,-0.007903889155358446,"[0.08211480216060603, 0.007592061375459619, -0.04847719112999488, 0.031397488951453584, -0.05445800388662291, 0.09077869886766102]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,sciq,iu,all_sparse,mean,iu__all_sparse__a0p5,0.5,union_k15,3.0,1.0,iu__all_sparse__a0p25,0.25,1.5608978010709706,0.0,1.5608978010709706,0.0,"[0.09663975812418636, -0.009079594953293739, -0.028079670455121504, 0.03958849977438922, -0.06851135610691286, 0.10440280479960028]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,squad_v2,iu,all_sparse,mean,iu__all_sparse__a0p25,0.25,union_k7,10.0,1.0,iu__all_sparse__a0p25,0.25,0.9015040458024259,0.0,0.9015040458024259,0.0,"[0.15674542171337075, -0.005966820639931689, -0.07066031955059644, 0.04961653908584403, -0.1359225630881279, 0.1334162107009689]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,triviaqa,iu,all_sparse,mean,iu__all_sparse__a1,1.0,union_k15,3.0,1.0,iu__all_sparse__a1,1.0,-0.6560386811683989,-0.15458407505930155,-0.5014546061090974,-0.15458407505930155,"[0.09035480696421902, 0.010956799354771665, -0.04065899082576871, 0.03542077260408181, -0.06014309652586183, 0.10098227763099249]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_all_sparse_mean,truthfulqa,iu,all_sparse,mean,iu__all_sparse__a1,1.0,union_k15,3.0,1.0,iu__all_sparse__a0p25,0.25,0.886730756133014,0.04363643477467427,0.8430943213583397,0.011991415450751663,"[0.07333776329793706, -0.010590256268788149, -0.055483111371611375, 0.029120797306707195, -0.0413479468606667, 0.06122386777161484]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285}"
su_all_sparse_mean,gsm8k,su,all_sparse,mean,su__all_sparse__a1,1.0,union_k7,3.0,1.0,su__all_sparse__a1,1.0,0.6695190139895635,-0.03553947237667221,0.7050584863662357,-0.03553947237667221,"[0.1109444113070576, -0.003200282538630795, -0.03474436002894201, 0.04882531559174379, -0.07044921994790164, 0.1313299979448746]","{""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_all_sparse_mean,hotpotqa,su,all_sparse,mean,su__all_sparse__a1,1.0,union_k7,3.0,1.0,su__all_sparse__a1,1.0,0.20021809471031382,0.13407461699350698,0.06614347771680684,0.13407461699350698,"[0.12354450598463353, 0.0016162103073670928, -0.037691885117380794, 0.0564963751013947, -0.06944123737821256, 0.09629396043809432]","{""gsm8k"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
