method,benchmark,metric,stratum,N,estimate,coverage
BASE,pb,f1,q4,2221,0.3531585923888131,3400
BASE,pb,sla,q8,2221,0.3259714600897262,3400
BASE,pb,tol1,q8,2221,0.5562751105078276,3400
BASE,pb,early,q8,2221,0.31411079042303147,3400
BASE,pb,late,q8,2221,0.3599177494872423,3400
BASE,pb,f1,q8,2221,0.3517132715327101,3400
BASE,prm,within_auc,all,6030,0.7563129531971242,6969
BASE,prm,step_auroc_mean_folds,all,94203,0.7113150514579519,6969
BASE,prm,step_auprc_mean_folds,all,94203,0.32194598732772245,6969
BASE,prm,prmscore_inner_raw,all,6211,0.6351931060373246,6969
BASE,prm,prmscore_q80_raw,all,6211,0.6335055993384641,6969
BASE,prm,prmscore_inner_answer_z,all,6211,0.6351749290662272,6969
BASE,prm,prmscore_q80_answer_z,all,6211,0.6343530333531797,6969
BASE,prm,within_auc,kind=single,1964,0.8374767386160804,1964
BASE,prm,within_auc,kind=multi,4066,0.7171084095269744,4066
BASE,pb,sla,depth=2-5,1312,0.42073170731707316,1312
BASE,prm,within_auc,depth=2-5,395,0.789662447257384,395
BASE,pb,sla,depth=6-10,2308,0.2885615251299827,2308
BASE,prm,within_auc,depth=6-10,2527,0.7737264684267059,2527
BASE,pb,sla,depth=11+,822,0.14476885644768855,822
BASE,prm,within_auc,depth=11+,3108,0.7379162340404463,3108
P_HARD,pb,sla,pb_gsm8k_q4,207,0.41545893719806765,400
P_HARD,pb,tol1,pb_gsm8k_q4,207,0.642512077294686,400
P_HARD,pb,early,pb_gsm8k_q4,207,0.28502415458937197,400
P_HARD,pb,late,pb_gsm8k_q4,207,0.2995169082125604,400
P_HARD,pb,f1,pb_gsm8k_q4,207,0.4042990264669981,400
P_HARD,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_HARD,pb,gated_err_acc,pb_gsm8k_q4,207,0.33816425120772947,400
P_HARD,pb,sla,pb_gsm8k_q8,207,0.4396135265700483,400
P_HARD,pb,tol1,pb_gsm8k_q8,207,0.6570048309178744,400
P_HARD,pb,early,pb_gsm8k_q8,207,0.28502415458937197,400
P_HARD,pb,late,pb_gsm8k_q8,207,0.2753623188405797,400
P_HARD,pb,f1,pb_gsm8k_q8,207,0.41417503755854707,400
P_HARD,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_HARD,pb,gated_err_acc,pb_gsm8k_q8,207,0.357487922705314,400
P_HARD,pb,sla,pb_math_q4,594,0.32323232323232326,1000
P_HARD,pb,tol1,pb_math_q4,594,0.569023569023569,1000
P_HARD,pb,early,pb_math_q4,594,0.26262626262626265,1000
P_HARD,pb,late,pb_math_q4,594,0.41414141414141414,1000
P_HARD,pb,f1,pb_math_q4,594,0.37538710111754414,1000
P_HARD,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_HARD,pb,gated_err_acc,pb_math_q4,594,0.2760942760942761,1000
P_HARD,pb,sla,pb_math_q8,594,0.33164983164983164,1000
P_HARD,pb,tol1,pb_math_q8,594,0.563973063973064,1000
P_HARD,pb,early,pb_math_q8,594,0.26430976430976433,1000
P_HARD,pb,late,pb_math_q8,594,0.40404040404040403,1000
P_HARD,pb,f1,pb_math_q8,594,0.37385897348841274,1000
P_HARD,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_HARD,pb,gated_err_acc,pb_math_q8,594,0.2760942760942761,1000
P_HARD,pb,sla,pb_olympiadbench_q4,661,0.2844175491679274,1000
P_HARD,pb,tol1,pb_olympiadbench_q4,661,0.5219364599092284,1000
P_HARD,pb,early,pb_olympiadbench_q4,661,0.3827534039334342,1000
P_HARD,pb,late,pb_olympiadbench_q4,661,0.3328290468986384,1000
P_HARD,pb,f1,pb_olympiadbench_q4,661,0.3270935104030256,1000
P_HARD,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_HARD,pb,gated_err_acc,pb_olympiadbench_q4,661,0.2254160363086233,1000
P_HARD,pb,sla,pb_olympiadbench_q8,661,0.2783661119515885,1000
P_HARD,pb,tol1,pb_olympiadbench_q8,661,0.49319213313161875,1000
P_HARD,pb,early,pb_olympiadbench_q8,661,0.39334341906202724,1000
P_HARD,pb,late,pb_olympiadbench_q8,661,0.32829046898638425,1000
P_HARD,pb,f1,pb_olympiadbench_q8,661,0.33523902719203547,1000
P_HARD,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_HARD,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2314674735249622,1000
P_HARD,pb,sla,pb_omnimath_q4,759,0.2924901185770751,1000
P_HARD,pb,tol1,pb_omnimath_q4,759,0.5151515151515151,1000
P_HARD,pb,early,pb_omnimath_q4,759,0.2779973649538867,1000
P_HARD,pb,late,pb_omnimath_q4,759,0.4295125164690382,1000
P_HARD,pb,f1,pb_omnimath_q4,759,0.32316155726913676,1000
P_HARD,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_HARD,pb,gated_err_acc,pb_omnimath_q4,759,0.20816864295125165,1000
P_HARD,pb,sla,pb_omnimath_q8,759,0.29117259552042163,1000
P_HARD,pb,tol1,pb_omnimath_q8,759,0.5191040843214756,1000
P_HARD,pb,early,pb_omnimath_q8,759,0.2977602108036891,1000
P_HARD,pb,late,pb_omnimath_q8,759,0.41106719367588934,1000
P_HARD,pb,f1,pb_omnimath_q8,759,0.3350466400152294,1000
P_HARD,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_HARD,pb,gated_err_acc,pb_omnimath_q8,759,0.21739130434782608,1000
P_HARD,pb,sla,macro8,4442,0.3320501242334104,6800
P_HARD,pb,tol1,macro8,4442,0.5602372167153788,6800
P_HARD,pb,early,macro8,4442,0.30610484185847603,6800
P_HARD,pb,late,macro8,4442,0.36184503390811357,6800
P_HARD,pb,f1,macro8,4442,0.36103260918886615,6800
P_HARD,pb,sla,q4,2221,0.32889973204384837,3400
P_HARD,pb,tol1,q4,2221,0.5621559053447496,3400
P_HARD,pb,early,q4,2221,0.3021002965257389,3400
P_HARD,pb,late,q4,2221,0.36899997143041274,3400
P_HARD,pb,f1,q4,2221,0.3574852988141761,3400
P_HARD,pb,sla,q8,2221,0.33520051642297255,3400
P_HARD,pb,tol1,q8,2221,0.5583185280860081,3400
P_HARD,pb,early,q8,2221,0.31010938719121317,3400
P_HARD,pb,late,q8,2221,0.35469009638581434,3400
P_HARD,pb,f1,q8,2221,0.3645799195635562,3400
P_HARD,prm,within_auc,all,6030,0.757102955109811,6969
P_HARD,prm,step_auroc_mean_folds,all,94203,0.711287579874242,6969
P_HARD,prm,step_auprc_mean_folds,all,94203,0.3184807353589737,6969
P_HARD,prm,prmscore_inner_raw,all,6211,0.6337780903141041,6969
P_HARD,prm,prmscore_q80_raw,all,6211,0.6332331921914064,6969
P_HARD,prm,prmscore_inner_answer_z,all,6211,0.6377213070918787,6969
P_HARD,prm,prmscore_q80_answer_z,all,6211,0.6369968516242956,6969
P_HARD,prm,within_auc,kind=single,1964,0.838163646556191,1964
P_HARD,prm,within_auc,kind=multi,4066,0.7179482089217414,4066
P_HARD,pb,sla,depth=2-5,1312,0.4291158536585366,1312
P_HARD,prm,within_auc,depth=2-5,395,0.7924050632911392,395
P_HARD,pb,sla,depth=6-10,2308,0.2959272097053726,2308
P_HARD,prm,within_auc,depth=6-10,2527,0.7756206305236776,2527
P_HARD,pb,sla,depth=11+,822,0.16423357664233576,822
P_HARD,prm,within_auc,depth=11+,3108,0.737560323674011,3108
P_SOFT,pb,sla,pb_gsm8k_q4,207,0.4057971014492754,400
P_SOFT,pb,tol1,pb_gsm8k_q4,207,0.6376811594202898,400
P_SOFT,pb,early,pb_gsm8k_q4,207,0.2898550724637681,400
P_SOFT,pb,late,pb_gsm8k_q4,207,0.30434782608695654,400
P_SOFT,pb,f1,pb_gsm8k_q4,207,0.4008264462809918,400
P_SOFT,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_SOFT,pb,gated_err_acc,pb_gsm8k_q4,207,0.3333333333333333,400
P_SOFT,pb,sla,pb_gsm8k_q8,207,0.42995169082125606,400
P_SOFT,pb,tol1,pb_gsm8k_q8,207,0.6570048309178744,400
P_SOFT,pb,early,pb_gsm8k_q8,207,0.2898550724637681,400
P_SOFT,pb,late,pb_gsm8k_q8,207,0.28019323671497587,400
P_SOFT,pb,f1,pb_gsm8k_q8,207,0.4076159828372218,400
P_SOFT,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_SOFT,pb,gated_err_acc,pb_gsm8k_q8,207,0.34782608695652173,400
P_SOFT,pb,sla,pb_math_q4,594,0.3181818181818182,1000
P_SOFT,pb,tol1,pb_math_q4,594,0.5673400673400674,1000
P_SOFT,pb,early,pb_math_q4,594,0.2962962962962963,1000
P_SOFT,pb,late,pb_math_q4,594,0.38552188552188554,1000
P_SOFT,pb,f1,pb_math_q4,594,0.3675300836222721,1000
P_SOFT,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_SOFT,pb,gated_err_acc,pb_math_q4,594,0.2676767676767677,1000
P_SOFT,pb,sla,pb_math_q8,594,0.3333333333333333,1000
P_SOFT,pb,tol1,pb_math_q8,594,0.563973063973064,1000
P_SOFT,pb,early,pb_math_q8,594,0.2676767676767677,1000
P_SOFT,pb,late,pb_math_q8,594,0.398989898989899,1000
P_SOFT,pb,f1,pb_math_q8,594,0.37539936102236426,1000
P_SOFT,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_SOFT,pb,gated_err_acc,pb_math_q8,594,0.2777777777777778,1000
P_SOFT,pb,sla,pb_olympiadbench_q4,661,0.2844175491679274,1000
P_SOFT,pb,tol1,pb_olympiadbench_q4,661,0.5037821482602118,1000
P_SOFT,pb,early,pb_olympiadbench_q4,661,0.4039334341906203,1000
P_SOFT,pb,late,pb_olympiadbench_q4,661,0.31164901664145234,1000
P_SOFT,pb,f1,pb_olympiadbench_q4,661,0.3286833141691797,1000
P_SOFT,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_SOFT,pb,gated_err_acc,pb_olympiadbench_q4,661,0.22692889561270801,1000
P_SOFT,pb,sla,pb_olympiadbench_q8,661,0.2692889561270802,1000
P_SOFT,pb,tol1,pb_olympiadbench_q8,661,0.491679273827534,1000
P_SOFT,pb,early,pb_olympiadbench_q8,661,0.40998487140695916,1000
P_SOFT,pb,late,pb_olympiadbench_q8,661,0.3207261724659607,1000
P_SOFT,pb,f1,pb_olympiadbench_q8,661,0.3272333072159195,1000
P_SOFT,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_SOFT,pb,gated_err_acc,pb_olympiadbench_q8,661,0.22390317700453857,1000
P_SOFT,pb,sla,pb_omnimath_q4,759,0.2898550724637681,1000
P_SOFT,pb,tol1,pb_omnimath_q4,759,0.5177865612648221,1000
P_SOFT,pb,early,pb_omnimath_q4,759,0.3069828722002635,1000
P_SOFT,pb,late,pb_omnimath_q4,759,0.4031620553359684,1000
P_SOFT,pb,f1,pb_omnimath_q4,759,0.3310436594319196,1000
P_SOFT,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_SOFT,pb,gated_err_acc,pb_omnimath_q4,759,0.2147562582345191,1000
P_SOFT,pb,sla,pb_omnimath_q8,759,0.29117259552042163,1000
P_SOFT,pb,tol1,pb_omnimath_q8,759,0.5230566534914362,1000
P_SOFT,pb,early,pb_omnimath_q8,759,0.3069828722002635,1000
P_SOFT,pb,late,pb_omnimath_q8,759,0.4018445322793149,1000
P_SOFT,pb,f1,pb_omnimath_q8,759,0.33347967742680873,1000
P_SOFT,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_SOFT,pb,gated_err_acc,pb_omnimath_q8,759,0.2160737812911726,1000
P_SOFT,pb,sla,macro8,4442,0.32774976463311,6800
P_SOFT,pb,tol1,macro8,4442,0.5577879698119125,6800
P_SOFT,pb,early,macro8,4442,0.3214459073623383,6800
P_SOFT,pb,late,macro8,4442,0.35080432800455164,6800
P_SOFT,pb,f1,macro8,4442,0.3589764790008346,6800
P_SOFT,pb,sla,q4,2221,0.3245628853156972,3400
P_SOFT,pb,tol1,q4,2221,0.5566474840713478,3400
P_SOFT,pb,early,q4,2221,0.324266918787737,3400
P_SOFT,pb,late,q4,2221,0.35117019589656573,3400
P_SOFT,pb,f1,q4,2221,0.35702087587609077,3400
P_SOFT,pb,sla,q8,2221,0.3309366439505228,3400
P_SOFT,pb,tol1,q8,2221,0.5589284555524772,3400
P_SOFT,pb,early,q8,2221,0.3186248959369396,3400
P_SOFT,pb,late,q8,2221,0.3504384601125376,3400
P_SOFT,pb,f1,q8,2221,0.36093208212557853,3400
P_SOFT,prm,within_auc,all,6030,0.7552365398380959,6969
P_SOFT,prm,step_auroc_mean_folds,all,94203,0.7093247159756839,6969
P_SOFT,prm,step_auprc_mean_folds,all,94203,0.31477174653918116,6969
P_SOFT,prm,prmscore_inner_raw,all,6211,0.6328307362206408,6969
P_SOFT,prm,prmscore_q80_raw,all,6211,0.6314610010866939,6969
P_SOFT,prm,prmscore_inner_answer_z,all,6211,0.6370735172603396,6969
P_SOFT,prm,prmscore_q80_answer_z,all,6211,0.6361140281774373,6969
P_SOFT,prm,within_auc,kind=single,1964,0.8365267710288468,1964
P_SOFT,prm,within_auc,kind=multi,4066,0.7159709190661738,4066
P_SOFT,pb,sla,depth=2-5,1312,0.4268292682926829,1312
P_SOFT,prm,within_auc,depth=2-5,395,0.7934599156118144,395
P_SOFT,pb,sla,depth=6-10,2308,0.2920277296360485,2308
P_SOFT,prm,within_auc,depth=6-10,2527,0.7727815151914875,2527
P_SOFT,pb,sla,depth=11+,822,0.16180048661800486,822
P_SOFT,prm,within_auc,depth=11+,3108,0.7361135069717382,3108
P_AGREE,pb,sla,pb_gsm8k_q4,207,0.43478260869565216,400
P_AGREE,pb,tol1,pb_gsm8k_q4,207,0.6473429951690821,400
P_AGREE,pb,early,pb_gsm8k_q4,207,0.2608695652173913,400
P_AGREE,pb,late,pb_gsm8k_q4,207,0.30434782608695654,400
P_AGREE,pb,f1,pb_gsm8k_q4,207,0.41779924914874417,400
P_AGREE,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_AGREE,pb,gated_err_acc,pb_gsm8k_q4,207,0.357487922705314,400
P_AGREE,pb,sla,pb_gsm8k_q8,207,0.4492753623188406,400
P_AGREE,pb,tol1,pb_gsm8k_q8,207,0.6763285024154589,400
P_AGREE,pb,early,pb_gsm8k_q8,207,0.2608695652173913,400
P_AGREE,pb,late,pb_gsm8k_q8,207,0.2898550724637681,400
P_AGREE,pb,f1,pb_gsm8k_q8,207,0.4205866076369673,400
P_AGREE,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_AGREE,pb,gated_err_acc,pb_gsm8k_q8,207,0.3671497584541063,400
P_AGREE,pb,sla,pb_math_q4,594,0.3367003367003367,1000
P_AGREE,pb,tol1,pb_math_q4,594,0.5841750841750841,1000
P_AGREE,pb,early,pb_math_q4,594,0.2760942760942761,1000
P_AGREE,pb,late,pb_math_q4,594,0.3872053872053872,1000
P_AGREE,pb,f1,pb_math_q4,594,0.3876441734058067,1000
P_AGREE,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_AGREE,pb,gated_err_acc,pb_math_q4,594,0.2895622895622896,1000
P_AGREE,pb,sla,pb_math_q8,594,0.33164983164983164,1000
P_AGREE,pb,tol1,pb_math_q8,594,0.5555555555555556,1000
P_AGREE,pb,early,pb_math_q8,594,0.2474747474747475,1000
P_AGREE,pb,late,pb_math_q8,594,0.4208754208754209,1000
P_AGREE,pb,f1,pb_math_q8,594,0.3769337056612524,1000
P_AGREE,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_AGREE,pb,gated_err_acc,pb_math_q8,594,0.27946127946127947,1000
P_AGREE,pb,sla,pb_olympiadbench_q4,661,0.2859304084720121,1000
P_AGREE,pb,tol1,pb_olympiadbench_q4,661,0.5098335854765507,1000
P_AGREE,pb,early,pb_olympiadbench_q4,661,0.3888048411497731,1000
P_AGREE,pb,late,pb_olympiadbench_q4,661,0.32526475037821484,1000
P_AGREE,pb,f1,pb_olympiadbench_q4,661,0.33184544717643877,1000
P_AGREE,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_AGREE,pb,gated_err_acc,pb_olympiadbench_q4,661,0.22995461422087746,1000
P_AGREE,pb,sla,pb_olympiadbench_q8,661,0.27987897125567324,1000
P_AGREE,pb,tol1,pb_olympiadbench_q8,661,0.5083207261724659,1000
P_AGREE,pb,early,pb_olympiadbench_q8,661,0.3691376701966717,1000
P_AGREE,pb,late,pb_olympiadbench_q8,661,0.35098335854765506,1000
P_AGREE,pb,f1,pb_olympiadbench_q8,661,0.32884608173476115,1000
P_AGREE,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_AGREE,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2254160363086233,1000
P_AGREE,pb,sla,pb_omnimath_q4,759,0.30039525691699603,1000
P_AGREE,pb,tol1,pb_omnimath_q4,759,0.5204216073781291,1000
P_AGREE,pb,early,pb_omnimath_q4,759,0.2938076416337286,1000
P_AGREE,pb,late,pb_omnimath_q4,759,0.4057971014492754,1000
P_AGREE,pb,f1,pb_omnimath_q4,759,0.3434269983898613,1000
P_AGREE,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_AGREE,pb,gated_err_acc,pb_omnimath_q4,759,0.22529644268774704,1000
P_AGREE,pb,sla,pb_omnimath_q8,759,0.29117259552042163,1000
P_AGREE,pb,tol1,pb_omnimath_q8,759,0.5204216073781291,1000
P_AGREE,pb,early,pb_omnimath_q8,759,0.2621870882740448,1000
P_AGREE,pb,late,pb_omnimath_q8,759,0.44664031620553357,1000
P_AGREE,pb,f1,pb_omnimath_q8,759,0.3350466400152294,1000
P_AGREE,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_AGREE,pb,gated_err_acc,pb_omnimath_q8,759,0.21739130434782608,1000
P_AGREE,pb,sla,macro8,4442,0.3387231714412205,6800
P_AGREE,pb,tol1,macro8,4442,0.5652999579650569,6800
P_AGREE,pb,early,macro8,4442,0.294905674407253,6800
P_AGREE,pb,late,macro8,4442,0.36637115415152643,6800
P_AGREE,pb,f1,macro8,4442,0.36776611289613265,6800
P_AGREE,pb,sla,q4,2221,0.3394521526962493,3400
P_AGREE,pb,tol1,q4,2221,0.5654433180497116,3400
P_AGREE,pb,early,q4,2221,0.3048940810237923,3400
P_AGREE,pb,late,q4,2221,0.3556537662799585,3400
P_AGREE,pb,f1,q4,2221,0.3701789670302127,3400
P_AGREE,pb,sla,q8,2221,0.33799419018619176,3400
P_AGREE,pb,tol1,q8,2221,0.5651565978804025,3400
P_AGREE,pb,early,q8,2221,0.2849172677907138,3400
P_AGREE,pb,late,q8,2221,0.3770885420230944,3400
P_AGREE,pb,f1,q8,2221,0.3653532587620526,3400
P_AGREE,prm,within_auc,all,6030,0.7455468541518532,6969
P_AGREE,prm,step_auroc_mean_folds,all,94203,0.6990696624413995,6969
P_AGREE,prm,step_auprc_mean_folds,all,94203,0.297339283095302,6969
P_AGREE,prm,prmscore_inner_raw,all,6211,0.623965280775607,6969
P_AGREE,prm,prmscore_q80_raw,all,6211,0.6231998945545075,6969
P_AGREE,prm,prmscore_inner_answer_z,all,6211,0.6283467193407526,6969
P_AGREE,prm,prmscore_q80_answer_z,all,6211,0.6284617102545125,6969
P_AGREE,prm,within_auc,kind=single,1964,0.8293561233331805,1964
P_AGREE,prm,within_auc,kind=multi,4066,0.705064462446952,4066
P_AGREE,pb,sla,depth=2-5,1312,0.4336890243902439,1312
P_AGREE,prm,within_auc,depth=2-5,395,0.7793248945147678,395
P_AGREE,pb,sla,depth=6-10,2308,0.3011265164644714,2308
P_AGREE,prm,within_auc,depth=6-10,2527,0.7652583526485386,2527
P_AGREE,pb,sla,depth=11+,822,0.16909975669099755,822
P_AGREE,prm,within_auc,depth=11+,3108,0.7252272651414037,3108
P_RANDOM,pb,sla,pb_gsm8k_q4,207,0.0821256038647343,400
P_RANDOM,pb,tol1,pb_gsm8k_q4,207,0.463768115942029,400
P_RANDOM,pb,early,pb_gsm8k_q4,207,0.2898550724637681,400
P_RANDOM,pb,late,pb_gsm8k_q4,207,0.6280193236714976,400
P_RANDOM,pb,f1,pb_gsm8k_q4,207,0.11922215881655765,400
P_RANDOM,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_RANDOM,pb,gated_err_acc,pb_gsm8k_q4,207,0.06763285024154589,400
P_RANDOM,pb,sla,pb_gsm8k_q8,207,0.057971014492753624,400
P_RANDOM,pb,tol1,pb_gsm8k_q8,207,0.46859903381642515,400
P_RANDOM,pb,early,pb_gsm8k_q8,207,0.2753623188405797,400
P_RANDOM,pb,late,pb_gsm8k_q8,207,0.6666666666666666,400
P_RANDOM,pb,f1,pb_gsm8k_q8,207,0.07166768824555614,400
P_RANDOM,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_RANDOM,pb,gated_err_acc,pb_gsm8k_q8,207,0.03864734299516908,400
P_RANDOM,pb,sla,pb_math_q4,594,0.07912457912457913,1000
P_RANDOM,pb,tol1,pb_math_q4,594,0.3838383838383838,1000
P_RANDOM,pb,early,pb_math_q4,594,0.265993265993266,1000
P_RANDOM,pb,late,pb_math_q4,594,0.6548821548821548,1000
P_RANDOM,pb,f1,pb_math_q4,594,0.11261301584459762,1000
P_RANDOM,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_RANDOM,pb,gated_err_acc,pb_math_q4,594,0.06228956228956229,1000
P_RANDOM,pb,sla,pb_math_q8,594,0.08754208754208755,1000
P_RANDOM,pb,tol1,pb_math_q8,594,0.398989898989899,1000
P_RANDOM,pb,early,pb_math_q8,594,0.24915824915824916,1000
P_RANDOM,pb,late,pb_math_q8,594,0.6632996632996633,1000
P_RANDOM,pb,f1,pb_math_q8,594,0.13133994690512785,1000
P_RANDOM,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_RANDOM,pb,gated_err_acc,pb_math_q8,594,0.07407407407407407,1000
P_RANDOM,pb,sla,pb_olympiadbench_q4,661,0.04387291981845688,1000
P_RANDOM,pb,tol1,pb_olympiadbench_q4,661,0.24659606656580937,1000
P_RANDOM,pb,early,pb_olympiadbench_q4,661,0.2617246596066566,1000
P_RANDOM,pb,late,pb_olympiadbench_q4,661,0.6944024205748865,1000
P_RANDOM,pb,f1,pb_olympiadbench_q4,661,0.06575195125920788,1000
P_RANDOM,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_RANDOM,pb,gated_err_acc,pb_olympiadbench_q4,661,0.03479576399394856,1000
P_RANDOM,pb,sla,pb_olympiadbench_q8,661,0.04084720121028744,1000
P_RANDOM,pb,tol1,pb_olympiadbench_q8,661,0.2314674735249622,1000
P_RANDOM,pb,early,pb_olympiadbench_q8,661,0.2708018154311649,1000
P_RANDOM,pb,late,pb_olympiadbench_q8,661,0.6883509833585476,1000
P_RANDOM,pb,f1,pb_olympiadbench_q8,661,0.0685229587947499,1000
