method,benchmark,metric,stratum,N,estimate,coverage
P_RANDOM,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_RANDOM,pb,gated_err_acc,pb_olympiadbench_q8,661,0.036308623298033284,1000
P_RANDOM,pb,sla,pb_omnimath_q4,759,0.034255599472990776,1000
P_RANDOM,pb,tol1,pb_omnimath_q4,759,0.25428194993412384,1000
P_RANDOM,pb,early,pb_omnimath_q4,759,0.2516469038208169,1000
P_RANDOM,pb,late,pb_omnimath_q4,759,0.7140974967061924,1000
P_RANDOM,pb,f1,pb_omnimath_q4,759,0.05816480026742437,1000
P_RANDOM,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_RANDOM,pb,gated_err_acc,pb_omnimath_q4,759,0.030303030303030304,1000
P_RANDOM,pb,sla,pb_omnimath_q8,759,0.030303030303030304,1000
P_RANDOM,pb,tol1,pb_omnimath_q8,759,0.25691699604743085,1000
P_RANDOM,pb,early,pb_omnimath_q8,759,0.2648221343873518,1000
P_RANDOM,pb,late,pb_omnimath_q8,759,0.7048748353096179,1000
P_RANDOM,pb,f1,pb_omnimath_q8,759,0.04840659221354487,1000
P_RANDOM,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_RANDOM,pb,gated_err_acc,pb_omnimath_q8,759,0.025032938076416336,1000
P_RANDOM,pb,sla,macro8,4442,0.057005254478615,6800
P_RANDOM,pb,tol1,macro8,4442,0.3380572398323829,6800
P_RANDOM,pb,early,macro8,4442,0.2661705524627317,6800
P_RANDOM,pb,late,macro8,4442,0.6768241930586534,6800
P_RANDOM,pb,f1,macro8,4442,0.08446113904334579,6800
P_RANDOM,pb,sla,q4,2221,0.05984467557019027,3400
P_RANDOM,pb,tol1,q4,2221,0.3371211290700865,3400
P_RANDOM,pb,early,q4,2221,0.26730497547112686,3400
P_RANDOM,pb,late,q4,2221,0.6728503489586829,3400
P_RANDOM,pb,f1,q4,2221,0.08893798154694689,3400
P_RANDOM,pb,sla,q8,2221,0.05416583338703972,3400
P_RANDOM,pb,tol1,q8,2221,0.33899335059467933,3400
P_RANDOM,pb,early,q8,2221,0.2650361294543364,3400
P_RANDOM,pb,late,q8,2221,0.680798037158624,3400
P_RANDOM,pb,f1,q8,2221,0.07998429653974469,3400
P_RANDOM,prm,within_auc,all,6030,0.5446582017170143,6969
P_RANDOM,prm,step_auroc_mean_folds,all,94203,0.5415946350683096,6969
P_RANDOM,prm,step_auprc_mean_folds,all,94203,0.16943452170641954,6969
P_RANDOM,prm,prmscore_inner_raw,all,6211,0.5274894824046746,6969
P_RANDOM,prm,prmscore_q80_raw,all,6211,0.526780506649983,6969
P_RANDOM,prm,prmscore_inner_answer_z,all,6211,0.5318090196202752,6969
P_RANDOM,prm,prmscore_q80_answer_z,all,6211,0.5297554910312545,6969
P_RANDOM,prm,within_auc,kind=single,1964,0.541216068317733,1964
P_RANDOM,prm,within_auc,kind=multi,4066,0.5463208554298005,4066
P_RANDOM,pb,sla,depth=2-5,1312,0.10213414634146341,1312
P_RANDOM,prm,within_auc,depth=2-5,395,0.5073839662447258,395
P_RANDOM,pb,sla,depth=6-10,2308,0.03682842287694974,2308
P_RANDOM,prm,within_auc,depth=6-10,2527,0.5503222969704963,2527
P_RANDOM,pb,sla,depth=11+,822,0.0170316301703163,822
P_RANDOM,prm,within_auc,depth=11+,3108,0.5447901689969384,3108
P_POSITION_LENGTH,pb,sla,pb_gsm8k_q4,207,0.391304347826087,400
P_POSITION_LENGTH,pb,tol1,pb_gsm8k_q4,207,0.6376811594202898,400
P_POSITION_LENGTH,pb,early,pb_gsm8k_q4,207,0.45410628019323673,400
P_POSITION_LENGTH,pb,late,pb_gsm8k_q4,207,0.15458937198067632,400
P_POSITION_LENGTH,pb,f1,pb_gsm8k_q4,207,0.3937594668282339,400
P_POSITION_LENGTH,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_POSITION_LENGTH,pb,gated_err_acc,pb_gsm8k_q4,207,0.32367149758454106,400
P_POSITION_LENGTH,pb,sla,pb_gsm8k_q8,207,0.38164251207729466,400
P_POSITION_LENGTH,pb,tol1,pb_gsm8k_q8,207,0.6231884057971014,400
P_POSITION_LENGTH,pb,early,pb_gsm8k_q8,207,0.4492753623188406,400
P_POSITION_LENGTH,pb,late,pb_gsm8k_q8,207,0.16908212560386474,400
P_POSITION_LENGTH,pb,f1,pb_gsm8k_q8,207,0.39053871640692106,400
P_POSITION_LENGTH,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_POSITION_LENGTH,pb,gated_err_acc,pb_gsm8k_q8,207,0.32367149758454106,400
P_POSITION_LENGTH,pb,sla,pb_math_q4,594,0.2946127946127946,1000
P_POSITION_LENGTH,pb,tol1,pb_math_q4,594,0.569023569023569,1000
P_POSITION_LENGTH,pb,early,pb_math_q4,594,0.5117845117845118,1000
P_POSITION_LENGTH,pb,late,pb_math_q4,594,0.1936026936026936,1000
P_POSITION_LENGTH,pb,f1,pb_math_q4,594,0.35789473684210527,1000
P_POSITION_LENGTH,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_math_q4,594,0.25757575757575757,1000
P_POSITION_LENGTH,pb,sla,pb_math_q8,594,0.29292929292929293,1000
P_POSITION_LENGTH,pb,tol1,pb_math_q8,594,0.5606060606060606,1000
P_POSITION_LENGTH,pb,early,pb_math_q8,594,0.4983164983164983,1000
P_POSITION_LENGTH,pb,late,pb_math_q8,594,0.20875420875420875,1000
P_POSITION_LENGTH,pb,f1,pb_math_q8,594,0.3467120317957365,1000
P_POSITION_LENGTH,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_math_q8,594,0.2474747474747475,1000
P_POSITION_LENGTH,pb,sla,pb_olympiadbench_q4,661,0.22390317700453857,1000
P_POSITION_LENGTH,pb,tol1,pb_olympiadbench_q4,661,0.4357034795763994,1000
P_POSITION_LENGTH,pb,early,pb_olympiadbench_q4,661,0.5582450832072617,1000
P_POSITION_LENGTH,pb,late,pb_olympiadbench_q4,661,0.2178517397881997,1000
P_POSITION_LENGTH,pb,f1,pb_olympiadbench_q4,661,0.28183897529734675,1000
P_POSITION_LENGTH,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_olympiadbench_q4,661,0.18456883509833585,1000
P_POSITION_LENGTH,pb,sla,pb_olympiadbench_q8,661,0.21633888048411498,1000
P_POSITION_LENGTH,pb,tol1,pb_olympiadbench_q8,661,0.4281391830559758,1000
P_POSITION_LENGTH,pb,early,pb_olympiadbench_q8,661,0.5491679273827534,1000
P_POSITION_LENGTH,pb,late,pb_olympiadbench_q8,661,0.2344931921331316,1000
P_POSITION_LENGTH,pb,f1,pb_olympiadbench_q8,661,0.27776802053176364,1000
P_POSITION_LENGTH,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_olympiadbench_q8,661,0.1800302571860817,1000
P_POSITION_LENGTH,pb,sla,pb_omnimath_q4,759,0.2621870882740448,1000
P_POSITION_LENGTH,pb,tol1,pb_omnimath_q4,759,0.5204216073781291,1000
P_POSITION_LENGTH,pb,early,pb_omnimath_q4,759,0.4756258234519104,1000
P_POSITION_LENGTH,pb,late,pb_omnimath_q4,759,0.2621870882740448,1000
P_POSITION_LENGTH,pb,f1,pb_omnimath_q4,759,0.32632775778603496,1000
P_POSITION_LENGTH,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_omnimath_q4,759,0.21080368906455862,1000
P_POSITION_LENGTH,pb,sla,pb_omnimath_q8,759,0.24769433465085638,1000
P_POSITION_LENGTH,pb,tol1,pb_omnimath_q8,759,0.4993412384716733,1000
P_POSITION_LENGTH,pb,early,pb_omnimath_q8,759,0.45849802371541504,1000
P_POSITION_LENGTH,pb,late,pb_omnimath_q8,759,0.2938076416337286,1000
P_POSITION_LENGTH,pb,f1,pb_omnimath_q8,759,0.3175666967392705,1000
P_POSITION_LENGTH,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_POSITION_LENGTH,pb,gated_err_acc,pb_omnimath_q8,759,0.2028985507246377,1000
P_POSITION_LENGTH,pb,sla,macro8,4442,0.288826553482378,6800
P_POSITION_LENGTH,pb,tol1,macro8,4442,0.5342630879161497,6800
P_POSITION_LENGTH,pb,early,macro8,4442,0.49437743879630347,6800
P_POSITION_LENGTH,pb,late,macro8,4442,0.21679600772131852,6800
P_POSITION_LENGTH,pb,f1,macro8,4442,0.33655080027842654,6800
P_POSITION_LENGTH,pb,sla,q4,2221,0.29300185192936623,3400
P_POSITION_LENGTH,pb,tol1,q4,2221,0.5407074538495968,3400
P_POSITION_LENGTH,pb,early,q4,2221,0.49994042465923016,3400
P_POSITION_LENGTH,pb,late,q4,2221,0.2070577234114036,3400
P_POSITION_LENGTH,pb,f1,q4,2221,0.3399552341884302,3400
P_POSITION_LENGTH,pb,sla,q8,2221,0.28465125503538974,3400
P_POSITION_LENGTH,pb,tol1,q8,2221,0.5278187219827027,3400
P_POSITION_LENGTH,pb,early,q8,2221,0.48881445293337683,3400
P_POSITION_LENGTH,pb,late,q8,2221,0.22653429203123343,3400
P_POSITION_LENGTH,pb,f1,q8,2221,0.33314636636842293,3400
P_POSITION_LENGTH,prm,within_auc,all,6030,0.6728160559935885,6969
P_POSITION_LENGTH,prm,step_auroc_mean_folds,all,94203,0.6182936526126621,6969
P_POSITION_LENGTH,prm,step_auprc_mean_folds,all,94203,0.1839010092136939,6969
P_POSITION_LENGTH,prm,prmscore_inner_raw,all,6211,0.5426789099830778,6969
P_POSITION_LENGTH,prm,prmscore_q80_raw,all,6211,0.5440790122904484,6969
P_POSITION_LENGTH,prm,prmscore_inner_answer_z,all,6211,0.5732259741676797,6969
P_POSITION_LENGTH,prm,prmscore_q80_answer_z,all,6211,0.5731707727140879,6969
P_POSITION_LENGTH,prm,within_auc,kind=single,1964,0.7173805182010957,1964
P_POSITION_LENGTH,prm,within_auc,kind=multi,4066,0.651290083594291,4066
P_POSITION_LENGTH,pb,sla,depth=2-5,1312,0.3696646341463415,1312
P_POSITION_LENGTH,prm,within_auc,depth=2-5,395,0.7071729957805908,395
P_POSITION_LENGTH,pb,sla,depth=6-10,2308,0.2430675909878683,2308
P_POSITION_LENGTH,prm,within_auc,depth=6-10,2527,0.6947914271895278,2527
P_POSITION_LENGTH,pb,sla,depth=11+,822,0.17153284671532848,822
P_POSITION_LENGTH,prm,within_auc,depth=11+,3108,0.6505822225868948,3108
P_SOFT_COVERAGE_MATCH,pb,sla,pb_gsm8k_q4,207,0.4251207729468599,400
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_gsm8k_q4,207,0.642512077294686,400
P_SOFT_COVERAGE_MATCH,pb,early,pb_gsm8k_q4,207,0.27053140096618356,400
P_SOFT_COVERAGE_MATCH,pb,late,pb_gsm8k_q4,207,0.30434782608695654,400
P_SOFT_COVERAGE_MATCH,pb,f1,pb_gsm8k_q4,207,0.4111258278145695,400
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_gsm8k_q4,207,0.34782608695652173,400
P_SOFT_COVERAGE_MATCH,pb,sla,pb_gsm8k_q8,207,0.4396135265700483,400
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_gsm8k_q8,207,0.6666666666666666,400
P_SOFT_COVERAGE_MATCH,pb,early,pb_gsm8k_q8,207,0.2608695652173913,400
P_SOFT_COVERAGE_MATCH,pb,late,pb_gsm8k_q8,207,0.2995169082125604,400
P_SOFT_COVERAGE_MATCH,pb,f1,pb_gsm8k_q8,207,0.41417503755854707,400
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_gsm8k_q8,207,0.357487922705314,400
P_SOFT_COVERAGE_MATCH,pb,sla,pb_math_q4,594,0.33164983164983164,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_math_q4,594,0.5774410774410774,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_math_q4,594,0.27441077441077444,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_math_q4,594,0.3939393939393939,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_math_q4,594,0.38002811056823504,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_math_q4,594,0.28114478114478114,1000
P_SOFT_COVERAGE_MATCH,pb,sla,pb_math_q8,594,0.3282828282828283,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_math_q8,594,0.5589225589225589,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_math_q8,594,0.24915824915824916,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_math_q8,594,0.4225589225589226,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_math_q8,594,0.3723125072897633,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_math_q8,594,0.27441077441077444,1000
P_SOFT_COVERAGE_MATCH,pb,sla,pb_olympiadbench_q4,661,0.27987897125567324,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_olympiadbench_q4,661,0.5052950075642966,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_olympiadbench_q4,661,0.4009077155824508,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_olympiadbench_q4,661,0.31921331316187596,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_olympiadbench_q4,661,0.3270935104030256,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_olympiadbench_q4,661,0.2254160363086233,1000
P_SOFT_COVERAGE_MATCH,pb,sla,pb_olympiadbench_q8,661,0.2783661119515885,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_olympiadbench_q8,661,0.5037821482602118,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_olympiadbench_q8,661,0.367624810892587,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_olympiadbench_q8,661,0.3540090771558245,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_olympiadbench_q8,661,0.32884608173476115,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2254160363086233,1000
P_SOFT_COVERAGE_MATCH,pb,sla,pb_omnimath_q4,759,0.2951251646903821,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_omnimath_q4,759,0.52832674571805,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_omnimath_q4,759,0.29117259552042163,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_omnimath_q4,759,0.4137022397891963,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_omnimath_q4,759,0.3326067952677895,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_omnimath_q4,759,0.2160737812911726,1000
P_SOFT_COVERAGE_MATCH,pb,sla,pb_omnimath_q8,759,0.2938076416337286,1000
P_SOFT_COVERAGE_MATCH,pb,tol1,pb_omnimath_q8,759,0.5177865612648221,1000
P_SOFT_COVERAGE_MATCH,pb,early,pb_omnimath_q8,759,0.2727272727272727,1000
P_SOFT_COVERAGE_MATCH,pb,late,pb_omnimath_q8,759,0.43346508563899866,1000
P_SOFT_COVERAGE_MATCH,pb,f1,pb_omnimath_q8,759,0.3350466400152294,1000
P_SOFT_COVERAGE_MATCH,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
P_SOFT_COVERAGE_MATCH,pb,gated_err_acc,pb_omnimath_q8,759,0.21739130434782608,1000
P_SOFT_COVERAGE_MATCH,pb,sla,macro8,4442,0.33398060612261754,6800
P_SOFT_COVERAGE_MATCH,pb,tol1,macro8,4442,0.5625916053915462,6800
P_SOFT_COVERAGE_MATCH,pb,early,macro8,4442,0.2984252980594163,6800
P_SOFT_COVERAGE_MATCH,pb,late,macro8,4442,0.3675940958179661,6800
P_SOFT_COVERAGE_MATCH,pb,f1,macro8,4442,0.36265431383149005,6800
P_SOFT_COVERAGE_MATCH,pb,sla,q4,2221,0.33294368513568673,3400
P_SOFT_COVERAGE_MATCH,pb,tol1,q4,2221,0.5633937270045275,3400
P_SOFT_COVERAGE_MATCH,pb,early,q4,2221,0.3092556216199576,3400
P_SOFT_COVERAGE_MATCH,pb,late,q4,2221,0.3578006932443557,3400
P_SOFT_COVERAGE_MATCH,pb,f1,q4,2221,0.3627135610134049,3400
P_SOFT_COVERAGE_MATCH,pb,sla,q8,2221,0.3350175271095484,3400
P_SOFT_COVERAGE_MATCH,pb,tol1,q8,2221,0.5617894837785649,3400
P_SOFT_COVERAGE_MATCH,pb,early,q8,2221,0.28759497449887506,3400
P_SOFT_COVERAGE_MATCH,pb,late,q8,2221,0.3773874983915765,3400
P_SOFT_COVERAGE_MATCH,pb,f1,q8,2221,0.36259506664957525,3400
P_SOFT_COVERAGE_MATCH,prm,within_auc,all,6030,0.7552163300455813,6969
P_SOFT_COVERAGE_MATCH,prm,step_auroc_mean_folds,all,94203,0.7093647793953005,6969
P_SOFT_COVERAGE_MATCH,prm,step_auprc_mean_folds,all,94203,0.31552429521519354,6969
P_SOFT_COVERAGE_MATCH,prm,prmscore_inner_raw,all,6211,0.6329125049426401,6969
P_SOFT_COVERAGE_MATCH,prm,prmscore_q80_raw,all,6211,0.6313663285432487,6969
P_SOFT_COVERAGE_MATCH,prm,prmscore_inner_answer_z,all,6211,0.6378239099689544,6969
P_SOFT_COVERAGE_MATCH,prm,prmscore_q80_answer_z,all,6211,0.636356598153183,6969
P_SOFT_COVERAGE_MATCH,prm,within_auc,kind=single,1964,0.8368430072516648,1964
P_SOFT_COVERAGE_MATCH,prm,within_auc,kind=multi,4066,0.7157881957532182,4066
P_SOFT_COVERAGE_MATCH,pb,sla,depth=2-5,1312,0.4329268292682927,1312
P_SOFT_COVERAGE_MATCH,prm,within_auc,depth=2-5,395,0.7938818565400844,395
P_SOFT_COVERAGE_MATCH,pb,sla,depth=6-10,2308,0.2959272097053726,2308
P_SOFT_COVERAGE_MATCH,prm,within_auc,depth=6-10,2527,0.7727925546950081,2527
P_SOFT_COVERAGE_MATCH,pb,sla,depth=11+,822,0.1654501216545012,822
P_SOFT_COVERAGE_MATCH,prm,within_auc,depth=11+,3108,0.7360116959868841,3108
ct7,pb,sla,pb_gsm8k_q4,207,0.4830917874396135,400
ct7,pb,tol1,pb_gsm8k_q4,207,0.6908212560386473,400
ct7,pb,early,pb_gsm8k_q4,207,0.2463768115942029,400
ct7,pb,late,pb_gsm8k_q4,207,0.27053140096618356,400
ct7,pb,f1,pb_gsm8k_q4,207,0.43694923843576683,400
ct7,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
ct7,pb,gated_err_acc,pb_gsm8k_q4,207,0.3864734299516908,400
ct7,pb,sla,pb_gsm8k_q8,207,0.47342995169082125,400
ct7,pb,tol1,pb_gsm8k_q8,207,0.6811594202898551,400
ct7,pb,early,pb_gsm8k_q8,207,0.23671497584541062,400
ct7,pb,late,pb_gsm8k_q8,207,0.2898550724637681,400
ct7,pb,f1,pb_gsm8k_q8,207,0.4360020397756247,400
ct7,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
ct7,pb,gated_err_acc,pb_gsm8k_q8,207,0.391304347826087,400
ct7,pb,sla,pb_math_q4,594,0.3569023569023569,1000
ct7,pb,tol1,pb_math_q4,594,0.6346801346801347,1000
ct7,pb,early,pb_math_q4,594,0.26936026936026936,1000
ct7,pb,late,pb_math_q4,594,0.37373737373737376,1000
ct7,pb,f1,pb_math_q4,594,0.400990421580765,1000
ct7,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
ct7,pb,gated_err_acc,pb_math_q4,594,0.3047138047138047,1000
ct7,pb,sla,pb_math_q8,594,0.3686868686868687,1000
ct7,pb,tol1,pb_math_q8,594,0.622895622895623,1000
ct7,pb,early,pb_math_q8,594,0.28114478114478114,1000
ct7,pb,late,pb_math_q8,594,0.3501683501683502,1000
ct7,pb,f1,pb_math_q8,594,0.40781951817068196,1000
ct7,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
ct7,pb,gated_err_acc,pb_math_q8,594,0.3148148148148148,1000
ct7,pb,sla,pb_olympiadbench_q4,661,0.3903177004538578,1000
ct7,pb,tol1,pb_olympiadbench_q4,661,0.5930408472012103,1000
ct7,pb,early,pb_olympiadbench_q4,661,0.29954614220877457,1000
ct7,pb,late,pb_olympiadbench_q4,661,0.3101361573373676,1000
ct7,pb,f1,pb_olympiadbench_q4,661,0.40794613258988166,1000
ct7,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
ct7,pb,gated_err_acc,pb_olympiadbench_q4,661,0.3101361573373676,1000
ct7,pb,sla,pb_olympiadbench_q8,661,0.3767019667170953,1000
ct7,pb,tol1,pb_olympiadbench_q8,661,0.583963691376702,1000
ct7,pb,early,pb_olympiadbench_q8,661,0.32526475037821484,1000
ct7,pb,late,pb_olympiadbench_q8,661,0.2980332829046899,1000
ct7,pb,f1,pb_olympiadbench_q8,661,0.40263815702239886,1000
ct7,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
ct7,pb,gated_err_acc,pb_olympiadbench_q8,661,0.3010590015128593,1000
ct7,pb,sla,pb_omnimath_q4,759,0.3715415019762846,1000
ct7,pb,tol1,pb_omnimath_q4,759,0.5981554677206851,1000
ct7,pb,early,pb_omnimath_q4,759,0.24110671936758893,1000
ct7,pb,late,pb_omnimath_q4,759,0.38735177865612647,1000
ct7,pb,f1,pb_omnimath_q4,759,0.3986735001507386,1000
ct7,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
ct7,pb,gated_err_acc,pb_omnimath_q4,759,0.2753623188405797,1000
ct7,pb,sla,pb_omnimath_q8,759,0.3702239789196311,1000
ct7,pb,tol1,pb_omnimath_q8,759,0.6060606060606061,1000
ct7,pb,early,pb_omnimath_q8,759,0.25559947299077734,1000
ct7,pb,late,pb_omnimath_q8,759,0.37417654808959155,1000
ct7,pb,f1,pb_omnimath_q8,759,0.4040806601832398,1000
ct7,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
ct7,pb,gated_err_acc,pb_omnimath_q8,759,0.27931488801054016,1000
ct7,pb,sla,macro8,4442,0.3988620140983161,6800
ct7,pb,tol1,macro8,4442,0.6263471307829329,6800
ct7,pb,early,macro8,4442,0.26938924036125245,6800
ct7,pb,late,macro8,4442,0.3317487455404314,6800
ct7,pb,f1,macro8,4442,0.41188745848863717,6800
ct7,pb,sla,q4,2221,0.4004633366930282,3400
ct7,pb,tol1,q4,2221,0.6291744264101693,3400
ct7,pb,early,q4,2221,0.2640974856327089,3400
ct7,pb,late,q4,2221,0.33543917767426285,3400
ct7,pb,f1,q4,2221,0.41113982318928805,3400
ct7,pb,sla,q8,2221,0.39726069150360405,3400
ct7,pb,tol1,q8,2221,0.6235198351556965,3400
ct7,pb,early,q8,2221,0.274680995089796,3400
ct7,pb,late,q8,2221,0.32805831340659997,3400
ct7,pb,f1,q8,2221,0.41263509378798635,3400
ct7,prm,within_auc,all,6030,0.7723966352864217,6969
ct7,prm,step_auroc_mean_folds,all,94203,0.7233245522013749,6969
ct7,prm,step_auprc_mean_folds,all,94203,0.3413651214271107,6969
ct7,prm,prmscore_q80_raw,all,6211,0.6425309772481037,6969
ct7,prm,within_auc,kind=single,1964,0.8520611877294726,1964
ct7,prm,within_auc,kind=multi,4066,0.7339162661279979,4066
ct7,pb,sla,depth=2-5,1312,0.4763719512195122,1312
ct7,prm,within_auc,depth=2-5,395,0.781223628691983,395
ct7,pb,sla,depth=6-10,2308,0.3587521663778163,2308
ct7,prm,within_auc,depth=6-10,2527,0.7934422365437402,2527
ct7,pb,sla,depth=11+,822,0.29927007299270075,822
ct7,prm,within_auc,depth=11+,3108,0.7541633995166532,3108
token_lsml,pb,sla,pb_gsm8k_q4,207,0.4782608695652174,400
token_lsml,pb,tol1,pb_gsm8k_q4,207,0.6859903381642513,400
token_lsml,pb,early,pb_gsm8k_q4,207,0.2028985507246377,400
token_lsml,pb,late,pb_gsm8k_q4,207,0.3188405797101449,400
token_lsml,pb,f1,pb_gsm8k_q4,207,0.43694923843576683,400
token_lsml,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
token_lsml,pb,gated_err_acc,pb_gsm8k_q4,207,0.3864734299516908,400
token_lsml,pb,sla,pb_gsm8k_q8,207,0.4975845410628019,400
token_lsml,pb,tol1,pb_gsm8k_q8,207,0.7101449275362319,400
token_lsml,pb,early,pb_gsm8k_q8,207,0.17391304347826086,400
token_lsml,pb,late,pb_gsm8k_q8,207,0.3285024154589372,400
token_lsml,pb,f1,pb_gsm8k_q8,207,0.4419347606770542,400
token_lsml,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
token_lsml,pb,gated_err_acc,pb_gsm8k_q8,207,0.40096618357487923,400
token_lsml,pb,sla,pb_math_q4,594,0.3484848484848485,1000
token_lsml,pb,tol1,pb_math_q4,594,0.6060606060606061,1000
token_lsml,pb,early,pb_math_q4,594,0.21548821548821548,1000
token_lsml,pb,late,pb_math_q4,594,0.43602693602693604,1000
token_lsml,pb,f1,pb_math_q4,594,0.3906497622820919,1000
token_lsml,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
token_lsml,pb,gated_err_acc,pb_math_q4,594,0.29292929292929293,1000
token_lsml,pb,sla,pb_math_q8,594,0.31986531986531985,1000
token_lsml,pb,tol1,pb_math_q8,594,0.5622895622895623,1000
token_lsml,pb,early,pb_math_q8,594,0.18181818181818182,1000
token_lsml,pb,late,pb_math_q8,594,0.4983164983164983,1000
token_lsml,pb,f1,pb_math_q8,594,0.3629040190427478,1000
token_lsml,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
token_lsml,pb,gated_err_acc,pb_math_q8,594,0.26430976430976433,1000
token_lsml,pb,sla,pb_olympiadbench_q4,661,0.30559757942511345,1000
token_lsml,pb,tol1,pb_olympiadbench_q4,661,0.5521936459909228,1000
token_lsml,pb,early,pb_olympiadbench_q4,661,0.3071104387291982,1000
token_lsml,pb,late,pb_olympiadbench_q4,661,0.38729198184568836,1000
token_lsml,pb,f1,pb_olympiadbench_q4,661,0.3349844934527912,1000
token_lsml,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
token_lsml,pb,gated_err_acc,pb_olympiadbench_q4,661,0.2329803328290469,1000
token_lsml,pb,sla,pb_olympiadbench_q8,661,0.3101361573373676,1000
token_lsml,pb,tol1,pb_olympiadbench_q8,661,0.5612708018154312,1000
token_lsml,pb,early,pb_olympiadbench_q8,661,0.27987897125567324,1000
token_lsml,pb,late,pb_olympiadbench_q8,661,0.40998487140695916,1000
token_lsml,pb,f1,pb_olympiadbench_q8,661,0.3415404273743459,1000
token_lsml,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
