auroc_a1_faithful_ratio1,delta_a1_pp,n_keep_a1,cell,m,n,p,var_y_oracle,var_y_deployed,box_ratio_deployed_over_oracle,auroc_deployed,auroc_var_y_pq,delta_pp,n_keep_deployed,n_keep_oracle,g2_deployed,g2_oracle,g2_at_ceiling_deployed,g2_at_ceiling_oracle
0.7384857789269554,0.0,17,ars_gsm8k_r1distill8b,30,500,0.728,0.198016,0.25,1.262524240465417,0.7384857789269554,0.7361627343244991,-0.2323044602456359,17,17,0.23076923076923075,0.198016,False,True
0.7428880035910672,-0.2861631691168265,23,epr_triviaqa_mistral24b,28,621,0.7552334943639292,0.18485586335477813,0.25,1.3524050331051511,0.7457496352822355,0.7467876781506002,0.10380428683647303,22,20,0.25,0.18485586335477813,True,True
0.7097955329440557,0.16187778227437777,23,internalstates_gsm8k_qwen25_7b,29,500,0.294,0.20756399999999997,0.25000000000000006,1.2044477847796347,0.708176755121312,0.7070590275770365,-0.11177275442754153,21,21,0.25000000000000006,0.20756399999999997,True,True
0.6897557274648347,-0.9404585695534262,24,lapeigvals_gsm8k_llama3b,30,1319,0.4450341167551175,0.24697875167910996,0.25,1.0122328269146628,0.699160313160369,0.6992487502443656,0.008843708399663974,22,22,0.25,0.24697875167910996,True,True
0.8178997517815677,0.7066218272079317,24,lapeigvals_gsm8k_llama8b,29,500,0.724,0.199824,0.25,1.2511009688525903,0.8108335335094884,0.8081111378012651,-0.2722395708223302,22,22,0.25,0.199824,True,True
0.8420653574948822,-0.6543331564182187,22,lapeigvals_gsm8k_mistral24b,30,1319,0.9173616376042456,0.07580926345630236,0.25,3.2977500189551887,0.8486086890590644,0.8487527485025399,0.014405944347550825,21,20,0.25,0.07580926345630236,True,True
0.7965224456632135,-0.07475116798699721,20,lapeigvals_gsm8k_nemo,29,1319,0.8294162244124337,0.14148495109385714,0.25,1.7669723745683528,0.7972699573430835,0.7960511882998172,-0.12187690432662324,20,20,0.25,0.14148495109385714,True,True
0.8101754198595572,0.1330556519726911,18,lapeigvals_gsm8k_phi35,29,1319,0.8476118271417741,0.12916601763115737,0.25,1.9354935964186226,0.8088448633398303,0.805752098185281,-0.30927651545492596,18,18,0.25,0.12916601763115737,True,True
0.5694953431416364,-0.007150646239650893,23,losnet_hotpotqa_mistral7b,29,500,0.338,0.22375599999999998,0.25,1.1172884749459233,0.5695668496040329,0.5698528754536192,0.028602584958625776,23,23,0.25,0.22375599999999998,True,True
0.7859360334993863,-0.05775756263085574,24,math500_dsmath7b,30,300,0.19,0.1539,0.25,1.6244314489928524,0.7865136091256949,0.7848530792000578,-0.16605299256371442,24,22,0.25,0.1539,True,True
0.9168990872210954,0.13945233265721946,7,math500_qwenmath7b,28,300,0.22666666666666666,0.17528888888888888,0.25,1.4262170385395538,0.9155045638945232,0.9155045638945232,0.0,8,8,0.08862876254180602,0.08852382014121145,False,False
0.8340034775048903,-0.45642251684415713,25,math500_r1distill8b,28,300,0.2866666666666667,0.20448888888888891,0.24999999999999997,1.2225603129754399,0.8385677026733319,0.8359052379917409,-0.2662464681591037,22,21,0.24999999999999997,0.20448888888888891,True,True
0.8180841623464574,-1.7701181635607854,26,math500_r1distill8b_mn4096,29,300,0.39,0.2379,0.24999999999999994,1.0508617065994112,0.8357853439820653,0.8362990985941806,0.05137546121153358,26,26,0.24999999999999994,0.2379,True,True
0.7842933935411485,0.12254620198741684,24,noise_gsm8k_mistral7b,29,1319,0.4988627748294162,0.2499987067189114,0.25,1.0000051731511157,0.7830679315212743,0.7830679315212743,0.0,23,23,0.25,0.2499987067189114,True,True
0.6830688893352079,0.0011157974604492082,20,noise_gsm8k_phi3mini,29,1319,0.709628506444276,0.20605588928594212,0.25,1.213263065988262,0.6830577313606034,0.6830437838923478,-0.0013947468255670614,20,20,0.2157190635451505,0.20605588928594212,False,True
0.7410276859974935,0.20508146291444707,26,sciq_llama8b,30,198,0.6616161616161617,0.22388021630445873,0.25000000000000006,1.1166685655691013,0.738976871368349,0.7390908055144126,0.011393414606364338,24,24,0.25000000000000006,0.22388021630445873,True,True
0.7447199866870091,-0.21765621438389893,22,se_nq_open_llama8b,27,8460,0.4852245862884161,0.24978168714965152,0.25,1.0008740146358996,0.7468965488308481,0.7469025900200115,0.0006041189163363825,22,22,0.25,0.24978168714965152,True,True
0.8112884235799291,0.10377108030428239,23,se_squad_v2_llama8b,27,2933,0.27957722468462326,0.20141380012226692,0.25000000000000006,1.2412257742430717,0.8102507127768863,0.8090236976671707,-0.1227015109715568,23,23,0.25000000000000006,0.20141380012226692,True,True
0.8150754041148579,0.32035573427598996,13,seiclr_triviaqa_opt30b,19,5000,0.4648,0.24876096,0.25000000000000006,1.0049808458690626,0.811871846772098,0.811778906143472,-0.009294062862597041,13,13,0.25000000000000006,0.24876096,True,True
0.8103024265109896,0.004218609596151612,21,semenergy_triviaqa_qwen3_8b,27,4392,0.476775956284153,0.24946064379348445,0.25,1.002162089371348,0.8102602404150281,0.8102772811040371,0.00170406890089847,21,21,0.061036789297658864,0.06090510701312497,False,False
0.9286666666666666,-0.13333333333332975,22,spilled_triviaqa_llama8b,28,256,0.0234375,0.02288818359375,0.24999999999999997,10.922666666666666,0.9299999999999999,0.8966666666666666,-3.3333333333333326,22,20,0.24999999999999997,0.02288818359375,True,True
0.8118702651515152,0.052083333333341475,24,trace_gsm8k_llama8b_k10,29,5000,0.736,0.194304,0.25,1.2866436100131753,0.8113494318181818,0.807917490118577,-0.34319416996047014,22,21,0.25,0.194304,True,True
0.6862546943409332,0.018513432566347188,25,trace_math500_qwenmath15b_k10,30,3000,0.17633333333333334,0.1452398888888889,0.25,1.7212902179459424,0.6860695600152698,0.6858086889200166,-0.026087109525319008,23,22,0.25,0.1452398888888889,True,True
0.6645144309982799,0.11558492747910654,22,truthfulqa_llama8b,29,7633,0.10598716101139788,0.09475388271214191,0.25,2.6384143092002774,0.6633585817234888,0.6597180459571903,-0.3640535766298525,22,22,0.25,0.09475388271214191,True,True
