geometry_id,actuator,replicate,delta_auroc_pp,group_values_pp
residual_union_k7,cross,7,0.3009979257372085,"[0.3927206995871346, 0.16804018663186815, 0.37698102887836704, 0.6036210775971274, 0.6494246325623787, 0.21013932335253172, 0.045113804511846364, -0.03805734722358567]"
residual_union_k7,cross,8,-0.11463959431467856,"[-0.0036458799958505317, -0.29496415738572423, -0.38732602388435566, -0.06106076009906314, 0.3759826820098011, -0.3189892996894761, -0.041644882239944, -0.18546843323281603]"
residual_union_k7,cross,9,-0.06500927414550443,"[-0.05738498718463547, -0.04111621587801206, -0.4707276703443309, -0.5748079615041868, 0.44434316964794274, 0.13182043793936726, -0.2431286449252649, 0.29092767908508455]"
residual_union_k7,cross,10,0.03194827911067719,"[0.18404042708200286, -0.16804018663185705, 0.14731805387138808, 0.3633383723190553, 0.14811438988264758, -0.18988145394939204, 0.17891194541409527, -0.4082153151025225]"
residual_union_k7,cross,11,0.10385387342521449,"[0.1322466647117715, 0.36110763510252, 0.310382296060423, 0.5092274969199728, -0.17090121909536515, -0.11456373437372935, 0.0729756704321701, -0.2696438223560471]"
residual_union_k7,cross,12,0.07637144743512052,"[0.007971785356268857, 0.09295840111549492, -0.11802445498094061, -0.5361107886968197, 0.4101629258288719, 0.41964378470098485, -0.2541513548014055, 0.5885212809585094]"
residual_union_k7,cross,13,0.06558612838561637,"[0.17818669826104916, 0.2288206796689285, 0.18801163517444763, 0.5822811362470093, -0.13672097527629434, -0.1912666074128655, 0.1347092595160822, -0.45933279909342595]"
residual_union_k7,cross,14,-0.14483165264785652,"[-0.20406268275367953, -0.0035753231198309976, -0.4233163135226347, -0.6344814855731684, -0.20508146291443596, 0.18486027264439375, -0.1814762941098132, 0.3084800681663169]"
residual_union_k7,cross,15,-0.031051559273993366,"[-0.16351904634436365, 0.014301292479312888, -0.15521394128012567, -0.5492559688207388, 1.1102230246251565e-14, 0.34767351932867285, -0.27744731684163915, 0.5350489872869235]"
residual_union_k7,cross,16,-0.3528948884889476,"[-0.3900671436790226, 0.04469153899784306, -0.6454179205923904, -0.6921300925336826, -0.2734419505525776, -0.5863239181374214, -0.41244764705495135, 0.13197802564062222]"
residual_union_k7,cross,17,0.03832648194806878,"[0.04645613798303749, -0.0035753231198309976, 0.2434091193374588, 0.5538092354679502, -0.11393414606356567, -0.11889233894704088, 0.16477636126906264, -0.4654371903425214]"
residual_union_k7,cross,18,0.08726386041312419,"[0.09633636484708497, 0.04290387743792756, 0.29415242815136855, 0.5622221507472491, -0.19368804830807163, 0.11837290639826747, 0.16468832064279554, -0.38687711661162805]"
residual_union_k7,cross,19,0.0647339083485155,"[-0.016966713645577558, -0.1090473551547233, -0.03648390476521879, -0.5095071816034524, 0.3987695112224965, 0.416065471587046, -0.135354502174941, 0.5103959413224946]"
residual_union_k5,full,0,0.03738593701437439,"[-0.02825295771378356, 0.03396556963835007, 0.3179960395947501, 0.5295717607968875, -0.07975390224450596, -0.14538339893572783, 0.15230371154692318, -0.48135932656789837]"
residual_union_k5,full,1,0.14910940489960134,"[0.21570487849780332, 0.2145193871896156, 0.3215420599697283, 0.5957787190721264, -0.10254073145721243, 0.15242459570834477, 0.1379262273873046, -0.34247989717089977]"
residual_union_k5,full,2,-0.19772297071683798,"[-0.31294167517232685, -0.15016357103273537, -0.4079111432758164, -0.661996864734693, -0.19368804830808273, 0.06833423753074275, -0.3146049304610895, 0.391188229719297]"
residual_union_k5,full,3,0.18275043146703135,"[0.05083749997214726, -0.05005452367758956, -0.04184518861248154, -0.38899105148855195, 0.9228665831149563, 0.5520413699167892, -0.16932564541740264, 0.5864744079283835]"
residual_union_k5,full,4,0.13647065683336254,"[0.1742352740038955, -0.051842185237493954, -0.11391030592411422, -0.44110190171600117, 0.6836048763814495, 0.4528297530964065, -0.19401429763113615, 0.5819640416938943]"
residual_union_k5,full,5,-0.4320529271572081,"[-0.6414704029453577, -0.26099858774737417, -0.44469642553140126, -0.009878463020784878, -0.31901560897800163, -1.0560063717059087, -0.0790310213045875, -0.6453265360242488]"
residual_union_k5,full,6,-0.11299350948914062,"[-0.31631105888963784, 0.050054523677578455, 0.16478158823590272, -0.05221153671350898, -0.5924575595305903, 0.07116225918530894, -0.2133158644621084, -0.01565042741606959]"
residual_union_k5,full,7,0.36624453341773877,"[0.5118693562422816, 0.364682958222351, 0.35602399562768783, 0.36102258313976954, 0.42155634043523627, 0.4432491083074641, -0.16710868786879995, 0.6386606132359196]"
residual_union_k5,full,8,-0.10942307440187375,"[0.06457172827068702, -0.28245052646632685, -0.42689002315840385, 0.06381285738459308, 0.31901560897801273, -0.3273579351978917, 0.059237477682646165, -0.34532378270830666]"
residual_union_k5,full,9,-0.06295521152767164,"[-0.0564944619022112, -0.028602584958614674, -0.45048148208820754, -0.5816322677812957, 0.3418024381907303, 0.17522191312779878, -0.2647917353463517, 0.3613364885367787]"
residual_union_k5,full,10,0.12939033136680494,"[0.33621602497829195, -0.15195123259265086, 0.21317064655015594, 0.14147010660181536, 0.15950780448901192, 0.11704546766245771, 0.1696875262535295, 0.04997630699182798]"
residual_union_k5,full,11,0.16220497430958292,"[0.18920862314285247, 0.3217790807844234, 0.4397948810746533, 0.5685542119814091, -0.13672097527629434, 0.02539448016346535, 0.1298200800333567, -0.24019058742720256]"
residual_union_k5,full,12,-0.025757887458918476,"[-0.10736039066244428, 0.039328554318096565, -0.27062534671508987, -0.6041804469640866, 0.25065512133986, 0.2633523022405049, -0.29579821275050133, 0.5185653195223128]"
residual_union_k5,full,13,0.019561581315648096,"[0.13411204260429743, 0.02502726183879478, 0.16806681911541999, 0.5650861219061554, -0.19368804830807163, -0.19773065690901204, 0.15375192734004745, -0.4981328170624466]"
residual_union_k5,full,14,-0.16992230670573202,"[-0.1958942505450667, -0.13764994011333798, -0.4745976843010346, -0.5339068733909325, -0.04557365842543515, 0.006925767317322862, -0.04655467475220461, 0.06787286056483266]"
residual_union_k5,full,15,-0.06772360042460082,"[-0.20595293756202948, -0.13228695543359148, -0.20754689979206598, -0.584904578578116, 0.06836048763814162, 0.28245587709072595, -0.20284285250292688, 0.44092905574305563]"
residual_union_k5,full,16,-0.3106375470699061,"[-0.33880472780841164, -0.017876615599132784, -0.6278594435869467, -0.7064779167965995, -0.35319585279708354, -0.2279731741945734, -0.4126367345376007, 0.1997240887610996]"
residual_union_k5,full,17,0.07379682472839402,"[0.06502991061592689, -0.05362984679739835, 0.31922244502297303, 0.5374532751775796, -0.056967073031788384, -0.018988145394938094, 0.19873470323238016, -0.4004806709975828]"
residual_union_k5,full,18,0.11741753297402702,"[0.17194280637179538, 0.12334864763403619, 0.31802345069817717, 0.5791934173412838, -0.31901560897800163, 0.18434084009559815, 0.1614935816596626, -0.2799868710303355]"
residual_union_k5,full,19,0.1360526737142413,"[0.010139439434886377, 0.02145193871896378, 0.05855191340304877, -0.4605176124437338, 0.5240970718924376, 0.5056387288908448, -0.19648622488922887, 0.6255461347067115]"
residual_union_k5,cross,0,0.027839756993377984,"[-0.027807965368661373, 0.02502726183879478, 0.3088664196994162, 0.5288613617008275, -0.11393414606357677, -0.15733034755807118, 0.14599199973791183, -0.4869565280396171]"
residual_union_k5,cross,1,0.1416689890582134,"[0.20169432613443952, 0.19485511003056732, 0.31693314040086795, 0.5944138578167113, -0.07975390224449486, 0.11508316692254716, 0.14570247518455776, -0.35557626177948887]"
residual_union_k5,cross,2,-0.1980414370013548,"[-0.30669269780880914, -0.14301292479308447, -0.416071184406559, -0.6607494710463402, -0.2164748775207892, 0.07554857848626195, -0.3143889069373499, 0.3975099880158317]"
residual_union_k5,cross,3,0.17144999480758283,"[0.04428016891488418, -0.05184218523748285, -0.05287758988245627, -0.40161601810119185, 0.8886863392958855, 0.5354195283552521, -0.17591031325788026, 0.5854600283736522]"
residual_union_k5,cross,4,0.1291400239512569,"[0.15459130471269678, -0.048266862117662956, -0.12774283384687557, -0.45272000346808783, 0.6836048763814495, 0.4484434337954535, -0.20476123427257686, 0.5799715104256586]"
residual_union_k5,cross,5,-0.42038404568042353,"[-0.6267645292657031, -0.25563560306762767, -0.42393108532063023, 0.007730484651613523, -0.2848353651589308, -1.0617778444703463, -0.07218772229574308, -0.6456707005160212]"
residual_union_k5,cross,6,-0.11554475320683831,"[-0.3106900421998482, 0.04469153899784306, 0.16301025360985877, -0.05527128715085983, -0.6038509741369547, 0.07283598628698984, -0.21642616282266566, -0.018657338239069787]"
residual_union_k5,cross,7,0.35725433519568695,"[0.5090503915428113, 0.3593199735426156, 0.3498400576860483, 0.36999486778606094, 0.38737609661615435, 0.42022093197743304, -0.1668641007339433, 0.6290964631483154]"
residual_union_k5,cross,8,-0.115249577425084,"[0.06368712896200224, -0.28066286490641135, -0.4401366167914001, 0.07404931680023985, 0.2848353651589419, -0.3338796994216908, 0.06539718984719758, -0.3552864390495514]"
residual_union_k5,cross,9,-0.06154085426417484,"[-0.06395041768093246, -0.030390246518530173, -0.4410494667822795, -0.5878077055927133, 0.35319585279707244, 0.16829614581049812, -0.25960155918512606, 0.36898056303861226]"
residual_union_k5,cross,10,0.12582968608650455,"[0.33173564183340387, -0.15731421727238626, 0.2252361539753012, 0.1478245426106639, 0.1253275606699411, 0.11237057472327505, 0.17700567094924108, 0.04445156120259641]"
residual_union_k5,cross,11,0.15839988226858245,"[0.1786484530477006, 0.3146284345447725, 0.43424874507593575, 0.5738458461930107, -0.1253275606699411, 0.014024678817547986, 0.13916643683509572, -0.26203597569546266]"
residual_union_k5,cross,12,-0.027616542741994328,"[-0.11126515426473915, 0.03575323119826557, -0.27529875554015204, -0.6070723865913563, 0.25065512133986, 0.2660648944397659, -0.2959254605973941, 0.5161561680797955]"
residual_union_k5,cross,13,0.01304585643992505,"[0.12079003048949487, 0.028602584958614674, 0.16551829562926557, 0.5628262696635855, -0.2164748775207781, -0.2057530040515454, 0.15126525467962965, -0.5024077023288664]"
residual_union_k5,cross,14,-0.1702488599867824,"[-0.19474039199639526, -0.13407461699351808, -0.47464579110837457, -0.5461514688340219, -0.06836048763814162, 0.018757286484372138, -0.04832745689857809, 0.0855520470903981]"
residual_union_k5,cross,15,-0.0652009266742704,"[-0.19886579662877435, -0.1108350167146388, -0.21808902710434896, -0.5878188929800521, 0.06836048763814162, 0.28309073909481564, -0.20401239175532973, 0.4465624850560235]"
residual_union_k5,cross,16,-0.3100306372870639,"[-0.3330612583450854, -0.02323960027887928, -0.6052998087882311, -0.7085979266974407, -0.4101629258288719, -0.21492964574698625, -0.4001473095819848, 0.21519337697096796]"
residual_union_k5,cross,17,0.06930209229206474,"[0.059376787440453827, -0.04469153899784306, 0.31098220569552915, 0.5389579787747345, -0.045573658425424046, -0.03953458843626301, 0.18883886630390495, -0.4139393140185743]"
residual_union_k5,cross,18,0.1088970452762965,"[0.15972404097532755, 0.1179856629542897, 0.3060073491924764, 0.5793500407640484, -0.31901560897800163, 0.1678921427169855, 0.15604743787198672, -0.29681470328674076]"
residual_union_k5,cross,19,0.13016597974516608,"[0.006091967763683925, 0.019664277159048282, 0.05138335220259416, -0.47072050969735324, 0.5240970718924376, 0.49715466392715735, -0.20788594353582748, 0.6215429582495879]"
residual_union_k15,full,0,0.024337120416698024,"[-0.0712742303692071, 0.012513630919386287, 0.25907258161239843, 0.5177914419283614, 0.07975390224450596, -0.2264148765481866, 0.14216399756043313, -0.5189094840141073]"
residual_union_k15,full,1,0.09722041381857383,"[0.10517743823885262, 0.08759541643575952, 0.3695578841457614, 0.572542515567942, -0.22786829212715354, 0.04657578520887995, 0.13528914973481115, -0.31110658665626234]"
residual_union_k15,full,2,-0.4178098816681632,"[-0.541833682285342, -0.37540892758182176, -0.7859402660481662, -0.7173744320652764, -0.17090121909535405, -0.5591402814170032, -0.3226084099701413, 0.1307281651177994]"
residual_union_k15,full,3,0.24741054545975005,"[0.19238092945619512, 0.09117073955557942, -0.1633789225511939, -0.28499309878042833, 1.0026204853594622, 0.6333614211674554, -0.17165640357340956, 0.6797792130443403]"
residual_union_k15,full,4,0.11359118613359874,"[0.13171862462464823, 0.03217790807844567, -0.11447067700930846, -0.47535208805592477, 0.5468839011051552, 0.4343033255226114, -0.26515812222653123, 0.6186266170296939]"
residual_union_k15,full,5,-0.31810229930795547,"[-0.5626560638385603, -0.048266862117662956, -0.41992528563380654, -0.49777161228430344, -0.4329497550416006, -0.41225629956251897, -0.34421593887858926, 0.1732234228933982]"
residual_union_k15,full,6,-0.14193923557009705,"[-0.2474527208141697, 0.017876615599132784, -0.23878036053522012, -0.5602699516565002, -0.5127036572860955, 0.26127457204532245, -0.32011667366909446, 0.4646582917558484]"
residual_union_k15,full,7,0.14470270990060094,"[0.18866703469504587, 0.11977332451420519, 0.31531766356886815, 0.6028043983213438, 0.2164748775207892, 0.007676058776684425, 0.06974826575616064, -0.3628399439482899]"
residual_union_k15,full,8,0.021184088306604225,"[0.07227522153661625, -0.2341836643486639, 0.26161536650050277, 0.3820884335000718, 0.045573658425412944, -0.19894266618954992, 0.20921179363914502, -0.3681654366107012]"
residual_union_k15,full,9,0.08580544811510452,"[0.1602899457440976, -0.07508178551636213, -0.025604192629249404, -0.22848001163487952, 0.4671299988606714, 0.3283968002955273, -0.05389013601293513, 0.11368296581396597]"
residual_union_k15,full,10,-0.05011600096107367,"[-0.01994330081355633, -0.13764994011333798, 0.03478189903775242, 0.4454649827784207, 0.14811438988264758, -0.41069800191610994, 0.1489157846668439, -0.6099138212112498]"
residual_union_k15,full,11,0.18341131712741574,"[0.13105690962683325, 0.26099858774737417, 0.44949394468254183, 0.5049874771183016, -0.2734419505525665, 0.17429847748549054, 0.045097756923987806, 0.17479933398736325]"
residual_union_k15,full,12,0.2665405160007,"[0.2089161367429737, 0.18412914067108543, 0.2459121264774167, -0.39391909561160565, 0.6038509741369547, 0.7721076264241233, -0.1941737611607171, 0.7055009803253687]"
residual_union_k15,full,13,0.1828842874533278,"[0.4424125689166436, 0.005362984679735394, 0.5409079571933861, -0.1007536103796558, -0.17090121909536515, 0.6328997033463235, 0.014298250139758531, 0.09884766482579632]"
residual_union_k15,full,14,-0.22762585425239165,"[-0.314128061146447, 0.019664277159048282, -0.44992282359007424, -0.7144489302760015, -0.3759826820098011, 0.0015582976464090237, -0.2802686159019352, 0.2925217040996686]"
residual_union_k15,full,15,0.0966063785871515,"[0.023484502828107212, 0.15373889415255526, 0.2039144510173041, -0.3495834795851138, -0.20508146291444707, 0.49778952593124703, -0.12161950994367492, 0.5702081072112342]"
residual_union_k15,full,16,-0.1569666414715452,"[-0.1928030665211211, 0.15195123259263976, -0.38421572804963056, -0.6634903809445203, -0.03418024381907081, -0.12449066752852067, -0.3613272233473038, 0.35282294584516594]"
residual_union_k15,full,17,0.10796279367997401,"[0.11824356616585209, 0.13586227855342248, 0.3340417949229191, 0.5790256065312027, -0.1253275606699411, -0.007964632414902972, 0.16471146078216314, -0.33489016443092323]"
residual_union_k15,full,18,-0.006619850890820556,"[-0.05236682511314706, -0.039328554318096565, 0.22279428965656492, 0.5148995023011027, -0.20508146291443596, -0.11491002273960049, 0.1393278767140534, -0.5182936107130054]"
residual_union_k15,full,19,0.006627171200475129,"[-0.08883186217753525, -0.1036843704749768, -0.20864270487072067, -0.5502796147623168, 0.44434316964793164, 0.28418731892005944, -0.1501502075129187, 0.42607564083427807]"
residual_union_k15,cross,0,0.022112626528489387,"[-0.0741705099624379, 0.028602584958614674, 0.2554192008959677, 0.5188374626446279, 0.06836048763814162, -0.23841953989818254, 0.14151003699356773, -0.5232387110423842]"
residual_union_k15,cross,1,0.0862579315124296,"[0.09500011333913982, 0.07329412395645774, 0.3590977398773121, 0.5720278957503266, -0.23926170673350677, 0.027414495631017388, 0.12926591827165196, -0.32677512799296204]"
residual_union_k15,cross,2,-0.4025672893422668,"[-0.5301899598132565, -0.3503816657430381, -0.7796918199753389, -0.7174751185513362, -0.14811438988264758, -0.5202405549848077, -0.32578661257159913, 0.15134180678388898]"
residual_union_k15,cross,3,0.2339692902035475,"[0.17858710295984181, 0.06435581615689134, -0.17841957198712066, -0.3000177599774001, 1.0026204853594622, 0.6094675239227687, -0.17793445114145562, 0.6730951763353921]"
residual_union_k15,cross,4,0.1004108341216928,"[0.1169903459314481, 0.025027261838783676, -0.1364973072913056, -0.48750159070662935, 0.5354904864987908, 0.4033105167776885, -0.26525825334854003, 0.6117252132733064]"
residual_union_k15,cross,5,-0.3125276626224946,"[-0.5554025484303904, -0.04290387743791646, -0.42375271977482365, -0.5093337770996964, -0.42155634043522516, -0.3885355465007456, -0.3504904549892607, 0.1917539636881016]"
residual_union_k15,cross,6,-0.1482990464838313,"[-0.24014106821695913, 0.012513630919386287, -0.24940761920614563, -0.5673124119867201, -0.5468839011051663, 0.25798483256957994, -0.32338321415157356, 0.4702373793069481]"
residual_union_k15,cross,7,0.1339074526012124,"[0.1756064127410628, 0.09832138579524141, 0.2996578466355593, 0.6017192217493972, 0.19368804830807163, 0.00017314418294667178, 0.07752268017691133, -0.37542911877949114]"
residual_union_k15,cross,8,0.019793579973276833,"[0.07115349298248641, -0.2323960027887484, 0.2613076945936754, 0.3906411911211327, 0.03418024381907081, -0.19172832523401961, 0.20302861551464804, -0.37783827022203065]"
residual_union_k15,cross,9,0.08433179036628463,"[0.15636080935532037, -0.07150646239654224, -0.021954523471952037, -0.23915277915675937, 0.4671299988606714, 0.3189315849618568, -0.05126453639942019, 0.11611023117710229]"
residual_union_k15,cross,10,-0.05467966863910135,"[-0.0217386705996947, -0.13943760167325348, 0.03247433304609304, 0.4490896962764279, 0.11393414606356567, -0.4120831553795723, 0.15038263572983618, -0.610058732576213]"
residual_union_k15,cross,11,0.17681533044952288,"[0.11989032472207062, 0.24848495682797678, 0.44283266888384576, 0.5143904761771623, -0.26204853594622435, 0.15023143605786826, 0.052732471483770325, 0.14800884538971326]"
residual_union_k15,cross,12,0.2516540882773302,"[0.18837813240198287, 0.17161550975169915, 0.22519194449038826, -0.40742786582406154, 0.5924575595305903, 0.7493680237323108, -0.2089171230491349, 0.7025665251848667]"
residual_union_k15,cross,13,0.17450655921859043,"[0.43281704348459243, -0.0035753231198309976, 0.5421637588917005, -0.11372538599982995, -0.17090121909536515, 0.6247042120208435, 0.013472249131329939, 0.0710971384352832]"
residual_union_k15,cross,14,-0.22599857917065835,"[-0.30642957819836836, 0.019664277159048282, -0.45657384190700867, -0.7114339293879945, -0.38737609661616546, 0.014948114459867323, -0.2843587745528212, 0.30357119567817614]"
residual_union_k15,cross,15,0.08997418172439181,"[0.015026810113822899, 0.13943760167325348, 0.19011683261421997, -0.3624042254761983, -0.20508146291444707, 0.49651980192306766, -0.12703692217280738, 0.5732150180342233]"
residual_union_k15,cross,16,-0.15465110116013586,"[-0.1882283437983967, 0.14480058635299997, -0.37145515868247436, -0.6643182476076426, -0.05696707303179949, -0.10694539032468642, -0.3542180380442924, 0.360122855855205]"
residual_union_k15,cross,17,0.10182363444225791,"[0.10884968063504918, 0.1269239707538672, 0.31807981678993125, 0.5779124614909037, -0.10254073145722353, -0.025279050708149065, 0.16065821618269266, -0.3500152881490082]"
residual_union_k15,cross,18,-0.01881699080814273,"[-0.050957610097565054, -0.04290387743792756, 0.2166389713786132, 0.5168964509412066, -0.2734419505525776, -0.13176272321169247, 0.13756330849422627, -0.5225684959794252]"
residual_union_k15,cross,19,0.004879247026591733,"[-0.09278298194554058, -0.1090473551547233, -0.2046420070975441, -0.5578590696848296, 0.4329497550415784, 0.2870730553022671, -0.15072130007636925, 0.43406387982789507]"
residual_adaptive_k7,full,0,0.04232243814787499,"[-0.04269116606003265, 0.1054720320349034, 0.30692667972771925, 0.5305226887207359, -0.011393414606353236, -0.1773573580506116, 0.12697179685865478, -0.49987175344201606]"
residual_adaptive_k7,full,1,0.18509073991434766,"[0.24594622759217533, 0.13764994011333798, 0.43636118125556234, 0.5813917389535073, -0.12532756066993, 0.2464418870407492, 0.17043085725673884, -0.21216835222735986]"
residual_adaptive_k7,full,2,-0.07855932205652089,"[-0.5085893399990216, -0.40579917410036304, 0.2729300016763059, 0.11114109952439222, -0.04557365842543515, -0.24661503122365147, 0.15298538196965028, 0.04104614412595575]"
residual_adaptive_k7,full,3,0.19726798326951772,"[0.12138748011543687, 0.08223243175601302, 0.01828655952600622, -0.3084418626440488, 0.5127036572860844, 0.6790714854616686, -0.21028051546601034, 0.6831846301209921]"
residual_adaptive_k7,full,4,0.09877023219410253,"[0.07275760272215326, -0.1179856629542897, -0.2560948999973056, -0.4974583654388076, 0.9342599977213095, 0.3017325961238937, -0.167697831017799, 0.5206484203936657]"
residual_adaptive_k7,full,5,-0.4164666254940692,"[-0.5746197512577478, -0.16982784819178365, -0.7689936588099799, -0.7503268814738284, -0.2734419505525776, -0.5107753396511483, -0.4064875001396702, 0.12273992612418239]"
residual_adaptive_k7,full,6,-0.026915588540721666,"[-0.20254473080354218, 0.1072596935948189, 0.14047577396575583, -0.2779170762881811, -0.26204853594622435, 0.2535985132686269, -0.2760349471774911, 0.3018866010604637]"
residual_adaptive_k7,full,7,0.19969011437783027,"[0.2878288767489534, 0.37898425070166386, 0.31848150271965636, -0.16294429660000942, -0.03418024381907081, 0.4442879734050664, -0.33804709093709917, 0.7031099428034815]"
residual_adaptive_k7,full,8,-0.3409235601306749,"[-0.30224021112671196, -0.29675181894563973, -0.6428341031839913, -0.021149755765348388, -0.2164748775208003, -0.6432306395945941, 0.02862804566518366, -0.6333351205734972]"
residual_adaptive_k7,full,9,-0.1836145752743682,"[-0.1588927134921414, -0.27708754178660255, -0.5283509393819563, -0.5470296787401852, 0.3759826820097789, -0.04201632172495806, -0.19287367737989375, -0.09864841169898719]"
residual_adaptive_k7,full,10,0.11407206397836826,"[0.25951521605353745, -0.15195123259263976, 0.35632118783526234, 0.4914675195184959, -0.056967073031788384, 0.048595800676420886, 0.22496832273191472, -0.259373229364257]"
residual_adaptive_k7,full,11,0.022847632407916457,"[0.04591010266100981, 0.07329412395644663, 0.2312201005469272, 0.5587093111226515, -0.045573658425424046, -0.2945182551683523, 0.09448278783688036, -0.48074345326680756]"
