duplicate_threshold,median_cell_spearman,family_mean_spearman,family_ci_low,family_ci_high,scope
0.9,-0.02076923076923077,0.0684040923208327,-0.1449785776938397,0.2836781439110432,full-alignment component only; not the complete proxy
0.95,-0.11193657219973009,0.04120503422116904,-0.16369752196109782,0.24468750300213737,full-alignment component only; not the complete proxy
0.99,-0.20237080257204096,0.04113154644211342,-0.18346388568606078,0.2745829954382119,full-alignment component only; not the complete proxy
