proxy,median_cell_spearman,family_mean_spearman,family_ci_low,family_ci_high
primary_proxy,-0.31153846153846154,-0.0318598773518482,-0.31840826970766306,0.24039633555606324
full_alignment,-0.11193657219973009,0.04120503422116904,-0.1622226972620064,0.24795283654723385
bootstrap_alignment,-0.11531436056203857,0.04794687226260433,-0.15383108476347288,0.2500342659609128
operator_reproducibility,0.300257601016115,-0.02814980361851041,-0.38472108052165904,0.3320048167357228
rank_change_reproducibility,-0.3767663194267906,-0.13046240445164003,-0.3982825118261241,0.14439428019145678
stability_actuation_proxy,-0.22636419032157992,-0.2218986615101298,-0.3496279787337526,-0.09385113460892403
full_actuation,-0.44134303582511303,-0.19043849822647732,-0.48262092128264067,0.13673393561173286
anisotropy,-0.3419658119658119,-0.17042894872558767,-0.3748749255403432,0.04749530318107221
