scope,cell_id,arm_id,metric,value,bootstrap_draws_requested,bootstrap_draws_valid,ci_lower,bootstrap_median,ci_upper,ci_level,ci_quantile_rule,n_rows,n_groups
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_1,auroc,0.80278685921814,20000,20000,0.7658026800252772,0.8033286564398523,0.8379756343004225,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_1,auprc,0.8300444551515229,20000,20000,0.793270423096702,0.8307993574578212,0.8635309449354093,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_1,auroc,0.8068980293482229,20000,20000,0.7697725013525847,0.8075060812497135,0.8419598070410926,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_1,auprc,0.8345719619678114,20000,20000,0.7985589242306844,0.8354766180048967,0.8675831906939502,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_residual_graph__lam_3,auroc,0.7974996737331495,20000,20000,0.7601812941902129,0.7980321730631568,0.8329529440132027,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_residual_graph__lam_3,auprc,0.8216430256822606,20000,20000,0.7830009180001497,0.8225200208115844,0.8568424868247834,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_raw_graph__lam_3,auroc,0.8040777953172187,20000,20000,0.7667704134950278,0.8046477252571709,0.839190968060916,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_raw_graph__lam_3,auprc,0.8320600904587987,20000,20000,0.7955302714208073,0.8328644489689105,0.8651439937238004,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_3,auroc,0.796695851963794,20000,20000,0.7595312812994333,0.7972020553971533,0.8321991293426835,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_3,auprc,0.8209424501134777,20000,20000,0.782418968759609,0.8218135860295868,0.8560553079084062,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_3,auroc,0.8055233444970628,20000,20000,0.7682270088835504,0.8060481065701899,0.8406573855522955,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_3,auprc,0.8331194813282528,20000,20000,0.7967890856883851,0.8340369101599283,0.8664698424244535,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_residual_graph__lam_10,auroc,0.7876944197146641,20000,20000,0.750041471493227,0.7881432602675675,0.823837162751595,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_residual_graph__lam_10,auprc,0.8060893660324885,20000,20000,0.7639303285899657,0.8071498860185506,0.8443682093576346,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_raw_graph__lam_10,auroc,0.8013953414912516,20000,20000,0.7638932551163945,0.801978911224066,0.8365145129923658,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,feature_smooth_raw_graph__lam_10,auprc,0.8295703496102687,20000,20000,0.7927627729143129,0.8304300841118829,0.8630225597022992,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_10,auroc,0.7862482470949781,20000,20000,0.7485913696691285,0.7866921620091272,0.8223380495725963,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,score_smooth_residual_graph__lam_10,auprc,0.8049701172842358,20000,20000,0.7631265788151509,0.8059755181909397,0.842840474113028,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_10,auroc,0.8034610055004019,20000,20000,0.7660931402468178,0.8039297723502223,0.8387554342859824,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,residual_ridge_correction__lam_10,auprc,0.8298551467179013,20000,20000,0.792817851231716,0.8308351425742507,0.8638348047052239,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_deem_b3,auroc,0.8057590047572617,20000,20000,0.7690609959443864,0.8063342327812892,0.840430800697213,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_deem_b3,auprc,0.8276265735421667,20000,20000,0.7907480962396412,0.8287834473932817,0.8616141484195776,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_family_nrm_a,auroc,0.7996027441328077,20000,20000,0.7626850602541461,0.800165745571563,0.8344791359229201,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_family_nrm_a,auprc,0.8247601211878295,20000,20000,0.7887307140219473,0.8256826756421691,0.85788412940525,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_pgrd_a,auroc,0.7992866601330171,20000,20000,0.761608619118386,0.799790735260425,0.8348841623391176,0.95,linear_type7,4392,465
cell,semenergy_triviaqa_qwen3_8b,signed_pgrd_a,auprc,0.8256457816661015,20000,20000,0.7878243785895296,0.8266815276149734,0.8601862205737836,0.95,linear_type7,4392,465
cell,spilled_triviaqa_llama8b,iu_pcr,auroc,0.9373333333333332,20000,19960,0.841331746031746,0.9430443548387096,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,iu_pcr,auprc,0.9983312864200479,20000,20000,0.9953504305606596,0.9985380184396464,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,equal_family_mean,auroc,0.9466666666666667,20000,19960,0.8640268502581755,0.952,0.9940476190476191,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,equal_family_mean,auprc,0.9986073511918779,20000,20000,0.9960523074289579,0.9987543132653676,0.9999230436108941,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p03,auroc,0.9359999999999999,20000,19960,0.8370625358577166,0.9419398907103825,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p03,auprc,0.9982881594220822,20000,20000,0.9952010764369206,0.9984980040134502,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p03,auroc,0.9359999999999999,20000,19960,0.84,0.9414802065404475,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p03,auprc,0.998296580422093,20000,20000,0.9952894438212722,0.9985142127556201,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p03,auroc,0.9359999999999999,20000,19960,0.8370625358577166,0.9419398907103825,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p03,auprc,0.9982881594220822,20000,20000,0.9952010798624944,0.9984980074546261,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p03,auroc,0.9366666666666666,20000,19960,0.8418645562467771,0.9420362903225806,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p03,auprc,0.9983179707964246,20000,20000,0.9953412875876277,0.9985348343207212,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p1,auroc,0.9346666666666666,20000,19960,0.8343253968253969,0.9406666666666667,0.9973341238471672,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p1,auprc,0.9982505488057036,20000,20000,0.9951127664676476,0.99846571467277,0.9999688774081106,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p1,auroc,0.9373333333333332,20000,19960,0.8452380952380952,0.9426294820717132,0.9977051061388411,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p1,auprc,0.9983429448394094,20000,20000,0.9954655405603662,0.9985599987241291,0.9999692421259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p1,auroc,0.9339999999999999,20000,19960,0.832669256308101,0.9401709401709402,0.9973341238471672,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p1,auprc,0.9982286908822063,20000,20000,0.9950382300992502,0.9984432910830876,0.9999688774081106,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p1,auroc,0.9346666666666666,20000,19960,0.834,0.9405241935483871,0.9980314960629921,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p1,auprc,0.9982473975922443,20000,20000,0.9950634048292906,0.998473306213062,0.9999843152017065,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p3,auroc,0.93,20000,19960,0.8174571428571429,0.9368904188181296,0.9976095617529881,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_0p3,auprc,0.9980901603476598,20000,20000,0.9945693414777372,0.9983006003193202,0.9999689994574905,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p3,auroc,0.9346666666666666,20000,19960,0.8456683878370626,0.9394422310756972,0.9960629921259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_0p3,auprc,0.9982845266262192,20000,20000,0.9954296377559981,0.9984983976008093,0.9999535602109257,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p3,auroc,0.928,20000,19960,0.81692751288994,0.9346666666666666,0.996031746031746,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_0p3,auprc,0.9980420553090295,20000,20000,0.9944850369209829,0.9982636682509844,0.9999533176257229,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p3,auroc,0.9353333333333332,20000,19960,0.8343238356099413,0.9410637679251286,0.999203187250996,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_0p3,auprc,0.9982630196513447,20000,20000,0.9950837050645429,0.998486363564246,1.0,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_1,auroc,0.9153333333333333,20000,19960,0.7913385826771654,0.9227091633466136,0.9886666666666667,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_1,auprc,0.9976594444859466,20000,20000,0.993520990040352,0.9978937409122044,0.9998764236919022,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_1,auroc,0.9400000000000001,20000,19960,0.8629482071713147,0.944,0.9952191235059761,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_1,auprc,0.9984527950033453,20000,20000,0.9959875243179614,0.9986320082014117,0.9999374493674302,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_1,auroc,0.9066666666666667,20000,19960,0.7796861235719029,0.9146666666666666,0.9881422924901185,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_1,auprc,0.9974178798743316,20000,20000,0.9930524759333611,0.9977017061360454,0.9998761698929778,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_1,auroc,0.932,20000,19960,0.8283668154761905,0.9379217273954116,1.0,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_1,auprc,0.9981646638561721,20000,20000,0.9948555712489136,0.9984132635275288,1.0,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_3,auroc,0.8873333333333333,20000,19960,0.7533256048387097,0.8955284552845528,0.9723320158102767,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_3,auprc,0.9968629420001642,20000,20000,0.991909011145773,0.997187947731742,0.9996981163132902,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_3,auroc,0.9266666666666666,20000,19960,0.8661354581673307,0.9293333333333333,0.9747572230164898,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_3,auprc,0.9981594572432336,20000,20000,0.9957952031074506,0.9983166662736607,0.9997314189126344,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_3,auroc,0.8693333333333333,20000,19960,0.7338645418326694,0.8771864726751945,0.9647058823529412,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_3,auprc,0.9963565752123879,20000,20000,0.9910002122513389,0.9967395337674558,0.9996208018252704,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_3,auroc,0.9186666666666666,20000,19960,0.7986111111111112,0.9253333333333333,0.9990079365079365,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_3,auprc,0.9977493004577845,20000,20000,0.9937492995236354,0.9980552661584075,1.0,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_10,auroc,0.8633333333333334,20000,19960,0.7171543316121629,0.8713219205037387,0.9644268774703557,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_residual_graph__lam_10,auprc,0.996129044970848,20000,20000,0.9904305852652733,0.9965382969189123,0.9996234513625343,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_10,auroc,0.9020000000000001,20000,19960,0.8484833571939872,0.9026666666666666,0.9533343253968254,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,feature_smooth_raw_graph__lam_10,auprc,0.9975463362413853,20000,20000,0.9947917785555395,0.9976903744489958,0.9994933745335172,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_10,auroc,0.8213333333333335,20000,19960,0.6581673306772908,0.8272604588394062,0.9507874015748031,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,score_smooth_residual_graph__lam_10,auprc,0.9947910532961114,20000,20000,0.9877031514821433,0.995256875535927,0.9994868315019503,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_10,auroc,0.9073333333333333,20000,19960,0.7752988047808765,0.9146825396825397,0.9960629921259843,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,residual_ridge_correction__lam_10,auprc,0.9973966548082411,20000,20000,0.9928890588774681,0.997735673683223,0.999968253968254,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_deem_b3,auroc,0.9446666666666667,20000,19960,0.8582897393849865,0.9500860585197934,0.9940944881889764,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_deem_b3,auprc,0.9985490334015203,20000,20000,0.9959019753507815,0.9987018251734938,0.9999375688613934,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_family_nrm_a,auroc,0.942,20000,19960,0.8695652173913043,0.9466437177280551,0.9901574803149606,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_family_nrm_a,auprc,0.9985168543638285,20000,20000,0.9961585409378364,0.9986864788941718,0.9998909445744287,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_pgrd_a,auroc,0.9286666666666666,20000,19960,0.8187024670109008,0.9349593495934959,1.0,0.95,linear_type7,256,256
cell,spilled_triviaqa_llama8b,signed_pgrd_a,auprc,0.9980556369578402,20000,20000,0.9945248065758998,0.9983237715362736,1.0,0.95,linear_type7,256,256
cell,truthfulqa_llama8b,iu_pcr,auroc,0.6631464677130234,20000,20000,0.6208200781529963,0.6629789314346537,0.7031344833025721,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,iu_pcr,auprc,0.9371954210149849,20000,20000,0.9251137709254933,0.9373761372911069,0.9484989144126493,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,equal_family_mean,auroc,0.6687990977818417,20000,20000,0.6265716146097737,0.6686217246949151,0.70846496619417,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,equal_family_mean,auprc,0.9389968949979997,20000,20000,0.9270715047670806,0.9391865096465559,0.9501974842569976,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p03,auroc,0.6629972090071108,20000,20000,0.62060181625607,0.6628037708549879,0.702985100355307,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p03,auprc,0.9371772657670765,20000,20000,0.9251087883396936,0.9373471643281422,0.9484829654339334,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p03,auroc,0.6632029831453592,20000,20000,0.6209027184211479,0.6630143114027653,0.7032396987152737,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p03,auprc,0.937195439135377,20000,20000,0.9251048655888782,0.9373758725077008,0.9485003163730824,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p03,auroc,0.6630803519027586,20000,20000,0.6206917767390228,0.6628943279057502,0.7030868864335222,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p03,auprc,0.9371979965059126,20000,20000,0.9251305278492548,0.937370234142402,0.9485014658970133,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p03,auroc,0.6632230895972479,20000,20000,0.6209006449026929,0.6630522435941179,0.7032041879404515,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p03,auprc,0.9372149820062053,20000,20000,0.9251375010283854,0.9373987510653019,0.9485130562365341,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p1,auroc,0.6626012387023477,20000,20000,0.6201257683226846,0.6625030504913233,0.7026084540028548,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p1,auprc,0.9370704598721776,20000,20000,0.9249867372595958,0.9372496991518681,0.9483929678879227,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p1,auroc,0.6633165574276494,20000,20000,0.6209860639520489,0.663123666393935,0.7033350955990352,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p1,auprc,0.9372196282792142,20000,20000,0.9250968847325816,0.9373985392980144,0.9485578047849557,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p1,auroc,0.6629262024382786,20000,20000,0.6204781767525324,0.6627956474927645,0.7029486169467679,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p1,auprc,0.9371550236445894,20000,20000,0.9250791095406075,0.9373323675908296,0.9484565720529362,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p1,auroc,0.6633718048855417,20000,20000,0.6210455819494985,0.6631975354947772,0.7033455067358629,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p1,auprc,0.9372531500267268,20000,20000,0.9251722661842454,0.937435588821961,0.948552374947366,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p3,auroc,0.6608164741036144,20000,20000,0.6183039020945059,0.6607720699055488,0.7012123042771895,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_0p3,auprc,0.9366251789462027,20000,20000,0.9245043760524625,0.9367918113438773,0.9480658104390783,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p3,auroc,0.6635904399074306,20000,20000,0.6214130967682148,0.6634117676625908,0.7035733266481567,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_0p3,auprc,0.9373000820619395,20000,20000,0.9251685424439571,0.9374892450861465,0.9486256671681089,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p3,auroc,0.661764556708889,20000,20000,0.6192436542942686,0.6617078673223677,0.70214134307845,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_0p3,auprc,0.9368693644186269,20000,20000,0.9248125257434747,0.9370342378204158,0.9482735027930261,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p3,auroc,0.6637837154404508,20000,20000,0.6215161796971403,0.6636279997681487,0.7037025431257794,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_0p3,auprc,0.9373645194055428,20000,20000,0.925297365948758,0.9375559553403117,0.9486642713542295,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_1,auroc,0.6544124786074598,20000,20000,0.6117376891715742,0.6545055464826663,0.6951534217764166,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_1,auprc,0.9347882664688073,20000,20000,0.9223416294063397,0.9349584867008749,0.9466428160369345,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_1,auroc,0.6639226492116097,20000,20000,0.6218074297280451,0.6637721660882713,0.7036791790867856,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_1,auprc,0.937280564093653,20000,20000,0.9251146272877577,0.937484670837814,0.9486748529850465,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_1,auroc,0.6570993164530914,20000,20000,0.614504224386267,0.6570750824436946,0.6977561644864192,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_1,auprc,0.9355447512465423,20000,20000,0.923162856271239,0.9357351978042889,0.9472373238721316,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_1,auroc,0.6651726908736273,20000,20000,0.6229338701023956,0.6650196551803476,0.7050503129416111,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_1,auprc,0.9377526275140069,20000,20000,0.9257277886130029,0.9379337791271383,0.9490190650113163,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_3,auroc,0.6435723839513562,20000,20000,0.6008638491794868,0.6436551175408394,0.6843007826452276,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_3,auprc,0.9318948178963431,20000,20000,0.9188521819382509,0.9320883018713546,0.9443993856919242,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_3,auroc,0.6641519714466646,20000,20000,0.6222837071021794,0.6640623071746043,0.7036286207347764,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_3,auprc,0.9371044004230682,20000,20000,0.9248171210162917,0.9373245846240813,0.9486240172607026,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_3,auroc,0.6487259755070811,20000,20000,0.6061775883084598,0.6487871947817476,0.6893695886688288,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_3,auprc,0.9332989855820589,20000,20000,0.9205192020263631,0.9334874785642793,0.9455045133749594,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_3,auroc,0.6685092750519146,20000,20000,0.6264170748476476,0.6683819822223713,0.7080907880323408,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_3,auprc,0.9386498768262521,20000,20000,0.926721796167201,0.9388431601811154,0.9498503456307725,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_10,auroc,0.6344293825181827,20000,20000,0.5925437646324513,0.6343601999683952,0.6749235261060448,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_residual_graph__lam_10,auprc,0.9301583207573995,20000,20000,0.9166438865538925,0.9303903919300105,0.9430434865390639,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_10,auroc,0.6649305077549317,20000,20000,0.6231502434801218,0.6649191514802811,0.7043990547029421,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,feature_smooth_raw_graph__lam_10,auprc,0.9368994458869467,20000,20000,0.9244781066380969,0.937149152807019,0.9485363931405388,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_10,auroc,0.6396833251941451,20000,20000,0.5977460813424079,0.6396020073120232,0.6798898569668093,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,score_smooth_residual_graph__lam_10,auprc,0.930994504240021,20000,20000,0.9175474973432185,0.9312183240565007,0.9436249850766916,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_10,auroc,0.6754708170247667,20000,20000,0.6336594084704716,0.6753916114736414,0.7148316203107233,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,residual_ridge_correction__lam_10,auprc,0.9405483879431771,20000,20000,0.9286111350247741,0.9407379659451588,0.9516079131193514,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_deem_b3,auroc,0.6684197922840495,20000,20000,0.6262299655801623,0.6682603301323351,0.7080394379966527,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_deem_b3,auprc,0.9388888001116575,20000,20000,0.9269619323194448,0.9390832989476581,0.9501074204283049,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_family_nrm_a,auroc,0.6682332189016588,20000,20000,0.6265261200963113,0.6681323485677471,0.7076958121230446,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_family_nrm_a,auprc,0.938794450350529,20000,20000,0.9269276177488378,0.9389700293810417,0.9499532312128036,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_pgrd_a,auroc,0.6760089816064005,20000,20000,0.63430440390157,0.675975641505845,0.7152067832912313,0.95,linear_type7,7633,798
cell,truthfulqa_llama8b,signed_pgrd_a,auprc,0.9406889255958106,20000,20000,0.9287510459317195,0.940881483248673,0.9517596337420713,0.95,linear_type7,7633,798
cell,ars_gsm8k_r1distill8b,iu_pcr,auroc,0.7589689722042663,20000,20000,0.7103423255589695,0.7597383544170442,0.8054591810306964,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,iu_pcr,auprc,0.5505284757944153,20000,20000,0.4670508957291789,0.5581415163942094,0.6432441115280797,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,equal_family_mean,auroc,0.7814722042663219,20000,20000,0.7356660698230247,0.782022096673261,0.8246662107509667,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,equal_family_mean,auprc,0.5873699338020435,20000,20000,0.501967231409788,0.5920299200132952,0.6735156287970812,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,feature_smooth_residual_graph__lam_0p03,auroc,0.7590295733678086,20000,20000,0.7105777633200444,0.7597653333333333,0.8056895714295995,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,feature_smooth_residual_graph__lam_0p03,auprc,0.5502605907461595,20000,20000,0.4670200246491391,0.5578198752447319,0.6430030194307138,0.95,linear_type7,500,500
cell,ars_gsm8k_r1distill8b,feature_smooth_raw_graph__lam_0p03,auroc,0.7597163865546219,20000,20000,0.7113130788861839,0.7605176621087527,0.8060710614217763,0.95,linear_type7,500,500
