cell,feature,n_all,n_defect_free,population,pos_all,pos_defect_free,nonmono_gain_all,nonmono_gain_defect_free,folded_gain_all,folded_gain_defect_free
spilled_triviaqa_llama8b,pe_mean,256,256,all rows (no known defect),0.0234,0.0234,-0.1167,-0.1167,0.0833,0.0833
spilled_triviaqa_llama8b,hurst_exponent,256,256,all rows (no known defect),0.0234,0.0234,0.0827,0.0827,0.0827,0.0827
spilled_triviaqa_llama8b,cusum_max,256,256,all rows (no known defect),0.0234,0.0234,-0.032,-0.032,-0.032,-0.032
spilled_triviaqa_llama8b,cusum_shift_idx,256,256,all rows (no known defect),0.0234,0.0234,-0.0337,-0.0337,0.0343,0.0343
spilled_triviaqa_llama8b,epr_spilled,256,256,all rows (no known defect),0.0234,0.0234,-0.074,-0.074,-0.074,-0.074
spilled_triviaqa_llama8b,sw_var_peak_spilled,256,256,all rows (no known defect),0.0234,0.0234,-0.1107,-0.1107,-0.1107,-0.1107
spilled_triviaqa_llama8b,cusum_max_spilled,256,256,all rows (no known defect),0.0234,0.0234,-0.0767,-0.0767,-0.0767,-0.0767
spilled_triviaqa_llama8b,min_spilled,256,256,all rows (no known defect),0.0234,0.0234,-0.0377,-0.0377,0.0583,0.0583
spilled_triviaqa_llama8b,epr_energy,256,256,all rows (no known defect),0.0234,0.0234,0.0133,0.0133,0.0133,0.0133
spilled_triviaqa_llama8b,min_energy,256,256,all rows (no known defect),0.0234,0.0234,-0.012,-0.012,-0.012,-0.012
spilled_triviaqa_llama8b,sw_var_peak_energy,256,256,all rows (no known defect),0.0234,0.0234,-0.1473,-0.1473,0.0327,0.0327
spilled_triviaqa_llama8b,cusum_max_energy,256,256,all rows (no known defect),0.0234,0.0234,-0.02,-0.02,-0.02,-0.02
spilled_triviaqa_llama8b,mean_top1_logprob,256,256,all rows (no known defect),0.0234,0.0234,-0.0347,-0.0347,-0.0347,-0.0347
spilled_triviaqa_llama8b,logprob_margin,256,256,all rows (no known defect),0.0234,0.0234,-0.0793,-0.0793,-0.0793,-0.0793
spilled_triviaqa_llama8b,mean_logprob_entropy,256,256,all rows (no known defect),0.0234,0.0234,-0.0387,-0.0387,-0.0387,-0.0387
spilled_triviaqa_llama8b,varentropy,256,256,all rows (no known defect),0.0234,0.0234,-0.0147,-0.0147,-0.0147,-0.0147
spilled_triviaqa_llama8b,renyi_entropy_2,256,256,all rows (no known defect),0.0234,0.0234,-0.036,-0.036,-0.036,-0.036
spilled_triviaqa_llama8b,topk_tail_mass,256,256,all rows (no known defect),0.0234,0.0234,-0.0147,-0.0147,-0.0147,-0.0147
truthfulqa_llama8b,epr,7633,7633,all rows (no known defect),0.106,0.106,-0.0168,-0.0168,-0.0168,-0.0168
truthfulqa_llama8b,trace_length,7633,7633,all rows (no known defect),0.106,0.106,-0.0188,-0.0188,-0.0188,-0.0188
truthfulqa_llama8b,spectral_entropy,7633,7633,all rows (no known defect),0.106,0.106,-0.0119,-0.0119,-0.0119,-0.0119
truthfulqa_llama8b,low_band_power,7633,7633,all rows (no known defect),0.106,0.106,0.035,0.035,0.035,0.035
truthfulqa_llama8b,high_band_power,7633,7633,all rows (no known defect),0.106,0.106,0.0166,0.0166,0.0211,0.0211
truthfulqa_llama8b,hl_ratio,7633,7633,all rows (no known defect),0.106,0.106,0.0362,0.0362,0.0362,0.0362
truthfulqa_llama8b,dominant_freq,7633,7633,all rows (no known defect),0.106,0.106,-0.0179,-0.0179,-0.0179,-0.0179
truthfulqa_llama8b,spectral_centroid,7633,7633,all rows (no known defect),0.106,0.106,0.0417,0.0417,0.0417,0.0417
truthfulqa_llama8b,stft_max_high_power,7633,7633,all rows (no known defect),0.106,0.106,-0.0022,-0.0022,-0.0022,-0.0022
truthfulqa_llama8b,stft_spectral_entropy,7633,7633,all rows (no known defect),0.106,0.106,0.0019,0.0019,0.0019,0.0019
truthfulqa_llama8b,rpdi,7633,7633,all rows (no known defect),0.106,0.106,0.0715,0.0715,0.0715,0.0715
truthfulqa_llama8b,sw_var_peak,7633,7633,all rows (no known defect),0.106,0.106,-0.0171,-0.0171,-0.0171,-0.0171
truthfulqa_llama8b,pe_mean,7633,7633,all rows (no known defect),0.106,0.106,0.0329,0.0329,0.0329,0.0329
truthfulqa_llama8b,hurst_exponent,7633,7633,all rows (no known defect),0.106,0.106,0.0187,0.0187,0.0187,0.0187
truthfulqa_llama8b,cusum_max,7633,7633,all rows (no known defect),0.106,0.106,-0.0184,-0.0184,-0.0184,-0.0184
truthfulqa_llama8b,cusum_shift_idx,7633,7633,all rows (no known defect),0.106,0.106,0.0014,0.0014,0.0235,0.0235
truthfulqa_llama8b,epr_spilled,7633,7633,all rows (no known defect),0.106,0.106,-0.0194,-0.0194,-0.0194,-0.0194
truthfulqa_llama8b,sw_var_peak_spilled,7633,7633,all rows (no known defect),0.106,0.106,-0.0157,-0.0157,-0.0157,-0.0157
truthfulqa_llama8b,cusum_max_spilled,7633,7633,all rows (no known defect),0.106,0.106,-0.0143,-0.0143,-0.0143,-0.0143
truthfulqa_llama8b,epr_energy,7633,7633,all rows (no known defect),0.106,0.106,-0.0073,-0.0073,-0.0073,-0.0073
truthfulqa_llama8b,min_energy,7633,7633,all rows (no known defect),0.106,0.106,-0.0078,-0.0078,-0.0078,-0.0078
truthfulqa_llama8b,sw_var_peak_energy,7633,7633,all rows (no known defect),0.106,0.106,-0.0111,-0.0111,-0.0111,-0.0111
truthfulqa_llama8b,cusum_max_energy,7633,7633,all rows (no known defect),0.106,0.106,-0.0217,-0.0217,-0.0217,-0.0217
truthfulqa_llama8b,mean_top1_logprob,7633,7633,all rows (no known defect),0.106,0.106,-0.0122,-0.0122,-0.0122,-0.0122
truthfulqa_llama8b,logprob_margin,7633,7633,all rows (no known defect),0.106,0.106,-0.01,-0.01,-0.01,-0.01
truthfulqa_llama8b,mean_logprob_entropy,7633,7633,all rows (no known defect),0.106,0.106,-0.0153,-0.0153,-0.0153,-0.0153
truthfulqa_llama8b,varentropy,7633,7633,all rows (no known defect),0.106,0.106,-0.0047,-0.0047,-0.0047,-0.0047
truthfulqa_llama8b,renyi_entropy_2,7633,7633,all rows (no known defect),0.106,0.106,-0.0135,-0.0135,-0.0135,-0.0135
truthfulqa_llama8b,topk_tail_mass,7633,7633,all rows (no known defect),0.106,0.106,-0.014,-0.014,-0.014,-0.014
ars_gsm8k_r1distill8b,epr,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0238,-0.0238,-0.0238,-0.0238
ars_gsm8k_r1distill8b,trace_length,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.001,-0.001,-0.001,-0.001
ars_gsm8k_r1distill8b,spectral_entropy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0244,-0.0244,-0.0244,-0.0244
ars_gsm8k_r1distill8b,low_band_power,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.057,-0.057,-0.0507,-0.0507
ars_gsm8k_r1distill8b,high_band_power,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0705,-0.0705,-0.0176,-0.0176
ars_gsm8k_r1distill8b,hl_ratio,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0157,-0.0157,-0.0079,-0.0079
ars_gsm8k_r1distill8b,dominant_freq,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.008,-0.008,-0.0024,-0.0024
ars_gsm8k_r1distill8b,spectral_centroid,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0172,-0.0172,-0.0172,-0.0172
ars_gsm8k_r1distill8b,stft_max_high_power,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0341,-0.0341,-0.0217,-0.0217
ars_gsm8k_r1distill8b,stft_spectral_entropy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0479,-0.0479,0.0268,0.0268
ars_gsm8k_r1distill8b,rpdi,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,0.0006,0.0006,0.0006,0.0006
ars_gsm8k_r1distill8b,sw_var_peak,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0387,-0.0387,-0.0387,-0.0387
ars_gsm8k_r1distill8b,pe_mean,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0801,-0.0801,0.058,0.058
ars_gsm8k_r1distill8b,hurst_exponent,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.052,-0.052,0.0213,0.0213
ars_gsm8k_r1distill8b,cusum_max,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0113,-0.0113,-0.0113,-0.0113
ars_gsm8k_r1distill8b,cusum_shift_idx,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,0.0145,0.0145,0.0194,0.0194
ars_gsm8k_r1distill8b,epr_spilled,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0281,-0.0281,-0.0281,-0.0281
ars_gsm8k_r1distill8b,sw_var_peak_spilled,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0163,-0.0163,-0.0163,-0.0163
ars_gsm8k_r1distill8b,cusum_max_spilled,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0252,-0.0252,-0.0252,-0.0252
ars_gsm8k_r1distill8b,min_spilled,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.004,-0.004,0.0294,0.0294
ars_gsm8k_r1distill8b,epr_energy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0208,-0.0208,-0.0208,-0.0208
ars_gsm8k_r1distill8b,min_energy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0278,-0.0278,-0.0278,-0.0278
ars_gsm8k_r1distill8b,sw_var_peak_energy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0272,-0.0272,-0.0272,-0.0272
ars_gsm8k_r1distill8b,cusum_max_energy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0421,-0.0421,-0.0121,-0.0121
ars_gsm8k_r1distill8b,mean_top1_logprob,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0281,-0.0281,-0.0281,-0.0281
ars_gsm8k_r1distill8b,logprob_margin,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0072,-0.0072,-0.0072,-0.0072
ars_gsm8k_r1distill8b,mean_logprob_entropy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0226,-0.0226,-0.0226,-0.0226
ars_gsm8k_r1distill8b,varentropy,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0146,-0.0146,-0.0146,-0.0146
ars_gsm8k_r1distill8b,renyi_entropy_2,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0201,-0.0201,-0.0201,-0.0201
ars_gsm8k_r1distill8b,topk_tail_mass,500,500,all rows (pinned 0.20% < 1%),0.728,0.728,-0.0145,-0.0145,-0.0145,-0.0145
internalstates_gsm8k_qwen25_7b,epr,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0073,-0.0073,-0.0073,-0.0073
internalstates_gsm8k_qwen25_7b,trace_length,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0118,-0.0118,-0.0118,-0.0118
internalstates_gsm8k_qwen25_7b,spectral_entropy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0251,-0.0251,-0.0251,-0.0251
internalstates_gsm8k_qwen25_7b,low_band_power,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0037,-0.0037,-0.0037,-0.0037
internalstates_gsm8k_qwen25_7b,high_band_power,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,0.0237,0.0237,0.0237,0.0237
internalstates_gsm8k_qwen25_7b,hl_ratio,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0115,-0.0115,-0.0115,-0.0115
internalstates_gsm8k_qwen25_7b,dominant_freq,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0294,-0.0294,-0.0246,-0.0246
internalstates_gsm8k_qwen25_7b,spectral_centroid,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0137,-0.0137,-0.0137,-0.0137
internalstates_gsm8k_qwen25_7b,stft_max_high_power,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0122,-0.0122,0.0229,0.0229
internalstates_gsm8k_qwen25_7b,stft_spectral_entropy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0031,-0.0031,0.0098,0.0098
internalstates_gsm8k_qwen25_7b,rpdi,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,0.0546,0.0546,0.0546,0.0546
internalstates_gsm8k_qwen25_7b,sw_var_peak,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.006,-0.006,-0.006,-0.006
internalstates_gsm8k_qwen25_7b,pe_mean,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0428,-0.0428,0.0332,0.0332
internalstates_gsm8k_qwen25_7b,hurst_exponent,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0198,-0.0198,-0.0198,-0.0198
internalstates_gsm8k_qwen25_7b,cusum_max,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0184,-0.0184,-0.0184,-0.0184
internalstates_gsm8k_qwen25_7b,cusum_shift_idx,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,0.0392,0.0392,0.0392,0.0392
internalstates_gsm8k_qwen25_7b,epr_spilled,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0055,-0.0055,-0.0055,-0.0055
internalstates_gsm8k_qwen25_7b,sw_var_peak_spilled,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0056,-0.0056,-0.0056,-0.0056
internalstates_gsm8k_qwen25_7b,cusum_max_spilled,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0088,-0.0088,-0.0088,-0.0088
internalstates_gsm8k_qwen25_7b,epr_energy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0276,-0.0276,-0.0276,-0.0276
internalstates_gsm8k_qwen25_7b,min_energy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0183,-0.0183,-0.0183,-0.0183
internalstates_gsm8k_qwen25_7b,sw_var_peak_energy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0391,-0.0391,-0.0161,-0.0161
internalstates_gsm8k_qwen25_7b,cusum_max_energy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0212,-0.0212,-0.0212,-0.0212
internalstates_gsm8k_qwen25_7b,mean_top1_logprob,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0093,-0.0093,-0.0093,-0.0093
internalstates_gsm8k_qwen25_7b,logprob_margin,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0144,-0.0144,-0.0144,-0.0144
internalstates_gsm8k_qwen25_7b,mean_logprob_entropy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0045,-0.0045,-0.0045,-0.0045
internalstates_gsm8k_qwen25_7b,varentropy,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0362,-0.0362,-0.0253,-0.0253
internalstates_gsm8k_qwen25_7b,renyi_entropy_2,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0007,-0.0007,-0.0007,-0.0007
internalstates_gsm8k_qwen25_7b,topk_tail_mass,500,500,all rows (pinned 0.20% < 1%),0.294,0.294,-0.0168,-0.0168,-0.0168,-0.0168
lapeigvals_gsm8k_llama3b,epr,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0236,-0.0236,-0.0236,-0.0236
lapeigvals_gsm8k_llama3b,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0183,-0.0183,-0.0183,-0.0183
lapeigvals_gsm8k_llama3b,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,0.0064,0.0064,0.0064,0.0064
lapeigvals_gsm8k_llama3b,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0139,-0.0139,-0.0139,-0.0139
lapeigvals_gsm8k_llama3b,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0138,-0.0138,-0.0138,-0.0138
lapeigvals_gsm8k_llama3b,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0159,-0.0159,-0.0159,-0.0159
lapeigvals_gsm8k_llama3b,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,0.0033,0.0033,0.0033,0.0033
lapeigvals_gsm8k_llama3b,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0177,-0.0177,-0.0177,-0.0177
lapeigvals_gsm8k_llama3b,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0125,-0.0125,-0.0008,-0.0008
lapeigvals_gsm8k_llama3b,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0158,-0.0158,-0.0071,-0.0071
lapeigvals_gsm8k_llama3b,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0229,-0.0229,-0.0229,-0.0229
lapeigvals_gsm8k_llama3b,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0146,-0.0146,-0.0146,-0.0146
lapeigvals_gsm8k_llama3b,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0214,-0.0214,-0.0072,-0.0072
lapeigvals_gsm8k_llama3b,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0024,-0.0024,-0.0024,-0.0024
lapeigvals_gsm8k_llama3b,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.01,-0.01,-0.01,-0.01
lapeigvals_gsm8k_llama3b,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0133,-0.0133,-0.0133,-0.0133
lapeigvals_gsm8k_llama3b,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0087,-0.0087,-0.0087,-0.0087
lapeigvals_gsm8k_llama3b,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0054,-0.0054,-0.0054,-0.0054
lapeigvals_gsm8k_llama3b,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0252,-0.0252,-0.0252,-0.0252
lapeigvals_gsm8k_llama3b,min_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.024,-0.024,-0.024,-0.024
lapeigvals_gsm8k_llama3b,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0133,-0.0133,-0.0133,-0.0133
lapeigvals_gsm8k_llama3b,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,0.0756,0.0756,0.0756,0.0756
lapeigvals_gsm8k_llama3b,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0206,-0.0206,-0.0206,-0.0206
lapeigvals_gsm8k_llama3b,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0256,-0.0256,-0.0256,-0.0256
lapeigvals_gsm8k_llama3b,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.014,-0.014,-0.014,-0.014
lapeigvals_gsm8k_llama3b,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.01,-0.01,-0.01,-0.01
lapeigvals_gsm8k_llama3b,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0237,-0.0237,-0.0237,-0.0237
lapeigvals_gsm8k_llama3b,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0104,-0.0104,-0.0104,-0.0104
lapeigvals_gsm8k_llama3b,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.014,-0.014,-0.014,-0.014
lapeigvals_gsm8k_llama3b,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.445,0.445,-0.0184,-0.0184,-0.0184,-0.0184
lapeigvals_gsm8k_llama8b,epr,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0141,-0.0141,-0.0141,-0.0141
lapeigvals_gsm8k_llama8b,trace_length,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0216,-0.0216,-0.0216,-0.0216
lapeigvals_gsm8k_llama8b,spectral_entropy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0282,-0.0282,-0.0282,-0.0282
lapeigvals_gsm8k_llama8b,low_band_power,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0366,-0.0366,-0.0366,-0.0366
lapeigvals_gsm8k_llama8b,high_band_power,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.014,-0.014,-0.014,-0.014
lapeigvals_gsm8k_llama8b,hl_ratio,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0173,-0.0173,-0.0173,-0.0173
lapeigvals_gsm8k_llama8b,dominant_freq,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0233,-0.0233,-0.0233,-0.0233
lapeigvals_gsm8k_llama8b,spectral_centroid,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0241,-0.0241,-0.0241,-0.0241
lapeigvals_gsm8k_llama8b,stft_max_high_power,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0454,-0.0454,0.0521,0.0521
lapeigvals_gsm8k_llama8b,stft_spectral_entropy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,0.0068,0.0068,0.0068,0.0068
lapeigvals_gsm8k_llama8b,rpdi,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0295,-0.0295,-0.0295,-0.0295
lapeigvals_gsm8k_llama8b,sw_var_peak,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0277,-0.0277,-0.0277,-0.0277
lapeigvals_gsm8k_llama8b,pe_mean,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,0.0418,0.0418,0.0418,0.0418
lapeigvals_gsm8k_llama8b,hurst_exponent,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0251,-0.0251,-0.0251,-0.0251
lapeigvals_gsm8k_llama8b,cusum_max,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0268,-0.0268,-0.0268,-0.0268
lapeigvals_gsm8k_llama8b,cusum_shift_idx,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,0.0313,0.0313,0.0475,0.0475
lapeigvals_gsm8k_llama8b,epr_spilled,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0331,-0.0331,-0.0331,-0.0331
lapeigvals_gsm8k_llama8b,sw_var_peak_spilled,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.018,-0.018,-0.018,-0.018
lapeigvals_gsm8k_llama8b,cusum_max_spilled,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0215,-0.0215,-0.0215,-0.0215
lapeigvals_gsm8k_llama8b,epr_energy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0274,-0.0274,-0.0274,-0.0274
lapeigvals_gsm8k_llama8b,min_energy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0241,-0.0241,-0.0241,-0.0241
lapeigvals_gsm8k_llama8b,sw_var_peak_energy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0019,-0.0019,-0.0019,-0.0019
lapeigvals_gsm8k_llama8b,cusum_max_energy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0442,-0.0442,-0.0442,-0.0442
lapeigvals_gsm8k_llama8b,mean_top1_logprob,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0387,-0.0387,-0.0387,-0.0387
lapeigvals_gsm8k_llama8b,logprob_margin,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.025,-0.025,-0.025,-0.025
lapeigvals_gsm8k_llama8b,mean_logprob_entropy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0166,-0.0166,-0.0166,-0.0166
lapeigvals_gsm8k_llama8b,varentropy,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.021,-0.021,-0.021,-0.021
lapeigvals_gsm8k_llama8b,renyi_entropy_2,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0266,-0.0266,-0.0266,-0.0266
lapeigvals_gsm8k_llama8b,topk_tail_mass,500,500,all rows (pinned 0.40% < 1%),0.724,0.724,-0.0206,-0.0206,-0.0206,-0.0206
lapeigvals_gsm8k_mistral24b,epr,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.044,-0.044,-0.044,-0.044
lapeigvals_gsm8k_mistral24b,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0365,-0.0365,-0.0365,-0.0365
lapeigvals_gsm8k_mistral24b,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,0.0253,0.0253,0.0629,0.0629
lapeigvals_gsm8k_mistral24b,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0812,-0.0812,-0.0812,-0.0812
lapeigvals_gsm8k_mistral24b,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0473,-0.0473,-0.0473,-0.0473
lapeigvals_gsm8k_mistral24b,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0441,-0.0441,-0.0441,-0.0441
lapeigvals_gsm8k_mistral24b,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0468,-0.0468,-0.0468,-0.0468
lapeigvals_gsm8k_mistral24b,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0531,-0.0531,-0.0531,-0.0531
lapeigvals_gsm8k_mistral24b,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0257,-0.0257,-0.0257,-0.0257
lapeigvals_gsm8k_mistral24b,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,0.0266,0.0266,0.0273,0.0273
lapeigvals_gsm8k_mistral24b,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0138,-0.0138,-0.0138,-0.0138
lapeigvals_gsm8k_mistral24b,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0482,-0.0482,-0.0482,-0.0482
lapeigvals_gsm8k_mistral24b,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0154,-0.0154,0.0153,0.0153
lapeigvals_gsm8k_mistral24b,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0403,-0.0403,-0.0403,-0.0403
lapeigvals_gsm8k_mistral24b,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0371,-0.0371,-0.0371,-0.0371
lapeigvals_gsm8k_mistral24b,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.022,-0.022,-0.022,-0.022
lapeigvals_gsm8k_mistral24b,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.051,-0.051,-0.051,-0.051
lapeigvals_gsm8k_mistral24b,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0388,-0.0388,-0.0388,-0.0388
lapeigvals_gsm8k_mistral24b,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0519,-0.0519,-0.0519,-0.0519
