cell,feature,n_all,n_defect_free,population,pos_all,pos_defect_free,nonmono_gain_all,nonmono_gain_defect_free,folded_gain_all,folded_gain_defect_free
lapeigvals_gsm8k_mistral24b,min_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0493,-0.0493,-0.0493,-0.0493
lapeigvals_gsm8k_mistral24b,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0664,-0.0664,-0.0664,-0.0664
lapeigvals_gsm8k_mistral24b,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0455,-0.0455,-0.0455,-0.0455
lapeigvals_gsm8k_mistral24b,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,0.0022,0.0022,0.0022,0.0022
lapeigvals_gsm8k_mistral24b,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0459,-0.0459,-0.0459,-0.0459
lapeigvals_gsm8k_mistral24b,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0443,-0.0443,-0.0443,-0.0443
lapeigvals_gsm8k_mistral24b,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.038,-0.038,-0.038,-0.038
lapeigvals_gsm8k_mistral24b,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0462,-0.0462,-0.0462,-0.0462
lapeigvals_gsm8k_mistral24b,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0463,-0.0463,-0.0463,-0.0463
lapeigvals_gsm8k_mistral24b,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0451,-0.0451,-0.0451,-0.0451
lapeigvals_gsm8k_mistral24b,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.9174,0.9174,-0.0464,-0.0464,-0.0464,-0.0464
lapeigvals_gsm8k_nemo,epr,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.032,-0.032,-0.032,-0.032
lapeigvals_gsm8k_nemo,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0231,-0.0231,-0.0231,-0.0231
lapeigvals_gsm8k_nemo,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0154,-0.0154,-0.0154,-0.0154
lapeigvals_gsm8k_nemo,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0093,-0.0093,-0.0093,-0.0093
lapeigvals_gsm8k_nemo,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0128,-0.0128,-0.0128,-0.0128
lapeigvals_gsm8k_nemo,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0053,-0.0053,-0.0053,-0.0053
lapeigvals_gsm8k_nemo,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0328,-0.0328,-0.0328,-0.0328
lapeigvals_gsm8k_nemo,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0074,-0.0074,-0.0074,-0.0074
lapeigvals_gsm8k_nemo,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.005,-0.005,-0.005,-0.005
lapeigvals_gsm8k_nemo,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0343,-0.0343,0.0128,0.0128
lapeigvals_gsm8k_nemo,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0196,-0.0196,-0.011,-0.011
lapeigvals_gsm8k_nemo,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0268,-0.0268,-0.0268,-0.0268
lapeigvals_gsm8k_nemo,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0259,-0.0259,0.0193,0.0193
lapeigvals_gsm8k_nemo,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0003,-0.0003,0.0022,0.0022
lapeigvals_gsm8k_nemo,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.026,-0.026,-0.026,-0.026
lapeigvals_gsm8k_nemo,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0184,-0.0184,-0.0184,-0.0184
lapeigvals_gsm8k_nemo,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0245,-0.0245,-0.0245,-0.0245
lapeigvals_gsm8k_nemo,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0292,-0.0292,-0.0292,-0.0292
lapeigvals_gsm8k_nemo,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0237,-0.0237,-0.0237,-0.0237
lapeigvals_gsm8k_nemo,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0234,-0.0234,-0.0234,-0.0234
lapeigvals_gsm8k_nemo,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0169,-0.0169,-0.0169,-0.0169
lapeigvals_gsm8k_nemo,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0124,-0.0124,-0.0124,-0.0124
lapeigvals_gsm8k_nemo,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0384,-0.0384,-0.0384,-0.0384
lapeigvals_gsm8k_nemo,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.028,-0.028,-0.028,-0.028
lapeigvals_gsm8k_nemo,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0229,-0.0229,-0.0229,-0.0229
lapeigvals_gsm8k_nemo,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0315,-0.0315,-0.0315,-0.0315
lapeigvals_gsm8k_nemo,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0279,-0.0279,-0.0279,-0.0279
lapeigvals_gsm8k_nemo,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0297,-0.0297,-0.0297,-0.0297
lapeigvals_gsm8k_nemo,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.8294,0.8294,-0.0338,-0.0338,-0.0338,-0.0338
lapeigvals_gsm8k_phi35,epr,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0279,-0.0279,-0.0279,-0.0279
lapeigvals_gsm8k_phi35,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.016,-0.016,-0.016,-0.016
lapeigvals_gsm8k_phi35,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0236,-0.0236,-0.0236,-0.0236
lapeigvals_gsm8k_phi35,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0191,-0.0191,-0.0191,-0.0191
lapeigvals_gsm8k_phi35,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.012,-0.012,-0.012,-0.012
lapeigvals_gsm8k_phi35,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0239,-0.0239,-0.0239,-0.0239
lapeigvals_gsm8k_phi35,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0178,-0.0178,-0.0178,-0.0178
lapeigvals_gsm8k_phi35,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0181,-0.0181,-0.0181,-0.0181
lapeigvals_gsm8k_phi35,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0129,-0.0129,-0.0129,-0.0129
lapeigvals_gsm8k_phi35,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,0.0545,0.0545,0.0545,0.0545
lapeigvals_gsm8k_phi35,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,0.0389,0.0389,0.0389,0.0389
lapeigvals_gsm8k_phi35,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0217,-0.0217,-0.0217,-0.0217
lapeigvals_gsm8k_phi35,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0948,-0.0948,0.0818,0.0818
lapeigvals_gsm8k_phi35,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0211,-0.0211,-0.0211,-0.0211
lapeigvals_gsm8k_phi35,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0279,-0.0279,-0.0279,-0.0279
lapeigvals_gsm8k_phi35,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.013,-0.013,-0.013,-0.013
lapeigvals_gsm8k_phi35,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.023,-0.023,-0.023,-0.023
lapeigvals_gsm8k_phi35,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0179,-0.0179,-0.0179,-0.0179
lapeigvals_gsm8k_phi35,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0224,-0.0224,-0.0224,-0.0224
lapeigvals_gsm8k_phi35,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0002,-0.0002,-0.0002,-0.0002
lapeigvals_gsm8k_phi35,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,0.0026,0.0026,0.0129,0.0129
lapeigvals_gsm8k_phi35,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0256,-0.0256,0.0133,0.0133
lapeigvals_gsm8k_phi35,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0067,-0.0067,-0.0063,-0.0063
lapeigvals_gsm8k_phi35,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0358,-0.0358,-0.0358,-0.0358
lapeigvals_gsm8k_phi35,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0283,-0.0283,-0.0283,-0.0283
lapeigvals_gsm8k_phi35,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0265,-0.0265,-0.0265,-0.0265
lapeigvals_gsm8k_phi35,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.033,-0.033,-0.033,-0.033
lapeigvals_gsm8k_phi35,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0308,-0.0308,-0.0308,-0.0308
lapeigvals_gsm8k_phi35,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.8476,0.8476,-0.0252,-0.0252,-0.0252,-0.0252
noise_gsm8k_mistral7b,epr,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.016,-0.016,-0.016,-0.016
noise_gsm8k_mistral7b,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0172,-0.0172,-0.0172,-0.0172
noise_gsm8k_mistral7b,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0168,-0.0168,-0.0168,-0.0168
noise_gsm8k_mistral7b,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0156,-0.0156,-0.0156,-0.0156
noise_gsm8k_mistral7b,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0006,-0.0006,-0.0006,-0.0006
noise_gsm8k_mistral7b,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0234,-0.0234,-0.0234,-0.0234
noise_gsm8k_mistral7b,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0138,-0.0138,-0.0138,-0.0138
noise_gsm8k_mistral7b,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0254,-0.0254,-0.0254,-0.0254
noise_gsm8k_mistral7b,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0071,-0.0071,-0.0071,-0.0071
noise_gsm8k_mistral7b,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0007,-0.0007,0.0131,0.0131
noise_gsm8k_mistral7b,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0075,-0.0075,-0.0075,-0.0075
noise_gsm8k_mistral7b,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0154,-0.0154,-0.0154,-0.0154
noise_gsm8k_mistral7b,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0031,-0.0031,0.0098,0.0098
noise_gsm8k_mistral7b,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.008,-0.008,-0.008,-0.008
noise_gsm8k_mistral7b,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.015,-0.015,-0.015,-0.015
noise_gsm8k_mistral7b,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0153,-0.0153,-0.0131,-0.0131
noise_gsm8k_mistral7b,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.012,-0.012,-0.012,-0.012
noise_gsm8k_mistral7b,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0166,-0.0166,-0.0166,-0.0166
noise_gsm8k_mistral7b,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0117,-0.0117,-0.0117,-0.0117
noise_gsm8k_mistral7b,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0198,-0.0198,-0.0198,-0.0198
noise_gsm8k_mistral7b,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0123,-0.0123,-0.0123,-0.0123
noise_gsm8k_mistral7b,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0107,-0.0107,-0.0107,-0.0107
noise_gsm8k_mistral7b,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0089,-0.0089,-0.0089,-0.0089
noise_gsm8k_mistral7b,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0137,-0.0137,-0.0137,-0.0137
noise_gsm8k_mistral7b,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0198,-0.0198,-0.0198,-0.0198
noise_gsm8k_mistral7b,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0143,-0.0143,-0.0143,-0.0143
noise_gsm8k_mistral7b,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0215,-0.0215,-0.0215,-0.0215
noise_gsm8k_mistral7b,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0125,-0.0125,-0.0125,-0.0125
noise_gsm8k_mistral7b,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.4989,0.4989,-0.0108,-0.0108,-0.0108,-0.0108
noise_gsm8k_phi3mini,epr,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0075,-0.0075,-0.0075,-0.0075
noise_gsm8k_phi3mini,trace_length,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0416,-0.0416,-0.0373,-0.0373
noise_gsm8k_phi3mini,spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0223,-0.0223,-0.0223,-0.0223
noise_gsm8k_phi3mini,low_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0201,-0.0201,-0.0201,-0.0201
noise_gsm8k_phi3mini,high_band_power,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0136,-0.0136,-0.0136,-0.0136
noise_gsm8k_phi3mini,hl_ratio,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.007,-0.007,-0.007,-0.007
noise_gsm8k_phi3mini,dominant_freq,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0342,-0.0342,0.0243,0.0243
noise_gsm8k_phi3mini,spectral_centroid,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0012,0.0012,0.0012,0.0012
noise_gsm8k_phi3mini,stft_max_high_power,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0172,-0.0172,-0.0133,-0.0133
noise_gsm8k_phi3mini,stft_spectral_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0057,0.0057,0.0057,0.0057
noise_gsm8k_phi3mini,rpdi,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0062,0.0062,0.0185,0.0185
noise_gsm8k_phi3mini,sw_var_peak,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0165,-0.0165,-0.0165,-0.0165
noise_gsm8k_phi3mini,pe_mean,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.009,0.009,0.0095,0.0095
noise_gsm8k_phi3mini,hurst_exponent,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0073,0.0073,0.0298,0.0298
noise_gsm8k_phi3mini,cusum_max,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0361,-0.0361,-0.0205,-0.0205
noise_gsm8k_phi3mini,cusum_shift_idx,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0152,-0.0152,-0.0152,-0.0152
noise_gsm8k_phi3mini,epr_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.014,-0.014,-0.014,-0.014
noise_gsm8k_phi3mini,sw_var_peak_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.011,-0.011,-0.011,-0.011
noise_gsm8k_phi3mini,cusum_max_spilled,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0076,-0.0076,-0.0076,-0.0076
noise_gsm8k_phi3mini,epr_energy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0012,0.0012,0.0012,0.0012
noise_gsm8k_phi3mini,min_energy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0118,0.0118,0.0118,0.0118
noise_gsm8k_phi3mini,sw_var_peak_energy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0085,-0.0085,-0.0067,-0.0067
noise_gsm8k_phi3mini,cusum_max_energy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,0.0251,0.0251,0.0301,0.0301
noise_gsm8k_phi3mini,mean_top1_logprob,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0116,-0.0116,-0.0116,-0.0116
noise_gsm8k_phi3mini,logprob_margin,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0048,-0.0048,-0.0048,-0.0048
noise_gsm8k_phi3mini,mean_logprob_entropy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0081,-0.0081,-0.0081,-0.0081
noise_gsm8k_phi3mini,varentropy,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0072,-0.0072,-0.0072,-0.0072
noise_gsm8k_phi3mini,renyi_entropy_2,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0121,-0.0121,-0.0121,-0.0121
noise_gsm8k_phi3mini,topk_tail_mass,1319,1319,all rows (pinned 0.08% < 1%),0.7096,0.7096,-0.0112,-0.0112,-0.0112,-0.0112
math500_dsmath7b,epr,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0322,-0.059,-0.0322,-0.059
math500_dsmath7b,trace_length,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0313,-0.0291,-0.0313,-0.0291
math500_dsmath7b,spectral_entropy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0348,-0.0429,-0.0348,-0.0286
math500_dsmath7b,low_band_power,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0504,-0.0553,-0.0386,-0.0257
math500_dsmath7b,high_band_power,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0375,-0.0091,-0.0178,-0.0091
math500_dsmath7b,hl_ratio,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0265,-0.0643,-0.0265,-0.0424
math500_dsmath7b,dominant_freq,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0462,-0.0454,-0.0462,-0.0454
math500_dsmath7b,spectral_centroid,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0417,-0.0275,-0.0135,-0.0059
math500_dsmath7b,stft_max_high_power,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,0.0211,0.0359,0.0248,0.0455
math500_dsmath7b,stft_spectral_entropy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0521,-0.0653,0.0081,0.0195
math500_dsmath7b,rpdi,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0246,-0.0283,-0.0246,-0.0283
math500_dsmath7b,sw_var_peak,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.041,-0.0334,-0.041,-0.0334
math500_dsmath7b,pe_mean,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0326,-0.0155,0.0702,0.0615
math500_dsmath7b,hurst_exponent,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0045,-0.009,-0.0045,0.0025
math500_dsmath7b,cusum_max,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0623,-0.0511,-0.0623,-0.0511
math500_dsmath7b,cusum_shift_idx,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0453,-0.0297,0.044,0.0503
math500_dsmath7b,epr_spilled,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.025,-0.0379,-0.025,-0.0379
math500_dsmath7b,sw_var_peak_spilled,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0149,-0.0397,0.0148,0.0137
math500_dsmath7b,cusum_max_spilled,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0255,-0.0238,-0.0255,-0.0238
math500_dsmath7b,min_spilled,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0086,0.0177,-0.0086,0.0177
math500_dsmath7b,epr_energy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,0.0157,0.0111,0.0157,0.0111
math500_dsmath7b,min_energy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0404,-0.0448,-0.0404,-0.0105
math500_dsmath7b,sw_var_peak_energy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0146,-0.0118,-0.0146,-0.0118
math500_dsmath7b,cusum_max_energy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.017,0.0117,-0.017,0.0117
math500_dsmath7b,mean_top1_logprob,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.02,-0.0149,-0.02,-0.0149
math500_dsmath7b,logprob_margin,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0334,-0.0296,-0.0334,-0.0296
math500_dsmath7b,mean_logprob_entropy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0229,-0.0222,-0.0229,-0.0222
math500_dsmath7b,varentropy,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0196,-0.0142,-0.0196,-0.0142
math500_dsmath7b,renyi_entropy_2,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0173,-0.016,-0.0173,-0.016
math500_dsmath7b,topk_tail_mass,300,291,"complete traces only (3.0% pinned, dropped)",0.19,0.1959,-0.0168,-0.0263,-0.0168,-0.0263
math500_qwenmath7b,epr,300,300,all rows (no known defect),0.2267,0.2267,-0.059,-0.059,-0.059,-0.059
math500_qwenmath7b,spectral_entropy,300,300,all rows (no known defect),0.2267,0.2267,-0.02,-0.02,-0.02,-0.02
math500_qwenmath7b,low_band_power,300,300,all rows (no known defect),0.2267,0.2267,0.0064,0.0064,0.0064,0.0064
math500_qwenmath7b,high_band_power,300,300,all rows (no known defect),0.2267,0.2267,0.0065,0.0065,0.0065,0.0065
math500_qwenmath7b,hl_ratio,300,300,all rows (no known defect),0.2267,0.2267,0.0016,0.0016,0.0016,0.0016
math500_qwenmath7b,spectral_centroid,300,300,all rows (no known defect),0.2267,0.2267,0.0016,0.0016,0.0016,0.0016
math500_qwenmath7b,stft_max_high_power,300,300,all rows (no known defect),0.2267,0.2267,0.0203,0.0203,0.0203,0.0203
math500_qwenmath7b,stft_spectral_entropy,300,300,all rows (no known defect),0.2267,0.2267,0.0263,0.0263,0.0263,0.0263
math500_qwenmath7b,rpdi,300,300,all rows (no known defect),0.2267,0.2267,0.0589,0.0589,0.0589,0.0589
math500_qwenmath7b,sw_var_peak,300,300,all rows (no known defect),0.2267,0.2267,-0.0272,-0.0272,-0.0272,-0.0272
math500_qwenmath7b,pe_mean,300,300,all rows (no known defect),0.2267,0.2267,0.0549,0.0549,0.0745,0.0745
math500_qwenmath7b,hurst_exponent,300,300,all rows (no known defect),0.2267,0.2267,-0.0239,-0.0239,-0.0239,-0.0239
math500_qwenmath7b,cusum_max,300,300,all rows (no known defect),0.2267,0.2267,-0.006,-0.006,-0.006,-0.006
math500_qwenmath7b,cusum_shift_idx,300,300,all rows (no known defect),0.2267,0.2267,-0.0367,-0.0367,-0.0367,-0.0367
math500_qwenmath7b,epr_spilled,300,300,all rows (no known defect),0.2267,0.2267,-0.0515,-0.0515,-0.0515,-0.0515
math500_qwenmath7b,sw_var_peak_spilled,300,300,all rows (no known defect),0.2267,0.2267,0.0215,0.0215,0.0215,0.0215
math500_qwenmath7b,cusum_max_spilled,300,300,all rows (no known defect),0.2267,0.2267,-0.0156,-0.0156,-0.0156,-0.0156
math500_qwenmath7b,min_spilled,300,300,all rows (no known defect),0.2267,0.2267,-0.0086,-0.0086,-0.0086,-0.0086
math500_qwenmath7b,epr_energy,300,300,all rows (no known defect),0.2267,0.2267,-0.0378,-0.0378,-0.0378,-0.0378
math500_qwenmath7b,min_energy,300,300,all rows (no known defect),0.2267,0.2267,-0.0444,-0.0444,-0.0444,-0.0444
math500_qwenmath7b,sw_var_peak_energy,300,300,all rows (no known defect),0.2267,0.2267,-0.0047,-0.0047,-0.0047,-0.0047
math500_qwenmath7b,cusum_max_energy,300,300,all rows (no known defect),0.2267,0.2267,-0.0352,-0.0352,-0.0352,-0.0352
math500_qwenmath7b,mean_top1_logprob,300,300,all rows (no known defect),0.2267,0.2267,-0.0638,-0.0638,-0.0638,-0.0638
math500_qwenmath7b,logprob_margin,300,300,all rows (no known defect),0.2267,0.2267,-0.0376,-0.0376,-0.0376,-0.0376
