cell,C,lambda1,readout,n_selected,auroc
math500_r1distill8b_mn4096,6,0.01,per_feature,9,0.8428844986222035
math500_r1distill8b_mn4096,6,0.01,group_median,6,0.8254635467750222
math500_r1distill8b_mn4096,6,0.1,per_feature,9,0.8428844986222035
math500_r1distill8b_mn4096,6,0.1,group_median,6,0.8254635467750222
math500_r1distill8b_mn4096,6,1.0,per_feature,9,0.8428844986222035
math500_r1distill8b_mn4096,6,1.0,group_median,6,0.8254635467750222
math500_r1distill8b_mn4096,7,0.0,per_feature,11,0.8429312035869413
math500_r1distill8b_mn4096,7,0.0,group_median,7,0.7489141095698473
math500_r1distill8b_mn4096,7,0.01,per_feature,11,0.8429312035869413
math500_r1distill8b_mn4096,7,0.01,group_median,7,0.7489141095698473
math500_r1distill8b_mn4096,7,0.1,per_feature,11,0.8429312035869413
math500_r1distill8b_mn4096,7,0.1,group_median,7,0.7489141095698473
math500_r1distill8b_mn4096,7,1.0,per_feature,11,0.8429312035869413
math500_r1distill8b_mn4096,7,1.0,group_median,7,0.7489141095698473
math500_r1distill8b_mn4096,8,0.0,per_feature,12,0.8429312035869413
math500_r1distill8b_mn4096,8,0.0,group_median,8,0.7489141095698473
math500_r1distill8b_mn4096,8,0.01,per_feature,12,0.8429312035869413
math500_r1distill8b_mn4096,8,0.01,group_median,8,0.7489141095698473
math500_r1distill8b_mn4096,8,0.1,per_feature,12,0.8429312035869413
math500_r1distill8b_mn4096,8,0.1,group_median,8,0.7489141095698473
math500_r1distill8b_mn4096,8,1.0,per_feature,12,0.8429312035869413
math500_r1distill8b_mn4096,8,1.0,group_median,8,0.7489141095698473
noise_gsm8k_mistral7b,2,0.0,per_feature,4,0.7687371533413958
noise_gsm8k_mistral7b,2,0.0,group_median,15,0.7705718976037964
noise_gsm8k_mistral7b,2,0.01,per_feature,4,0.7687371533413958
noise_gsm8k_mistral7b,2,0.01,group_median,15,0.7705718976037964
noise_gsm8k_mistral7b,2,0.1,per_feature,4,0.7687371533413958
noise_gsm8k_mistral7b,2,0.1,group_median,15,0.7705718976037964
noise_gsm8k_mistral7b,2,1.0,per_feature,4,0.7687371533413958
noise_gsm8k_mistral7b,2,1.0,group_median,15,0.7705718976037964
noise_gsm8k_mistral7b,3,0.0,per_feature,6,0.7687072640238379
noise_gsm8k_mistral7b,3,0.0,group_median,3,0.7686290919625326
noise_gsm8k_mistral7b,3,0.01,per_feature,6,0.7687072640238379
noise_gsm8k_mistral7b,3,0.01,group_median,3,0.7686290919625326
noise_gsm8k_mistral7b,3,0.1,per_feature,6,0.7687072640238379
noise_gsm8k_mistral7b,3,0.1,group_median,3,0.7686290919625326
noise_gsm8k_mistral7b,3,1.0,per_feature,6,0.7687072640238379
noise_gsm8k_mistral7b,3,1.0,group_median,3,0.7686290919625326
noise_gsm8k_mistral7b,4,0.0,per_feature,8,0.768684272241101
noise_gsm8k_mistral7b,4,0.0,group_median,4,0.7686267927842589
noise_gsm8k_mistral7b,4,0.01,per_feature,8,0.768684272241101
noise_gsm8k_mistral7b,4,0.01,group_median,4,0.7686267927842589
noise_gsm8k_mistral7b,4,0.1,per_feature,8,0.768684272241101
noise_gsm8k_mistral7b,4,0.1,group_median,4,0.7686267927842589
noise_gsm8k_mistral7b,4,1.0,per_feature,8,0.768684272241101
noise_gsm8k_mistral7b,4,1.0,group_median,4,0.7686267927842589
noise_gsm8k_mistral7b,5,0.0,per_feature,10,0.7684819445530167
noise_gsm8k_mistral7b,5,0.0,group_median,5,0.7686244936059852
noise_gsm8k_mistral7b,5,0.01,per_feature,10,0.7684819445530167
noise_gsm8k_mistral7b,5,0.01,group_median,5,0.7686244936059852
noise_gsm8k_mistral7b,5,0.1,per_feature,10,0.7684819445530167
noise_gsm8k_mistral7b,5,0.1,group_median,5,0.7686244936059852
noise_gsm8k_mistral7b,5,1.0,per_feature,10,0.7684819445530167
noise_gsm8k_mistral7b,5,1.0,group_median,5,0.7686244936059852
noise_gsm8k_mistral7b,6,0.0,per_feature,10,0.768385379065522
noise_gsm8k_mistral7b,6,0.0,group_median,6,0.7680956826030376
noise_gsm8k_mistral7b,6,0.01,per_feature,10,0.768385379065522
noise_gsm8k_mistral7b,6,0.01,group_median,6,0.7680956826030376
noise_gsm8k_mistral7b,6,0.1,per_feature,10,0.768385379065522
noise_gsm8k_mistral7b,6,0.1,group_median,6,0.7680956826030376
noise_gsm8k_mistral7b,6,1.0,per_feature,10,0.768385379065522
noise_gsm8k_mistral7b,6,1.0,group_median,6,0.7680956826030376
noise_gsm8k_mistral7b,7,0.0,per_feature,12,0.7684819445530168
noise_gsm8k_mistral7b,7,0.0,group_median,7,0.7687509484110379
noise_gsm8k_mistral7b,7,0.01,per_feature,12,0.7684819445530168
noise_gsm8k_mistral7b,7,0.01,group_median,7,0.7687509484110379
noise_gsm8k_mistral7b,7,0.1,per_feature,12,0.7684819445530168
noise_gsm8k_mistral7b,7,0.1,group_median,7,0.7687509484110379
noise_gsm8k_mistral7b,7,1.0,per_feature,12,0.7684819445530168
noise_gsm8k_mistral7b,7,1.0,group_median,7,0.7687509484110379
noise_gsm8k_mistral7b,8,0.0,per_feature,11,0.7684382601658167
noise_gsm8k_mistral7b,8,0.0,group_median,8,0.7683301987869535
noise_gsm8k_mistral7b,8,0.01,per_feature,11,0.7684382601658167
noise_gsm8k_mistral7b,8,0.01,group_median,8,0.7683301987869535
noise_gsm8k_mistral7b,8,0.1,per_feature,11,0.7684382601658167
noise_gsm8k_mistral7b,8,0.1,group_median,8,0.7683301987869535
noise_gsm8k_mistral7b,8,1.0,per_feature,11,0.7684382601658167
noise_gsm8k_mistral7b,8,1.0,group_median,8,0.7683301987869535
noise_gsm8k_phi3mini,2,0.0,per_feature,4,0.5766134431278035
noise_gsm8k_phi3mini,2,0.0,group_median,15,0.5781755595724264
noise_gsm8k_phi3mini,2,0.01,per_feature,4,0.5766134431278035
noise_gsm8k_phi3mini,2,0.01,group_median,15,0.5781755595724264
noise_gsm8k_phi3mini,2,0.1,per_feature,4,0.5766134431278035
noise_gsm8k_phi3mini,2,0.1,group_median,15,0.5781755595724264
noise_gsm8k_phi3mini,2,1.0,per_feature,4,0.5766134431278035
noise_gsm8k_phi3mini,2,1.0,group_median,15,0.5781755595724264
noise_gsm8k_phi3mini,3,0.0,per_feature,6,0.5766831804690813
noise_gsm8k_phi3mini,3,0.0,group_median,3,0.5771601838834215
noise_gsm8k_phi3mini,3,0.01,per_feature,6,0.5766831804690813
noise_gsm8k_phi3mini,3,0.01,group_median,3,0.5771601838834215
noise_gsm8k_phi3mini,3,0.1,per_feature,6,0.5766831804690813
noise_gsm8k_phi3mini,3,0.1,group_median,3,0.5771601838834215
noise_gsm8k_phi3mini,3,1.0,per_feature,6,0.5766831804690813
noise_gsm8k_phi3mini,3,1.0,group_median,3,0.5771601838834215
noise_gsm8k_phi3mini,4,0.0,per_feature,8,0.5755673830086363
noise_gsm8k_phi3mini,4,0.0,group_median,4,0.5768003392024279
noise_gsm8k_phi3mini,4,0.01,per_feature,8,0.5755673830086363
noise_gsm8k_phi3mini,4,0.01,group_median,4,0.5768003392024279
noise_gsm8k_phi3mini,4,0.1,per_feature,8,0.5755673830086363
noise_gsm8k_phi3mini,4,0.1,group_median,4,0.5768003392024279
noise_gsm8k_phi3mini,4,1.0,per_feature,8,0.5755673830086363
noise_gsm8k_phi3mini,4,1.0,group_median,4,0.5768003392024279
noise_gsm8k_phi3mini,5,0.0,per_feature,10,0.5772048157818392
noise_gsm8k_phi3mini,5,0.0,group_median,5,0.5766162326214546
noise_gsm8k_phi3mini,5,0.01,per_feature,10,0.5772048157818392
noise_gsm8k_phi3mini,5,0.01,group_median,5,0.5766162326214546
noise_gsm8k_phi3mini,5,0.1,per_feature,10,0.5772048157818392
noise_gsm8k_phi3mini,5,0.1,group_median,5,0.5766162326214546
noise_gsm8k_phi3mini,5,1.0,per_feature,10,0.5772048157818392
noise_gsm8k_phi3mini,5,1.0,group_median,5,0.5766162326214546
noise_gsm8k_phi3mini,6,0.0,per_feature,11,0.5772187632500948
noise_gsm8k_phi3mini,6,0.0,group_median,6,0.5769621298341926
noise_gsm8k_phi3mini,6,0.01,per_feature,11,0.5772187632500948
noise_gsm8k_phi3mini,6,0.01,group_median,6,0.5769621298341926
noise_gsm8k_phi3mini,6,0.1,per_feature,11,0.5772187632500948
noise_gsm8k_phi3mini,6,0.1,group_median,6,0.5769621298341926
noise_gsm8k_phi3mini,6,1.0,per_feature,11,0.5772187632500948
noise_gsm8k_phi3mini,6,1.0,group_median,6,0.5769621298341926
noise_gsm8k_phi3mini,7,0.0,per_feature,11,0.5755283300975207
noise_gsm8k_phi3mini,7,0.0,group_median,7,0.5771350784405614
noise_gsm8k_phi3mini,7,0.01,per_feature,11,0.5755283300975207
noise_gsm8k_phi3mini,7,0.01,group_median,7,0.5771350784405614
noise_gsm8k_phi3mini,7,0.1,per_feature,11,0.5755283300975207
noise_gsm8k_phi3mini,7,0.1,group_median,7,0.5771350784405614
noise_gsm8k_phi3mini,7,1.0,per_feature,11,0.5755283300975207
noise_gsm8k_phi3mini,7,1.0,group_median,7,0.5771350784405614
noise_gsm8k_phi3mini,8,0.0,per_feature,13,0.5754000133895696
noise_gsm8k_phi3mini,8,0.0,group_median,8,0.5770792885675393
noise_gsm8k_phi3mini,8,0.01,per_feature,13,0.5754000133895696
noise_gsm8k_phi3mini,8,0.01,group_median,8,0.5770792885675393
noise_gsm8k_phi3mini,8,0.1,per_feature,13,0.5754000133895696
noise_gsm8k_phi3mini,8,0.1,group_median,8,0.5770792885675393
noise_gsm8k_phi3mini,8,1.0,per_feature,13,0.5754000133895696
noise_gsm8k_phi3mini,8,1.0,group_median,8,0.5770792885675393
sciq_llama8b,2,0.0,per_feature,4,0.7036572860886408
sciq_llama8b,2,0.0,group_median,15,0.706277771448103
sciq_llama8b,2,0.01,per_feature,4,0.7036572860886408
sciq_llama8b,2,0.01,group_median,15,0.706277771448103
sciq_llama8b,2,0.1,per_feature,4,0.7036572860886408
sciq_llama8b,2,0.1,group_median,15,0.706277771448103
sciq_llama8b,2,1.0,per_feature,4,0.7036572860886408
sciq_llama8b,2,1.0,group_median,15,0.706277771448103
sciq_llama8b,3,0.0,per_feature,6,0.7032015495043864
sciq_llama8b,3,0.0,group_median,3,0.70331548365045
sciq_llama8b,3,0.01,per_feature,6,0.7032015495043864
sciq_llama8b,3,0.01,group_median,3,0.70331548365045
sciq_llama8b,3,0.1,per_feature,6,0.7032015495043864
sciq_llama8b,3,0.1,group_median,3,0.70331548365045
sciq_llama8b,3,1.0,per_feature,6,0.7032015495043864
sciq_llama8b,3,1.0,group_median,3,0.70331548365045
sciq_llama8b,4,0.0,per_feature,8,0.7176711860544606
sciq_llama8b,4,0.0,group_median,4,0.7306596787057081
sciq_llama8b,4,0.01,per_feature,8,0.7176711860544606
sciq_llama8b,4,0.01,group_median,4,0.7306596787057081
sciq_llama8b,4,0.1,per_feature,8,0.7176711860544606
sciq_llama8b,4,0.1,group_median,4,0.7306596787057081
sciq_llama8b,4,1.0,per_feature,8,0.7176711860544606
sciq_llama8b,4,1.0,group_median,4,0.7306596787057081
sciq_llama8b,5,0.0,per_feature,9,0.7051384299874672
sciq_llama8b,5,0.0,group_median,5,0.7450153811097187
sciq_llama8b,5,0.01,per_feature,9,0.7051384299874672
sciq_llama8b,5,0.01,group_median,5,0.7450153811097187
sciq_llama8b,5,0.1,per_feature,9,0.7051384299874672
sciq_llama8b,5,0.1,group_median,5,0.7450153811097187
sciq_llama8b,5,1.0,per_feature,9,0.7051384299874672
sciq_llama8b,5,1.0,group_median,5,0.7450153811097187
sciq_llama8b,6,0.0,per_feature,12,0.7088982568075652
sciq_llama8b,6,0.0,group_median,6,0.7022900763358779
sciq_llama8b,6,0.01,per_feature,12,0.7088982568075652
sciq_llama8b,6,0.01,group_median,6,0.7022900763358779
sciq_llama8b,6,0.1,per_feature,12,0.7088982568075652
sciq_llama8b,6,0.1,group_median,6,0.7022900763358779
sciq_llama8b,6,1.0,per_feature,12,0.7088982568075652
sciq_llama8b,6,1.0,group_median,6,0.7022900763358779
sciq_llama8b,7,0.0,per_feature,11,0.7070753104705481
sciq_llama8b,7,0.0,group_median,7,0.7158482397174433
sciq_llama8b,7,0.01,per_feature,11,0.7070753104705481
sciq_llama8b,7,0.01,group_median,7,0.7158482397174433
sciq_llama8b,7,0.1,per_feature,11,0.7070753104705481
sciq_llama8b,7,0.1,group_median,7,0.7158482397174433
sciq_llama8b,7,1.0,per_feature,11,0.7070753104705481
sciq_llama8b,7,1.0,group_median,7,0.7158482397174433
sciq_llama8b,8,0.0,per_feature,12,0.7071892446166116
sciq_llama8b,8,0.0,group_median,8,0.7157343055713798
sciq_llama8b,8,0.01,per_feature,12,0.7071892446166116
sciq_llama8b,8,0.01,group_median,8,0.7157343055713798
sciq_llama8b,8,0.1,per_feature,12,0.7071892446166116
sciq_llama8b,8,0.1,group_median,8,0.7157343055713798
sciq_llama8b,8,1.0,per_feature,12,0.7071892446166116
sciq_llama8b,8,1.0,group_median,8,0.7157343055713798
se_nq_open_llama8b,2,0.0,per_feature,4,0.6257157760340991
se_nq_open_llama8b,2,0.0,group_median,15,0.6226246449752548
se_nq_open_llama8b,2,0.01,per_feature,4,0.6257157760340991
se_nq_open_llama8b,2,0.01,group_median,15,0.6226246449752548
se_nq_open_llama8b,2,0.1,per_feature,4,0.6257157760340991
se_nq_open_llama8b,2,0.1,group_median,15,0.6226246449752548
se_nq_open_llama8b,2,1.0,per_feature,4,0.6257157760340991
se_nq_open_llama8b,2,1.0,group_median,15,0.6226246449752548
se_nq_open_llama8b,3,0.0,per_feature,6,0.6247419699031311
se_nq_open_llama8b,3,0.0,group_median,3,0.626099783104528
se_nq_open_llama8b,3,0.01,per_feature,6,0.6247419699031311
se_nq_open_llama8b,3,0.01,group_median,3,0.626099783104528
se_nq_open_llama8b,3,0.1,per_feature,6,0.6247419699031311
se_nq_open_llama8b,3,0.1,group_median,3,0.626099783104528
se_nq_open_llama8b,3,1.0,per_feature,6,0.6247419699031311
se_nq_open_llama8b,3,1.0,group_median,3,0.626099783104528
se_nq_open_llama8b,4,0.0,per_feature,8,0.6236099741151826
se_nq_open_llama8b,4,0.0,group_median,4,0.6233632362874095
se_nq_open_llama8b,4,0.01,per_feature,8,0.6236099741151826
se_nq_open_llama8b,4,0.01,group_median,4,0.6233632362874095
se_nq_open_llama8b,4,0.1,per_feature,8,0.6236099741151826
se_nq_open_llama8b,4,0.1,group_median,4,0.6233632362874095
se_nq_open_llama8b,4,1.0,per_feature,8,0.6236099741151826
se_nq_open_llama8b,4,1.0,group_median,4,0.6233632362874095
se_nq_open_llama8b,5,0.0,per_feature,9,0.6217935339698024
se_nq_open_llama8b,5,0.0,group_median,5,0.5685167342338249
se_nq_open_llama8b,5,0.01,per_feature,9,0.6217935339698024
se_nq_open_llama8b,5,0.01,group_median,5,0.5685167342338249
se_nq_open_llama8b,5,0.1,per_feature,9,0.6217935339698024
se_nq_open_llama8b,5,0.1,group_median,5,0.5685167342338249
se_nq_open_llama8b,5,1.0,per_feature,9,0.6217935339698024
se_nq_open_llama8b,5,1.0,group_median,5,0.5685167342338249
se_nq_open_llama8b,6,0.0,per_feature,10,0.6233264857199993
se_nq_open_llama8b,6,0.0,group_median,6,0.6232964475849927
se_nq_open_llama8b,6,0.01,per_feature,10,0.6233264857199993
se_nq_open_llama8b,6,0.01,group_median,6,0.6232964475849927
se_nq_open_llama8b,6,0.1,per_feature,10,0.6233264857199993
se_nq_open_llama8b,6,0.1,group_median,6,0.6232964475849927
se_nq_open_llama8b,6,1.0,per_feature,10,0.6233264857199993
se_nq_open_llama8b,6,1.0,group_median,6,0.6232964475849927
se_nq_open_llama8b,7,0.0,per_feature,11,0.6219875232662696
se_nq_open_llama8b,7,0.0,group_median,7,0.6231571646126157
se_nq_open_llama8b,7,0.01,per_feature,11,0.6219875232662696
se_nq_open_llama8b,7,0.01,group_median,7,0.6231571646126157
se_nq_open_llama8b,7,0.1,per_feature,11,0.6219875232662696
se_nq_open_llama8b,7,0.1,group_median,7,0.6231571646126157
se_nq_open_llama8b,7,1.0,per_feature,11,0.6219875232662696
se_nq_open_llama8b,7,1.0,group_median,7,0.6231571646126157
se_nq_open_llama8b,8,0.0,per_feature,13,0.622190350598735
se_nq_open_llama8b,8,0.0,group_median,8,0.6217760257086161
se_nq_open_llama8b,8,0.01,per_feature,13,0.622190350598735
se_nq_open_llama8b,8,0.01,group_median,8,0.6217760257086161
se_nq_open_llama8b,8,0.1,per_feature,13,0.622190350598735
se_nq_open_llama8b,8,0.1,group_median,8,0.6217760257086161
se_nq_open_llama8b,8,1.0,per_feature,13,0.622190350598735
se_nq_open_llama8b,8,1.0,group_median,8,0.6217760257086161
se_squad_v2_llama8b,2,0.0,per_feature,4,0.7726766936386826
se_squad_v2_llama8b,2,0.0,group_median,15,0.7654081008391722
se_squad_v2_llama8b,2,0.01,per_feature,4,0.7726766936386826
se_squad_v2_llama8b,2,0.01,group_median,15,0.7654081008391722
se_squad_v2_llama8b,2,0.1,per_feature,4,0.7726766936386826
se_squad_v2_llama8b,2,0.1,group_median,15,0.7654081008391722
se_squad_v2_llama8b,2,1.0,per_feature,4,0.7726766936386826
se_squad_v2_llama8b,2,1.0,group_median,15,0.7654081008391722
se_squad_v2_llama8b,3,0.0,per_feature,6,0.7660348827813881
se_squad_v2_llama8b,3,0.0,group_median,3,0.770509505615643
se_squad_v2_llama8b,3,0.01,per_feature,6,0.7660348827813881
se_squad_v2_llama8b,3,0.01,group_median,3,0.770509505615643
se_squad_v2_llama8b,3,0.1,per_feature,6,0.7660348827813881
se_squad_v2_llama8b,3,0.1,group_median,3,0.770509505615643
se_squad_v2_llama8b,3,1.0,per_feature,6,0.7660348827813881
se_squad_v2_llama8b,3,1.0,group_median,3,0.770509505615643
se_squad_v2_llama8b,4,0.0,per_feature,8,0.7662455415372895
se_squad_v2_llama8b,4,0.0,group_median,4,0.7778606304756848
se_squad_v2_llama8b,4,0.01,per_feature,8,0.7662455415372895
se_squad_v2_llama8b,4,0.01,group_median,4,0.7778606304756848
se_squad_v2_llama8b,4,0.1,per_feature,8,0.7662455415372895
se_squad_v2_llama8b,4,0.1,group_median,4,0.7778606304756848
se_squad_v2_llama8b,4,1.0,per_feature,8,0.7662455415372895
se_squad_v2_llama8b,4,1.0,group_median,4,0.7778606304756848
se_squad_v2_llama8b,5,0.0,per_feature,10,0.7660314198977295
se_squad_v2_llama8b,5,0.0,group_median,5,0.7698856094098092
se_squad_v2_llama8b,5,0.01,per_feature,10,0.7660314198977295
se_squad_v2_llama8b,5,0.01,group_median,5,0.7698856094098092
se_squad_v2_llama8b,5,0.1,per_feature,10,0.7660314198977295
se_squad_v2_llama8b,5,0.1,group_median,5,0.7698856094098092
se_squad_v2_llama8b,5,1.0,per_feature,10,0.7660314198977295
se_squad_v2_llama8b,5,1.0,group_median,5,0.7698856094098092
se_squad_v2_llama8b,6,0.0,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,6,0.0,group_median,6,0.7698856094098092
se_squad_v2_llama8b,6,0.01,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,6,0.01,group_median,6,0.7698856094098092
se_squad_v2_llama8b,6,0.1,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,6,0.1,group_median,6,0.7698856094098092
se_squad_v2_llama8b,6,1.0,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,6,1.0,group_median,6,0.7698856094098092
se_squad_v2_llama8b,7,0.0,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,7,0.0,group_median,7,0.6848198723350224
se_squad_v2_llama8b,7,0.01,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,7,0.01,group_median,7,0.6848198723350224
se_squad_v2_llama8b,7,0.1,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,7,0.1,group_median,7,0.6848198723350224
se_squad_v2_llama8b,7,1.0,per_feature,11,0.6897279327738852
se_squad_v2_llama8b,7,1.0,group_median,7,0.6848198723350224
se_squad_v2_llama8b,8,0.0,per_feature,13,0.6973433910865374
se_squad_v2_llama8b,8,0.0,group_median,8,0.6860416931192501
se_squad_v2_llama8b,8,0.01,per_feature,13,0.6973433910865374
se_squad_v2_llama8b,8,0.01,group_median,8,0.6860416931192501
se_squad_v2_llama8b,8,0.1,per_feature,13,0.6973433910865374
se_squad_v2_llama8b,8,0.1,group_median,8,0.6860416931192501
se_squad_v2_llama8b,8,1.0,per_feature,13,0.6973433910865374
se_squad_v2_llama8b,8,1.0,group_median,8,0.6860416931192501
seiclr_triviaqa_opt30b,2,0.0,per_feature,4,0.5434042476333678
seiclr_triviaqa_opt30b,2,0.0,group_median,15,0.6060881089294221
seiclr_triviaqa_opt30b,2,0.01,per_feature,4,0.5434042476333678
seiclr_triviaqa_opt30b,2,0.01,group_median,15,0.6060881089294221
seiclr_triviaqa_opt30b,2,0.1,per_feature,4,0.5434042476333678
seiclr_triviaqa_opt30b,2,0.1,group_median,15,0.6060881089294221
seiclr_triviaqa_opt30b,2,1.0,per_feature,4,0.5434042476333678
seiclr_triviaqa_opt30b,2,1.0,group_median,15,0.6060881089294221
seiclr_triviaqa_opt30b,3,0.0,per_feature,6,0.5706304751196822
seiclr_triviaqa_opt30b,3,0.0,group_median,3,0.5246764799130978
seiclr_triviaqa_opt30b,3,0.01,per_feature,6,0.5706304751196822
seiclr_triviaqa_opt30b,3,0.01,group_median,3,0.5246764799130978
seiclr_triviaqa_opt30b,3,0.1,per_feature,6,0.5706304751196822
seiclr_triviaqa_opt30b,3,0.1,group_median,3,0.5246764799130978
seiclr_triviaqa_opt30b,3,1.0,per_feature,6,0.5706304751196822
seiclr_triviaqa_opt30b,3,1.0,group_median,3,0.5246764799130978
seiclr_triviaqa_opt30b,4,0.0,per_feature,7,0.5078288909896232
seiclr_triviaqa_opt30b,4,0.0,group_median,4,0.5171567323108541
seiclr_triviaqa_opt30b,4,0.01,per_feature,7,0.5078288909896232
seiclr_triviaqa_opt30b,4,0.01,group_median,4,0.5171567323108541
seiclr_triviaqa_opt30b,4,0.1,per_feature,7,0.5078288909896232
seiclr_triviaqa_opt30b,4,0.1,group_median,4,0.5171567323108541
seiclr_triviaqa_opt30b,4,1.0,per_feature,7,0.5078288909896232
seiclr_triviaqa_opt30b,4,1.0,group_median,4,0.5171567323108541
seiclr_triviaqa_opt30b,5,0.0,per_feature,9,0.5141289977787475
seiclr_triviaqa_opt30b,5,0.0,group_median,5,0.5333073375513586
seiclr_triviaqa_opt30b,5,0.01,per_feature,9,0.5141289977787475
seiclr_triviaqa_opt30b,5,0.01,group_median,5,0.5333073375513586
seiclr_triviaqa_opt30b,5,0.1,per_feature,9,0.5141289977787475
seiclr_triviaqa_opt30b,5,0.1,group_median,5,0.5333073375513586
seiclr_triviaqa_opt30b,5,1.0,per_feature,9,0.5141289977787475
seiclr_triviaqa_opt30b,5,1.0,group_median,5,0.5333073375513586
seiclr_triviaqa_opt30b,6,0.0,per_feature,11,0.5964180650687969
seiclr_triviaqa_opt30b,6,0.0,group_median,6,0.5043191378947223
seiclr_triviaqa_opt30b,6,0.01,per_feature,11,0.5964180650687969
seiclr_triviaqa_opt30b,6,0.01,group_median,6,0.5043191378947223
seiclr_triviaqa_opt30b,6,0.1,per_feature,11,0.5964180650687969
seiclr_triviaqa_opt30b,6,0.1,group_median,6,0.5043191378947223
seiclr_triviaqa_opt30b,6,1.0,per_feature,11,0.5964180650687969
seiclr_triviaqa_opt30b,6,1.0,group_median,6,0.5043191378947223
seiclr_triviaqa_opt30b,7,0.0,per_feature,13,0.5808730067347136
seiclr_triviaqa_opt30b,7,0.0,group_median,7,0.5272607380157348
seiclr_triviaqa_opt30b,7,0.01,per_feature,13,0.5808730067347136
seiclr_triviaqa_opt30b,7,0.01,group_median,7,0.5272607380157348
seiclr_triviaqa_opt30b,7,0.1,per_feature,13,0.5808730067347136
seiclr_triviaqa_opt30b,7,0.1,group_median,7,0.5272607380157348
seiclr_triviaqa_opt30b,7,1.0,per_feature,13,0.5808730067347136
seiclr_triviaqa_opt30b,7,1.0,group_median,7,0.5272607380157348
seiclr_triviaqa_opt30b,8,0.0,per_feature,14,0.5977788120185661
seiclr_triviaqa_opt30b,8,0.0,group_median,8,0.5275313392697893
seiclr_triviaqa_opt30b,8,0.01,per_feature,14,0.5977788120185661
seiclr_triviaqa_opt30b,8,0.01,group_median,8,0.5275313392697893
seiclr_triviaqa_opt30b,8,0.1,per_feature,14,0.5977788120185661
seiclr_triviaqa_opt30b,8,0.1,group_median,8,0.5275313392697893
seiclr_triviaqa_opt30b,8,1.0,per_feature,14,0.5977788120185661
seiclr_triviaqa_opt30b,8,1.0,group_median,8,0.5275313392697893
semenergy_triviaqa_qwen3_8b,2,0.0,per_feature,4,0.5952341764733754
semenergy_triviaqa_qwen3_8b,2,0.0,group_median,15,0.6166021614243689
semenergy_triviaqa_qwen3_8b,2,0.01,per_feature,4,0.5952341764733754
semenergy_triviaqa_qwen3_8b,2,0.01,group_median,15,0.6166021614243689
semenergy_triviaqa_qwen3_8b,2,0.1,per_feature,4,0.5952341764733754
semenergy_triviaqa_qwen3_8b,2,0.1,group_median,15,0.6166021614243689
semenergy_triviaqa_qwen3_8b,2,1.0,per_feature,4,0.5952341764733754
semenergy_triviaqa_qwen3_8b,2,1.0,group_median,15,0.6166021614243689
semenergy_triviaqa_qwen3_8b,3,0.0,per_feature,6,0.6053445003877795
semenergy_triviaqa_qwen3_8b,3,0.0,group_median,3,0.5819226967846298
semenergy_triviaqa_qwen3_8b,3,0.01,per_feature,6,0.6053445003877795
semenergy_triviaqa_qwen3_8b,3,0.01,group_median,3,0.5819226967846298
semenergy_triviaqa_qwen3_8b,3,0.1,per_feature,6,0.6053445003877795
semenergy_triviaqa_qwen3_8b,3,0.1,group_median,3,0.5819226967846298
semenergy_triviaqa_qwen3_8b,3,1.0,per_feature,6,0.6053445003877795
semenergy_triviaqa_qwen3_8b,3,1.0,group_median,3,0.5819226967846298
semenergy_triviaqa_qwen3_8b,4,0.0,per_feature,8,0.5966155113495145
semenergy_triviaqa_qwen3_8b,4,0.0,group_median,4,0.62500342891913
semenergy_triviaqa_qwen3_8b,4,0.01,per_feature,8,0.5966155113495145
semenergy_triviaqa_qwen3_8b,4,0.01,group_median,4,0.62500342891913
semenergy_triviaqa_qwen3_8b,4,0.1,per_feature,8,0.5966155113495145
semenergy_triviaqa_qwen3_8b,4,0.1,group_median,4,0.62500342891913
semenergy_triviaqa_qwen3_8b,4,1.0,per_feature,8,0.5966155113495145
semenergy_triviaqa_qwen3_8b,4,1.0,group_median,4,0.62500342891913
semenergy_triviaqa_qwen3_8b,5,0.0,per_feature,10,0.6058041833644638
semenergy_triviaqa_qwen3_8b,5,0.0,group_median,5,0.5946018006605137
semenergy_triviaqa_qwen3_8b,5,0.01,per_feature,10,0.6058041833644638
semenergy_triviaqa_qwen3_8b,5,0.01,group_median,5,0.5946018006605137
semenergy_triviaqa_qwen3_8b,5,0.1,per_feature,10,0.6058041833644638
semenergy_triviaqa_qwen3_8b,5,0.1,group_median,5,0.5946018006605137
semenergy_triviaqa_qwen3_8b,5,1.0,per_feature,10,0.6058041833644638
semenergy_triviaqa_qwen3_8b,5,1.0,group_median,5,0.5946018006605137
semenergy_triviaqa_qwen3_8b,6,0.0,per_feature,12,0.6155263120707097
semenergy_triviaqa_qwen3_8b,6,0.0,group_median,6,0.6065543893074249
semenergy_triviaqa_qwen3_8b,6,0.01,per_feature,12,0.6155263120707097
semenergy_triviaqa_qwen3_8b,6,0.01,group_median,6,0.6065543893074249
semenergy_triviaqa_qwen3_8b,6,0.1,per_feature,12,0.6155263120707097
