arm_id,population_id,metric_id,value,ci_low,ci_high,n_rows,n_groups
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,official_macro_f1,0.35426115203948916,0.3355249144140112,0.37172070416794445,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_exact,0.2675758744010076,0.2476573613177328,0.2879438990389653,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_within_one,0.46134559765915417,0.4393418918373561,0.48326737850986085,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.36725,0.35081249999999997,0.3839375,6800,3400
P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,current_common_eight_qwen,official_macro_f1,0.3545105077354554,0.33557992170616935,0.3720433003613828,6800,3400
P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,current_common_eight_qwen,first_error_exact,0.2677405647830893,0.24782596378788524,0.28802969620671565,6800,3400
P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,current_common_eight_qwen,first_error_within_one,0.4591099305670443,0.4369208344218726,0.4810885861364369,6800,3400
P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,current_common_eight_qwen,clean_abstention_accuracy,0.5688461095469286,0.5416375164909247,0.5961121389840945,6800,3400
P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,current_common_eight_qwen,overall_decision_accuracy,0.3669375,0.35043750000000007,0.383625,6800,3400
