contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign,status,evidence_status
pb::P2C_F6_MINUS_ENTROPY_CUSUM_VIEW::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,P2C_F6_TOP10_REFERENCE,macro_f1,0.00024935569596623575,-0.003455439586445921,0.003959295286831353,3,2,3,-0.004783775862369999,processbench_math_qwen3_4b,13,-0.00024935569596623575,parent-minus-ablated,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_CUSUM_VIEW::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,P2C_F6_TOP10_REFERENCE,first_error_exact,0.00016469038208166698,-0.002149187558354497,0.0024484212220224856,2,4,2,-0.0050505050505050275,processbench_math_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_CUSUM_VIEW::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,P2C_F6_TOP10_REFERENCE,first_error_within_one,-0.002235667092109872,-0.005355770510339272,0.0007566100307157395,2,1,5,-0.010590015128593033,processbench_olympiadbench_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_CUSUM_VIEW::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,-0.0018928433139480116,-0.004891240045632353,0.0010217854128844169,1,2,5,-0.008298755186721962,processbench_omnimath_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_CUSUM_VIEW::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_MINUS_ENTROPY_CUSUM_VIEW,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,-0.00031249999999999334,-0.0021250000000000435,0.0015624999999999667,3,2,3,-0.0040000000000000036,processbench_math_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
