method,transform,prmscore_inner,original_run_prmscore_inner
ct7,C_RAW,0.647104057213021,0.647104057213021
ct7,C_Z,0.6503701818161702,0.647104057213021
ct7,C_ECDF,0.6442577927991477,0.647104057213021
token_lsml,C_RAW,0.6299240371677104,0.6299240371677104
token_lsml,C_Z,0.6246376966526768,0.6299240371677104
token_lsml,C_ECDF,0.616069641710797,0.6299240371677104
