method,transform,within_auc,pooled_step_auroc,answer_mean_sd_between_answers,answer_sd_sd_between_answers,prmscore_inner,f1_inner,negative_f1_inner,correct_step_acc_inner,wrong_step_acc_inner,clean_control_false_alarm_inner,flagged_fraction_eligible_inner,prmscore_q80,f1_q80,negative_f1_q80,correct_step_acc_q80,wrong_step_acc_q80,clean_control_false_alarm_q80,flagged_fraction_eligible_q80,original_run_prmscore_inner,original_run_prmscore_q80
evidence__all__plain__equal,C_RAW,0.7589121929277194,0.6494483350913994,3.3266535287904295,1.4122834069289194,0.5837455099983164,0.8618842528347199,0.305606767161913,0.8535074478083792,0.3214693132557609,0.17586779911373707,0.17408931163114272,0.5833523030861371,0.8512440135498189,0.3154605926224551,0.8302241462789439,0.3570613734884782,0.2072562776957164,0.19931391011262908,0.5831366437421195,0.5831784134895135
evidence__all__plain__equal,C_Z,0.7589121929277194,0.7162658375252013,1.406319615954453e-16,0.011977980631200575,0.6363226693122075,0.8778596243387006,0.3947857142857143,0.8672210988009456,0.4203361472355312,0.16035819793205316,0.17813148456897482,0.6356025506111118,0.8689242649155777,0.4022808363066458,0.846088120532027,0.4587421096661343,0.1855612998522895,0.2019887011070996,0.5831366437421195,0.5831784134895135
evidence__all__plain__equal,C_ECDF,0.7589121929277194,0.7041359856121623,4.56309328290541e-17,0.004057246067641887,0.6218973724148529,0.8645386599256245,0.37925608490408114,0.8425564637862778,0.4307551905087839,0.2002400295420975,0.20054935169303476,0.6201337028632022,0.8640981630938903,0.37616924263251417,0.842385577169548,0.4266484143280858,0.20097858197932053,0.20004557939811204,0.5831366437421195,0.5831784134895135
evidence__all__position__equal,C_RAW,0.7674245441705655,0.6481526143646852,3.386055589622608,1.3303993688216587,0.5777885838384735,0.8509693112137147,0.3046078564632323,0.8320042152032127,0.3408624229979466,0.21741137370753325,0.19525974259634646,0.578391740237546,0.850307347912003,0.3064761325630891,0.8303095895873088,0.34496919917864477,0.21935007385524372,0.19733480466828993,0.578294527309555,0.5783173143757119
evidence__all__position__equal,C_Z,0.7674245441705655,0.72455318097894,1.4082705457421763e-16,0.011977980631200575,0.6397622209246674,0.8762969452549724,0.40322749659436236,0.861752727065592,0.43896874287018023,0.1715288035450517,0.1856760744143647,0.6394353462168172,0.8703072670634864,0.40856342537014806,0.8474409729144713,0.46589094227697925,0.19054652880354506,0.20197670652864905,0.578294527309555,0.5783173143757119
evidence__all__position__equal,C_ECDF,0.7674245441705655,0.7118444867605325,4.639013912797476e-17,0.004057251903438754,0.6276550940350705,0.8773826703138125,0.37792751775632855,0.8701546523881405,0.39455471899003725,0.17235967503692762,0.17159443931343032,0.6231143273261448,0.8651645181316875,0.3810641365206021,0.843425137421321,0.4322001673131037,0.20097858197932053,0.20004557939811204,0.578294527309555,0.5783173143757119
evidence__all__position2__equal,C_RAW,0.7695553964126172,0.6633681640237464,5.393621608602069,2.7654846352197824,0.5883330163443797,0.8558466862477099,0.32081934644104954,0.838198855059668,0.3561487565594342,0.2049483013293944,0.19245301123892,0.588623114899059,0.8535008609870707,0.3237453688110475,0.8328871293896499,0.3655030800821355,0.21344165435745938,0.19840232215038803,0.5882016167167141,0.5884436447837503
evidence__all__position2__equal,C_Z,0.7695553964126172,0.7281582471644877,1.2096721512282215e-16,0.011977980631200575,0.6393600702784399,0.8759036319121503,0.4028165086447295,0.8609979778417021,0.4394250513347023,0.16285081240768096,0.1863837545429466,0.6381499044027636,0.8696409108531384,0.40665889795238885,0.8465010965224573,0.46444596547265954,0.181314623338257,0.20254045171582444,0.5882016167167141,0.5884436447837503
evidence__all__position2__equal,C_ECDF,0.7695553964126172,0.7147171243972834,4.5829150453948044e-17,0.004057251903438755,0.6265061418358249,0.8661898256047577,0.38682245806689214,0.8441656460938167,0.4393489999239486,0.2002400295420975,0.20054935169303476,0.6235226320470959,0.8653105941642625,0.38173466992992927,0.8435675429352625,0.43296068142064037,0.20097858197932053,0.20004557939811204,0.5882016167167141,0.5884436447837503
