model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.3217477656405164,0.2608695652173913,0.48792270531400966,0.41968911917098445,0.3375,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.2673960773731402,0.1835016835016835,0.41414141414141414,0.49261083743842365,0.309,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.2764286698310519,0.1875945537065053,0.4493192133131619,0.5250737463126843,0.302,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.23248356814323645,0.14361001317523056,0.3451910408432148,0.6099585062240664,0.256,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.2976903336184773,0.2222222222222222,0.48792270531400966,0.45077720207253885,0.3325,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.27189257561041724,0.18013468013468015,0.3939393939393939,0.5541871921182266,0.332,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.27981323940695324,0.18456883509833585,0.44478063540090773,0.5781710914454278,0.318,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.22140759547373934,0.13175230566534915,0.33069828722002637,0.6929460580912863,0.267,1000,759,241
