level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.32865445772562785,0.27007299270072993,0.45255474452554745,0.41968911917098445,137,,,
cell,short,processbench_math_qwen3_4b,0.24748548402449472,0.1652542372881356,0.4364406779661017,0.49261083743842365,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.27596288011339726,0.18716577540106952,0.3689839572192513,0.5250737463126843,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.2714909335124244,0.1746031746031746,0.31746031746031744,0.6099585062240664,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.29476537353887855,0.21897810218978103,0.43795620437956206,0.45077720207253885,137,,,
cell,short,processbench_math_qwen3_8b,0.2286858782733469,0.1440677966101695,0.3855932203389831,0.5541871921182266,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.26408421052631575,0.1711229946524064,0.35294117647058826,0.5781710914454278,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.2721323997453851,0.1693121693121693,0.291005291005291,0.6929460580912863,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.2729077021824838,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1875721553447045,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3803669486707053,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5404267191092048,8
cell,medium,processbench_gsm8k_qwen3_4b,0.24975910580073235,0.17777777777777778,0.4666666666666667,0.41968911917098445,45,,,
cell,medium,processbench_math_qwen3_4b,0.27161611588954276,0.1875,0.375,0.49261083743842365,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.29775222164140097,0.2077922077922078,0.46320346320346323,0.5250737463126843,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.24608537655921442,0.15413533834586465,0.3533834586466165,0.6099585062240664,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.2312951006456514,0.15555555555555556,0.4444444444444444,0.45077720207253885,45,,,
cell,medium,processbench_math_qwen3_8b,0.27434244905068805,0.18229166666666666,0.3802083333333333,0.5541871921182266,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.3010014867094708,0.20346320346320346,0.45454545454545453,0.5781710914454278,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.22644920712644545,0.13533834586466165,0.3458646616541353,0.6929460580912863,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.26228763292789326,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.1754817619332422,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.41041456031176426,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5404267191092048,8
cell,long,processbench_gsm8k_qwen3_4b,0.38755980861244016,0.36,0.72,0.41968911917098445,25,,,
cell,long,processbench_math_qwen3_4b,0.2893370776955153,0.20481927710843373,0.42771084337349397,0.49261083743842365,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.2553846692212132,0.16872427983539096,0.49794238683127573,0.5250737463126843,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.19370140993543286,0.11513157894736842,0.35526315789473684,0.6099585062240664,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.4003067484662577,0.36,0.84,0.45077720207253885,25,,,
cell,long,processbench_math_qwen3_8b,0.3239986357952177,0.2289156626506024,0.42168674698795183,0.5541871921182266,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.27097500200948477,0.17695473251028807,0.5061728395061729,0.5781710914454278,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.18276333789329685,0.10526315789473684,0.34210526315789475,0.6929460580912863,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.2880033362036073,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.21497608611835253,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.5138601547189408,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5404267191092048,8
