level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.3419125340029295,0.2773722627737226,0.5036496350364964,0.44559585492227977,137,,,
cell,short,processbench_math_qwen3_4b,0.2781119567886079,0.19491525423728814,0.4406779661016949,0.4852216748768473,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.19100499722376457,0.11764705882352941,0.33689839572192515,0.5073746312684366,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.2323780015491867,0.14285714285714285,0.2698412698412698,0.6224066390041494,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.33631031020451296,0.27007299270072993,0.4233576642335766,0.44559585492227977,137,,,
cell,short,processbench_math_qwen3_8b,0.24978186260252455,0.16101694915254236,0.3940677966101695,0.5566502463054187,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.2033770273272606,0.12299465240641712,0.3048128342245989,0.5870206489675516,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.18285456289858343,0.10582010582010581,0.2751322751322751,0.6721991701244814,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.2519664065746713,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1740870523464348,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3685547296127508,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5402580900489306,8
cell,medium,processbench_gsm8k_qwen3_4b,0.39551595286001723,0.35555555555555557,0.5777777777777777,0.44559585492227977,45,,,
cell,medium,processbench_math_qwen3_4b,0.3560956015264109,0.28125,0.5052083333333334,0.4852216748768473,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.2860138090590319,0.19913419913419914,0.48484848484848486,0.5073746312684366,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.2797854977850315,0.18045112781954886,0.38345864661654133,0.6224066390041494,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.39551595286001723,0.35555555555555557,0.5555555555555556,0.44559585492227977,45,,,
cell,medium,processbench_math_qwen3_8b,0.382772804258408,0.2916666666666667,0.5,0.5566502463054187,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.3021873283577267,0.20346320346320346,0.45454545454545453,0.5870206489675516,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.302890838486984,0.19548872180451127,0.37969924812030076,0.6721991701244814,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.33759722314920343,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.2578206287499051,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.480136687599681,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5402580900489306,8
cell,long,processbench_gsm8k_qwen3_4b,0.5113974231912785,0.6,0.84,0.44559585492227977,25,,,
cell,long,processbench_math_qwen3_4b,0.42967658385304847,0.3855421686746988,0.6144578313253012,0.4852216748768473,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.4053222978992442,0.3374485596707819,0.5390946502057613,0.5073746312684366,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.4042587848543632,0.2993421052631579,0.4868421052631579,0.6224066390041494,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.538390719941079,0.68,0.88,0.44559585492227977,25,,,
cell,long,processbench_math_qwen3_8b,0.4759346864031741,0.41566265060240964,0.6204819277108434,0.5566502463054187,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.42854704221653206,0.3374485596707819,0.5432098765432098,0.5870206489675516,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.40145268105105747,0.28618421052631576,0.506578947368421,0.6721991701244814,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.44937252742622213,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.41770353180101827,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6288331673020868,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5402580900489306,8
