contrast_id,left_variant_id,right_variant_id,metric_id,source_metric_id,delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,multiplicity_family_size,inference
pb::C1_ENT_SW16::P2A_TOPK10_REFERENCE::official_macro_f1,C1_ENT_SW16,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,-0.010626959746733666,-0.02169207425332418,0.0006160538626303111,1,0,7,-0.0312492627344505,processbench_gsm8k_qwen3_4b,1,0,3,-0.02259130754477698,gsm8k,2,Bonferroni simultaneous percentile interval across C1 versus both required primary comparators
pb::C1_ENT_SW16::P2A_TOPK10_REFERENCE::first_error_exact,C1_ENT_SW16,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,-0.008948398896106546,-0.020261218427151024,0.002467476194241191,2,0,6,-0.043478260869565244,processbench_gsm8k_qwen3_4b,1,0,3,-0.02657004830917875,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::P2A_TOPK10_REFERENCE::first_error_within_one,C1_ENT_SW16,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,0.005203014600830891,-0.004864195471140783,0.015190860932378494,5,0,3,-0.01185770750988141,processbench_omnimath_qwen3_4b,3,0,1,-0.003293807641633728,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C1_ENT_SW16,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,-0.016826993656108846,-0.025578440797116096,-0.008486695608571931,0,0,8,-0.03734439834024894,processbench_omnimath_qwen3_8b,0,0,4,-0.022167487684729092,math,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C1_ENT_SW16,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.011437500000000045,-0.018937499999999996,-0.003875000000000073,0,0,8,-0.02749999999999997,processbench_gsm8k_qwen3_4b,0,0,4,-0.02124999999999999,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::R1_ENTROPY_TOP5::official_macro_f1,C1_ENT_SW16,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,0.001347287674294595,-0.009004425943849636,0.011687537978165049,5,0,3,-0.015150696922816953,processbench_gsm8k_qwen3_8b,2,0,2,-0.012728158737832757,gsm8k,2,Bonferroni simultaneous percentile interval across C1 versus both required primary comparators
pb::C1_ENT_SW16::R1_ENTROPY_TOP5::first_error_exact,C1_ENT_SW16,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,-0.00045449728489260766,-0.011025296804193452,0.010008130029989336,4,0,4,-0.01932367149758457,processbench_gsm8k_qwen3_4b,2,0,2,-0.016908212560386493,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::R1_ENTROPY_TOP5::first_error_within_one,C1_ENT_SW16,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,0.0017658468745425648,-0.008290517901561137,0.011698124207349355,4,0,4,-0.010590015128593033,processbench_olympiadbench_qwen3_8b,1,2,1,-0.00724637681159418,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::R1_ENTROPY_TOP5::clean_abstention_accuracy,C1_ENT_SW16,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.0017516070674378215,-0.004550618066495077,0.008142808306194758,5,0,3,-0.015544041450777202,processbench_gsm8k_qwen3_8b,2,0,2,-0.005181347150259086,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C1_ENT_SW16::R1_ENTROPY_TOP5::overall_decision_accuracy,C1_ENT_SW16,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,0.00093749999999998,-0.005874999999999964,0.007749999999999979,6,0,2,-0.015000000000000013,processbench_gsm8k_qwen3_8b,3,0,1,-0.01125000000000001,gsm8k,1,unadjusted paired diagnostic percentile interval
