contract,reference,candidate,n_cells,mean_delta_pp,ci95_low_pp,ci95_high_pp,wins,losses,ties
fixed_all,deployed_upcr,iu_pcr,24,0.05881467808618729,-0.23630493245930048,0.3625712248976996,13,11,0
fixed_all,deployed_upcr,su_pcr,24,-0.9966505228225897,-2.4791681625933424,0.14165447242519635,13,11,0
remove_unstable,deployed_upcr,iu_pcr,24,0.05349947497164156,-0.16476161048701365,0.2912582677301603,13,11,0
remove_unstable,deployed_upcr,su_pcr,24,0.012266487009308935,-0.2565708079270854,0.2675393974350773,13,11,0
replace_squared,deployed_upcr,iu_pcr,24,0.20821310514135502,-0.05310377466550667,0.49648860135919837,13,11,0
replace_squared,deployed_upcr,su_pcr,24,-1.4979161526858682,-3.1522137358799607,-0.10577876735442499,12,12,0
replace_mode,deployed_upcr,iu_pcr,24,0.245415590066606,-0.03926736312635332,0.5590044580308585,14,10,0
replace_mode,deployed_upcr,su_pcr,24,-1.0784183243944534,-2.5432214496383487,0.11361025172832595,13,11,0
