phase,world,repetition,auc_ols,rho_nrmse_ols,rho_cosine_ols,g2_ols,pair_rmse_ols,moment_condition_ols,auc_diag_var,rho_nrmse_diag_var,rho_cosine_diag_var,g2_diag_var,pair_rmse_diag_var,moment_condition_diag_var,auc_diag_mad,rho_nrmse_diag_mad,rho_cosine_diag_mad,g2_diag_mad,pair_rmse_diag_mad,moment_condition_diag_mad,auc_gaussian_gls,rho_nrmse_gaussian_gls,rho_cosine_gaussian_gls,g2_gaussian_gls,pair_rmse_gaussian_gls,moment_condition_gaussian_gls,auc_lw_gls,rho_nrmse_lw_gls,rho_cosine_lw_gls,g2_lw_gls,pair_rmse_lw_gls,moment_condition_lw_gls,auc_hybrid_gls,rho_nrmse_hybrid_gls,rho_cosine_hybrid_gls,g2_hybrid_gls,pair_rmse_hybrid_gls,moment_condition_hybrid_gls,auc_delta_ols,rho_relative_reduction_ols,auc_delta_diag_var,rho_relative_reduction_diag_var,auc_delta_diag_mad,rho_relative_reduction_diag_mad,auc_delta_gaussian_gls,rho_relative_reduction_gaussian_gls,auc_delta_lw_gls,rho_relative_reduction_lw_gls,auc_delta_hybrid_gls,rho_relative_reduction_hybrid_gls
development,sparse_t5,5,0.6609874273996411,0.2086706829372418,0.9883462240696173,0.1346153846153846,0.04742259590767041,1.0,0.6609424136141693,0.19051712620684183,0.9883691022908014,0.1463210702341137,0.04787445386582712,10.052017694393447,0.6609859269401255,0.2050515221654678,0.9885190816135033,0.1362876254180602,0.04744158597443046,1.7082625198818124,0.6610561984607786,0.27831071090653575,0.9921914382555072,0.09531772575250835,0.05049315137104656,100.0,0.6608423829797875,0.24965626878774183,0.989738280822701,0.11789297658862874,0.04805833987535524,6.707885776985741,0.6609786747191327,0.29927131171115423,0.9901674555458625,0.09280936454849496,0.04841317975690776,14.443316668159634,0.0,0.0,-4.5013785471836876e-05,0.08699620126212318,-1.5004595156353773e-06,0.017343887127858507,6.877106113745146e-05,-0.3337317297701307,-0.00014504441985363492,-0.19641276519246414,-8.752680508372634e-06,-0.43417996001252646
development,sparse_t5,6,0.6557188354947736,0.1302764548949748,0.9924182696969107,0.16387959866220717,0.025883252712530648,1.0,0.6557118352830174,0.12599623527852036,0.9927941418556439,0.16638795986622054,0.0259743551544696,10.376625825257438,0.6557105852452036,0.1337088823294947,0.9922581904978224,0.1613712374581938,0.02589468686720736,1.7293432183481943,0.6556953347838772,0.17045828357341716,0.9919029323945525,0.1379598662207356,0.026219069620720886,100.0,0.6554925786505041,0.1209452864790863,0.9934917631374808,0.16889632107023392,0.02766536806130068,5.898186585494853,0.6556478333469589,0.1591662849226582,0.9926020459380023,0.14464882943143795,0.026320804394761338,14.228614645186594,0.0,0.0,-7.000211756258423e-06,0.032854897839154296,-8.25024956996323e-06,-0.026347258507001026,-2.350071089640693e-05,-0.3084350791593721,-0.0002262568442694679,0.07162590065364768,-7.100214781474712e-05,-0.2217578767456621
development,sparse_t5,7,0.672914222796917,0.2054737039624081,0.9971595607569894,0.24999999999999986,0.013540218485129336,1.0,0.6729204731031821,0.20488682000326938,0.9970922257962995,0.24999999999999986,0.01359168493923826,3.070655247277706,0.6729184730051774,0.20553865994669238,0.9971613110678984,0.24999999999999986,0.013543176408157458,1.4196137940818452,0.6729289735197026,0.20592325395997682,0.9973438801769103,0.24999999999999986,0.013747162746506546,100.0,0.6729504745732542,0.19474241337609238,0.9973268821996165,0.24999999999999986,0.014900049275422534,16.68290192892593,0.6729334737402133,0.19786345460404267,0.9973538039817601,0.24999999999999986,0.014359585789744023,33.21924460636506,0.0,0.0,6.250306265109806e-06,0.002856248501965189,4.250208260336841e-06,-0.00031612796689467547,1.4750722785561443e-05,-0.002187871191774369,3.625177633714838e-05,0.05222707518927488,1.9250943296245104e-05,0.03703758296838173
development,sparse_mixed_kurtosis,0,0.6713854505580701,0.09867629420683535,0.9952203890764312,0.1672240802675586,0.012913234786530964,1.0,0.6713706934156131,0.0941028248055259,0.995567542435742,0.17391304347826095,0.012945909662230932,48.643230533655,0.6713806982579569,0.10421534514254052,0.995082667061481,0.16053511705685627,0.012920893314972464,2.899036636847873,0.6713436803412851,0.11411523040185549,0.9951697063354714,0.15217391304347833,0.013127400402441314,100.0,0.6713804481368982,0.0952861923367648,0.995458426180725,0.17140468227424757,0.012934483331428978,7.222867834070388,0.67134993336775,0.09923693225403799,0.9953955129262649,0.16387959866220744,0.012982702180092502,15.76405372177079,0.0,0.0,-1.4757142457022532e-05,0.04634820792597519,-4.752300113208818e-06,-0.05613355244207523,-4.177021678497539e-05,-0.15646043782817917,-5.002421171851346e-06,0.03435578825984489,-3.551719032013345e-05,-0.005681587981220677
development,sparse_mixed_kurtosis,1,0.6577094144273536,0.21778925704490276,0.9985990540469737,0.25,0.017748874631925707,1.0,0.6577814144453537,0.2174937871471607,0.998459625251179,0.25,0.01784274047007111,3.1965100031219524,0.6577026644256662,0.21795624161894459,0.9986544009646147,0.25,0.01775945386268671,1.9780219664028251,0.6577534144383537,0.2196998065270574,0.9986851016032565,0.25,0.017843057473960096,100.0,0.657705164426291,0.2179926049495236,0.998721749279733,0.25,0.0179355643301644,53.168775132031186,0.6577404144351037,0.21853456559920315,0.9987078617329721,0.25,0.017835194139399296,71.07127522459996,0.0,0.0,7.200001800000688e-05,0.0013566780186948914,-6.750001687483298e-06,-0.0007667254864027942,4.400001100002271e-05,-0.00877246889065769,-4.250001062633402e-06,-0.0009336911626361077,3.100000775002609e-05,-0.003422154813372163
development,sparse_mixed_kurtosis,2,0.6630435760894021,0.22264585437295978,0.9974411034161573,0.25000000000000006,0.01401347610477041,1.0,0.6630658266456662,0.22190298860393332,0.9974620144908622,0.25000000000000006,0.014037910187371218,3.64156287988435,0.6630210755268882,0.22180502514760306,0.997565506294329,0.25000000000000006,0.014061593671228842,2.0280527350340547,0.6628850721268031,0.22338975295363525,0.997485169720022,0.25000000000000006,0.014435149109228409,100.0,0.6629525738143454,0.22175537058125874,0.9971848138311274,0.25000000000000006,0.014331292799928707,51.45238470210031,0.6629305732643316,0.22190602571666623,0.9973873728725027,0.25000000000000006,0.014293669930131066,67.3611384907149,0.0,0.0,2.225055626403627e-05,0.0033365353741495354,-2.250056251396071e-05,0.003776532142136586,-0.00015850396259897703,-0.003341174183400729,-9.100227505676184e-05,0.003999552536942205,-0.0001130028250705406,0.0033228943713046475
development,sparse_mixed_kurtosis,3,0.6664004134050643,0.20508757288197013,0.9970403828420007,0.2500000000000001,0.018698439745753984,1.0,0.6664231636837551,0.20627387229976368,0.9969917808447782,0.2500000000000001,0.01875754139110828,3.6188784051290854,0.6664106635306283,0.20413360923149068,0.997125230353317,0.2500000000000001,0.018713453023249987,2.4086015524168682,0.6664079134969404,0.20350964202746605,0.9973130244401089,0.2500000000000001,0.018949700655355086,100.0,0.6664099135214407,0.2029573658951119,0.9965020425510147,0.2500000000000001,0.019133493627445427,51.344676943418456,0.6664279137419433,0.20386793415362384,0.9969164175515249,0.2500000000000001,0.01891041961202103,70.04551764034873,0.0,0.0,2.275027869080848e-05,-0.005784355439568705,1.0250125563993073e-05,0.004651494174265809,7.500091876111448e-06,0.0076939369476301915,9.500116376459644e-06,0.01038681650435152,2.75003368790383e-05,0.005946916779020355
development,sparse_mixed_kurtosis,4,0.6568730863219471,0.21875497285457224,0.9983622094967924,0.25000000000000006,0.01423845911733501,1.0,0.6568665844429039,0.21466203203506845,0.9985788806167325,0.25000000000000006,0.014530888617580246,12.732429795501664,0.6568748368278432,0.21892099479627364,0.9983677290213154,0.25000000000000006,0.01424423083456545,2.9133214154296687,0.6568765873337394,0.21859675317296712,0.9984637587454148,0.25000000000000006,0.014694390612642225,100.0,0.6568318243972509,0.20089309905415917,0.9987937292795893,0.25000000000000006,0.016545472577582876,25.943060894782487,0.6568508298898381,0.20753988209935453,0.9987096512994803,0.25000000000000006,0.015517226420051522,38.4347146472739,0.0,0.0,-6.501879043163683e-06,0.018710161264338682,1.750505896125354e-06,-0.0007589401947493635,3.50101179236173e-06,0.0007232735308357148,-4.126192469622314e-05,0.0816524240214916,-2.2256432108958002e-05,0.05126782083542485
development,sparse_mixed_kurtosis,5,0.6504267650302986,0.10885921935336383,0.9987242588496262,0.14715719063545155,0.019853725438955312,1.0,0.6503249905789866,0.07601555137633775,0.9989907119002758,0.20484949832775926,0.020141456611587512,2.88347512333659,0.6505185370785331,0.11923265413430939,0.9983299007047964,0.14381270903010038,0.020043242835635966,2.434735348518524,0.6503367434026024,0.12538736640138706,0.9986942449540033,0.13963210702341142,0.019995206643882452,100.0,0.6502299677497518,0.18423997341369253,0.9988409324792333,0.25000000000000006,0.021410443216278413,36.91596929750864,0.6502549737574452,0.11308314618895267,0.9989375089758885,0.2207357859531773,0.020381380665769798,57.26268886214815,0.0,0.0,-0.0001017744513119867,0.301707730147428,9.177204823451746e-05,-0.0952922025572997,-9.002162769622402e-05,-0.15183047560005003,-0.0001967972805467788,-0.6924609096722032,-0.00017179127285338325,-0.03880173733231454
development,sparse_mixed_kurtosis,6,0.6659311548984783,0.18831191632266223,0.998551110204301,0.24999999999999994,0.01885718229438326,1.0,0.6659419050704811,0.18760359603952062,0.9985540863030283,0.24999999999999994,0.01886502536519181,4.307708827295952,0.6659269048304775,0.18785587236949305,0.9985826489438188,0.24999999999999994,0.01886399250021715,2.5358755950004386,0.6659236547784765,0.18429243659727804,0.9987687053707197,0.24999999999999994,0.019201093042280928,99.90116491028364,0.66593790500648,0.18054001326956434,0.9985831205599405,0.24999999999999994,0.019464359581480323,42.42730073545577,0.6659206547304757,0.18313263051991782,0.9986772750563899,0.24999999999999994,0.019255851145826636,58.430806422176914,0.0,0.0,1.0750172002804703e-05,0.003761420397444079,-4.250068000866136e-06,0.0024217477155579654,-7.50012000183542e-06,0.021344797524526726,6.75010800166298e-06,0.041271435206149565,-1.0500168002636201e-05,0.02750376027103073
development,sparse_mixed_kurtosis,7,0.6648362995231695,0.33803767335465473,0.987268065060695,0.07441471571906356,0.047499823754465105,1.0,0.6648488003232207,0.3501354099312469,0.9870640274164738,0.06939799331103681,0.04750720194061704,5.173163390699138,0.6648860527073732,0.39516238647524754,0.9875805492259292,0.051003344481605366,0.047640120680226494,2.369156262130948,0.6648195484511008,0.4258445744653545,0.9905198559440811,0.0342809364548495,0.04984027746071276,100.0,0.6648200484831029,0.4049557044522674,0.989917894199926,0.04264214046822744,0.04835224560698197,26.59503663342126,0.664832049251152,0.4436346436817376,0.9895857184379796,0.027591973244147163,0.04884127292743544,38.677873778725534,0.0,0.0,1.2500800051218341e-05,-0.03578813111716093,4.975318420374908e-05,-0.16898919151088526,-1.6751072068665884e-05,-0.259754778924646,-1.6251040066528333e-05,-0.1979602759459511,-4.250272017447543e-06,-0.3123822539625122
development,sparse_contaminated,0,0.6691472091146303,0.20963479404481464,0.996485588204087,0.24331103678929758,0.03406268252249316,1.0,0.66911794681715,0.19820982860972192,0.9968842778692266,0.2399665551839464,0.03411348889796771,16.295864334801447,0.6690974381984028,0.23182105294357713,0.9957570822103663,0.24999999999999992,0.03422812912206367,4.4679344958741245,0.6687665491422772,0.1521028861865627,0.996940475797506,0.2207357859531772,0.0352931415015028,88.77610994773103,0.6690439157055753,0.1611533591464617,0.9965830385301322,0.22408026755852836,0.034551419492636494,22.48581252838013,0.668877595809639,0.15185056172866926,0.9970739883907841,0.22157190635451499,0.03492945987283007,28.494518334935965,0.0,0.0,-2.9262297480348032e-05,0.05449937586503818,-4.9770916227487305e-05,-0.10583290335817917,-0.00038065997235314786,0.27443873580298234,-0.00010329340905501638,0.23126616513744164,-0.00026961330499131186,0.27564237405894043
development,sparse_contaminated,1,0.6649261852293427,0.23833928904218465,0.9946503615466014,0.25000000000000006,0.030685312612748938,1.0,0.6649209330221025,0.2341445129429182,0.9952815196157724,0.25000000000000006,0.03090792690834927,19.950499925253816,0.6649849599294102,0.2423020939381168,0.9933924147374348,0.25000000000000006,0.031180144329369476,4.400226657985978,0.6649637009953433,0.2069959733375339,0.9941140893339755,0.2349498327759198,0.03144228553205874,87.32590383744133,0.664924434493596,0.24779695295749943,0.9941578320897142,0.25000000000000006,0.03112002133752429,22.634277062927605,0.6649752058302503,0.24400511782815554,0.9945723717369397,0.25000000000000006,0.03104087246833866,26.35563603131941,0.0,0.0,-5.252207240125095e-06,0.017600019351011895,5.877470006754315e-05,-0.016626737924078174,3.751576600063977e-05,0.13150712931333647,-1.750735746708365e-06,-0.039681514337324135,4.902060090761218e-05,-0.023772114151705357
development,sparse_contaminated,2,0.6532569564403188,0.1642668668767067,0.9956312112784101,0.2215719063545151,0.039006770513492675,1.0,0.6532744580198363,0.23224778367985507,0.9960904026520573,0.25000000000000006,0.039544248376695776,16.153500094507244,0.6532239534618,0.15214144234162294,0.9937356628467393,0.2115384615384616,0.03975229108264988,5.0561360739186005,0.6532402049284948,0.09616620429469866,0.9954844916836421,0.17892976588628767,0.040143696358662,82.08394924933701,0.6532267037100097,0.22686824921031182,0.9966249199030779,0.25000000000000006,0.040941039807468944,25.474890624622105,0.6532177028976865,0.22796726384957477,0.996880511187937,0.24916387959866226,0.039648786926045655,28.918708630612223,0.0,0.0,1.7501579517520405e-05,-0.41384436250165274,-3.300297851882572e-05,0.07381540030291611,-1.6751511824009135e-05,0.41457333348122827,-3.0252730309099363e-05,-0.3810956130319973,-3.9253542632233795e-05,-0.38778603490557667
development,sparse_contaminated,3,0.6477866880012001,0.0937453413513688,0.9959291965365925,0.19397993311036799,0.038911207455187224,1.0,0.6477609365526812,0.20536095305618604,0.9958522225724331,0.2500000000000001,0.04038199693738873,18.056788758753623,0.6477811876918077,0.1347537588425049,0.9950171974755183,0.15635451505016731,0.03975162583363751,5.369314893326618,0.6477826877761874,0.2662430874703359,0.9950515427973581,0.10117056856187297,0.04290848450133097,79.6574656417259,0.6478479414467064,0.18360509197567604,0.9962591361699624,0.23913043478260881,0.040069681407381784,20.912617244235985,0.6478386909263647,0.09333149587303875,0.9963143296341832,0.19732441471571915,0.03923413207368888,24.44214767986106,0.0,0.0,-2.5751448518906983e-05,-1.1906256897105731,-5.500309392392211e-06,-0.4374448575209105,-4.000225012679159e-06,-1.840067395675533,6.125344550633738e-05,-0.958551639238728,5.200292516460703e-05,0.0044145711387885925
development,sparse_contaminated,4,0.6714870541629131,0.11180387681987837,0.9976493910626173,0.21070234113712374,0.03735646523296536,1.0,0.6716143209939515,0.07719348138186764,0.9976293270348151,0.16722408026755853,0.03790155085327004,18.20820953449118,0.6715553131901693,0.18051004883822008,0.9973773350508974,0.23578595317725753,0.03764617595885718,4.746210202292289,0.6713957920935043,0.07842036436319573,0.997203665165955,0.18645484949832775,0.037826130697875174,89.35343353818132,0.6715480622312301,0.07954259407707859,0.9978489998089348,0.16387959866220736,0.03821045315817207,32.19441554847962,0.6714980556178555,0.08016512893145095,0.997791576036229,0.16387959866220736,0.03795192001836974,29.720964465035408,0.0,0.0,0.000127266831038364,0.3095634643641225,6.825902725615673e-05,-0.6145240574118576,-9.126206940879289e-05,0.29858993628786734,6.100806831699224e-05,0.2885524514904413,1.1001454942372035e-05,0.2829843542824194
development,sparse_contaminated,5,0.6613538065744831,0.12255206996010332,0.9969773123648485,0.20401337792642152,0.03543514625249119,1.0,0.6613340515171884,0.1918652021518557,0.9966661808208749,0.23160535117056869,0.035781392056412266,16.78734222987033,0.6613330512611227,0.1219762962479361,0.9964557908116015,0.20234113712374593,0.0358570546749317,4.2986648337730555,0.6612922908264516,0.08198814015994181,0.9981693406738547,0.15301003344481612,0.037320459088486614,82.95515581935052,0.6612992926189105,0.07256074278700998,0.9975560391269742,0.1780936454849499,0.036181885448544525,19.713832354327995,0.661273285961206,0.06686807461717631,0.9977913889198612,0.17391304347826095,0.036495874232114416,25.036950788660636,0.0,0.0,-1.975505729467919e-05,-0.565581080872413,-2.0755313360321104e-05,0.004698196549025732,-6.151574803148208e-05,0.3309934284507479,-5.451395557254379e-05,0.4079190762666027,-8.05206132770131e-05,0.45437009232565795
development,sparse_contaminated,6,0.6668435194980247,0.12614100323577035,0.9980966028810149,0.21906354515050178,0.03976035240567465,1.0,0.6667252564595247,0.20576575169870967,0.9982301862360883,0.2500000000000001,0.04079484327244856,17.09187530857644,0.6668417693050659,0.14192881000493895,0.9960343673901544,0.21989966555183957,0.040806080971000636,5.308706214766053,0.6668065154183249,0.07803409996829944,0.9971230845299426,0.17391304347826095,0.04227689745471493,87.25938680153406,0.666714755301772,0.19921275596229776,0.9980735948594252,0.2500000000000001,0.041584363210744456,22.80373955128941,0.666848770076901,0.14462417054203527,0.9984821103310084,0.2290969899665553,0.040118235159133736,26.968587985276834,0.0,0.0,-0.0001182630384999328,-0.6312360487056008,-1.7501929587826481e-06,-0.12515999051897844,-3.7004079699753945e-05,0.38137403408131176,-0.0001287641962526287,-0.5792862816333368,5.250578876347944e-06,-0.1465278286361135
development,sparse_contaminated,7,0.6772616546618647,0.1411238545834851,0.9951021695875227,0.2015050167224081,0.039901518984450685,1.0,0.6771336034413765,0.2478062930972285,0.997038728477006,0.25000000000000006,0.0419757359437777,17.984264917143197,0.6775267607042817,0.13073366932300146,0.9916042952282756,0.1755852842809365,0.04174492128249579,5.139378526993685,0.6775427671068428,0.156887061202586,0.9918000468845736,0.19565217391304351,0.04243151350860652,94.58401872867461,0.6773516906762705,0.2381283447468347,0.9971902714107064,0.25000000000000006,0.042098229335549,24.143652898024705,0.6774609843937576,0.2432616585661046,0.9961151451820847,0.24832775919732447,0.04074692650961815,31.50279474988474,0.0,0.0,-0.00012805122048820117,-0.7559490125028934,0.0002651060424170293,0.07362458523454977,0.0002811124449780822,-0.11169767623987427,9.003601440582543e-05,-0.6873713196749242,0.00019932973189284997,-0.7237458492283017
