phase,world,repetition,auc_ols,rho_nrmse_ols,rho_cosine_ols,g2_ols,pair_rmse_ols,moment_condition_ols,auc_diag_var,rho_nrmse_diag_var,rho_cosine_diag_var,g2_diag_var,pair_rmse_diag_var,moment_condition_diag_var,auc_diag_mad,rho_nrmse_diag_mad,rho_cosine_diag_mad,g2_diag_mad,pair_rmse_diag_mad,moment_condition_diag_mad,auc_gaussian_gls,rho_nrmse_gaussian_gls,rho_cosine_gaussian_gls,g2_gaussian_gls,pair_rmse_gaussian_gls,moment_condition_gaussian_gls,auc_lw_gls,rho_nrmse_lw_gls,rho_cosine_lw_gls,g2_lw_gls,pair_rmse_lw_gls,moment_condition_lw_gls,auc_hybrid_gls,rho_nrmse_hybrid_gls,rho_cosine_hybrid_gls,g2_hybrid_gls,pair_rmse_hybrid_gls,moment_condition_hybrid_gls,auc_delta_ols,rho_relative_reduction_ols,auc_delta_diag_var,rho_relative_reduction_diag_var,auc_delta_diag_mad,rho_relative_reduction_diag_mad,auc_delta_gaussian_gls,rho_relative_reduction_gaussian_gls,auc_delta_lw_gls,rho_relative_reduction_lw_gls,auc_delta_hybrid_gls,rho_relative_reduction_hybrid_gls
development,sparse_gaussian,7,0.6707994672934743,0.2003570091720108,0.9984910954695989,0.24999999999999994,0.008787725931193152,1.0,0.6707982172781617,0.20031601859602058,0.9984988430477806,0.24999999999999994,0.008788132127908133,1.6301173063278327,0.670803467342475,0.20035057913844256,0.9984842733180507,0.24999999999999994,0.008787940938030859,1.2527525178193268,0.6708109674343511,0.20067123531125583,0.9984943766661476,0.24999999999999994,0.008916451147835356,100.0,0.6708089674098507,0.20157577798787946,0.9984933319636633,0.24999999999999994,0.008861970886763436,76.34315483896805,0.6708112174374136,0.2011319191686225,0.9984956875663307,0.24999999999999994,0.008876469790691436,88.71862192134624,0.0,0.0,-1.2500153125927227e-06,0.00020458768155608978,4.000049000696393e-06,3.209288057739385e-05,1.150014087680784e-05,-0.0015683311531851363,9.500116376459644e-06,-0.006082985670924231,1.1750143939281976e-05,-0.003867646057456146
development,sparse_small,0,0.642756571026284,0.17746618477518097,0.9925468441960718,0.19899665551839463,0.047322960435659506,1.0,0.6427528210112841,0.209025126014535,0.9924635098549772,0.21404682274247488,0.0473623805984556,1.8359970313589429,0.642753571014284,0.14547571063023573,0.9927430405893864,0.18143812709030097,0.0474105306709091,2.3623554946392598,0.6427438209752838,0.13714499915023887,0.9944379041336268,0.18060200668896317,0.049459388204280676,99.99999999999999,0.6427700710802843,0.20328479479380956,0.9939904444193152,0.21070234113712372,0.049177238088837345,52.421821514343435,0.6427540710162841,0.12441421984242867,0.9940892010134453,0.17056856187290967,0.048917510674297324,73.772655495015,0.0,0.0,-3.750014999970297e-06,-0.1778307302833828,-3.000012000042851e-06,0.1802623648290596,-1.2750051000209872e-05,0.22720489357335813,1.350005400024834e-05,-0.14548467388979386,-2.500009999906183e-06,0.29894126027254736
development,sparse_small,1,0.6633624330892701,0.19167268737440252,0.9819215778013939,0.13043478260869562,0.04818880682012818,1.0,0.6633644331297708,0.18996334822916153,0.9818028671791489,0.13963210702341136,0.048215660773437606,1.872846125502686,0.663356182962705,0.20291558112465652,0.9820850760126026,0.11371237458193978,0.04833231929887077,1.8749560243632206,0.6633236823045667,0.3195922518166194,0.9849181443061038,0.04515050167224079,0.051205253065791566,100.0,0.6631914296264498,0.2002295279644208,0.9857451001213074,0.09448160535117056,0.05185996926439482,53.75858724456449,0.6632801814236738,0.274055702334342,0.9850276957053383,0.06103678929765886,0.05084567237524131,75.75268087938512,0.0,0.0,2.0000405006603827e-06,0.008918011056489995,-6.250126565077174e-06,-0.058656733539891974,-3.875078470338966e-05,-0.667385459002193,-0.000171003462820285,-0.044642983344096415,-8.225166559627795e-05,-0.4298109244880956
development,sparse_small,2,0.6704171668667467,0.2581819775777255,0.9924431414287089,0.24999999999999997,0.02723601887655167,1.0,0.6704136654661865,0.25848746103133713,0.9924090136489158,0.24999999999999997,0.027255283167539706,1.9382351527002117,0.6704174169667867,0.2576537797101998,0.9926644716367784,0.24999999999999997,0.02728163272522747,2.050956445822883,0.6703713985594237,0.25276747055999965,0.9929339188646386,0.24999999999999997,0.02816523109317054,100.0,0.6703481392557024,0.26523105846118544,0.9921655257540111,0.24999999999999997,0.029077055719779095,35.880403039086396,0.6703508903561424,0.25809529127413317,0.9926563864890516,0.24999999999999997,0.02835023352459367,57.40158032963359,0.0,0.0,-3.501400560157464e-06,-0.0011832098292704988,2.501000400112474e-07,0.0020458355477760296,-4.5768307322946455e-05,0.020971669163370746,-6.902761104432553e-05,-0.027302761213495372,-6.627651060431283e-05,0.0003357566023983523
development,sparse_small,3,0.659299775272808,0.2535025827505504,0.9934775896646003,0.245819397993311,0.04826133181230431,1.0,0.6592920243349446,0.23265388872982257,0.9936108279488783,0.23745819397993306,0.04828287500143964,2.1895275152637077,0.6593017755148374,0.22779223551850195,0.9935812234321483,0.23578595317725748,0.04827439261495261,1.8617308082092543,0.6594997994757367,0.2660455454272837,0.9947989606373027,0.24999999999999997,0.05091761329530885,100.0,0.6593420303856766,0.28360428371429974,0.995245973085927,0.24999999999999997,0.05136462403726851,36.87359740055479,0.6594010375255406,0.24203151601350043,0.9950670913364493,0.23662207357859527,0.050841648030987,60.53944648540029,0.0,0.0,-7.750937863426621e-06,0.08224253100080221,2.0002420293430134e-06,0.10142045478584455,0.0002000242029286392,-0.04947863860237778,4.22551128685944e-05,-0.11874317270073365,0.00010126225273254796,0.045250295332463615
development,sparse_small,4,0.6781108979693077,0.3018911265127357,0.9943579210360022,0.25000000000000006,0.054431582551716505,1.0,0.6783179277816005,0.29990984817510863,0.9945371260451986,0.25000000000000006,0.054465528160750336,1.8961012146723242,0.6778196060232673,0.30358318156577935,0.9944758082680801,0.25000000000000006,0.054520890180344506,2.243422690771764,0.6792785661135203,0.2879849840346553,0.9978142973734978,0.24749163879598668,0.05787765375767336,100.0,0.6800161723288154,0.25072303558350784,0.9968758902901468,0.25000000000000006,0.06360197011200894,44.356291369578834,0.6797503840553041,0.274286040984911,0.9976721773690733,0.25000000000000006,0.05949114357137867,66.8392461259818,0.0,0.0,0.0002070298122928138,0.006562890272751765,-0.000291291946040384,-0.005604851896720668,0.0011676681442126524,0.046063435645392205,0.0019052743595077137,0.16949186788005766,0.0016394860859964,0.09144053303788875
development,sparse_small,5,0.660825837456566,0.24580201517005681,0.9932924134655737,0.2500000000000001,0.026837959561473206,1.0,0.6607975652911884,0.23209120194020774,0.9930594279066949,0.24414715719063557,0.026865718396709284,1.6072259857678146,0.6608065723527246,0.24658024553212765,0.9932529049467362,0.2500000000000001,0.026871692961813312,1.9715188785487856,0.6608856343373204,0.2502141571262788,0.9936274975154165,0.2500000000000001,0.0277357205735737,100.0,0.6608933904180878,0.2491039165668092,0.9931994527237512,0.2500000000000001,0.027569452486962392,32.285328603848086,0.6608766272757842,0.25015603762204747,0.993489916428396,0.2500000000000001,0.02755989603096212,52.489929929529026,0.0,0.0,-2.827216537759636e-05,0.05577990571113723,-1.926510384142599e-05,-0.0031660861752059104,5.9796880754414694e-05,-0.017949982847583784,6.755296152183288e-05,-0.013433174640389099,5.0789819218244325e-05,-0.017713534402720953
development,sparse_small,6,0.6665775,0.21782167866174496,0.9884787295644657,0.24999999999999994,0.028679682674053884,1.0,0.6665690000000001,0.21764294671201817,0.9884217052886959,0.24999999999999994,0.028694272839748187,1.839374611599587,0.6665734999999999,0.22122143795560537,0.9880237894142169,0.24999999999999994,0.028714702879348387,2.2950765820281767,0.666585,0.23023757932205,0.9864577612084918,0.24999999999999994,0.030629188797327497,100.0,0.6665805,0.2272174126469848,0.9869331365545602,0.24999999999999994,0.029789014021797726,22.29176222695308,0.6665817500000001,0.2276748918960947,0.9867426761395912,0.24999999999999994,0.029965175237536595,37.41160761518059,0.0,0.0,-8.499999999966867e-06,0.0008205425227831287,-4.000000000115023e-06,-0.015607993266475027,7.499999999938112e-06,-0.05700029830147751,2.9999999999752447e-06,-0.043134981067643595,4.250000000038945e-06,-0.045235227709384894
development,sparse_small,7,0.6708027538018804,0.19935709051884232,0.9911987900590692,0.24999999999999994,0.031002929517612982,1.0,0.6707892513410569,0.19814851911824033,0.9912841446815235,0.24999999999999994,0.03103532195625403,1.7341697277868875,0.6707952524347562,0.19641676627048335,0.9916064836236222,0.24999999999999994,0.03104124109404209,2.5927248613898475,0.6708125055791418,0.20550047962507692,0.9901041431835734,0.24999999999999994,0.031730480718933425,100.0,0.6708057543487301,0.19759651387799462,0.9908396609507225,0.24999999999999994,0.03143152944571506,21.016966774747164,0.6708060043943009,0.20127769685790114,0.9905301376168932,0.24999999999999994,0.03133214778547651,37.06299426392419,0.0,0.0,-1.3502460823433537e-05,0.0060623446973996475,-7.501367124129743e-06,0.014749032706545801,9.751777261479688e-06,-0.03081600504007728,3.0005468497629195e-06,0.008831271745874829,3.2505924205672443e-06,-0.009634000647033254
development,sparse_t5,0,0.6661051159867177,0.17531970880450626,0.9939474762260486,0.11705685618729093,0.025581963476012493,1.0,0.6657735860661426,0.19540778227890146,0.9949626711850175,0.10869565217391301,0.02684427761597082,11.372517533488706,0.6661123666410893,0.1664960977776836,0.9939716156454887,0.1212374581939799,0.02558677545124612,1.6073501106814674,0.6661496200032053,0.1581339034764742,0.9946555721442787,0.12207357859531769,0.025950519701195638,100.0,0.6657305821850421,0.18290296621251378,0.996503003239507,0.11538461538461535,0.028157290799608988,5.567625767250529,0.6659566025833832,0.19814766987430102,0.9957184189091854,0.10702341137123743,0.026419212968263675,14.460630644983624,0.0,0.0,-0.0003315299205751687,-0.11457966483779772,7.25065437157113e-06,0.05032868858236172,4.450401648758984e-05,0.09802551832376925,-0.000374533801675625,-0.04325387864076443,-0.0001485134033345492,-0.13020761456499638
development,sparse_t5,1,0.6579587987592475,0.27474779234461016,0.9934739442091102,0.10117056856187291,0.03168900632753406,1.0,0.6578900458544372,0.4023767139139754,0.9940877665458192,0.05016722408026756,0.03234823618523677,4.54483694240631,0.6579497983789815,0.26288217666102204,0.9933195072241436,0.10618729096989966,0.03170039262415548,1.5397281944462187,0.6574930290804787,0.3069960101355346,0.9977687317209784,0.08444816053511706,0.03480395679873779,100.0,0.6574520273481554,0.042943306286987254,0.9990831130340455,0.20819397993311037,0.03704260355443736,8.845528349924448,0.6574857787741533,0.24480905314553666,0.998601304741695,0.112876254180602,0.035482626961436274,16.135838005541903,0.0,0.0,-6.8752904810232e-05,-0.46453119961312933,-9.000380265966612e-06,0.04318730127833805,-0.0004657696787687682,-0.11737389230905576,-0.0005067714110920107,0.8436991761740233,-0.00047301998509419185,0.1089680792099433
development,sparse_t5,2,0.6685699279711884,0.1767893508660266,0.9944150392295764,0.1346153846153847,0.04777410912085007,1.0,0.668609693877551,0.23397275263050019,0.9944443625281765,0.10953177257525089,0.04782889300312617,2.0247706819949696,0.6685476690676271,0.19552747135080498,0.9947892905538057,0.12541806020066895,0.04780911509852159,1.462184760822955,0.6687112344937975,0.21008491578660815,0.9976331410649757,0.11120401337792647,0.050108402336017085,100.0,0.6687607543017207,0.1822019169840106,0.9961078793621454,0.2500000000000001,0.050163302577586937,23.984804681734488,0.6687182372949179,0.07847962737144998,0.9969185287359992,0.18979933110367903,0.04963714841571408,41.38220940975778,0.0,0.0,3.9765906362565495e-05,-0.32345501289545714,-2.2258903561334087e-05,-0.10599122850375979,0.00014130652260913035,-0.1883346748958033,0.00019082633053224551,-0.030615905830521956,0.00014830932372944527,0.5560839666667535
development,sparse_t5,3,0.6584239689873846,0.23540464573491848,0.9965274683008407,0.25,0.013017822336236684,1.0,0.6583919497678481,0.23526350616330413,0.9965686786550696,0.25,0.013028236306828662,3.159834224354681,0.6584242191375372,0.23558315723875992,0.9965321093786011,0.25,0.013019605125658796,1.694054023912814,0.6583736888067062,0.23789294408732578,0.996317737951481,0.25,0.013605938310468047,100.0,0.6583624320498378,0.23235577707501268,0.9967967172702248,0.25,0.013273624239731843,16.786042011489215,0.6583701867045695,0.23407322820493795,0.9966095845922516,0.25,0.013336105884155541,29.187131787193156,0.0,0.0,-3.201921953654985e-05,0.0005995615386991328,2.5015015259199913e-07,-0.0007583176758613794,-5.028018067843032e-05,-0.010570302657487565,-6.153693754684664e-05,0.012951607859626046,-5.37822828151624e-05,0.005655867690368963
development,sparse_t5,4,0.6706155799654943,0.21918943225374854,0.9963116545340782,0.25000000000000017,0.026452125488492902,1.0,0.6706263301831862,0.21751880323094813,0.9964666355803058,0.25000000000000017,0.02650589502474764,3.104741746541266,0.6705998296465503,0.2187047849817805,0.9961854466814902,0.25000000000000017,0.02647622152774863,1.6910825209774967,0.6706370804008781,0.22151439638096834,0.9967048066516794,0.25000000000000017,0.02681369276988166,100.0,0.6705218280670184,0.2154287107106397,0.9963476970192177,0.25000000000000017,0.027280365162820053,8.41115200310105,0.6705570787808453,0.2170456387439252,0.9964850661832995,0.25000000000000017,0.026930567192383237,22.508556516290056,0.0,0.0,1.0750217691923858e-05,0.007621850221587107,-1.5750318943963393e-05,0.0022110886778736872,2.1500435383847716e-05,-0.010607099545372515,-9.375189847582455e-05,0.01715740355008542,-5.850118464900689e-05,0.009780551406017359
