world,repetition,method,full_rho_nrmse,shape_rho_nrmse,head_rho_nrmse,tail_error_norm,pcr_weight_nrmse,oracle_score_correlation,g2_hat
sparse_gaussian,2,lw_gls,0.21538363458340273,0.7530050809988129,0.2097656416004669,0.03957330597332645,0.21221110904337484,0.9998429108799479,0.24999999999999992
sparse_gaussian,3,ols,0.050592355135590406,0.5815855272991014,0.03327931213889992,0.026111592807211433,0.06146699180362951,0.9993762512433476,0.18812709030100333
sparse_gaussian,3,diag_var,0.050508966719005656,0.5818538407324605,0.03341618152659106,0.025958700717206577,0.062484417799911006,0.9993495868688318,0.18812709030100333
sparse_gaussian,3,diag_mad,0.04901431397921142,0.5832413439271313,0.030299757140341693,0.02634887800790672,0.060620112401201465,0.9993566129635885,0.18645484949832772
sparse_gaussian,3,lw_gls,0.10326529732338009,0.5914807027589825,0.0995874679884396,0.021635366734152714,0.12108625829019028,0.9989359228445776,0.21404682274247488
sparse_gaussian,4,ols,0.21886916450502925,0.46550915692754097,0.21696538632689275,0.02866201364814336,0.21997294329833303,0.9996973283815923,0.25
sparse_gaussian,4,diag_var,0.21873849349548152,0.46607672182584803,0.2169317161846775,0.028318166064045903,0.22007784986204015,0.9996861129325575,0.25
sparse_gaussian,4,diag_mad,0.21889284574277532,0.46110306421180375,0.2169610461123452,0.02875919673752114,0.21977989040848045,0.999712716496422,0.25
sparse_gaussian,4,lw_gls,0.217851388404144,0.49613117610735513,0.2161022547163854,0.028030248452823547,0.22008602737010863,0.9996198545227457,0.25
sparse_gaussian,5,ols,0.1881263755921366,0.6471713016606936,0.18639218241965322,0.026813768725059552,0.18862490169622942,0.9998868447068003,0.2500000000000003
sparse_gaussian,5,diag_var,0.18821917904459717,0.6488212443662369,0.1864817680805466,0.026834467611134588,0.18870263659683298,0.9998874762313928,0.2500000000000003
sparse_gaussian,5,diag_mad,0.18823085596785588,0.6471142098407292,0.186504012771891,0.026802350223215983,0.18878992848854415,0.9998838253136376,0.2500000000000003
sparse_gaussian,5,lw_gls,0.1895580629824036,0.6554227479703607,0.18741962721570993,0.02822648981155052,0.18970327882668964,0.9998836211212941,0.2500000000000003
sparse_gaussian,6,ols,0.224427454206751,0.678040817235206,0.22075331082758382,0.034734922227359376,0.22413561886796882,0.9997805450955041,0.24999999999999983
sparse_gaussian,6,diag_var,0.2244048671002908,0.6774822229453641,0.22075808204687683,0.034655611110347845,0.2242029612910865,0.9997764844530599,0.24999999999999983
sparse_gaussian,6,diag_mad,0.22444297659467524,0.6748395364428985,0.22086312863978091,0.03447094735544336,0.2241100276901346,0.9997892559900594,0.24999999999999983
sparse_gaussian,6,lw_gls,0.22600945105276862,0.7079376239341896,0.2213619597951662,0.03753895940194101,0.2249355674961953,0.9997677295979545,0.24999999999999983
sparse_gaussian,7,ols,0.19029858412440587,0.5969814942542937,0.1812286898136031,0.044347329777692145,0.18229227753423963,0.9999450523817717,0.11454849498327761
sparse_gaussian,7,diag_var,0.1833344459894447,0.5899157391318993,0.17421929298248495,0.04340033282756362,0.1751762224841254,0.9999544831007234,0.117056856187291
sparse_gaussian,7,diag_mad,0.19510499514291674,0.6031387473767065,0.18604052652679506,0.04504112028660676,0.18731800500238266,0.9999272708026238,0.11287625418060203
sparse_gaussian,7,lw_gls,0.19716765932224556,0.5668063744373674,0.18969091538120905,0.04231390671748153,0.1896521907880302,0.9999144969409518,0.11120401337792644
sparse_gaussian,8,ols,0.19926146007600384,0.6445473176652151,0.19167057029604165,0.0414744496562431,0.19436546047744677,0.9998527572384269,0.25000000000000006
sparse_gaussian,8,diag_var,0.19929417907677904,0.6487140626884341,0.19156390456103464,0.041762659420595885,0.19431202137554254,0.9998497217761027,0.25000000000000006
sparse_gaussian,8,diag_mad,0.1992662324534629,0.6435716588796798,0.19172603370917704,0.04137127703266705,0.1943955385241301,0.9998542026250168,0.25000000000000006
sparse_gaussian,8,lw_gls,0.20134896032397118,0.6509873888205593,0.19347218127364071,0.04232858060180365,0.19504229753011154,0.9999167970243903,0.25000000000000006
sparse_gaussian,9,ols,0.21635988205506637,1.454436005776051,0.20203102099133352,0.056766235059785855,0.20202872187362975,0.9999999986589735,0.24999999999999997
sparse_gaussian,9,diag_var,0.21585818434677048,1.4262127561649933,0.20235334836894214,0.05536784016570314,0.20238771706851524,0.9999997637578631,0.24999999999999997
sparse_gaussian,9,diag_mad,0.21541657608246162,1.4404873823665154,0.2013290652706243,0.056235121424008716,0.20162951752917846,0.9999919973971343,0.24999999999999997
sparse_gaussian,9,lw_gls,0.21706392105049757,0.847499870577217,0.21417195598422747,0.033422660744581154,0.21426880774521073,0.9999689247865491,0.24999999999999997
sparse_gaussian,10,ols,0.17543420402135323,0.46443783380467785,0.17367704917562127,0.024542010045476778,0.17801212388310853,0.9996358816154065,0.25
sparse_gaussian,10,diag_var,0.17565349336059352,0.46405123860918535,0.17386807690450012,0.024656627714761882,0.17820599303757373,0.999635335224947,0.25
sparse_gaussian,10,diag_mad,0.17561765870512072,0.4628154927335898,0.17384881464660196,0.024599435796185662,0.17818670330262737,0.9996353719060722,0.25
sparse_gaussian,10,lw_gls,0.17798582063007418,0.47330332187642093,0.17570634483406763,0.02645097003408655,0.17862009429739978,0.9997350883913172,0.25
sparse_gaussian,11,ols,0.18168266349685358,0.861213954051261,0.16777642885402733,0.05093604545797851,0.1756226624484265,0.9992088265046153,0.11872909698996649
sparse_gaussian,11,diag_var,0.17521591249890162,0.864572853949631,0.16089701128311304,0.05041862687238171,0.16916516256852357,0.9992094221415676,0.12123745819397987
sparse_gaussian,11,diag_mad,0.18601257864697962,0.8610687796368561,0.17234249079932587,0.051318842140909225,0.17996066657092782,0.9992046526910627,0.1170568561872909
sparse_gaussian,11,lw_gls,0.10484531009694571,0.8771158945513885,0.0820369283143864,0.04503593391622027,0.09788588587438307,0.9992897270188703,0.1505016722408026
sparse_gaussian,12,ols,0.21640430099017044,0.7643665992121166,0.21498899241309646,0.027466238057588747,0.21946102810310048,0.9993981557089255,0.24999999999999992
sparse_gaussian,12,diag_var,0.21564506950216372,0.7718600901575103,0.21399144872793613,0.028202572918826288,0.21956230537757657,0.9993018024331224,0.24999999999999992
sparse_gaussian,12,diag_mad,0.2164832345610503,0.7685756175268648,0.21503009254874605,0.02760568727333945,0.21912261847962525,0.9994328524262401,0.24999999999999992
sparse_gaussian,12,lw_gls,0.21665311503473428,0.7276514427964169,0.21553136650384963,0.026450855269022227,0.22102956145132208,0.9993036228811486,0.24999999999999992
sparse_gaussian,13,ols,0.15676166148556958,0.5708771934049898,0.1510808065295397,0.032985177457745936,0.15108541979559006,0.999999938005204,0.2500000000000001
sparse_gaussian,13,diag_var,0.15667147958854744,0.5703155503289409,0.1510900118876832,0.032766602212231884,0.15109279012738033,0.9999999729788812,0.2500000000000001
sparse_gaussian,13,diag_mad,0.15683072786493782,0.5662948243000423,0.1511490712576275,0.032996188993566385,0.15115132763272898,0.9999999810426445,0.2500000000000001
sparse_gaussian,13,lw_gls,0.15820058939939205,0.6516290974090888,0.15242163888570265,0.033382902303932156,0.15263685449073242,0.9999908980193374,0.2500000000000001
sparse_gaussian,14,ols,0.21695167953894828,1.0893291702189667,0.2083979527780579,0.045288650864460156,0.20950375482841893,0.9999301897576418,0.24999999999999992
sparse_gaussian,14,diag_var,0.21689032789873736,1.090115807186714,0.20831817709486627,0.045318136795826545,0.2094445465833787,0.9999289087644159,0.24999999999999992
sparse_gaussian,14,diag_mad,0.217293803613557,1.089548492851025,0.208719046617023,0.045375376696503586,0.20982636547799027,0.9999300234672213,0.24999999999999992
sparse_gaussian,14,lw_gls,0.2152161831632079,1.0888944171992758,0.20667440937597623,0.04504085339474404,0.20768700756531988,0.999936421791498,0.24999999999999992
sparse_gaussian,15,ols,0.09329315089632147,0.8905835370306063,0.07786888450897887,0.03586063912666894,0.08582491707573052,0.9997339066306135,0.20903010033444822
sparse_gaussian,15,diag_var,0.10009596311409664,0.8854279290812657,0.08666030258931737,0.0353099769124842,0.09360201368213159,0.9997476005519155,0.21237458193979938
sparse_gaussian,15,diag_mad,0.08513936732332164,0.8953185405134484,0.06666452136986876,0.03657937670121906,0.0760525340070886,0.999721518575782,0.20484949832775926
sparse_gaussian,15,lw_gls,0.18180937876671474,0.873106694432652,0.17785829656432817,0.033028452755482364,0.18250434569135945,0.9997057195207014,0.2449832775919733
sparse_small,0,ols,0.1705907900323331,1.7923620554103834,0.12167127358067764,0.08328085744715104,0.12135129396009572,0.9999964487043292,0.24999999999999997
sparse_small,0,diag_var,0.17073040439927925,1.7949214374170965,0.1214384523366205,0.08357172216904248,0.12133341768721856,0.999999723732539,0.24999999999999997
sparse_small,0,diag_mad,0.17158029471194966,1.8278684709267545,0.12084929201114236,0.08477772593885718,0.12043761343970481,0.99999250109345,0.24999999999999997
sparse_small,0,lw_gls,0.16506311674168495,1.681533149560184,0.11999119069642193,0.07903286663000429,0.12382000058813153,0.9999137737505114,0.24999999999999997
sparse_small,1,ols,0.28111714291196627,1.2348938787323456,0.25578581161949154,0.08542116789097332,0.25584537430546467,0.9999973235346152,0.09782608695652173
sparse_small,1,diag_var,0.2683400207371128,1.235105672659664,0.24252723694799386,0.08367093502870912,0.2424970987107231,0.9999984946933316,0.10284280936454848
sparse_small,1,diag_mad,0.2838191589322479,1.260264903898244,0.257625812048592,0.08705842177310366,0.2576009291549758,0.9999990503523365,0.09698996655518394
sparse_small,1,lw_gls,0.2295491175229182,1.1453618666248955,0.2046610333603062,0.07507227037909588,0.2055294101826478,0.9997734774408543,0.11538461538461536
sparse_small,2,ols,0.39487494136348794,1.3468864498054836,0.37892193690352993,0.08818666473965688,0.41271983862492256,0.9936574058849678,0.054347826086956534
sparse_small,2,diag_var,0.3941065523183325,1.328810821496928,0.37839129970067453,0.08760938486886757,0.4105441277613959,0.9941325831025783,0.054347826086956534
sparse_small,2,diag_mad,0.3934765773471018,1.36963862433774,0.3770957322029762,0.0888167921829897,0.4117129984260773,0.9934779450230211,0.055183946488294326
sparse_small,2,lw_gls,0.3740564751555359,1.2364762092327408,0.35727967473927374,0.08672779798443128,0.37434924932044533,0.9980134102490921,0.0585284280936455
sparse_small,3,ols,0.12512276665423883,1.720936357686283,0.010027883466750884,0.084405937900274,0.02122248876424455,0.999911743417475,0.17976588628762546
sparse_small,3,diag_var,0.1274362425464566,1.716052979260924,0.011252106489165562,0.08591032329836323,0.01769258185916265,0.9999542806764602,0.1747491638795987
sparse_small,3,diag_mad,0.12608651902220336,1.7344237262714808,0.010638469042632798,0.08502786748782311,0.022634093514994326,0.9998993870528243,0.17976588628762546
sparse_small,3,lw_gls,0.1319214407931049,1.5038948333185653,0.09285812305487946,0.06503444234057591,0.09719118231734074,0.9998575891057815,0.21655518394648834
sparse_small,4,ols,0.0975724915928627,1.2590628178740295,0.026088091536584274,0.06326973006684289,0.026115472563235795,0.999999898934592,0.1889632107023411
sparse_small,4,diag_var,0.11582148883156866,1.2770898400931383,0.07042164300598715,0.06245261905368227,0.07043102896581616,0.9999963737505918,0.20484949832775914
sparse_small,4,diag_mad,0.10295818779792736,1.2577986779261459,0.045338009787793655,0.062390999155150756,0.045328130446801125,0.9999990725710906,0.19565217391304343
sparse_small,4,lw_gls,0.10430538568294259,1.359167150136963,0.023492276535755263,0.06835809474805525,0.024534085162388086,0.9999865990802471,0.18394648829431434
sparse_small,5,ols,0.2470416856639927,2.093144713697587,0.16023884134847763,0.13045119406767872,0.17501914093973966,0.9982524316204234,0.12792642140468224
sparse_small,5,diag_var,0.2637708275129708,1.9338867508452455,0.19197989235311375,0.12659612736854045,0.195184693203539,0.9995296946315229,0.11872909698996652
sparse_small,5,diag_mad,0.22734044715584706,2.168272848482009,0.1292996821391552,0.12902395976590178,0.15770496332914333,0.9973474590200955,0.14046822742474913
sparse_small,5,lw_gls,0.26208387967321917,1.8673455903775968,0.19047311686548046,0.12597438274130945,0.1907935778842627,0.9999562440469033,0.12541806020066887
sparse_small,6,ols,0.16025937299869908,1.1697445460747338,0.1325092779711939,0.06413167064420171,0.13618085427135507,0.9998225110393741,0.24999999999999997
sparse_small,6,diag_var,0.1587575559241789,1.1562114472579996,0.13148847990472398,0.06331610160967331,0.13564379076051652,0.999800024508718,0.24999999999999997
sparse_small,6,diag_mad,0.15939674907260645,1.1452161774380856,0.13276992988340494,0.06283249015479822,0.13636502563540767,0.999825985067375,0.24999999999999997
sparse_small,6,lw_gls,0.16483629076324655,1.192633970192017,0.1375520719288335,0.0647270894764857,0.14896928719751099,0.9994174935439002,0.24999999999999997
sparse_small,7,ols,0.1200787019455694,1.526750205386595,0.07892439843834466,0.060912001540797206,0.1726021557339588,0.9940097950180432,0.1596989966555184
sparse_small,7,diag_var,0.13177706612323473,1.473692416176946,0.09629366260602534,0.06082778220083351,0.181046861723346,0.9940807135845094,0.1463210702341137
sparse_small,7,diag_mad,0.11284761777419607,1.458209525937639,0.07571246243759637,0.05636167236172506,0.16905299383249062,0.9941834171824154,0.16220735785953178
sparse_small,7,lw_gls,0.2650851140833295,1.4522690494735122,0.25135793737349893,0.061945024250570566,0.2608890817636382,0.9973282601433829,0.25
sparse_small,8,ols,0.23115185550748865,1.7735873693128918,0.18293287882051584,0.09860460165747084,0.18293739935685535,0.9999960232710176,0.11120401337792644
sparse_small,8,diag_var,0.24025074526980564,1.7686992967775552,0.1933131411613824,0.09993206594074473,0.19331432301306228,0.9999963917894965,0.10785953177257528
sparse_small,8,diag_mad,0.2266766800052641,1.7693860201297447,0.17802100571154764,0.09776350797856101,0.17804590836780546,0.9999922326275675,0.11287625418060203
sparse_small,8,lw_gls,0.2588178820208802,1.7057823557744571,0.21659351381314873,0.10043419455091229,0.21818388356645932,0.9996884918679689,0.09698996655518397
sparse_small,9,ols,0.2857537278517707,1.72380151817552,0.2575066249405256,0.09111369827699677,0.2611179737779042,0.9992863404273671,0.24999999999999994
sparse_small,9,diag_var,0.2849080447850475,1.7251332304027223,0.25654758005709666,0.09109315382293755,0.26016863096583615,0.9992880216395101,0.24999999999999994
sparse_small,9,diag_mad,0.2844507584386202,1.697316819792332,0.25719918126034547,0.08959151047991311,0.2595756882886732,0.9994269161054794,0.24999999999999994
sparse_small,9,lw_gls,0.28753315591233136,1.8517274382073545,0.25426420821055057,0.09757398167482555,0.2614004508242399,0.9989227805914864,0.24999999999999994
sparse_small,10,ols,0.13316846361910628,1.5813625572657206,0.09324300712377175,0.06645355846602821,0.10717503244664625,0.9993338940863016,0.23913043478260881
sparse_small,10,diag_var,0.1286014857283787,1.5745826306791164,0.0872932862422844,0.06587677694149514,0.10494240969019202,0.9991989141066714,0.23662207357859544
sparse_small,10,diag_mad,0.13324206938800118,1.5802304254189057,0.09262411202732737,0.0669141197831548,0.10491922328493167,0.9994146538095288,0.23913043478260881
sparse_small,10,lw_gls,0.15188407372184437,1.5956390763209092,0.12464440125116165,0.06186609823144367,0.14860347682439803,0.9985436508881309,0.2500000000000001
sparse_small,11,ols,0.13801214718586347,1.9425465759762428,0.10125390262797966,0.06495425056451476,0.16624740446505837,0.9960100383800339,0.19816053511705686
sparse_small,11,diag_var,0.1242685333044912,1.899990175981908,0.08213960651322562,0.0643007287552052,0.15961391717130807,0.99570842340615,0.18812709030100333
sparse_small,11,diag_mad,0.12449958092905564,1.893653327891805,0.08164334636627939,0.06479586241407356,0.15418426655002662,0.996064294088286,0.18896321070234112
sparse_small,11,lw_gls,0.12782018933113373,1.9381014515961044,0.10176995936354372,0.053906415032259646,0.21933309656953892,0.9915830599520151,0.18311036789297658
sparse_small,12,ols,0.21692848782373922,2.0129336450643036,0.18075927395377242,0.08509874008822389,0.21046036810612898,0.9969801868917783,0.25
sparse_small,12,diag_var,0.2149171123157359,1.9699583528772466,0.18069416084951523,0.08271539084680209,0.21098773919655964,0.9969267189275682,0.25
sparse_small,12,diag_mad,0.21885801824711876,2.0446315557863604,0.18194505351771212,0.0862661021552316,0.21331875592846197,0.996809535625444,0.25
sparse_small,12,lw_gls,0.2053814411704581,1.7302557867515307,0.1736030324637113,0.07810779211825944,0.17879378643727664,0.999228125705576,0.25
