world,repetition,method,full_rho_nrmse,shape_rho_nrmse,head_rho_nrmse,tail_error_norm,pcr_weight_nrmse,oracle_score_correlation,g2_hat
clean_gaussian,0,ols,0.08854859545841495,1.0367304664316928,0.04625313672934364,0.0517162075117081,0.050460217117359714,0.9999386691404719,0.21655518394648823
clean_gaussian,0,diag_var,0.0898678263271751,1.0398573907690782,0.04864132846756566,0.051761598058639655,0.05326912310640179,0.9999293967216033,0.21739130434782603
clean_gaussian,0,diag_mad,0.08969485057718095,1.03898715182784,0.04823971457677151,0.05179607672880268,0.05167569152991593,0.9999477343979467,0.21739130434782603
clean_gaussian,0,lw_gls,0.09200051716541748,1.0661999315604074,0.04925019122595525,0.05322671579317459,0.052485227308348426,0.9999497437955063,0.21488294314381265
clean_gaussian,1,ols,0.19409988610027346,0.6523995305213857,0.18851869390328582,0.03193270179690276,0.20497471389417427,0.9990981119800763,0.24916387959866212
clean_gaussian,1,diag_var,0.19614490715798708,0.6520814539728236,0.19064469254804683,0.03188844925407227,0.20685094605754642,0.9991012935523611,0.24999999999999994
clean_gaussian,1,diag_mad,0.19661796695390127,0.6578847854258345,0.19097258816263976,0.03232471645629121,0.20701213895502066,0.9991078176415985,0.24999999999999994
clean_gaussian,1,lw_gls,0.19388241947894627,0.6436371222979874,0.18812695985720437,0.03238157766664924,0.20157318601513055,0.9992394924035031,0.24999999999999994
clean_gaussian,2,ols,0.13590184822699472,0.9543550958781927,0.11966282592604804,0.04397923349675252,0.13292796530301929,0.9995259723692835,0.23160535117056869
clean_gaussian,2,diag_var,0.1374411361564353,0.9521439633461769,0.12143277934278167,0.043957291973529905,0.13364143259009353,0.9995551440345877,0.23244147157190648
clean_gaussian,2,diag_mad,0.14675235995465333,0.9682403022523456,0.13164191906954806,0.04433851610096233,0.14515481715194603,0.9994766002467911,0.23578595317725765
clean_gaussian,2,lw_gls,0.17640530137029029,0.9362805230950862,0.16533269637645137,0.042317829439852656,0.17542289242238124,0.9995089107103565,0.24832775919732453
clean_gaussian,3,ols,0.23894745690097718,0.9223598233011042,0.23299414737082252,0.03638114587021345,0.23682349761609675,0.999719415065454,0.24581939799331115
clean_gaussian,3,diag_var,0.23682356564536136,0.9206604852481289,0.23075178811625452,0.036542809705522074,0.23406230516748353,0.9997497061928501,0.24498327759197336
clean_gaussian,3,diag_mad,0.24125190802803229,0.9221797528133261,0.23543381540774605,0.03617857564895764,0.2394861325945518,0.9997047506195464,0.24665551839464894
clean_gaussian,3,lw_gls,0.22116042711302172,0.9745682297905982,0.21228149981536554,0.04213616832119283,0.2121186897604946,0.9999986555108887,0.23662207357859544
clean_gaussian,4,ols,0.2256698747944033,1.4851838963698567,0.21370800403251972,0.04982080011553338,0.22663051123447206,0.9991765051384044,0.24581939799331115
clean_gaussian,4,diag_var,0.22546866185880454,1.4841219251753681,0.21353765608951952,0.049737499529636575,0.22689875057921696,0.9991542509285485,0.24581939799331115
clean_gaussian,4,diag_mad,0.22325111610922982,1.4791633743808679,0.21114924135121171,0.04979983566142854,0.22362605993281678,0.999207767694541,0.24498327759197336
clean_gaussian,4,lw_gls,0.18466588536540082,1.4282023141999063,0.1691525246844638,0.050452307892736914,0.1836642655532134,0.9992550756897347,0.2307692307692309
clean_gaussian,5,ols,0.2032802926663655,1.1377508100553941,0.19031527775547272,0.049418270067392335,0.19241347849797738,0.9998847671351216,0.2458193979933111
clean_gaussian,5,diag_var,0.2031860259117209,1.1369672074074626,0.1902467882730558,0.049360404641508156,0.19242149838927136,0.9998814023909777,0.2458193979933111
clean_gaussian,5,diag_mad,0.2055684209183111,1.1416285748556796,0.19268667207775586,0.04956751360759318,0.19462712951690495,0.9998906271475738,0.2466555183946489
clean_gaussian,5,lw_gls,0.21019401240627175,1.1470843330909022,0.1975944448904911,0.04965026119547675,0.19922110081454852,0.99990273447815,0.25000000000000006
clean_gaussian,6,ols,0.11878665976666063,1.0924210404079515,0.10087795673509203,0.043130995575756254,0.10716942235266451,0.9997950175608972,0.2299331103678931
clean_gaussian,6,diag_var,0.11057853378516125,1.077441617893074,0.09132773029774617,0.04283478564559158,0.09797633001811126,0.9998024052826475,0.22658862876254193
clean_gaussian,6,diag_mad,0.11341306320481598,1.0917961023126876,0.09416901839449922,0.04343143832147169,0.10030763104807577,0.9998115872222044,0.22742474916387972
clean_gaussian,6,lw_gls,0.13789995245832684,1.1270628535819949,0.12266614396999137,0.04342851050991366,0.13247989640324073,0.9996313923991746,0.23913043478260881
clean_gaussian,7,ols,0.2388082903600657,1.027600182618767,0.23339879151926046,0.035342139208722874,0.236163484285269,0.9998238053101883,0.25000000000000006
clean_gaussian,7,diag_var,0.23875537097448613,1.0298312480207406,0.23329462091495287,0.03549389625362178,0.2360431507511825,0.9998246867930277,0.25000000000000006
clean_gaussian,7,diag_mad,0.23882246660710088,1.0398093544090965,0.2332614539307081,0.035802243141629816,0.23621494884880648,0.9998143817326003,0.25000000000000006
clean_gaussian,7,lw_gls,0.1563297827847922,0.887323395984461,0.14912938798121927,0.03233395317170767,0.15665813017657423,0.9997119064392931,0.2215719063545151
clean_gaussian,8,ols,0.2573388274553362,1.263082182941245,0.25030275750269637,0.040967828180117946,0.2506539639252166,0.9999677404727241,0.24999999999999992
clean_gaussian,8,diag_var,0.25702153070063083,1.2650503628540095,0.24994235572470663,0.041056494611677326,0.2505195210186495,0.9999548592982194,0.24999999999999992
clean_gaussian,8,diag_mad,0.25786635038263445,1.2830223444441338,0.25054539838131235,0.041773346564478384,0.25108963400811046,0.9999566104893663,0.24999999999999992
clean_gaussian,8,lw_gls,0.21637729474383977,1.173845475044966,0.20820524008265343,0.04003554810731451,0.20816525032280728,0.999997305595717,0.23662207357859524
clean_gaussian,9,ols,0.20736566785473956,0.8873262110405633,0.1991257360635568,0.03962977200658879,0.20489608215324728,0.9996576254383426,0.24331103678929772
clean_gaussian,9,diag_var,0.2159032414215252,0.8942588576765391,0.20807360714633627,0.03953334206634331,0.21439431437922743,0.9996175357665374,0.2466555183946489
clean_gaussian,9,diag_mad,0.2073219487424975,0.8896632240316119,0.19910300126996355,0.03957802525596557,0.20577588024343996,0.9996153105696038,0.24331103678929772
clean_gaussian,9,lw_gls,0.22727333064872976,0.9051334990276614,0.21968171133957048,0.04004863722118651,0.2242793574374124,0.9996868398736819,0.25000000000000006
clean_gaussian,10,ols,0.1740251217632321,0.6485126629263184,0.17022968435535327,0.024669526660423213,0.17855558824500437,0.9995809995057929,0.23829431438127083
clean_gaussian,10,diag_var,0.16930202238148953,0.6423831258165328,0.1654984453109996,0.024343644647396374,0.17437922695579888,0.9995678027110397,0.23662207357859524
clean_gaussian,10,diag_mad,0.17187660003231098,0.6475354203759193,0.16804797072569352,0.024612994222413833,0.17673366385188335,0.9995703695518391,0.23745819397993304
clean_gaussian,10,lw_gls,0.066226976861421,0.6236486431871503,0.05398358911660989,0.025828685551193734,0.08223675977531482,0.999465627927118,0.19481605351170564
clean_gaussian,11,ols,0.23909189072946962,1.0389661275913284,0.23320601100634944,0.036232205250653404,0.24629504118241669,0.9990506747785796,0.2500000000000001
clean_gaussian,11,diag_var,0.2390571378091457,1.0386277412256606,0.23322569362640003,0.03607267571450677,0.2470070512732847,0.9990114183337399,0.2500000000000001
clean_gaussian,11,diag_mad,0.2389558096592919,1.0289163457903319,0.23321268752864785,0.03580875296545759,0.245798499858193,0.999079181834022,0.2500000000000001
clean_gaussian,11,lw_gls,0.23608578247197848,1.0319596915867268,0.23052976857676646,0.035033525593146576,0.2480315482573762,0.9988128559622426,0.2500000000000001
clean_gaussian,12,ols,0.13251524493091532,1.0077969176829258,0.11335908004116917,0.04722237643556724,0.11431926105926789,0.9999692407924293,0.23578595317725748
clean_gaussian,12,diag_var,0.13828987779023286,1.012098276041624,0.12015519128402512,0.047145922319867105,0.12109894652534577,0.999968040796071,0.23829431438127086
clean_gaussian,12,diag_mad,0.12906094387272976,1.003140559234318,0.10930674544832034,0.0471944112211075,0.10974285512600639,0.9999848061852363,0.2341137123745819
clean_gaussian,12,lw_gls,0.17055270866473768,1.0140170521303835,0.1573037459476388,0.045672295089763115,0.15826803637711748,0.9999585659008193,0.24999999999999997
clean_gaussian,13,ols,0.21033789839811878,1.1356472099908568,0.20120501018202316,0.04229185225546736,0.21697014272709597,0.9990849570416213,0.24581939799331115
clean_gaussian,13,diag_var,0.21047064154627518,1.135889046581418,0.20134656395771425,0.042286990773232246,0.21710594780344317,0.9990846878597649,0.24581939799331115
clean_gaussian,13,diag_mad,0.20838869462143378,1.1364502373039624,0.19914586814366314,0.042318688899409054,0.21607636222346957,0.9990374920502402,0.24498327759197336
clean_gaussian,13,lw_gls,0.18429176620737048,1.1119696883818326,0.17342926651865728,0.04275619580500464,0.19307289941432812,0.9990264293778756,0.23578595317725765
clean_gaussian,14,ols,0.2167946694581906,1.0918066650978329,0.2071250109595856,0.04435935282786375,0.20739159330255752,0.9999827792492837,0.25
clean_gaussian,14,diag_var,0.2164744242747052,1.0942209552619568,0.20674542198908288,0.0444508884712716,0.2071439653287601,0.99997645072642,0.25
clean_gaussian,14,diag_mad,0.21709277858118367,1.0941925272302113,0.2073656361588916,0.044514684598895286,0.20746204902344986,0.9999914909202295,0.25
clean_gaussian,14,lw_gls,0.19988766631904561,1.1105798003047958,0.18869619344516542,0.04547906426071323,0.19297321743733162,0.9998190719696364,0.24331103678929766
clean_gaussian,15,ols,0.1472878026190067,1.0604223394571792,0.1331605794037047,0.043115860201449155,0.1396440931730707,0.999762619970395,0.23160535117056855
clean_gaussian,15,diag_var,0.1490300617966022,1.0702499863222588,0.13475354139981263,0.04360060563687237,0.14082099190839725,0.999773620860511,0.23244147157190634
clean_gaussian,15,diag_mad,0.14952597965810133,1.062497352372645,0.1356054353627943,0.04316843990811298,0.1413587852490099,0.9997826129412494,0.23244147157190634
clean_gaussian,15,lw_gls,0.1449691503776729,1.0499831153783008,0.1319056874538586,0.04122276650554072,0.14916180828075493,0.9994173218653248,0.23327759197324413
sparse_gaussian,0,ols,0.17519610586365947,0.6459237726284931,0.16842819983160023,0.03681415093140197,0.17749956260876065,0.999455472969375,0.24999999999999992
sparse_gaussian,0,diag_var,0.17498654228671,0.6170691625488451,0.16896657648699925,0.03520720343695435,0.1776700158985752,0.9994767330022859,0.24999999999999992
sparse_gaussian,0,diag_mad,0.17500184244687533,0.6497490646542665,0.16805415570729276,0.03715748798109432,0.1772106650450556,0.9994511285949432,0.24999999999999992
sparse_gaussian,0,lw_gls,0.17398252882479948,0.6086959619474227,0.16706027304199392,0.036971712957806366,0.1731315632773263,0.9996391186852873,0.24999999999999992
sparse_gaussian,1,ols,0.21703551298198423,0.5991451525065871,0.21436371824159636,0.030564496889964682,0.21596057381660547,0.9996772210710686,0.25000000000000017
sparse_gaussian,1,diag_var,0.21679288668267596,0.6076325512626393,0.21398978121858897,0.030946271434288814,0.2154793546437943,0.9996890530877174,0.25000000000000017
sparse_gaussian,1,diag_mad,0.21715466596593744,0.6029070616246777,0.21451940283306584,0.030462509130471983,0.21639379431142808,0.999648335435229,0.25000000000000017
sparse_gaussian,1,lw_gls,0.21323150945784813,0.568939656349929,0.21023069504559447,0.031178114569165957,0.21113825435708275,0.9997571111029117,0.25000000000000017
sparse_gaussian,2,ols,0.22168278782310621,0.7816408778833033,0.215619053313426,0.04138668457142126,0.21691560978012187,0.9999155816134531,0.24999999999999992
sparse_gaussian,2,diag_var,0.2215068552969954,0.7804665580192083,0.2154649129281162,0.04131457943263408,0.2166802173443915,0.9999209367774659,0.24999999999999992
sparse_gaussian,2,diag_mad,0.22150754058030198,0.778165932898874,0.21552074858823042,0.04118686890248296,0.21685434075671242,0.9999131816345994,0.24999999999999992
