contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign
pb::P2C_F6_PLUS_C7_EDIS_VIEW::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_PLUS_C7_EDIS_VIEW,P2C_F6_TOP10_REFERENCE,macro_f1,0.002115738571590642,-0.002537345283765106,0.0067542808291481665,5,0,3,-0.0057299514326158985,processbench_olympiadbench_qwen3_4b,13,0.002115738571590642,candidate-minus-parent
pb::P2C_F6_PLUS_C7_EDIS_VIEW::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_PLUS_C7_EDIS_VIEW,P2C_F6_TOP10_REFERENCE,first_error_exact,0.0009088284675339842,-0.002490386916866689,0.0041849352599935006,5,0,3,-0.009661835748792258,processbench_gsm8k_qwen3_8b,1,,
pb::P2C_F6_PLUS_C7_EDIS_VIEW::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_PLUS_C7_EDIS_VIEW,P2C_F6_TOP10_REFERENCE,first_error_within_one,0.0014822134387352248,-0.002586478451708539,0.005466184542885107,5,0,3,-0.01449275362318847,processbench_gsm8k_qwen3_4b,1,,
pb::P2C_F6_PLUS_C7_EDIS_VIEW::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_PLUS_C7_EDIS_VIEW,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,0.0016321635040021931,-0.0014146970059440017,0.004955634156285106,5,2,1,-0.004149377593360981,processbench_omnimath_qwen3_8b,1,,
pb::P2C_F6_PLUS_C7_EDIS_VIEW::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_PLUS_C7_EDIS_VIEW,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,0.0016249999999999876,-0.0006875000000000631,0.003937500000000094,5,0,3,-0.0040000000000000036,processbench_olympiadbench_qwen3_4b,1,,
