cell,rep,m,k,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,auroc_keepset,delta_top10_share,delta_rank1_share,delta_nnz,cohesion_keepset,cohesion_good,auroc_omega_sparse,omega_sparse_cols,overlap_omega_sparse,cohesion_omega_sparse,J_omega_sparse,steps_omega_sparse,auroc_resid_dep,resid_dep_cols,overlap_resid_dep,cohesion_resid_dep,J_resid_dep,steps_resid_dep,auroc_m_eff,m_eff_cols,overlap_m_eff,cohesion_m_eff,J_m_eff,steps_m_eff,auroc_cohesion_set,cohesion_set_cols,overlap_cohesion_set,cohesion_cohesion_set,J_cohesion_set,steps_cohesion_set,auroc_loading_sum,loading_sum_cols,overlap_loading_sum,cohesion_loading_sum,J_loading_sum,steps_loading_sum,auroc_omega_sparse_free,omega_sparse_free_size,omega_sparse_free_cols,cohesion_omega_sparse_free,auroc_m_eff_free,m_eff_free_size,m_eff_free_cols,cohesion_m_eff_free,auroc_oracle_auroc,overlap_oracle_auroc,cohesion_oracle_auroc,auroc_random_prune,cohesion_random_prune,n_random_prune_failed,frac_inside_omega_sparse,cond_null_omega_sparse,frac_inside_resid_dep,cond_null_resid_dep,frac_inside_m_eff,cond_null_m_eff,frac_inside_cohesion_set,cond_null_cohesion_set,frac_inside_loading_sum,cond_null_loading_sum,frac_inside_oracle_auroc,cond_null_oracle_auroc,frac_inside_greedy,mean_pairwise_jaccard,n_to_drop
lapeigvals_gsm8k_mistral24b,2,30,13,21,0.8765245901639345,0.8880983606557377,0.8765245901639345,0.6897963563513023,0.28845587206378254,20,0.6531579705101755,0.6187556735913119,0.874,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,0.8134722895699656,0.9805269390387679,8,0.8705245901639345,epr|high_band_power|sw_var_peak|hurst_exponent|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.6483379455532564,-0.12396169819522804,8,0.8797377049180328,epr|high_band_power|sw_var_peak|epr_spilled|sw_var_peak_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|varentropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,0.6884287093508122,12.898167425038121,8,0.857639344262295,low_band_power|high_band_power|hl_ratio|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.38461538461538464,0.5538070312118639,-0.5538070312118639,8,0.8743934426229507,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,0.8226390935228585,11.746430397192603,8,0.870688524590164,3,mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.9984916227426804,0.8738032786885247,20,epr|low_band_power|high_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6693095994081973,0.8861311475409837,0.9230769230769231,0.6962908439285579,0.8717613114754098,0.6480627199728458,0,1.0,0.5675384615384614,1.0,0.5675384615384614,1.0,0.5675384615384614,1.0,0.5675384615384614,1.0,0.5675384615384614,1.0,0.5675384615384614,0.9230769230769231,0.5203831883630644,8
lapeigvals_gsm8k_mistral24b,3,30,13,21,0.867137490608565,0.8708940646130728,0.867137490608565,0.657260004901201,0.29731770950245034,20,0.646397437648539,0.5594313215645025,0.8675281743050337,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,0.8065582816209628,0.9778066317922554,8,0.8676183320811419,epr|high_band_power|sw_var_peak|hurst_exponent|epr_spilled|cusum_max_spilled|min_spilled|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,0.6686607136102111,-0.15614016873262013,8,0.864763335837716,epr|sw_var_peak|hurst_exponent|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.6153846153846154,0.6899651286584948,12.752855336520003,8,0.8465214124718257,low_band_power|high_band_power|hl_ratio|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.46153846153846156,0.5475974944864485,-0.5475974944864485,8,0.8701427498121713,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,0.8232397537241457,11.758956853297468,8,0.8631705484598046,3,mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.9984724082818573,0.8643125469571751,20,epr|low_band_power|high_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6625614360849906,0.8741998497370399,0.8461538461538461,0.6900295891875771,0.8606773854244929,0.65051732611275,0,1.0,0.5685,1.0,0.5685,1.0,0.5685,1.0,0.5685,1.0,0.5685,1.0,0.5685,0.9230769230769231,0.5503341687552215,8
lapeigvals_gsm8k_mistral24b,4,30,13,21,0.803580864753971,0.8262099406297598,0.803580864753971,0.6751003278209039,0.3021080020159359,20,0.6648131850082452,0.35541638777427553,0.8070933449379877,epr|sw_var_peak|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.8161787250805,0.9809155573999142,8,0.8155481644959746,epr|high_band_power|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.7444479137635149,-0.08187720098558143,8,0.8155481644959746,epr|high_band_power|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.7444479137635149,12.903397385093262,8,0.7723104659475926,low_band_power|high_band_power|hl_ratio|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.15384615384615385,0.5679752585211699,-0.5679752585211699,8,0.8074974355786266,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.8357965839238827,11.852181304693207,8,0.799975132883653,3,mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.998589869299226,0.7996021261384476,20,epr|low_band_power|high_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6814028782721225,0.8041714587672126,0.46153846153846156,0.7010457156437847,0.7941064934257562,0.658164938507615,0,1.0,0.33119230769230773,1.0,0.33119230769230773,1.0,0.33119230769230773,1.0,0.33119230769230773,1.0,0.33119230769230773,1.0,0.33119230769230773,0.5384615384615384,0.5773809523809523,8
lapeigvals_gsm8k_nemo,0,29,11,21,0.8166570271833429,0.8317428185849238,0.8176852387378704,0.7745735489279072,0.30537290357590924,20,0.47971289755647184,0.292814421554487,0.7973459289248763,epr|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.7869115936414872,0.9760992878365484,10,0.7670779512884777,epr|high_band_power|sw_var_peak|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,0.5691674324916113,-0.0327991801835652,10,0.7911605937921727,epr|high_band_power|cusum_shift_idx|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.6893727171826324,11.094139372674396,10,0.8064713064713064,trace_length|low_band_power|high_band_power|hl_ratio|cusum_max|cusum_shift_idx|sw_var_peak_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.36363636363636365,0.34448523007803056,-0.34448523007803056,10,0.7980528243686137,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.8037707757598702,9.839732153892735,10,0.7826135852451641,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9236803003304505,0.7913051860420282,17,epr|low_band_power|high_band_power|sw_var_peak|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5341826974332636,0.8239830345093503,0.7272727272727273,0.4769368574372577,0.8112441359809782,0.46010173029425827,0,1.0,0.3781818181818181,1.0,0.3781818181818181,1.0,0.3781818181818181,1.0,0.3781818181818181,1.0,0.3781818181818181,1.0,0.3781818181818181,0.7272727272727273,0.44969452288337736,10
lapeigvals_gsm8k_nemo,1,29,13,20,0.8002559490868844,0.8219078583287216,0.8002559490868844,0.707281482961112,0.32624882206446965,18,0.5151931221689589,0.252149843870095,0.796503182069729,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.7245198426703274,0.9690630064196839,7,0.80762313226342,trace_length|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.5408119955419676,-0.8099026904170845,7,0.7939782789153293,trace_length|spectral_centroid|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.38461538461538464,0.5786942880081956,12.396610649676752,7,0.7776701715550636,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.46153846153846156,0.4249837895652174,-0.4249837895652174,7,0.7850373547315994,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.7311742273333623,11.072681148477265,7,0.7765287769784173,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.919529931772491,0.8020026286662977,19,epr|trace_length|low_band_power|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5297437291825355,0.7994604316546763,0.5384615384615384,0.4733929483088785,0.79155783065855,0.5074369513614088,0,1.0,0.40080769230769236,1.0,0.40080769230769236,1.0,0.40080769230769236,1.0,0.40080769230769236,1.0,0.40080769230769236,1.0,0.40080769230769236,0.6153846153846154,0.5388188608776844,7
lapeigvals_gsm8k_nemo,2,29,13,20,0.7931074380165288,0.8205950413223141,0.7931074380165288,0.693473573628215,0.3254814445188447,18,0.5077398932131023,0.3300606511431148,0.7829256198347108,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,0.7025221312682132,0.9667611008277466,7,0.769801652892562,epr|trace_length|low_band_power|sw_var_peak|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.5772696496685749,-0.35502145266717583,7,0.769801652892562,epr|trace_length|low_band_power|sw_var_peak|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,0.5772696496685749,12.326730205508321,7,0.7820495867768595,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.46153846153846156,0.41946652634377346,-0.41946652634377346,7,0.7721983471074381,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,0.7173615298416909,10.966365931294519,7,0.7632727272727273,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9143555710608483,0.7926611570247935,19,epr|trace_length|low_band_power|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5221404909270246,0.8019338842975205,0.6923076923076923,0.5182320030861748,0.7840714049586777,0.5323637050193158,0,1.0,0.45084615384615395,1.0,0.45084615384615395,1.0,0.45084615384615395,1.0,0.45084615384615395,1.0,0.45084615384615395,1.0,0.45084615384615395,0.6923076923076923,0.5625563909774436,7
lapeigvals_gsm8k_nemo,3,29,10,21,0.7970265347314527,0.8223469371010355,0.7987003396839463,0.6981130268076606,0.3043939895402017,20,0.5067247268915672,0.3333661764461425,0.7807479610758299,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,0.8521966969930352,0.984863094196741,11,0.7921363986937757,epr|sw_var_peak|cusum_max|sw_var_peak_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,0.3,0.6718012893314438,-0.02305853658417828,11,0.7490113063883556,spectral_entropy|low_band_power|sw_var_peak_spilled|epr_energy|min_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,0.5356929096583377,9.935543360435567,11,0.7797961896322553,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|sw_var_peak_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.5,0.3630470786213392,-0.3630470786213392,11,0.7807479610758299,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,0.8521966969930352,9.24042032430342,11,0.7668652258816193,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9131379839566874,0.7987823889463234,20,epr|trace_length|spectral_entropy|low_band_power|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5189943343649992,0.8127307635504356,0.7,0.46780239359434217,0.7834391768818,0.5247152808110745,0,1.0,0.33695,1.0,0.33695,1.0,0.33695,1.0,0.33695,1.0,0.33695,1.0,0.33695,0.7,0.4298911872441285,11
lapeigvals_gsm8k_nemo,4,29,11,21,0.7922314911366006,0.8145040406673618,0.7930461418143899,0.7945704341197655,0.31225740864575513,20,0.4702789216620864,0.23737992268734193,0.7836776590198123,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.7863960967895436,0.9764566208039739,10,0.7892661626694474,epr|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.6955856066373437,-0.046694170092896115,10,0.8005572210636079,high_band_power|sw_var_peak|cusum_shift_idx|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,0.2727272727272727,0.49838177837437164,11.005370090769544,10,0.7608348540145986,trace_length|low_band_power|high_band_power|hl_ratio|cusum_max|cusum_shift_idx|sw_var_peak_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.2727272727272727,0.33312472610982663,-0.33312472610982663,10,0.78859814911366,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,0.804624008383151,9.846659261883685,10,0.7699426485922837,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9201055600842315,0.7930461418143899,21,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4702789216620864,0.8015022158498437,0.6363636363636364,0.3952062155092526,0.7812122002085505,0.4651612547033564,0,1.0,0.33613636363636357,1.0,0.33613636363636357,1.0,0.33613636363636357,1.0,0.33613636363636357,1.0,0.33613636363636357,1.0,0.33613636363636357,0.6363636363636364,0.4554839965675879,10
lapeigvals_gsm8k_phi35,0,29,11,18,0.807552063754605,0.8000526276219833,0.807552063754605,0.6706233598956124,0.36615720460033896,14,0.5217086639262188,0.3509560567454491,0.795203368167807,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,0.8049615940197868,0.9730917157812097,7,0.8016314562814827,trace_length|high_band_power|sw_var_peak|hurst_exponent|cusum_max|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5454545454545454,0.5708929270461536,-0.08715904491523718,7,0.8118562514096684,trace_length|high_band_power|sw_var_peak|hurst_exponent|cusum_max|cusum_max_spilled|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6363636363636364,0.5365294141993131,11.024618847344712,7,0.7846402526125856,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|epr_spilled|sw_var_peak_spilled|mean_top1_logprob|logprob_margin,0.36363636363636365,0.4022315770919513,-0.4022315770919513,7,0.795203368167807,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,0.8049615940197868,9.842112035863513,7,0.7898090369145176,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8934022345568765,0.8034734230508984,16,epr|trace_length|low_band_power|high_band_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.548164599586588,0.8004285392075784,0.7272727272727273,0.5408054583632064,0.802538155025938,0.5274128461034061,0,1.0,0.4461363636363635,1.0,0.4461363636363635,1.0,0.4461363636363635,1.0,0.4461363636363635,1.0,0.4461363636363635,1.0,0.4461363636363635,0.7272727272727273,0.5007936507936508,7
lapeigvals_gsm8k_phi35,1,29,13,18,0.7890131259115216,0.7941446551072221,0.7890131259115216,0.6397506335346307,0.3694487768071768,14,0.537647550607959,0.26560255782835007,0.7695853364302562,epr|low_band_power|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.6971850524614506,0.9641602630862863,5,0.7695853364302562,epr|low_band_power|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.6971850524614506,-0.3634669497514538,5,0.7695853364302562,epr|low_band_power|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.6971850524614506,12.409605667008277,5,0.7817029474783485,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|renyi_entropy_2,0.46153846153846156,0.45770754344529163,-0.45770754344529163,5,0.7734204793028323,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.7067040433966728,10.86904362949884,5,0.7604206053403915,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8995813683278109,0.7774716865625957,16,epr|trace_length|low_band_power|high_band_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5637260185354518,0.7917139307513639,0.6153846153846154,0.5466819811510363,0.7846010911251553,0.545595261131559,0,1.0,0.4473846153846155,1.0,0.4473846153846155,1.0,0.4473846153846155,1.0,0.4473846153846155,1.0,0.4473846153846155,1.0,0.4473846153846155,0.6153846153846154,0.7349206349206349,5
lapeigvals_gsm8k_phi35,2,29,16,20,0.8013468013468014,0.8122580528997642,0.8049118637353934,0.5668646387211365,0.35033583434671184,18,0.4559866527197985,0.2697396428477898,0.7806766416392085,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5625,0.5505400818653251,0.9388385298798699,4,0.7968094492158663,epr|trace_length|low_band_power|high_band_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|renyi_entropy_2|topk_tail_mass,0.5,0.43059564003710676,-0.5239781786426738,4,0.7994922486901097,trace_length|low_band_power|high_band_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.5,0.4323641782405139,15.30777279560647,4,0.8113937953510146,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2,0.4375,0.392916647138868,-0.392916647138868,4,0.7871585732548301,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,0.565508034100453,11.87476279287314,4,0.753272475197609,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.894581657713542,0.7961972667855021,19,epr|trace_length|low_band_power|high_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46588127979653776,0.7928482687840976,0.5625,0.46223990615223765,0.8047152451430526,0.45021002850026276,0,1.0,0.49875,1.0,0.49875,1.0,0.49875,1.0,0.49875,1.0,0.49875,1.0,0.49875,0.625,0.6712762297901615,4
