level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.29895620603585205,0.22627737226277372,0.49635036496350365,0.44041450777202074,137,,,
cell,short,processbench_math_qwen3_4b,0.23727935222672067,0.15677966101694915,0.4322033898305085,0.4876847290640394,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.21262715345398314,0.13368983957219252,0.35294117647058826,0.5191740412979351,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.21843536627705123,0.13227513227513227,0.25396825396825395,0.6265560165975104,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.29697583871139793,0.2116788321167883,0.4306569343065693,0.49740932642487046,137,,,
cell,short,processbench_math_qwen3_8b,0.2069723426338604,0.1271186440677966,0.3983050847457627,0.5566502463054187,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.21778147434774997,0.13368983957219252,0.33689839572192515,0.5870206489675516,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.2509709876704116,0.15343915343915343,0.2962962962962963,0.6887966804979253,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.2424998401696284,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1593685592903723,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.37470248703792597,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5504632746159089,8
cell,medium,processbench_gsm8k_qwen3_4b,0.2750809061488674,0.2,0.4666666666666667,0.44041450777202074,45,,,
cell,medium,processbench_math_qwen3_4b,0.27625476073758437,0.19270833333333334,0.3802083333333333,0.4876847290640394,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.2833073992595375,0.19480519480519481,0.44155844155844154,0.5191740412979351,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.24740743700921133,0.15413533834586465,0.33458646616541354,0.6265560165975104,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.28528974739970286,0.2,0.4444444444444444,0.49740932642487046,45,,,
cell,medium,processbench_math_qwen3_8b,0.2920095205712343,0.19791666666666666,0.3958333333333333,0.5566502463054187,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.2725663125542861,0.1774891774891775,0.41125541125541126,0.5870206489675516,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.2209503527219486,0.13157894736842105,0.3308270676691729,0.6887966804979253,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.26910830455029655,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.18107920725108226,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4006725205532771,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5504632746159089,8
cell,long,processbench_gsm8k_qwen3_4b,0.37067320795857184,0.32,0.72,0.44041450777202074,25,,,
cell,long,processbench_math_qwen3_4b,0.31157859864170945,0.2289156626506024,0.5,0.4876847290640394,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.32702226493672915,0.23868312757201646,0.49794238683127573,0.5191740412979351,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.25222717149220486,0.15789473684210525,0.3980263157894737,0.6265560165975104,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.4176939811457578,0.36,0.76,0.49740932642487046,25,,,
cell,long,processbench_math_qwen3_8b,0.3304217432052483,0.23493975903614459,0.4819277108433735,0.5566502463054187,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.2955948567980318,0.19753086419753085,0.4773662551440329,0.5870206489675516,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.25252868540726,0.15460526315789475,0.3848684210526316,0.6887966804979253,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.31971756369818916,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.2365711766820368,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.5275163862075984,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5504632746159089,8
