cell,dataset,model,method,auroc,auprc,prevalence,n_samples,n_groups,analysis_role
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__dufs_liu_pcr,0.717345592479591,0.5354149684314804,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__equal_mean,0.7206646326379152,0.5645170670465659,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__iu_pcr,0.6218149583573844,0.4031818956598379,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__dufs_liu_pcr,0.6176506967922817,0.4010716639329217,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__equal_mean,0.6725694730766059,0.4730403829211144,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__iu_pcr,0.6448214727467634,0.40742163695367595,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__dufs_liu_pcr,0.6448420879030263,0.4074259365553365,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__equal_mean,0.7545971798466231,0.5974321820409837,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__iu_pcr,0.7602045023501278,0.5943858642765548,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__dufs_liu_pcr,0.7597921992248701,0.5960751927787076,0.2701612903225806,496,496,retrospective_discovery_iteration_2
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__best_layer_oracle,0.7651521398532202,0.625888742146143,0.2701612903225806,496,496,evaluation_only_oracle
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__best_layer_oracle,0.7863032901789395,0.6473263691947608,0.2701612903225806,496,496,evaluation_only_oracle
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__best_layer_oracle,0.7686979467304362,0.6168658096414261,0.2701612903225806,496,496,evaluation_only_oracle
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__best_layer_oracle,0.6811247629257029,0.5247880901391481,0.2701612903225806,496,496,evaluation_only_oracle
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__best_layer_oracle,0.6638080316648802,0.40352475577344477,0.2701612903225806,496,496,evaluation_only_oracle
gsm8k_t1.0,GSM8K,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__best_layer_oracle,0.7729755916549849,0.5999747256859135,0.2701612903225806,496,496,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,baseline__final_nll,0.8254595588235294,0.9062045500881047,0.68,500,500,existing_baseline
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,baseline__generation_entropy,0.7812316176470588,0.8831463394133551,0.68,500,500,existing_baseline
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,baseline__lens96_dufs,0.8867463235294117,0.9472529118074335,0.68,500,500,existing_baseline
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__equal_mean,0.7450551470588236,0.8469367430049343,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__iu_pcr,0.7203860294117647,0.8362707904164444,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__dufs_liu_pcr,0.7233823529411765,0.8376018829668475,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__equal_mean,0.783143382352941,0.8653765655316816,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__iu_pcr,0.7739522058823529,0.8636183455086242,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__dufs_liu_pcr,0.7768198529411765,0.865074200692727,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__equal_mean,0.5515441176470588,0.6754386533048276,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__iu_pcr,0.4429963235294117,0.6193219730072701,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__dufs_liu_pcr,0.4428860294117647,0.6190897453048402,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__equal_mean,0.5711029411764706,0.7256461491892681,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__iu_pcr,0.38378676470588236,0.648430007043596,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__dufs_liu_pcr,0.38042279411764707,0.646684644112165,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__equal_mean,0.8258639705882354,0.8960668774160473,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__iu_pcr,0.8159007352941177,0.9112483119358243,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__dufs_liu_pcr,0.8162683823529412,0.9127945184625071,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__equal_mean,0.5866544117647059,0.7688108856958138,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__iu_pcr,0.5240624999999999,0.7322604578695231,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__dufs_liu_pcr,0.5350919117647058,0.7388057033501849,0.68,500,500,retrospective_discovery_iteration_2
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__best_layer_oracle,0.7775551470588236,0.8711492946495639,0.68,500,500,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__best_layer_oracle,0.8103308823529412,0.8961680588329126,0.68,500,500,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__best_layer_oracle,0.8443933823529411,0.9096766145782197,0.68,500,500,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__best_layer_oracle,0.8117830882352942,0.8863999950197314,0.68,500,500,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__best_layer_oracle,0.7925367647058823,0.897877134742312,0.68,500,500,evaluation_only_oracle
triviaqa_t1.0,TriviaQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__best_layer_oracle,0.7762867647058823,0.8470386852910978,0.68,500,500,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,baseline__final_nll,0.7098571441814758,0.24060572459738386,0.123,1000,1000,existing_baseline
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,baseline__generation_entropy,0.7933828369070464,0.4593049737160457,0.123,1000,1000,existing_baseline
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,baseline__lens96_dufs,0.7947641163982906,0.44598458220963805,0.123,1000,1000,existing_baseline
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__equal_mean,0.7171899769168729,0.25884054181901595,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__iu_pcr,0.7059543343437995,0.2550175102237138,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__dufs_liu_pcr,0.7071594775240797,0.2561963528858039,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__equal_mean,0.7198598325778013,0.2659908626360087,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__iu_pcr,0.7086427306690399,0.26306419005480486,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__dufs_liu_pcr,0.7101167134818441,0.26425773869073343,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__equal_mean,0.5599744138832494,0.13095430976317124,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__iu_pcr,0.5087743693856551,0.11775738383935731,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__dufs_liu_pcr,0.5019050532580582,0.11606679823979135,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__equal_mean,0.6888413011838216,0.23286967553387228,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__iu_pcr,0.7133335187399765,0.24853944843308862,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__dufs_liu_pcr,0.7136116287046566,0.24865053130420467,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__equal_mean,0.6977593607178946,0.28072555003409955,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__iu_pcr,0.6777447135930881,0.2672796674039396,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__dufs_liu_pcr,0.6825096643212727,0.26969442829398294,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__equal_mean,0.6741292840522475,0.33382830485449316,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__iu_pcr,0.5906128616588332,0.26788117292318125,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__dufs_liu_pcr,0.588193304966117,0.26611738185284284,0.123,1000,1000,retrospective_discovery_iteration_2
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__best_layer_oracle,0.7714677716902599,0.37173818121072594,0.123,1000,1000,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__best_layer_oracle,0.7690018633367633,0.3968947630644842,0.123,1000,1000,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__best_layer_oracle,0.692799733014434,0.20618744249574647,0.123,1000,1000,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__best_layer_oracle,0.7521113181485294,0.3353511365667837,0.123,1000,1000,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__best_layer_oracle,0.7411537855401359,0.28067693717001707,0.123,1000,1000,evaluation_only_oracle
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__best_layer_oracle,0.7886456971753298,0.3394966047876962,0.123,1000,1000,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,baseline__final_nll,0.6242406400468683,0.919964520288771,0.8843329253365974,8170,817,existing_baseline
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,baseline__generation_entropy,0.6174502846890391,0.9168949205949939,0.8843329253365974,8170,817,existing_baseline
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,baseline__lens96_dufs,0.546782958935208,0.9051852347035547,0.8843329253365974,8170,817,existing_baseline
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__equal_mean,0.5830255762435693,0.9057038140628904,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__iu_pcr,0.5606097288588638,0.9005317107616959,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__dufs_liu_pcr,0.5609712015525163,0.9009291955747778,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__equal_mean,0.5631841233225316,0.9002096155016583,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__iu_pcr,0.5450598121601582,0.8966168068422365,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__dufs_liu_pcr,0.5464972080335402,0.8972372404705797,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__equal_mean,0.573879496896798,0.9041189011290917,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__iu_pcr,0.4902398711118434,0.8752535141938853,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__dufs_liu_pcr,0.490207649072701,0.8753455162286543,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__equal_mean,0.5517215722890463,0.8901333055160348,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__iu_pcr,0.5005002471576866,0.8769979916192622,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__dufs_liu_pcr,0.5009610223174237,0.8769917650545959,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__equal_mean,0.4888199044323612,0.8761135359942038,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__iu_pcr,0.42152241811757385,0.8515291964842916,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__dufs_liu_pcr,0.4223754233719632,0.8518297613696861,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__equal_mean,0.4545857454092748,0.8672338993470002,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__iu_pcr,0.48208784167261676,0.8699949356244054,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__dufs_liu_pcr,0.4811038977682577,0.8698729025453323,0.8843329253365974,8170,817,retrospective_discovery_iteration_2
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__best_layer_oracle,0.6653386792625546,0.9260792592276218,0.8843329253365974,8170,817,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__best_layer_oracle,0.6516946961791252,0.9316461218991989,0.8843329253365974,8170,817,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__best_layer_oracle,0.6361214917339485,0.9223795297464417,0.8843329253365974,8170,817,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__best_layer_oracle,0.5811376576774501,0.8959835846977732,0.8843329253365974,8170,817,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__best_layer_oracle,0.6026187729993958,0.9055556357306497,0.8843329253365974,8170,817,evaluation_only_oracle
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__best_layer_oracle,0.5097714798337636,0.884802792961638,0.8843329253365974,8170,817,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,baseline__final_nll,0.674970210673451,0.5512922856305152,0.3941,10000,1000,existing_baseline
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,baseline__generation_entropy,0.6669006566110737,0.5445158267065889,0.3941,10000,1000,existing_baseline
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,baseline__lens96_dufs,0.8196938847003031,0.763960605996619,0.3941,10000,1000,existing_baseline
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__equal_mean,0.7839886971214588,0.6699490617534942,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__iu_pcr,0.7629203888231092,0.634378479430594,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__dufs_liu_pcr,0.762874741100987,0.6342755478438893,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__equal_mean,0.7444465462870624,0.6742013220961236,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__iu_pcr,0.773395410326746,0.6718616769982251,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__dufs_liu_pcr,0.7737737001193415,0.6723928760866049,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__equal_mean,0.5198590415092326,0.4122113694213183,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__iu_pcr,0.41066051877002924,0.3450398384747803,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__dufs_liu_pcr,0.4103295099666776,0.3449195255671885,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__equal_mean,0.7198119782889382,0.6087820416348461,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__iu_pcr,0.7720144620359412,0.6742570455746397,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__dufs_liu_pcr,0.772319631715853,0.673879881508422,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__equal_mean,0.563676248095621,0.43254397803028544,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__iu_pcr,0.526873672525503,0.3984166899829376,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__dufs_liu_pcr,0.5313353395158217,0.40009165414841574,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__equal_mean,0.6605812948449609,0.5512076969043446,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__iu_pcr,0.6305198827448217,0.5212352527802417,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__dufs_liu_pcr,0.6300580450571495,0.520789836233933,0.3941,10000,1000,retrospective_discovery_iteration_2
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__best_layer_oracle,0.766121550503195,0.6464038086964603,0.3941,10000,1000,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_dispersion__best_layer_oracle,0.7641906099787847,0.6546554746236838,0.3941,10000,1000,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_target_nll_burst__best_layer_oracle,0.689383918659277,0.5377143100434532,0.3941,10000,1000,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_entropy_disagreement__best_layer_oracle,0.7243098703064457,0.6275608162201922,0.3941,10000,1000,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,module_target_nll_disagreement__best_layer_oracle,0.7463271068025618,0.6174698018051329,0.3941,10000,1000,evaluation_only_oracle
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,resid_kl_tail__best_layer_oracle,0.7099971526709843,0.6334342397950534,0.3941,10000,1000,evaluation_only_oracle
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,baseline__final_nll,0.7338380783226336,0.7050641118962132,0.4993,10000,1000,existing_baseline
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,baseline__generation_entropy,0.7304260316350221,0.6991684622220504,0.4993,10000,1000,existing_baseline
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,baseline__lens96_dufs,0.7136357587260871,0.703834985172167,0.4993,10000,1000,existing_baseline
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__equal_mean,0.5618001011281982,0.5440194221052286,0.4993,10000,1000,retrospective_discovery_iteration_2
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,resid_entropy_burst__iu_pcr,0.5381752948235778,0.5287888612594895,0.4993,10000,1000,retrospective_discovery_iteration_2
