cell,family,config,training_arm,model_seed,epoch,optimizer_updates,updates_this_epoch,loss,training_loss,validation_loss,orthogonality_error,alpha_entropy,validation_orthogonality_error,validation_alpha_entropy,gradient_norm,rayleigh_loss,agreement_loss,edge_mass_loss,orthogonal_condition,orthogonal_condition_max,orthogonal_transform_norm,orthogonal_clipped_fraction,validation_rayleigh_loss,validation_agreement_loss,validation_edge_mass_loss,learning_rate
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,22,66,3,0.10131131112575531,0.07863607505957286,0.10131131112575531,0.24450927476088205,1.7134019533793132,3.3712544222908036e-07,1.7148404121398926,0.12390083571275075,0.0016609084559604526,0.03844632332523664,0.0008252133654120067,11.903656482696533,16.129467010498047,112.96203867594402,0.0,0.0037387830670922995,0.04852108657360077,0.005303527694195509,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,23,69,3,0.09536359459161758,0.07842196027437846,0.09536359459161758,0.2846944530804952,1.7173105080922444,3.380880286840693e-07,1.7206752300262451,0.11656635254621506,0.0015457052116592724,0.038411242266496025,0.0005376840369232619,13.94344393412272,16.550451278686523,130.07001241048178,0.0,0.0028224207926541567,0.04607832804322243,0.0038451887667179108,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,24,72,3,0.09544005244970322,0.07594482600688934,0.09544005244970322,0.2894592235485713,1.715804894765218,1.8806089485678967e-07,1.7159417867660522,0.12008226911226909,0.0014621287894745667,0.037214299043019615,0.0005409948547215512,20.826886812845867,29.167741775512695,177.8248494466146,0.0,0.0031829604413360357,0.04592868685722351,0.00399717828258872,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,25,75,3,0.10097591578960419,0.0740387812256813,0.10097591578960419,0.29178220530351,1.7143123149871826,3.605881602197769e-07,1.7114639282226562,0.12373420099417369,0.0013948707686116297,0.03629223878184954,0.0005943262561534842,16.240113894144695,17.065778732299805,133.46094258626303,0.0,0.0038450441788882017,0.048378199338912964,0.003744712797924876,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,26,78,3,0.0977485179901123,0.07429458449284236,0.0977485179901123,0.11918264875809352,1.7094717423121135,2.992133829593513e-07,1.715633749961853,0.1269928216934204,0.0016869480023160577,0.03627158825596174,0.0006445882997165123,21.24612808227539,32.486480712890625,172.0929209391276,0.0,0.004408744163811207,0.0464935339987278,0.0035270079970359802,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,27,81,3,0.09447808563709259,0.0753573402762413,0.09447808563709259,0.28998035689194995,1.7131370306015015,2.981358306897164e-07,1.7168089151382446,0.13996354738871256,0.0016535473211357992,0.03682241837183634,0.0005895799258723855,11.23107941945394,13.327654838562012,92.250732421875,0.0,0.004116795491427183,0.0450112484395504,0.0033879235852509737,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,28,84,3,0.0985269621014595,0.07470964392026265,0.0985269621014595,0.18796456853548685,1.7132936716079712,3.033048301404051e-07,1.7156225442886353,0.140841876467069,0.001560725465727349,0.03654810537894567,0.0005270890445293238,17.241499582926433,18.397293090820312,145.10003662109375,0.0,0.002197775524109602,0.04794798418879509,0.004332207143306732,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,29,87,3,0.09703367948532104,0.07187985132137935,0.09703367948532104,0.32860444982846576,1.7181715965270996,5.165137508811313e-07,1.7176601886749268,0.11709789683421452,0.0013043807509044807,0.035246709982554116,0.0008204928405272464,11.723554929097494,12.836235046386719,100.79114023844402,0.0,0.0035248163621872663,0.04658651724457741,0.003358307061716914,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,sample,11,30,90,3,0.09590989351272583,0.0723801851272583,0.09590989351272583,0.17648736387491226,1.7142256100972493,2.059059909242933e-07,1.717648983001709,0.1319244528810183,0.0016014772312094767,0.03532609095176061,0.001265261050624152,15.993429183959961,17.031681060791016,143.27190144856772,0.0,0.004488844890147448,0.045617103576660156,0.0018683834932744503,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,1,3,3,0.006421007215976715,0.003447531412045161,0.006421007215976715,0.5475109480321407,1.7917596101760864,1.2281759609322762e-07,1.7917596101760864,0.023276607195536297,0.003447531412045161,0.0,0.0,1.326007644335429,1.4720498323440552,39.33643404642741,0.0,0.006421007215976715,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,2,6,3,0.0060844686813652515,0.002472873001048962,0.0060844686813652515,0.16218756884336472,1.7917596101760864,2.836237058545521e-07,1.7917596101760864,0.021230793247620266,0.002472873001048962,0.0,0.0,1.6240103642145793,1.8236123323440552,58.491416931152344,0.0,0.0060844686813652515,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,3,9,3,0.004665333777666092,0.002086791403902074,0.004665333777666092,0.2309574435154597,1.7917596101760864,2.657790219018352e-07,1.7917596101760864,0.024592678373058636,0.002086791403902074,0.0,0.0,2.4251108169555664,2.7545151710510254,67.32801818847656,0.0,0.004665333777666092,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,4,12,3,0.00483385706320405,0.0018619825520242255,0.00483385706320405,0.11107739309469859,1.7917596101760864,3.163912083437026e-07,1.7917596101760864,0.02642714170118173,0.0018619825520242255,0.0,0.0,4.292213996251424,4.779865741729736,78.95928955078125,0.0,0.00483385706320405,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,5,15,3,0.0037513808347284794,0.0020960746721054115,0.0037513808347284794,0.3028526579340299,1.7917596101760864,2.980926581130916e-07,1.7917596101760864,0.04606463015079498,0.0020960746721054115,0.0,0.0,7.197015126546224,8.099533081054688,109.54585266113281,0.0,0.0037513808347284794,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,6,18,3,0.003908566199243069,0.0018516894585142534,0.003908566199243069,0.20508871475855509,1.7917596101760864,9.072938951248943e-07,1.7917596101760864,0.04122695450981458,0.0018516894585142534,0.0,0.0,9.113859176635742,11.049254417419434,124.3043924967448,0.0,0.003908566199243069,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,7,21,3,0.004506048746407032,0.0015476503176614642,0.004506048746407032,0.21801898876825967,1.7917596101760864,8.0908034760796e-07,1.7917596101760864,0.038609361896912255,0.0015476503176614642,0.0,0.0,9.408547719319662,10.019744873046875,124.27467600504558,0.0,0.004506048746407032,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,8,24,3,0.004221360664814711,0.001479096555461486,0.004221360664814711,0.3262449651956558,1.7917596101760864,7.390481187030673e-07,1.7917596101760864,0.054125960916280746,0.001479096555461486,0.0,0.0,10.99850591023763,14.574017524719238,130.27514139811197,0.0,0.004221360664814711,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,9,27,3,0.004087614361196756,0.0014310485760991771,0.004087614361196756,0.11286256959040959,1.7917596101760864,7.537162218795856e-07,1.7917596101760864,0.04990239938100179,0.0014310485760991771,0.0,0.0,10.423789660135904,12.076656341552734,122.98405456542969,0.0,0.004087614361196756,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,10,30,3,0.004083766136318445,0.0012239266652613878,0.004083766136318445,0.10675015052159627,1.7917596101760864,9.084436669581919e-07,1.7917596101760864,0.049274573723475136,0.0012239266652613878,0.0,0.0,8.676606178283691,10.005593299865723,101.85021718343098,0.0,0.004083766136318445,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,11,33,3,0.0032286213245242834,0.0013404083826268713,0.0032286213245242834,0.457598755757014,1.7917596101760864,5.225730888014368e-07,1.7917596101760864,0.06568009903033574,0.0013404083826268713,0.0,0.0,13.394651730855307,14.642067909240723,137.11886596679688,0.0,0.0032286213245242834,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,12,36,3,0.0025120554491877556,0.0013098369430129726,0.0025120554491877556,0.2161408538619677,1.7917596101760864,7.703378628320934e-07,1.7917596101760864,0.06646231189370155,0.0013098369430129726,0.0,0.0,15.553675969441732,21.34811019897461,141.3469670613607,0.0,0.0025120554491877556,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,13,39,3,0.002761156065389514,0.0009266808435010413,0.002761156065389514,0.18819657216469446,1.7917596101760864,1.3259182196634356e-06,1.7917596101760864,0.03520945645868778,0.0009266808435010413,0.0,0.0,8.094919363657633,10.24852180480957,71.67852401733398,0.0,0.002761156065389514,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,14,42,3,0.0023275488056242466,0.0014030897291377187,0.0023275488056242466,0.21725885570049286,1.7917596101760864,2.729847210503067e-07,1.7917596101760864,0.05057261014978091,0.0014030897291377187,0.0,0.0,13.003803253173828,16.758970260620117,106.33201853434245,0.0,0.0023275488056242466,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,15,45,3,0.0034839813597500324,0.0010251098040801783,0.0034839813597500324,0.14363944406310716,1.7917596101760864,1.947982127603609e-06,1.7917596101760864,0.039814586440722145,0.0010251098040801783,0.0,0.0,11.207554499308268,13.67519760131836,83.77499389648438,0.0,0.0034839813597500324,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,16,48,3,0.003031032858416438,0.0011670863411078851,0.003031032858416438,0.21097416679064432,1.7917596101760864,7.337787337746704e-07,1.7917596101760864,0.05341512834032377,0.0011670863411078851,0.0,0.0,16.98112678527832,20.3433780670166,120.80613962809245,0.0,0.003031032858416438,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,17,51,3,0.0030856127850711346,0.001295988680794835,0.0030856127850711346,0.3936338623364766,1.7917596101760864,1.3505343758879462e-06,1.7917596101760864,0.0900144303838412,0.001295988680794835,0.0,0.0,25.890223185221355,34.06814193725586,173.07642618815103,0.0,0.0030856127850711346,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,18,54,3,0.004266255535185337,0.0011686110713829596,0.004266255535185337,0.2110427829126517,1.7917596101760864,1.0839869446499506e-06,1.7917596101760864,0.07090091456969579,0.0011686110713829596,0.0,0.0,25.81713803609212,32.692832946777344,162.99903361002603,0.0,0.004266255535185337,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,19,57,3,0.0025782999582588673,0.001135746909615894,0.0025782999582588673,0.1566162904103597,1.7917596101760864,7.352422926487634e-06,1.7917596101760864,0.08646457890669505,0.001135746909615894,0.0,0.0,40.21796417236328,43.82304382324219,240.2065684000651,0.0,0.0025782999582588673,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,20,60,3,0.0037310668267309666,0.001330133352894336,0.0037310668267309666,0.29757556815942127,1.7917596101760864,5.967945526208496e-06,1.7917596101760864,0.09771443406740825,0.001330133352894336,0.0,0.0,42.83476893107096,55.69351577758789,246.76270039876303,0.0,0.0037310668267309666,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,21,63,3,0.0045288559049367905,0.001177816205502798,0.0045288559049367905,0.17386440932750702,1.7917596101760864,1.246722263203992e-06,1.7917596101760864,0.06990798314412434,0.001177816205502798,0.0,0.0,33.929795583089195,40.43984603881836,185.57207234700522,0.0,0.0045288559049367905,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,22,66,3,0.0030671923886984587,0.001053696828118215,0.0030671923886984587,0.1703938419620196,1.7917596101760864,1.928809524542885e-06,1.7917596101760864,0.0642714003721873,0.001053696828118215,0.0,0.0,40.572924296061196,72.18213653564453,216.2518310546875,0.0,0.0030671923886984587,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,23,69,3,0.002926409710198641,0.001198090457667907,0.002926409710198641,0.2194913923740387,1.7917596101760864,4.3143468246853445e-06,1.7917596101760864,0.054182677219311394,0.001198090457667907,0.0,0.0,33.86465644836426,39.26223373413086,176.94233194986978,0.0,0.002926409710198641,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,24,72,3,0.0036474161315709352,0.0011678315349854529,0.0036474161315709352,0.1845679059624672,1.7917596101760864,3.1982992823031964e-06,1.7917596101760864,0.07829535752534866,0.0011678315349854529,0.0,0.0,51.81924311319987,77.72499084472656,264.13573201497394,0.0,0.0036474161315709352,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,25,75,3,0.0030680648051202297,0.0011044503189623356,0.0030680648051202297,0.24650312463442484,1.7917596101760864,2.9779505439364584e-06,1.7917596101760864,0.07524982218941052,0.0011044503189623356,0.0,0.0,40.999123891194664,55.45895767211914,208.22564697265625,0.0,0.0030680648051202297,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,26,78,3,0.0026359527837485075,0.0011532552307471633,0.0026359527837485075,0.20694527278343836,1.7917596101760864,1.0369263918619254e-06,1.7917596101760864,0.07610363016525905,0.0011532552307471633,0.0,0.0,42.22210566202799,47.262962341308594,210.71158854166666,0.0,0.0026359527837485075,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,27,81,3,0.004455928225070238,0.001130122613782684,0.004455928225070238,0.37571341792742413,1.7917596101760864,3.97131816498586e-06,1.7917596101760864,0.08652406558394432,0.001130122613782684,0.0,0.0,50.66352462768555,62.87948989868164,249.4415079752604,0.0,0.004455928225070238,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,28,84,3,0.00443873880431056,0.001296582748182118,0.00443873880431056,0.10492334142327309,1.7917596101760864,5.245181000645971e-06,1.7917596101760864,0.11443743854761124,0.001296582748182118,0.0,0.0,63.891412099202476,65.73977661132812,310.93332926432294,0.0,0.00443873880431056,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,29,87,3,0.0026113882195204496,0.0009444267489016056,0.0026113882195204496,0.20593025783697763,1.7917596101760864,4.911568680654455e-07,1.7917596101760864,0.08387085795402527,0.0009444267489016056,0.0,0.0,77.69981892903645,80.70378875732422,373.1677958170573,0.0,0.0026113882195204496,0.0,0.0,0.01
ars_gsm8k_r1distill8b,gsm8k,agreement_k15,uniform,11,30,90,3,0.0036461572162806988,0.0008210878392371038,0.0036461572162806988,0.19618646800518036,1.7917596101760864,1.5300312952604145e-05,1.7917596101760864,0.08353673915068309,0.0008210878392371038,0.0,0.0,62.712913513183594,70.11898803710938,301.38352457682294,0.0,0.0036461572162806988,0.0,0.0,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,1,4,4,0.1750500351190567,0.18765712529420853,0.1750500351190567,0.2116895243525505,1.7550694942474365,3.2244324188468454e-07,1.7328248023986816,0.359368272125721,0.0012977710575796664,0.09310149028897285,0.0015637582400813699,5.089472115039825,6.836925029754639,28.842308521270752,0.0,0.002831945428624749,0.08598078042268753,0.0025653038173913956,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,2,8,4,0.15559451282024384,0.1480684019625187,0.15559451282024384,0.17077279835939407,1.745933473110199,6.01195438321156e-07,1.7684277296066284,0.2758183144032955,0.0012415906676324084,0.07315276004374027,0.00521287796436809,7.709497332572937,10.8540678024292,38.51081132888794,0.0,0.0030424243304878473,0.07618094980716705,0.0019018911989405751,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,3,12,4,0.14188562333583832,0.12854157201945782,0.14188562333583832,0.33230777829885483,1.768350511789322,5.574244141826057e-07,1.7590646743774414,0.16184937208890915,0.0011794784513767809,0.06361918710172176,0.0012372093624435365,11.913495540618896,14.183051109313965,51.80601406097412,0.0,0.0030215829610824585,0.06929505616426468,0.0027392443735152483,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,4,16,4,0.1321660280227661,0.1192721426486969,0.1321660280227661,0.2390395812690258,1.75601926445961,1.444612507839338e-06,1.7455695867538452,0.14021245390176773,0.001151118500274606,0.05898468196392059,0.0015166135708568618,15.620949983596802,19.16498565673828,63.9210090637207,0.0,0.003246598644182086,0.06417831778526306,0.005627933423966169,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,5,20,4,0.1309259831905365,0.1190206240862608,0.1309259831905365,0.2888868171721697,1.7471882104873657,1.1943295703531476e-06,1.749333143234253,0.1512427031993866,0.0012667065020650625,0.05868185684084892,0.003902065916918218,23.807668209075928,25.763437271118164,90.4685173034668,0.0,0.003007716266438365,0.06372220069169998,0.0047387476079165936,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,6,24,4,0.129781574010849,0.1123624425381422,0.129781574010849,0.268250435590744,1.7541131973266602,3.5065156680502696e-06,1.757310152053833,0.13084502331912518,0.0011799922212958336,0.0555013008415699,0.0017985123849939555,26.464351177215576,31.0540714263916,96.37939643859863,0.0,0.002777869813144207,0.0632302388548851,0.005432201083749533,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,7,28,4,0.12955604493618011,0.11188085749745369,0.12955604493618011,0.3614773340523243,1.7546118199825287,3.815667696471792e-06,1.754282832145691,0.1323258951306343,0.0012118018203182146,0.05522371828556061,0.0022161887027323246,33.523032665252686,46.137176513671875,114.62716865539551,0.0,0.0020459741353988647,0.06348180025815964,0.005464701447635889,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,8,32,4,0.13052615523338318,0.10949219949543476,0.13052615523338318,0.1504299882799387,1.7529626190662384,2.4020503133215243e-06,1.757270097732544,0.11830791644752026,0.0011789153795689344,0.05396712850779295,0.0037902570911683142,48.829315185546875,59.338783264160156,156.08258819580078,0.0,0.002685856306925416,0.0636654645204544,0.005093643441796303,0.01
epr_triviaqa_mistral24b,triviaqa,agreement_k15,sample,11,9,36,4,0.13102038204669952,0.10769009962677956,0.13102038204669952,0.48067034035921097,1.7560015320777893,1.0305153409717605e-05,1.7572481632232666,0.1260816641151905,0.0013066476967651397,0.053066596388816833,0.002502594725228846,56.53473663330078,68.17823791503906,173.59271240234375,0.0,0.003591431537643075,0.06346768885850906,0.00493577541783452,0.01
