version,cell,dataset_family,n_samples,n_features,n_families,reconstruction_error,correction_scale,expected_correction_scale,baseline_correction_covariance,delta_norm,zero_correction,weight_reconstruction_error,uniform_correction_scale,cardinality_correction_scale,cardinality_weight_reconstruction_error
leverage-balanced-cs-iu-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,621,28,6,2.220446049250313e-16,0.16666666666666666,0.16666666666666666,5.449210594295454e-16,0.2996271916786872,False,8.881784197001252e-16,0.16666666666666666,0.16666666666666663,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,500,29,6,2.220446049250313e-16,0.16666666666666666,0.16666666666666666,1.3322676295501878e-17,0.23921524235166025,False,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,sciq_llama8b,sciq,198,30,6,2.220446049250313e-16,0.16666666666666666,0.16666666666666666,3.252168455972681e-17,0.2347693516384708,False,4.440892098500626e-16,0.16666666666666669,0.16666666666666666,4.440892098500626e-16
leverage-balanced-cs-iu-v1-2026-08-12,se_nq_open_llama8b,nq_open,8460,27,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,-2.631989714170466e-16,0.28157342412310676,False,1.7763568394002505e-15,0.16666666666666669,0.16666666666666663,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,2933,27,6,4.440892098500626e-16,0.16666666666666663,0.16666666666666666,1.8835560076831842e-16,0.2778862332246035,False,8.881784197001252e-16,0.16666666666666669,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,5000,19,6,2.220446049250313e-16,0.16666666666666666,0.16666666666666666,-4.472866521609831e-16,0.16799741647175542,False,8.881784197001252e-16,0.16666666666666663,0.16666666666666666,1.3322676295501878e-15
leverage-balanced-cs-iu-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,4392,27,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,5.447979650892844e-16,0.27680834598948745,False,1.3322676295501878e-15,0.16666666666666666,0.16666666666666666,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,spilled_triviaqa_llama8b,triviaqa,256,28,6,2.220446049250313e-16,0.16666666666666663,0.16666666666666666,7.112366251504909e-17,0.2601530898764068,False,8.881784197001252e-16,0.16666666666666666,0.16666666666666663,4.440892098500626e-16
leverage-balanced-cs-iu-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,7633,29,6,3.3306690738754696e-16,0.16666666666666666,0.16666666666666666,1.7843857023583678e-16,0.3501451369896197,False,1.3322676295501878e-15,0.16666666666666669,0.16666666666666663,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,ars_gsm8k_r1distill8b,gsm8k,500,30,6,2.220446049250313e-16,0.16666666666666669,0.16666666666666666,-1.2967404927621828e-16,0.2992117487173505,False,8.881784197001252e-16,0.16666666666666666,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,internalstates_gsm8k_qwen25_7b,gsm8k,500,29,6,4.440892098500626e-16,0.16666666666666669,0.16666666666666666,9.592326932761352e-17,0.24419161961593655,False,8.881784197001252e-16,0.16666666666666669,0.16666666666666663,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_llama3b,gsm8k,1319,30,6,4.440892098500626e-16,0.16666666666666669,0.16666666666666666,2.1009224180927906e-16,0.25125339268684427,False,8.881784197001252e-16,0.16666666666666669,0.16666666666666669,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,500,29,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,1.5987211554602253e-17,0.22665368082229975,False,8.881784197001252e-16,0.16666666666666666,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,1319,30,6,8.881784197001252e-16,0.16666666666666663,0.16666666666666666,2.0941886923937752e-16,0.21551946404415784,False,1.7763568394002505e-15,0.16666666666666666,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,1319,29,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,-5.186652219666576e-16,0.28339435634202637,False,8.881784197001252e-16,0.16666666666666669,0.16666666666666666,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,1319,29,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,3.366862849507677e-17,0.20481375537199065,False,1.7763568394002505e-15,0.16666666666666666,0.16666666666666666,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,1319,29,6,2.220446049250313e-16,0.16666666666666669,0.16666666666666666,-2.504945960033712e-16,0.26112501250374476,False,8.881784197001252e-16,0.16666666666666669,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,1319,29,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,-3.1850522556342625e-16,0.24359196352002807,False,1.7763568394002505e-15,0.16666666666666663,0.16666666666666666,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,math500_dsmath7b,math500,300,30,6,2.220446049250313e-16,0.16666666666666666,0.16666666666666666,-2.516505522483688e-17,0.1823429876778184,False,4.440892098500626e-16,0.16666666666666666,0.16666666666666669,8.881784197001252e-16
leverage-balanced-cs-iu-v1-2026-08-12,math500_qwenmath7b,math500,300,28,5,2.220446049250313e-16,0.2,0.2,4.485301019485632e-16,0.1895583394797873,False,8.881784197001252e-16,0.2,0.2,5.551115123125783e-16
leverage-balanced-cs-iu-v1-2026-08-12,math500_r1distill8b,math500,300,28,5,2.220446049250313e-16,0.2,0.2,2.4424906541753446e-16,0.20956292318879072,False,6.661338147750939e-16,0.19999999999999996,0.20000000000000004,4.440892098500626e-16
leverage-balanced-cs-iu-v1-2026-08-12,math500_r1distill8b_mn4096,math500,300,29,5,2.220446049250313e-16,0.2,0.2,1.4506914188435379e-16,0.213271146275069,False,4.440892098500626e-16,0.2,0.2,4.440892098500626e-16
leverage-balanced-cs-iu-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,5000,29,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,4.2419401324877983e-16,0.24396433765418424,False,1.7763568394002505e-15,0.16666666666666669,0.16666666666666666,1.7763568394002505e-15
leverage-balanced-cs-iu-v1-2026-08-12,trace_math500_qwenmath15b_k10,math500,3000,30,6,4.440892098500626e-16,0.16666666666666666,0.16666666666666666,5.743553780727476e-16,0.22062465779197793,False,8.881784197001252e-16,0.16666666666666666,0.16666666666666666,8.881784197001252e-16
