version,method,n_cells,n_dataset_families,cell_macro_auroc,cell_macro_iu_auroc,cell_macro_delta_pp,equal_family_delta_pp,equal_family_ci_low_pp,equal_family_ci_high_pp,wins,losses,ties,worst_delta_pp
leverage-balanced-cs-iu-v1-2026-08-12,leverage_balanced,23,8,0.7747697339089198,0.7690758195777326,0.569391433118731,0.6334077067247671,0.3137295447323303,0.9505775929734852,19,4,0,-0.6059925934238652
leverage-balanced-cs-iu-v1-2026-08-12,dufs_liu,23,8,0.7695429542851611,0.7690758195777326,0.04671347074286852,0.0688212385858535,-0.033542718566181386,0.18507379175788652,17,6,0,-0.24721095334685472
leverage-balanced-cs-iu-v1-2026-08-12,uniform,23,8,0.7727428456664235,0.7690758195777326,0.3667026088690889,0.5429119174901846,0.24195726203479653,0.8306080736043864,15,8,0,-0.8027063816158142
leverage-balanced-cs-iu-v1-2026-08-12,cardinality,23,8,0.7737421742788304,0.7690758195777326,0.46663547010978035,0.4424836815826667,0.2044656483061009,0.6787530305023728,17,6,0,-0.594523180398765
leverage-balanced-cs-iu-v1-2026-08-12,reverse,23,8,0.7552871321994037,0.7690758195777326,-1.378868737832897,-1.221556738591976,-1.4621158531331533,-0.958788110296771,0,23,0,-3.593904010918181
leverage-balanced-cs-iu-v1-2026-08-12,permuted_mean,23,8,0.7647555599821088,0.7690758195777326,-0.43202595956237705,-0.3401355326215099,-0.454723342563113,-0.23209222184997882,0,23,0,-1.6154079678669886
