version,cell,dataset_family,n,n_positive,iu_auroc,incumbent_iu_auroc,dufs_liu_auroc,leverage_balanced_auroc,uniform_auroc,cardinality_auroc,reverse_auroc,permuted_mean_auroc,permuted_sd_auroc
leverage-balanced-cs-iu-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,621,469,0.7425934238581529,0.7425934238581529,0.7439260464594322,0.7365334979239142,0.738216810683425,0.7412046908315564,0.7390304118505219,0.7379237652199528,0.0068080757296604105
leverage-balanced-cs-iu-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,500,169,0.5721589588659075,0.5721589588659075,0.5725879976402868,0.5783442678632081,0.5774325604676522,0.5781655017072168,0.5637033196875167,0.5713229477645292,0.005154531875033784
leverage-balanced-cs-iu-v1-2026-08-12,sciq_llama8b,sciq,198,131,0.7369260567392047,0.7369260567392047,0.7393186738065399,0.7519653640195967,0.7445596445254642,0.7467243933006723,0.7202916714139227,0.7334101202005241,0.00771112167236223
leverage-balanced-cs-iu-v1-2026-08-12,se_nq_open_llama8b,nq_open,8460,4105,0.739502916412037,0.739502916412037,0.7433452805307296,0.7445554202192447,0.7440939964284267,0.7472310517122995,0.7285787682966224,0.735822525559684,0.007410924659435018
leverage-balanced-cs-iu-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,2933,820,0.812104509828818,0.812104509828818,0.8112728406034653,0.8196339731972806,0.8214981589001882,0.8139848556554661,0.7986252351875152,0.810277369766717,0.009674861490404611
leverage-balanced-cs-iu-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,5000,2324,0.8266982889919704,0.8266982889919704,0.8256896098165887,0.8289709928760527,0.8279277423595728,0.8253155961449898,0.8162797731605473,0.824607845921643,0.0044472182344384706
leverage-balanced-cs-iu-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,4392,2094,0.8072191008667475,0.8072191008667475,0.8079210941286098,0.8031883544762565,0.8021540677787171,0.8086343093076243,0.8039017774685516,0.8017266737905059,0.00801419188970297
leverage-balanced-cs-iu-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,7633,809,0.6631464677130233,0.6631464677130233,0.661779591263004,0.6703134215457116,0.6754782437322212,0.6629982958423479,0.6517769031571838,0.6606039638511354,0.008703793746389708
leverage-balanced-cs-iu-v1-2026-08-12,ars_gsm8k_r1distill8b,gsm8k,500,364,0.7589689722042663,0.7589689722042663,0.7576963477698773,0.774200064641241,0.7689277634130576,0.7641604718810602,0.7376373626373627,0.7577440080599547,0.00908290044025722
leverage-balanced-cs-iu-v1-2026-08-12,internalstates_gsm8k_qwen25_7b,gsm8k,500,147,0.7131294444123258,0.7131294444123258,0.711510666589582,0.7249619394500009,0.7236707714247171,0.717484727602089,0.6931452467672621,0.7076368614017845,0.011793868816206188
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_llama3b,gsm8k,1319,587,0.6947338043771702,0.6947338043771702,0.6951573714636803,0.7000539931670716,0.6915314510198192,0.7066192830079779,0.6823526126176447,0.6900479843908547,0.014191883802236833
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,500,362,0.8180598927055809,0.8180598927055809,0.8184001921691089,0.8164184482344463,0.8100328288894227,0.8121146609015932,0.8152774441508528,0.8123539339618864,0.008520284872050837
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,1319,1210,0.8466525134581848,0.8466525134581848,0.8467586625217985,0.8546591856850405,0.8592311774963985,0.8630297975585716,0.810713473349003,0.8438557936538025,0.009969700576747788
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,1319,1094,0.7974812106439163,0.7974812106439163,0.7986999796871825,0.8109120455007109,0.8071094860857202,0.8081698151533618,0.7772496445256956,0.7953907678244972,0.010383151182354436
leverage-balanced-cs-iu-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,1319,1118,0.809703717548216,0.809703717548216,0.8102822203828799,0.8154976459384651,0.815915947988145,0.817197554268016,0.7910670262284285,0.8011221286234302,0.008064558764194747
leverage-balanced-cs-iu-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,1319,658,0.7856016259788752,0.7856016259788752,0.785953400254749,0.7940074217474673,0.788135320436476,0.7903701217184977,0.7702408159323859,0.7833500119557271,0.007530074880183955
leverage-balanced-cs-iu-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,1319,936,0.6727700787753008,0.6727700787753008,0.6761453660931469,0.6786280154426368,0.6721201267545915,0.6806280823904844,0.661536787842271,0.6708013500451897,0.007150953716332005
leverage-balanced-cs-iu-v1-2026-08-12,math500_dsmath7b,math500,300,57,0.7882463360046207,0.7882463360046207,0.7902678506967006,0.8025413327557577,0.8000866363439463,0.8006642119702548,0.767309219550935,0.7824931412894375,0.009328644323271965
leverage-balanced-cs-iu-v1-2026-08-12,math500_qwenmath7b,math500,300,68,0.9307809330628803,0.9307809330628803,0.9283088235294118,0.9359153144016228,0.923618154158215,0.9369295131845843,0.9255831643002029,0.9268241712094321,0.010657678108878712
leverage-balanced-cs-iu-v1-2026-08-12,math500_r1distill8b,math500,300,86,0.8384046946316018,0.8384046946316018,0.8387307107150619,0.8341664855466203,0.8368832862421214,0.83307976526842,0.8357422299500108,0.8342785535753097,0.006042758674185416
leverage-balanced-cs-iu-v1-2026-08-12,math500_r1distill8b_mn4096,math500,300,117,0.8320956517677829,0.8320956517677829,0.8338704404278175,0.8326094063798981,0.8370463780299846,0.833963850357293,0.8014104899350802,0.815941572089113,0.01731837415453327
leverage-balanced-cs-iu-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,5000,3680,0.8148908926218709,0.8148908926218709,0.8149108613306982,0.8152116271409751,0.812510910737813,0.8131962285902503,0.8057682806324111,0.8075132331295289,0.005105597997944155
