arm_id,metric_id,value,ci_low,ci_high,n_steps,n_positive,n_negative,n_responses,n_groups
P2F_H0_FAMILY6_TOP10_PRM,auroc,0.5920569634651563,0.5848416116706421,0.5993417793239085,83280,13144,70136,6208,6208
P2F_H0_FAMILY6_TOP10_PRM,auprc,0.20975995458887403,0.20245865277840241,0.2175180300896467,83280,13144,70136,6208,6208
P2F_H2_CLEAN_C7_PRM,auroc,0.5978706378941295,0.5906726738253594,0.6052095993911019,83280,13144,70136,6208,6208
P2F_H2_CLEAN_C7_PRM,auprc,0.2107776132031534,0.20352424189030105,0.2185363647037954,83280,13144,70136,6208,6208
P2F_H3_EQUAL_C8_RERANK_PRM,auroc,0.6194686161130925,0.6127108055327561,0.6262776173407812,83280,13144,70136,6208,6208
P2F_H3_EQUAL_C8_RERANK_PRM,auprc,0.22519414624520803,0.21778962607195199,0.23305252880967878,83280,13144,70136,6208,6208
