domain,cell,n,split,seed,greedy_subset,greedy_size,greedy_halfA_auroc,greedy_halfB_auroc,good5_halfB_auroc,fulloracle_subset,fulloracle_halfB_auroc,fulloracle_insample_auroc
math500,Qwen-Math-7B_T1.5,300,0,0,epr|low_band_power|high_band_power|sw_var_peak|pe_mean|cusum_max,6,0.9485,0.9389,0.9448,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9636,0.9585
math500,Qwen-Math-7B_T1.5,300,1,0,epr|low_band_power|rpdi|cusum_max,4,0.9604,0.9341,0.9385,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9594,0.9585
math500,Qwen-Math-7B_T1.5,300,2,0,epr|low_band_power|high_band_power|rpdi|sw_var_peak,5,0.9733,0.9232,0.9344,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.8937,0.9585
math500,Qwen-Math-7B_T1.5,300,3,0,epr|low_band_power|rpdi|cusum_max,4,0.9347,0.9585,0.9653,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9574,0.9585
math500,Qwen-Math-7B_T1.5,300,4,0,epr|low_band_power|high_band_power|stft_spectral_entropy|sw_var_peak|cusum_max,6,0.9322,0.9664,0.966,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9758,0.9585
math500,Qwen-Math-7B_T1.5,300,5,0,epr|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_max,5,0.9209,0.9807,0.985,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9889,0.9585
math500,Qwen-Math-7B_T1.5,300,6,0,epr|low_band_power|cusum_max,3,0.9472,0.9409,0.9491,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9654,0.9585
math500,Qwen-Math-7B_T1.5,300,7,0,epr|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_max,5,0.967,0.9291,0.9289,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.948,0.9585
math500,Qwen-Math-7B_T1.5,300,8,0,epr|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_max,5,0.9461,0.9465,0.9488,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9615,0.9585
math500,Qwen-Math-7B_T1.5,300,9,0,epr|low_band_power|rpdi|cusum_max,4,0.9711,0.9274,0.9443,epr|hl_ratio|stft_spectral_entropy|rpdi|cusum_shift_idx,0.9397,0.9585
math500,deepseek-math-7b-instruct_T1.5,300,0,0,epr|trace_length|rpdi|sw_var_peak|hurst_exponent|cusum_max,6,0.7785,0.6939,0.6747,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7156,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,1,0,epr|spectral_entropy|low_band_power|dominant_freq|hurst_exponent|cusum_max,6,0.7677,0.6624,0.6819,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.6921,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,2,0,epr|trace_length|rpdi|hurst_exponent|cusum_max,5,0.7572,0.7185,0.7281,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7413,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,3,0,epr|trace_length|low_band_power|dominant_freq|hurst_exponent|cusum_max,6,0.7539,0.6902,0.729,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7429,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,4,0,epr|sw_var_peak|cusum_max,3,0.8031,0.6087,0.6429,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.6939,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,5,0,epr|trace_length|low_band_power|cusum_max|cusum_shift_idx,5,0.7686,0.7104,0.6563,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7304,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,6,0,epr|spectral_entropy|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx,6,0.8405,0.637,0.649,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.6677,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,7,0,epr|dominant_freq|stft_max_high_power|rpdi|cusum_max,5,0.8073,0.6374,0.6608,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.6883,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,8,0,epr|trace_length|spectral_entropy|hurst_exponent|cusum_max,5,0.7778,0.6869,0.7194,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7091,0.7475
math500,deepseek-math-7b-instruct_T1.5,300,9,0,epr|spectral_entropy|hurst_exponent|cusum_max,4,0.7093,0.7898,0.758,epr|trace_length|spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,0.7953,0.7475
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,0,0,epr|spectral_entropy|dominant_freq|rpdi|sw_var_peak,5,0.8324,0.8879,0.8806,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8837,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,1,0,epr|spectral_entropy|dominant_freq|rpdi|sw_var_peak|pe_mean,6,0.8634,0.8408,0.8549,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8653,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,2,0,epr|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,5,0.8755,0.8136,0.8259,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8503,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,3,0,epr|spectral_entropy|dominant_freq|rpdi|sw_var_peak|cusum_max,6,0.8794,0.8285,0.8254,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8488,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,4,0,epr|spectral_entropy|hl_ratio|dominant_freq|sw_var_peak|cusum_max,6,0.879,0.813,0.8149,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8421,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,5,0,epr|spectral_entropy|hl_ratio|dominant_freq|rpdi|sw_var_peak,6,0.8795,0.8352,0.8439,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8313,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,6,0,epr|spectral_entropy|hl_ratio|dominant_freq|stft_spectral_entropy|sw_var_peak,6,0.8597,0.8437,0.8501,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8692,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,7,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8411,0.8466,0.848,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8628,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,8,0,epr|spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8679,0.8399,0.843,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.8432,0.8611
math500,DeepSeek-R1-Distill-Llama-8B_T1.5,300,9,0,spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,5,0.8574,0.8391,0.8773,epr|spectral_entropy|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak,0.87,0.8611
gsm8k,Llama-8B_T1.0,1319,0,0,epr|trace_length|low_band_power|sw_var_peak|cusum_max,5,0.7669,0.7491,0.7495,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7612,0.7655
gsm8k,Llama-8B_T1.0,1319,1,0,low_band_power|sw_var_peak|cusum_max,3,0.7606,0.7355,0.7572,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7656,0.7655
gsm8k,Llama-8B_T1.0,1319,2,0,epr|spectral_entropy|stft_spectral_entropy|sw_var_peak|cusum_max,5,0.7274,0.7673,0.7912,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7952,0.7655
gsm8k,Llama-8B_T1.0,1319,3,0,epr|spectral_entropy|low_band_power|sw_var_peak|hurst_exponent|cusum_max,6,0.783,0.7454,0.7496,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7544,0.7655
gsm8k,Llama-8B_T1.0,1319,4,0,epr|spectral_entropy|spectral_centroid|stft_spectral_entropy|sw_var_peak|cusum_max,6,0.7415,0.7606,0.7754,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7775,0.7655
gsm8k,Llama-8B_T1.0,1319,5,0,epr|trace_length|low_band_power|rpdi|sw_var_peak|cusum_max,6,0.7534,0.7621,0.7641,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7734,0.7655
gsm8k,Llama-8B_T1.0,1319,6,0,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max|cusum_shift_idx,6,0.7946,0.6977,0.7237,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.725,0.7655
gsm8k,Llama-8B_T1.0,1319,7,0,epr|trace_length|low_band_power|rpdi|sw_var_peak|cusum_max,6,0.7819,0.7368,0.744,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7577,0.7655
gsm8k,Llama-8B_T1.0,1319,8,0,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_max,6,0.732,0.7823,0.7886,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.788,0.7655
gsm8k,Llama-8B_T1.0,1319,9,0,epr|low_band_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max,6,0.7565,0.7593,0.763,epr|spectral_entropy|low_band_power|stft_spectral_entropy|sw_var_peak|cusum_shift_idx,0.7767,0.7655
gpqa,Llama-8B_T1.0,198,0,0,hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,5,0.5988,0.471,0.491,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.4499,0.5722
gpqa,Llama-8B_T1.0,198,1,0,rpdi|sw_var_peak|cusum_max|cusum_shift_idx,4,0.583,0.5023,0.5424,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.5896,0.5722
gpqa,Llama-8B_T1.0,198,2,0,hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy,4,0.6334,0.5152,0.4862,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.5123,0.5722
gpqa,Llama-8B_T1.0,198,3,0,low_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|pe_mean,6,0.6596,0.4624,0.465,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.5453,0.5722
gpqa,Llama-8B_T1.0,198,4,0,trace_length|hl_ratio|dominant_freq|sw_var_peak|pe_mean,5,0.5185,0.5472,0.5862,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.5815,0.5722
gpqa,Llama-8B_T1.0,198,5,0,dominant_freq|stft_max_high_power|rpdi|cusum_shift_idx,4,0.5725,0.529,0.6017,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.4152,0.5722
gpqa,Llama-8B_T1.0,198,6,0,spectral_entropy|low_band_power|high_band_power|spectral_centroid|stft_spectral_entropy,5,0.612,0.4492,0.4604,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.5331,0.5722
gpqa,Llama-8B_T1.0,198,7,0,low_band_power|high_band_power|hl_ratio|stft_max_high_power|stft_spectral_entropy|pe_mean,6,0.6391,0.4794,0.5031,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.4794,0.5722
gpqa,Llama-8B_T1.0,198,8,0,high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi,6,0.6143,0.5036,0.4815,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.4552,0.5722
gpqa,Llama-8B_T1.0,198,9,0,trace_length|spectral_entropy|high_band_power|hl_ratio|dominant_freq|stft_max_high_power,6,0.573,0.5166,0.5277,trace_length|spectral_centroid|stft_max_high_power|stft_spectral_entropy|cusum_shift_idx,0.6006,0.5722
gpqa,Qwen-7B_T1.0,198,0,0,stft_max_high_power|rpdi|pe_mean|cusum_max,4,0.6562,0.4725,0.4839,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.6248,0.5967
gpqa,Qwen-7B_T1.0,198,1,0,dominant_freq|stft_max_high_power|rpdi,3,0.5692,0.545,0.6322,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.3356,0.5967
gpqa,Qwen-7B_T1.0,198,2,0,low_band_power|high_band_power|hl_ratio|rpdi|cusum_max|cusum_shift_idx,6,0.5739,0.5965,0.5415,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.6138,0.5967
gpqa,Qwen-7B_T1.0,198,3,0,low_band_power|sw_var_peak|cusum_max|cusum_shift_idx,4,0.6312,0.5174,0.4937,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.5838,0.5967
gpqa,Qwen-7B_T1.0,198,4,0,low_band_power|high_band_power|stft_spectral_entropy|rpdi|cusum_max|cusum_shift_idx,6,0.6613,0.476,0.4939,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.4564,0.5967
gpqa,Qwen-7B_T1.0,198,5,0,trace_length|dominant_freq|rpdi|hurst_exponent,4,0.6614,0.3773,0.4957,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.3498,0.5967
gpqa,Qwen-7B_T1.0,198,6,0,dominant_freq|sw_var_peak|hurst_exponent|cusum_shift_idx,4,0.59,0.6064,0.5753,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.3077,0.5967
gpqa,Qwen-7B_T1.0,198,7,0,spectral_entropy|spectral_centroid|rpdi|pe_mean|cusum_max,5,0.5631,0.365,0.5621,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.3985,0.5967
gpqa,Qwen-7B_T1.0,198,8,0,spectral_entropy|low_band_power|high_band_power|dominant_freq|rpdi,5,0.6446,0.5324,0.4948,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.5557,0.5967
gpqa,Qwen-7B_T1.0,198,9,0,low_band_power|rpdi|cusum_max,3,0.613,0.5331,0.5047,epr|trace_length|high_band_power|spectral_centroid|rpdi|cusum_max,0.5573,0.5967
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,0,0,low_band_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,6,0.5607,0.6203,0.6398,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.6545,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,1,0,epr|spectral_entropy|low_band_power|pe_mean|hurst_exponent|cusum_shift_idx,6,0.5697,0.6096,0.5901,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.6291,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,2,0,spectral_entropy|rpdi|pe_mean|hurst_exponent,4,0.593,0.5898,0.5835,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.5847,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,3,0,stft_spectral_entropy|pe_mean|hurst_exponent|cusum_shift_idx,4,0.6145,0.5617,0.5658,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.6365,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,4,0,high_band_power|rpdi|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,6,0.6263,0.5158,0.5848,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.5823,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,5,0,epr|spectral_centroid|rpdi|sw_var_peak|pe_mean|hurst_exponent,6,0.6428,0.5511,0.5383,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.5739,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,6,0,spectral_entropy|spectral_centroid|hurst_exponent|cusum_shift_idx,4,0.657,0.49,0.5508,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.6015,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,7,0,high_band_power|stft_max_high_power|pe_mean|cusum_max,4,0.6519,0.5236,0.5563,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.5961,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,8,0,epr|stft_max_high_power|sw_var_peak|pe_mean|hurst_exponent|cusum_max,6,0.644,0.5511,0.5437,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.5585,0.6081
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,198,9,0,spectral_entropy|spectral_centroid|rpdi|pe_mean|hurst_exponent|cusum_max,6,0.6038,0.5709,0.5322,stft_max_high_power|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max,0.6102,0.6081
gpqa,Mistral-7B_T1.0,198,0,0,trace_length|dominant_freq|rpdi|sw_var_peak|pe_mean|cusum_shift_idx,6,0.4949,0.4033,0.4502,stft_max_high_power|rpdi|cusum_shift_idx,0.4514,0.6014
gpqa,Mistral-7B_T1.0,198,1,0,trace_length|low_band_power|spectral_centroid|stft_spectral_entropy|hurst_exponent|cusum_shift_idx,6,0.6087,0.517,0.4604,stft_max_high_power|rpdi|cusum_shift_idx,0.5237,0.6014
gpqa,Mistral-7B_T1.0,198,2,0,epr|trace_length|low_band_power|dominant_freq|cusum_shift_idx,5,0.6055,0.3553,0.3724,stft_max_high_power|rpdi|cusum_shift_idx,0.5675,0.6014
gpqa,Mistral-7B_T1.0,198,3,0,epr|trace_length|dominant_freq|stft_spectral_entropy|hurst_exponent|cusum_shift_idx,6,0.4838,0.3984,0.4092,stft_max_high_power|rpdi|cusum_shift_idx,0.6378,0.6014
gpqa,Mistral-7B_T1.0,198,4,0,trace_length|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx,5,0.6628,0.4668,0.4099,stft_max_high_power|rpdi|cusum_shift_idx,0.4905,0.6014
gpqa,Mistral-7B_T1.0,198,5,0,trace_length|dominant_freq|sw_var_peak|cusum_shift_idx,4,0.4985,0.4237,0.4005,stft_max_high_power|rpdi|cusum_shift_idx,0.5458,0.6014
gpqa,Mistral-7B_T1.0,198,6,0,epr|trace_length|dominant_freq|stft_spectral_entropy|cusum_shift_idx,5,0.6404,0.4376,0.4096,stft_max_high_power|rpdi|cusum_shift_idx,0.5561,0.6014
gpqa,Mistral-7B_T1.0,198,7,0,trace_length|high_band_power|spectral_centroid|stft_spectral_entropy|hurst_exponent|cusum_shift_idx,6,0.4015,0.5161,0.4661,stft_max_high_power|rpdi|cusum_shift_idx,0.6322,0.6014
gpqa,Mistral-7B_T1.0,198,8,0,trace_length|low_band_power|high_band_power|stft_max_high_power|pe_mean|cusum_shift_idx,6,0.515,0.3878,0.3656,stft_max_high_power|rpdi|cusum_shift_idx,0.5327,0.6014
gpqa,Mistral-7B_T1.0,198,9,0,epr|high_band_power|dominant_freq|pe_mean|hurst_exponent|cusum_shift_idx,6,0.5644,0.5232,0.3804,stft_max_high_power|rpdi|cusum_shift_idx,0.6697,0.6014
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,0,0,spectral_entropy|sw_var_peak|cusum_max|cusum_shift_idx,4,0.6924,0.3754,0.5301,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.3822,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,1,0,spectral_entropy|dominant_freq|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.6723,0.3576,0.4343,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.4233,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,2,0,spectral_entropy|stft_max_high_power|rpdi|sw_var_peak|cusum_max,5,0.6953,0.3394,0.4075,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.3692,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,3,0,spectral_entropy|spectral_centroid|rpdi|sw_var_peak|cusum_max,5,0.653,0.6212,0.6275,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.4021,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,4,0,spectral_entropy|low_band_power|stft_max_high_power|sw_var_peak|cusum_max,5,0.5108,0.5217,0.5221,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.6662,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,5,0,spectral_entropy|dominant_freq|sw_var_peak|cusum_max|cusum_shift_idx,5,0.6484,0.3237,0.4415,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.3287,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,6,0,spectral_entropy|low_band_power|cusum_max,3,0.5022,0.3727,0.5537,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.357,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,7,0,spectral_entropy|low_band_power|dominant_freq|sw_var_peak|cusum_max,5,0.6708,0.5254,0.5013,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.5742,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,8,0,spectral_entropy|high_band_power|dominant_freq|spectral_centroid|sw_var_peak|cusum_max,6,0.5638,0.6203,0.4841,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.3488,0.6604
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,198,9,0,spectral_entropy|high_band_power|sw_var_peak|cusum_max,4,0.6818,0.6398,0.541,trace_length|sw_var_peak|cusum_max|cusum_shift_idx,0.6296,0.6604
rag,Qwen-7B/hotpotqa,169,0,0,dominant_freq|stft_max_high_power|rpdi|hurst_exponent|cusum_max,5,0.7911,0.5253,0.7236,spectral_entropy|dominant_freq|stft_max_high_power,0.7679,0.7788
rag,Qwen-7B/hotpotqa,169,1,0,spectral_entropy|high_band_power|stft_max_high_power|rpdi|cusum_shift_idx,5,0.803,0.7131,0.7722,spectral_entropy|dominant_freq|stft_max_high_power,0.7869,0.7788
rag,Qwen-7B/hotpotqa,169,2,0,spectral_entropy|spectral_centroid|stft_max_high_power,3,0.7688,0.7045,0.6579,spectral_entropy|dominant_freq|stft_max_high_power,0.7826,0.7788
rag,Qwen-7B/hotpotqa,169,3,0,low_band_power|dominant_freq|stft_max_high_power|rpdi|cusum_max|cusum_shift_idx,6,0.7799,0.7661,0.6053,spectral_entropy|dominant_freq|stft_max_high_power,0.848,0.7788
rag,Qwen-7B/hotpotqa,169,4,0,trace_length|spectral_entropy|high_band_power|stft_max_high_power|rpdi|cusum_max,6,0.7946,0.4775,0.5025,spectral_entropy|dominant_freq|stft_max_high_power,0.245,0.7788
rag,Qwen-7B/hotpotqa,169,5,0,spectral_entropy|spectral_centroid|stft_max_high_power,3,0.6568,0.8693,0.7817,spectral_entropy|dominant_freq|stft_max_high_power,0.875,0.7788
rag,Qwen-7B/hotpotqa,169,6,0,high_band_power|spectral_centroid|stft_max_high_power|hurst_exponent,4,0.8296,0.3966,0.7511,spectral_entropy|dominant_freq|stft_max_high_power,0.7911,0.7788
rag,Qwen-7B/hotpotqa,169,7,0,spectral_entropy|stft_max_high_power|rpdi|cusum_max,4,0.8557,0.6653,0.5747,spectral_entropy|dominant_freq|stft_max_high_power,0.6867,0.7788
rag,Qwen-7B/hotpotqa,169,8,0,spectral_entropy|high_band_power|stft_max_high_power|cusum_max,4,0.7137,0.7595,0.7434,spectral_entropy|dominant_freq|stft_max_high_power,0.7646,0.7788
