domain,cell,n,split,seed,greedy_subset,greedy_size,greedy_halfA_auroc,greedy_halfB_auroc,good5_halfB_auroc,fulloracle_subset,fulloracle_halfB_auroc,fulloracle_insample_auroc
repgrid,epr_triviaqa_mistral24b,621,0,0,spectral_centroid|min_energy|cusum_max_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7978,0.7012,0.6562,epr|hl_ratio|sw_var_peak|hurst_exponent,0.6525,0.7384
repgrid,epr_triviaqa_mistral24b,621,1,0,spectral_entropy|hl_ratio|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7563,0.7614,0.7045,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7133,0.7384
repgrid,epr_triviaqa_mistral24b,621,2,0,hl_ratio|sw_var_peak_spilled|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7882,0.7248,0.6728,epr|hl_ratio|sw_var_peak|hurst_exponent,0.688,0.7384
repgrid,epr_triviaqa_mistral24b,621,3,0,epr|cusum_shift_idx|min_spilled|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7796,0.7045,0.6993,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7004,0.7384
repgrid,epr_triviaqa_mistral24b,621,4,0,hl_ratio|spectral_centroid|min_spilled|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7685,0.7457,0.7036,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7403,0.7384
repgrid,epr_triviaqa_mistral24b,621,5,0,spectral_entropy|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,5,0.7401,0.7622,0.7108,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7555,0.7384
repgrid,epr_triviaqa_mistral24b,621,6,0,hl_ratio|epr_spilled|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.811,0.6948,0.6941,epr|hl_ratio|sw_var_peak|hurst_exponent,0.701,0.7384
repgrid,epr_triviaqa_mistral24b,621,7,0,hl_ratio|hurst_exponent|epr_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.764,0.7368,0.7055,epr|hl_ratio|sw_var_peak|hurst_exponent,0.6924,0.7384
repgrid,epr_triviaqa_mistral24b,621,8,0,hl_ratio|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,5,0.7905,0.7256,0.6868,epr|hl_ratio|sw_var_peak|hurst_exponent,0.692,0.7384
repgrid,epr_triviaqa_mistral24b,621,9,0,trace_length|hurst_exponent|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7405,0.756,0.6974,epr|hl_ratio|sw_var_peak|hurst_exponent,0.726,0.7384
repgrid,inside_coqa_llama7b,4504,0,0,spectral_entropy|low_band_power|sw_var_peak|min_energy|sw_var_peak_energy,5,0.7181,0.3491,0.6866,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7382,0.7227
repgrid,inside_coqa_llama7b,4504,1,0,spectral_entropy|low_band_power|sw_var_peak|cusum_max|cusum_shift_idx|sw_var_peak_energy,6,0.6382,0.6451,0.7059,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7229,0.7227
repgrid,inside_coqa_llama7b,4504,2,0,low_band_power|sw_var_peak|epr_energy|min_energy|sw_var_peak_energy|topk_tail_mass,6,0.7321,0.4611,0.6842,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.5293,0.7227
repgrid,inside_coqa_llama7b,4504,3,0,low_band_power|sw_var_peak_energy|topk_tail_mass,3,0.7294,0.7369,0.68,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7144,0.7227
repgrid,inside_coqa_llama7b,4504,4,0,low_band_power|sw_var_peak_energy|topk_tail_mass,3,0.7343,0.7311,0.6807,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.5317,0.7227
repgrid,inside_coqa_llama7b,4504,5,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.7152,0.6423,0.6763,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7097,0.7227
repgrid,inside_coqa_llama7b,4504,6,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.7005,0.6512,0.6861,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7348,0.7227
repgrid,inside_coqa_llama7b,4504,7,0,low_band_power|sw_var_peak_energy|topk_tail_mass,3,0.724,0.7415,0.7025,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7178,0.7227
repgrid,inside_coqa_llama7b,4504,8,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.7193,0.649,0.6732,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7174,0.7227
repgrid,inside_coqa_llama7b,4504,9,0,sw_var_peak|cusum_shift_idx|min_energy|sw_var_peak_energy|topk_tail_mass,5,0.733,0.7179,0.6803,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7179,0.7227
repgrid,internalstates_gsm8k_qwen25_7b,500,0,0,spectral_entropy|rpdi|hurst_exponent|cusum_max_energy|logprob_margin|topk_tail_mass,6,0.7448,0.7415,0.7482,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7505,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,1,0,spectral_entropy|sw_var_peak|hurst_exponent|epr_energy|logprob_margin|topk_tail_mass,6,0.787,0.7391,0.6472,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6714,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,2,0,spectral_entropy|epr_energy|cusum_max_energy|logprob_margin|topk_tail_mass,5,0.7766,0.7424,0.7413,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7441,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,3,0,trace_length|sw_var_peak|epr_energy|cusum_max_energy|logprob_margin|topk_tail_mass,6,0.7546,0.7587,0.6205,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7626,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,4,0,trace_length|spectral_entropy|cusum_max|epr_energy|cusum_max_energy|logprob_margin,6,0.787,0.7384,0.7101,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7272,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,5,0,trace_length|hurst_exponent|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,6,0.7899,0.7055,0.6928,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6696,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,6,0,spectral_entropy|sw_var_peak|cusum_max_spilled|epr_energy|logprob_margin|topk_tail_mass,6,0.752,0.7583,0.6978,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7699,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,7,0,trace_length|cusum_max|sw_var_peak_spilled|cusum_max_energy|logprob_margin|topk_tail_mass,6,0.8161,0.6858,0.6653,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6929,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,8,0,trace_length|spectral_entropy|sw_var_peak|hurst_exponent|epr_energy|topk_tail_mass,6,0.7815,0.7353,0.6944,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7167,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,9,0,trace_length|spectral_entropy|sw_var_peak|hurst_exponent|epr_energy|logprob_margin,6,0.7929,0.7535,0.7055,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7198,0.7283
repgrid,lapeigvals_gsm8k_llama3b,1319,0,0,epr|trace_length|sw_var_peak_energy|mean_logprob_entropy|varentropy,5,0.739,0.6866,0.6775,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.5973,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,1,0,trace_length|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,5,0.7157,0.7337,0.7121,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6103,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,2,0,epr|stft_max_high_power|cusum_max|cusum_max_energy|mean_logprob_entropy|varentropy,6,0.7176,0.7174,0.6848,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.7119,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,3,0,trace_length|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,5,0.7438,0.7069,0.6779,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6927,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,4,0,epr|trace_length|cusum_max|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7395,0.6924,0.6739,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6092,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,5,0,epr|trace_length|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7452,0.695,0.677,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6817,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,6,0,spectral_entropy|hurst_exponent|logprob_margin|mean_logprob_entropy|varentropy,5,0.7286,0.708,0.685,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6081,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,7,0,stft_spectral_entropy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.719,0.7202,0.7037,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6102,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,8,0,cusum_max|epr_energy|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7274,0.7121,0.6979,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6486,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,9,0,rpdi|sw_var_peak|hurst_exponent|logprob_margin|mean_logprob_entropy|varentropy,6,0.7122,0.7052,0.7076,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.7408,0.7096
repgrid,lapeigvals_gsm8k_llama8b,500,0,0,spectral_entropy|rpdi|epr_energy|logprob_margin|varentropy|topk_tail_mass,6,0.8557,0.7587,0.808,epr|trace_length|rpdi|sw_var_peak,0.8224,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,1,0,trace_length|rpdi|sw_var_peak|min_energy|varentropy|topk_tail_mass,6,0.829,0.8432,0.8332,epr|trace_length|rpdi|sw_var_peak,0.839,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,2,0,trace_length|low_band_power|rpdi|sw_var_peak|varentropy|topk_tail_mass,6,0.8459,0.8214,0.8,epr|trace_length|rpdi|sw_var_peak,0.8274,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,3,0,low_band_power|sw_var_peak|varentropy|topk_tail_mass,4,0.8375,0.798,0.7961,epr|trace_length|rpdi|sw_var_peak,0.8438,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,4,0,sw_var_peak|hurst_exponent|min_energy|varentropy|topk_tail_mass,5,0.838,0.8095,0.8102,epr|trace_length|rpdi|sw_var_peak,0.8316,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,5,0,low_band_power|rpdi|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8397,0.8216,0.8307,epr|trace_length|rpdi|sw_var_peak,0.8396,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,6,0,trace_length|rpdi|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8383,0.8204,0.8064,epr|trace_length|rpdi|sw_var_peak,0.8223,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,7,0,trace_length|rpdi|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7901,0.8904,0.8732,epr|trace_length|rpdi|sw_var_peak,0.8888,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,8,0,hl_ratio|rpdi|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.859,0.7912,0.8239,epr|trace_length|rpdi|sw_var_peak,0.8176,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,9,0,trace_length|spectral_entropy|spectral_centroid|logprob_margin|varentropy|topk_tail_mass,6,0.8492,0.7946,0.7954,epr|trace_length|rpdi|sw_var_peak,0.8293,0.8279
repgrid,lapeigvals_gsm8k_mistral24b,1319,0,0,epr|dominant_freq|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.8613,0.8765,0.8085,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8609,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,1,0,trace_length|stft_max_high_power|sw_var_peak|varentropy|topk_tail_mass,5,0.8771,0.8254,0.7925,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8044,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,2,0,trace_length|rpdi|sw_var_peak|epr_energy|logprob_margin|varentropy,6,0.8954,0.8504,0.7893,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8144,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,3,0,trace_length|dominant_freq|sw_var_peak|logprob_margin|varentropy|topk_tail_mass,6,0.9196,0.8219,0.7673,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8196,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,4,0,epr|trace_length|sw_var_peak|logprob_margin|mean_logprob_entropy|varentropy,6,0.8598,0.8758,0.7967,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8818,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,5,0,epr|sw_var_peak|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,6,0.8927,0.8515,0.7917,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8204,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,6,0,epr|sw_var_peak|epr_spilled|cusum_max_energy|mean_logprob_entropy|varentropy,6,0.8706,0.8614,0.7914,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8799,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,7,0,sw_var_peak|mean_logprob_entropy|varentropy|topk_tail_mass,4,0.8635,0.863,0.813,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8793,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,8,0,dominant_freq|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.9122,0.8317,0.7704,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8228,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,9,0,dominant_freq|sw_var_peak|epr_energy|cusum_max_energy|varentropy|topk_tail_mass,6,0.8733,0.8544,0.816,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8368,0.8693
repgrid,lapeigvals_gsm8k_nemo,1319,0,0,spectral_entropy|sw_var_peak|epr_energy|varentropy|topk_tail_mass,5,0.8413,0.796,0.7663,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7996,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,1,0,spectral_entropy|mean_logprob_entropy|varentropy|topk_tail_mass,4,0.8259,0.8082,0.7782,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8051,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,2,0,spectral_entropy|rpdi|sw_var_peak|epr_energy|varentropy|topk_tail_mass,6,0.8133,0.839,0.7992,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8325,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,3,0,spectral_entropy|rpdi|sw_var_peak|epr_energy|varentropy|topk_tail_mass,6,0.8174,0.8218,0.8029,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8145,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,4,0,spectral_entropy|epr_energy|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,6,0.8303,0.8199,0.7968,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8168,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,5,0,spectral_entropy|sw_var_peak|epr_energy|cusum_max_energy|varentropy|topk_tail_mass,6,0.8045,0.8412,0.8,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8402,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,6,0,trace_length|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8554,0.7724,0.7581,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7783,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,7,0,spectral_entropy|rpdi|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8471,0.7765,0.7703,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7861,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,8,0,spectral_entropy|sw_var_peak|cusum_shift_idx|epr_energy|varentropy|topk_tail_mass,6,0.8268,0.8049,0.7915,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7939,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,9,0,spectral_entropy|sw_var_peak|epr_energy|cusum_max_energy|varentropy|topk_tail_mass,6,0.8319,0.8117,0.7799,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8038,0.814
repgrid,lapeigvals_gsm8k_phi35,1319,0,0,trace_length|sw_var_peak|cusum_max|sw_var_peak_energy|varentropy|topk_tail_mass,6,0.8171,0.8112,0.7947,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8118,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,1,0,trace_length|spectral_entropy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.849,0.7745,0.7996,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.7192,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,2,0,trace_length|hurst_exponent|mean_logprob_entropy|varentropy|topk_tail_mass,5,0.8191,0.8235,0.8194,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8224,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,3,0,trace_length|hurst_exponent|cusum_shift_idx|logprob_margin|varentropy|topk_tail_mass,6,0.8319,0.7988,0.8051,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8167,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,4,0,trace_length|high_band_power|sw_var_peak|logprob_margin|varentropy|topk_tail_mass,6,0.8279,0.8023,0.808,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8159,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,5,0,spectral_entropy|sw_var_peak|sw_var_peak_energy|logprob_margin|varentropy|topk_tail_mass,6,0.8221,0.7771,0.8083,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.7548,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,6,0,trace_length|rpdi|sw_var_peak|varentropy|topk_tail_mass,5,0.8119,0.8104,0.8081,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.817,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,7,0,spectral_entropy|logprob_margin|varentropy|topk_tail_mass,4,0.8528,0.7819,0.7677,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.7957,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,8,0,trace_length|spectral_centroid|sw_var_peak_spilled|logprob_margin|varentropy|topk_tail_mass,6,0.8426,0.7923,0.7984,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8073,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,9,0,trace_length|stft_spectral_entropy|logprob_margin|varentropy|topk_tail_mass,5,0.8333,0.8237,0.8058,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8176,0.8176
repgrid,losnet_hotpotqa_mistral7b,500,0,0,spectral_entropy|stft_spectral_entropy|sw_var_peak|sw_var_peak_spilled|cusum_max_spilled|varentropy,6,0.6271,0.581,0.5721,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6046,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,1,0,spectral_entropy|stft_max_high_power|stft_spectral_entropy|logprob_margin|mean_logprob_entropy|varentropy,6,0.6311,0.5571,0.5748,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6015,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,2,0,spectral_entropy|stft_max_high_power|sw_var_peak|min_energy|mean_logprob_entropy|varentropy,6,0.6325,0.5679,0.5567,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6002,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,3,0,stft_max_high_power|cusum_max_energy|mean_logprob_entropy|varentropy,4,0.6374,0.5689,0.5671,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5963,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,4,0,trace_length|spectral_entropy|high_band_power|stft_max_high_power|sw_var_peak|sw_var_peak_energy,6,0.6385,0.562,0.5709,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6046,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,5,0,spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|min_energy|varentropy,6,0.6542,0.5792,0.5572,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5842,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,6,0,epr|trace_length|cusum_shift_idx|min_energy|mean_logprob_entropy|varentropy,6,0.6294,0.555,0.5655,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6097,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,7,0,spectral_entropy|sw_var_peak|cusum_shift_idx|sw_var_peak_spilled|varentropy|topk_tail_mass,6,0.6744,0.5501,0.5259,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5823,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,8,0,stft_max_high_power|stft_spectral_entropy|pe_mean|sw_var_peak_energy|varentropy,5,0.6181,0.5952,0.6038,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6443,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,9,0,trace_length|rpdi|sw_var_peak|sw_var_peak_energy|varentropy|topk_tail_mass,6,0.6306,0.5667,0.5591,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.607,0.6107
repgrid,math500_dsmath7b,300,0,0,cusum_max|sw_var_peak_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|topk_tail_mass,6,0.8244,0.7838,0.7212,,,
repgrid,math500_dsmath7b,300,1,0,trace_length|min_energy|mean_top1_logprob|logprob_margin|topk_tail_mass,5,0.8096,0.8289,0.7074,,,
