domain,cell,size,n,objective,spearman
rag,Qwen-72B/natural-questions,4,715,rho_mean,0.1463
rag,Qwen-72B/natural-questions,4,715,rho_max,0.105
rag,Qwen-72B/natural-questions,4,715,K,-0.0991
rag,Qwen-72B/natural-questions,5,1287,eq14_raw,0.2176
rag,Qwen-72B/natural-questions,5,1287,eq14_rel,0.0338
rag,Qwen-72B/natural-questions,5,1287,rho_mean,0.218
rag,Qwen-72B/natural-questions,5,1287,rho_max,0.1758
rag,Qwen-72B/natural-questions,5,1287,K,-0.0135
rag,Qwen-72B/natural-questions,6,1716,eq14_raw,0.2524
rag,Qwen-72B/natural-questions,6,1716,eq14_rel,0.1697
rag,Qwen-72B/natural-questions,6,1716,rho_mean,0.2043
rag,Qwen-72B/natural-questions,6,1716,rho_max,0.1327
rag,Qwen-72B/natural-questions,6,1716,K,0.0948
rag,Qwen-72B/natural-questions,7,1716,eq14_raw,0.2742
rag,Qwen-72B/natural-questions,7,1716,eq14_rel,0.2309
rag,Qwen-72B/natural-questions,7,1716,rho_mean,0.1882
rag,Qwen-72B/natural-questions,7,1716,rho_max,0.1195
rag,Qwen-72B/natural-questions,7,1716,K,0.1141
rag,Qwen-72B/natural-questions,8,1287,eq14_raw,0.2156
rag,Qwen-72B/natural-questions,8,1287,eq14_rel,0.1839
rag,Qwen-72B/natural-questions,8,1287,rho_mean,0.1581
rag,Qwen-72B/natural-questions,8,1287,rho_max,0.1459
rag,Qwen-72B/natural-questions,8,1287,K,0.1344
rag,Qwen-72B/natural-questions,9,715,eq14_raw,0.1782
rag,Qwen-72B/natural-questions,9,715,eq14_rel,0.1601
rag,Qwen-72B/natural-questions,9,715,rho_mean,0.1565
rag,Qwen-72B/natural-questions,9,715,rho_max,0.1732
rag,Qwen-72B/natural-questions,9,715,K,0.0736
rag,Qwen-72B/natural-questions,10,286,eq14_raw,0.21
rag,Qwen-72B/natural-questions,10,286,eq14_rel,0.1877
rag,Qwen-72B/natural-questions,10,286,rho_mean,0.2179
rag,Qwen-72B/natural-questions,10,286,rho_max,0.2351
rag,Qwen-72B/natural-questions,10,286,K,0.1307
rag,Qwen-72B/natural-questions,11,78,eq14_raw,0.2047
rag,Qwen-72B/natural-questions,11,78,eq14_rel,0.1411
rag,Qwen-72B/natural-questions,11,78,rho_mean,0.2208
rag,Qwen-72B/natural-questions,11,78,rho_max,0.3025
rag,Qwen-72B/natural-questions,11,78,K,0.0808
rag,Qwen-72B/natural-questions,4,34,upcr_k1,-0.0275
rag,Qwen-72B/natural-questions,5,34,upcr_k1,0.0727
rag,Qwen-72B/natural-questions,6,34,upcr_k1,-0.204
rag,Qwen-72B/2wikimultihopqa,3,455,eq14_raw,-0.1118
rag,Qwen-72B/2wikimultihopqa,3,455,eq14_rel,-0.1827
rag,Qwen-72B/2wikimultihopqa,3,455,rho_mean,0.0657
rag,Qwen-72B/2wikimultihopqa,3,455,rho_max,-0.0317
rag,Qwen-72B/2wikimultihopqa,4,1365,eq14_raw,0.1439
rag,Qwen-72B/2wikimultihopqa,4,1365,eq14_rel,0.0343
rag,Qwen-72B/2wikimultihopqa,4,1365,rho_mean,0.0823
rag,Qwen-72B/2wikimultihopqa,4,1365,rho_max,-0.0894
rag,Qwen-72B/2wikimultihopqa,4,1365,K,0.0591
rag,Qwen-72B/2wikimultihopqa,5,3003,eq14_raw,0.1943
rag,Qwen-72B/2wikimultihopqa,5,3003,eq14_rel,0.1725
rag,Qwen-72B/2wikimultihopqa,5,3003,rho_mean,0.0962
rag,Qwen-72B/2wikimultihopqa,5,3003,rho_max,-0.0903
rag,Qwen-72B/2wikimultihopqa,5,3003,K,0.0478
rag,Qwen-72B/2wikimultihopqa,6,5005,eq14_raw,0.2054
rag,Qwen-72B/2wikimultihopqa,6,5005,eq14_rel,0.1849
rag,Qwen-72B/2wikimultihopqa,6,5005,rho_mean,0.1302
rag,Qwen-72B/2wikimultihopqa,6,5005,rho_max,-0.0664
rag,Qwen-72B/2wikimultihopqa,6,5005,K,0.1096
rag,Qwen-72B/2wikimultihopqa,7,6435,eq14_raw,0.2272
rag,Qwen-72B/2wikimultihopqa,7,6435,eq14_rel,0.192
rag,Qwen-72B/2wikimultihopqa,7,6435,rho_mean,0.1699
rag,Qwen-72B/2wikimultihopqa,7,6435,rho_max,-0.0102
rag,Qwen-72B/2wikimultihopqa,7,6435,K,0.1348
rag,Qwen-72B/2wikimultihopqa,8,6435,eq14_raw,0.2259
rag,Qwen-72B/2wikimultihopqa,8,6435,eq14_rel,0.1641
rag,Qwen-72B/2wikimultihopqa,8,6435,rho_mean,0.2006
rag,Qwen-72B/2wikimultihopqa,8,6435,rho_max,0.0817
rag,Qwen-72B/2wikimultihopqa,8,6435,K,0.129
rag,Qwen-72B/2wikimultihopqa,9,5005,eq14_raw,0.2437
rag,Qwen-72B/2wikimultihopqa,9,5005,eq14_rel,0.1619
rag,Qwen-72B/2wikimultihopqa,9,5005,rho_mean,0.2444
rag,Qwen-72B/2wikimultihopqa,9,5005,rho_max,0.1862
rag,Qwen-72B/2wikimultihopqa,9,5005,K,0.0938
rag,Qwen-72B/2wikimultihopqa,10,3003,eq14_raw,0.2574
rag,Qwen-72B/2wikimultihopqa,10,3003,eq14_rel,0.1569
rag,Qwen-72B/2wikimultihopqa,10,3003,rho_mean,0.2814
rag,Qwen-72B/2wikimultihopqa,10,3003,rho_max,0.294
rag,Qwen-72B/2wikimultihopqa,10,3003,K,0.0785
rag,Qwen-72B/2wikimultihopqa,11,1365,eq14_raw,0.2779
rag,Qwen-72B/2wikimultihopqa,11,1365,eq14_rel,0.1739
rag,Qwen-72B/2wikimultihopqa,11,1365,rho_mean,0.2993
rag,Qwen-72B/2wikimultihopqa,11,1365,rho_max,0.3775
rag,Qwen-72B/2wikimultihopqa,11,1365,K,0.1026
rag,Qwen-72B/2wikimultihopqa,12,455,eq14_raw,0.2961
rag,Qwen-72B/2wikimultihopqa,12,455,eq14_rel,0.1832
rag,Qwen-72B/2wikimultihopqa,12,455,rho_mean,0.3149
rag,Qwen-72B/2wikimultihopqa,12,455,rho_max,0.4551
rag,Qwen-72B/2wikimultihopqa,12,455,K,0.081
rag,Qwen-72B/2wikimultihopqa,13,105,eq14_raw,0.274
rag,Qwen-72B/2wikimultihopqa,13,105,eq14_rel,0.1515
rag,Qwen-72B/2wikimultihopqa,13,105,rho_mean,0.2951
rag,Qwen-72B/2wikimultihopqa,13,105,rho_max,0.512
rag,Qwen-72B/2wikimultihopqa,13,105,K,0.0277
rag,Qwen-72B/2wikimultihopqa,4,34,upcr_k1,0.4431
rag,Qwen-72B/2wikimultihopqa,5,34,upcr_k1,0.1899
rag,Qwen-72B/2wikimultihopqa,6,34,upcr_k1,0.2669
rag,Qwen-72B/narrativeqa,3,364,eq14_raw,-0.1451
rag,Qwen-72B/narrativeqa,3,364,eq14_rel,-0.3014
rag,Qwen-72B/narrativeqa,3,364,rho_mean,0.2928
rag,Qwen-72B/narrativeqa,3,364,rho_max,0.3169
rag,Qwen-72B/narrativeqa,4,1001,eq14_raw,0.0387
rag,Qwen-72B/narrativeqa,4,1001,eq14_rel,-0.2171
rag,Qwen-72B/narrativeqa,4,1001,rho_mean,0.3025
rag,Qwen-72B/narrativeqa,4,1001,rho_max,0.3412
rag,Qwen-72B/narrativeqa,4,1001,K,-0.1292
rag,Qwen-72B/narrativeqa,5,2002,eq14_raw,0.2752
rag,Qwen-72B/narrativeqa,5,2002,eq14_rel,-0.0096
rag,Qwen-72B/narrativeqa,5,2002,rho_mean,0.3326
rag,Qwen-72B/narrativeqa,5,2002,rho_max,0.3687
rag,Qwen-72B/narrativeqa,5,2002,K,-0.2235
rag,Qwen-72B/narrativeqa,6,3003,eq14_raw,0.4101
rag,Qwen-72B/narrativeqa,6,3003,eq14_rel,0.2276
rag,Qwen-72B/narrativeqa,6,3003,rho_mean,0.361
rag,Qwen-72B/narrativeqa,6,3003,rho_max,0.3764
rag,Qwen-72B/narrativeqa,6,3003,K,-0.1921
rag,Qwen-72B/narrativeqa,7,3432,eq14_raw,0.4403
rag,Qwen-72B/narrativeqa,7,3432,eq14_rel,0.376
rag,Qwen-72B/narrativeqa,7,3432,rho_mean,0.3877
rag,Qwen-72B/narrativeqa,7,3432,rho_max,0.4203
rag,Qwen-72B/narrativeqa,7,3432,K,-0.1398
rag,Qwen-72B/narrativeqa,8,3003,eq14_raw,0.4673
rag,Qwen-72B/narrativeqa,8,3003,eq14_rel,0.4277
rag,Qwen-72B/narrativeqa,8,3003,rho_mean,0.4267
rag,Qwen-72B/narrativeqa,8,3003,rho_max,0.4883
rag,Qwen-72B/narrativeqa,8,3003,K,-0.0734
rag,Qwen-72B/narrativeqa,9,2002,eq14_raw,0.4895
rag,Qwen-72B/narrativeqa,9,2002,eq14_rel,0.4353
rag,Qwen-72B/narrativeqa,9,2002,rho_mean,0.4542
rag,Qwen-72B/narrativeqa,9,2002,rho_max,0.5629
rag,Qwen-72B/narrativeqa,9,2002,K,-0.0343
rag,Qwen-72B/narrativeqa,10,1001,eq14_raw,0.4793
rag,Qwen-72B/narrativeqa,10,1001,eq14_rel,0.3985
rag,Qwen-72B/narrativeqa,10,1001,rho_mean,0.4783
rag,Qwen-72B/narrativeqa,10,1001,rho_max,0.6299
rag,Qwen-72B/narrativeqa,10,1001,K,-0.0538
rag,Qwen-72B/narrativeqa,11,364,eq14_raw,0.4624
rag,Qwen-72B/narrativeqa,11,364,eq14_rel,0.3515
rag,Qwen-72B/narrativeqa,11,364,rho_mean,0.4691
rag,Qwen-72B/narrativeqa,11,364,rho_max,0.6714
rag,Qwen-72B/narrativeqa,11,364,K,-0.1108
rag,Qwen-72B/narrativeqa,12,91,eq14_raw,0.4061
rag,Qwen-72B/narrativeqa,12,91,eq14_rel,0.2642
rag,Qwen-72B/narrativeqa,12,91,rho_mean,0.4227
rag,Qwen-72B/narrativeqa,12,91,rho_max,0.6731
rag,Qwen-72B/narrativeqa,12,91,K,-0.2441
rag,Qwen-72B/narrativeqa,4,34,upcr_k1,-0.1164
rag,Qwen-72B/narrativeqa,5,34,upcr_k1,-0.3216
rag,Qwen-72B/narrativeqa,6,34,upcr_k1,-0.4894
rag,Llama-8B/hotpotqa,3,364,eq14_raw,-0.1298
rag,Llama-8B/hotpotqa,3,364,eq14_rel,-0.0625
rag,Llama-8B/hotpotqa,3,364,rho_mean,-0.1367
rag,Llama-8B/hotpotqa,3,364,rho_max,-0.1414
rag,Llama-8B/hotpotqa,4,1001,eq14_raw,-0.1011
rag,Llama-8B/hotpotqa,4,1001,eq14_rel,-0.1069
rag,Llama-8B/hotpotqa,4,1001,rho_mean,-0.07
rag,Llama-8B/hotpotqa,4,1001,rho_max,-0.077
rag,Llama-8B/hotpotqa,4,1001,K,-0.0347
rag,Llama-8B/hotpotqa,5,2002,eq14_raw,-0.0555
rag,Llama-8B/hotpotqa,5,2002,eq14_rel,-0.127
rag,Llama-8B/hotpotqa,5,2002,rho_mean,-0.1003
rag,Llama-8B/hotpotqa,5,2002,rho_max,-0.0865
rag,Llama-8B/hotpotqa,5,2002,K,-0.1012
rag,Llama-8B/hotpotqa,6,3003,eq14_raw,0.0058
rag,Llama-8B/hotpotqa,6,3003,eq14_rel,-0.0752
rag,Llama-8B/hotpotqa,6,3003,rho_mean,-0.1161
rag,Llama-8B/hotpotqa,6,3003,rho_max,-0.0783
rag,Llama-8B/hotpotqa,6,3003,K,-0.105
rag,Llama-8B/hotpotqa,7,3432,eq14_raw,0.0279
rag,Llama-8B/hotpotqa,7,3432,eq14_rel,-0.0169
rag,Llama-8B/hotpotqa,7,3432,rho_mean,-0.1319
rag,Llama-8B/hotpotqa,7,3432,rho_max,-0.0653
rag,Llama-8B/hotpotqa,7,3432,K,-0.0669
rag,Llama-8B/hotpotqa,8,3003,eq14_raw,0.051
rag,Llama-8B/hotpotqa,8,3003,eq14_rel,-0.0144
rag,Llama-8B/hotpotqa,8,3003,rho_mean,-0.1159
rag,Llama-8B/hotpotqa,8,3003,rho_max,-0.059
rag,Llama-8B/hotpotqa,8,3003,K,-0.0878
rag,Llama-8B/hotpotqa,9,2002,eq14_raw,0.0486
rag,Llama-8B/hotpotqa,9,2002,eq14_rel,-0.0193
rag,Llama-8B/hotpotqa,9,2002,rho_mean,-0.1339
rag,Llama-8B/hotpotqa,9,2002,rho_max,-0.0648
rag,Llama-8B/hotpotqa,9,2002,K,-0.0238
rag,Llama-8B/hotpotqa,10,1001,eq14_raw,0.0282
rag,Llama-8B/hotpotqa,10,1001,eq14_rel,-0.0902
rag,Llama-8B/hotpotqa,10,1001,rho_mean,-0.1624
rag,Llama-8B/hotpotqa,10,1001,rho_max,-0.0605
rag,Llama-8B/hotpotqa,10,1001,K,-0.0238
rag,Llama-8B/hotpotqa,11,364,eq14_raw,0.0262
rag,Llama-8B/hotpotqa,11,364,eq14_rel,-0.1454
rag,Llama-8B/hotpotqa,11,364,rho_mean,-0.1376
rag,Llama-8B/hotpotqa,11,364,rho_max,-0.0597
rag,Llama-8B/hotpotqa,11,364,K,-0.041
rag,Llama-8B/hotpotqa,12,91,eq14_raw,-0.0959
rag,Llama-8B/hotpotqa,12,91,eq14_rel,-0.2863
rag,Llama-8B/hotpotqa,12,91,rho_mean,-0.2647
rag,Llama-8B/hotpotqa,12,91,rho_max,-0.1782
rag,Llama-8B/hotpotqa,12,91,K,-0.062
rag,Llama-8B/hotpotqa,4,34,upcr_k1,0.1242
rag,Llama-8B/hotpotqa,5,34,upcr_k1,0.1126
rag,Llama-8B/hotpotqa,6,34,upcr_k1,-0.1464
rag,Llama-8B/natural-questions,3,364,eq14_raw,-0.059
rag,Llama-8B/natural-questions,3,364,eq14_rel,-0.2217
rag,Llama-8B/natural-questions,3,364,rho_mean,0.3471
rag,Llama-8B/natural-questions,3,364,rho_max,0.2767
rag,Llama-8B/natural-questions,4,1001,eq14_raw,-0.0156
rag,Llama-8B/natural-questions,4,1001,eq14_rel,-0.273
rag,Llama-8B/natural-questions,4,1001,rho_mean,0.3737
rag,Llama-8B/natural-questions,4,1001,rho_max,0.2543
rag,Llama-8B/natural-questions,4,1001,K,-0.0788
rag,Llama-8B/natural-questions,5,2002,eq14_raw,0.1805
rag,Llama-8B/natural-questions,5,2002,eq14_rel,-0.2101
rag,Llama-8B/natural-questions,5,2002,rho_mean,0.4159
rag,Llama-8B/natural-questions,5,2002,rho_max,0.2371
rag,Llama-8B/natural-questions,5,2002,K,-0.0479
rag,Llama-8B/natural-questions,6,3003,eq14_raw,0.2987
rag,Llama-8B/natural-questions,6,3003,eq14_rel,-0.0806
rag,Llama-8B/natural-questions,6,3003,rho_mean,0.4193
rag,Llama-8B/natural-questions,6,3003,rho_max,0.2113
rag,Llama-8B/natural-questions,6,3003,K,-0.0115
rag,Llama-8B/natural-questions,7,3432,eq14_raw,0.3341
rag,Llama-8B/natural-questions,7,3432,eq14_rel,0.0606
rag,Llama-8B/natural-questions,7,3432,rho_mean,0.3594
rag,Llama-8B/natural-questions,7,3432,rho_max,0.1847
rag,Llama-8B/natural-questions,7,3432,K,0.0481
rag,Llama-8B/natural-questions,8,3003,eq14_raw,0.3348
rag,Llama-8B/natural-questions,8,3003,eq14_rel,0.1468
rag,Llama-8B/natural-questions,8,3003,rho_mean,0.3021
rag,Llama-8B/natural-questions,8,3003,rho_max,0.2105
rag,Llama-8B/natural-questions,8,3003,K,0.0647
rag,Llama-8B/natural-questions,9,2002,eq14_raw,0.2967
rag,Llama-8B/natural-questions,9,2002,eq14_rel,0.1793
rag,Llama-8B/natural-questions,9,2002,rho_mean,0.2349
rag,Llama-8B/natural-questions,9,2002,rho_max,0.2572
rag,Llama-8B/natural-questions,9,2002,K,0.0035
rag,Llama-8B/natural-questions,10,1001,eq14_raw,0.234
rag,Llama-8B/natural-questions,10,1001,eq14_rel,0.1764
rag,Llama-8B/natural-questions,10,1001,rho_mean,0.1448
rag,Llama-8B/natural-questions,10,1001,rho_max,0.3035
rag,Llama-8B/natural-questions,10,1001,K,-0.0858
rag,Llama-8B/natural-questions,11,364,eq14_raw,0.1606
rag,Llama-8B/natural-questions,11,364,eq14_rel,0.1045
rag,Llama-8B/natural-questions,11,364,rho_mean,0.0481
rag,Llama-8B/natural-questions,11,364,rho_max,0.3419
rag,Llama-8B/natural-questions,11,364,K,-0.1666
rag,Llama-8B/natural-questions,12,91,eq14_raw,0.1659
rag,Llama-8B/natural-questions,12,91,eq14_rel,0.093
rag,Llama-8B/natural-questions,12,91,rho_mean,-0.0095
rag,Llama-8B/natural-questions,12,91,rho_max,0.4374
rag,Llama-8B/natural-questions,12,91,K,-0.2215
rag,Llama-8B/natural-questions,4,34,upcr_k1,0.2715
rag,Llama-8B/natural-questions,5,34,upcr_k1,-0.005
rag,Llama-8B/natural-questions,6,34,upcr_k1,-0.0567
rag,Llama-8B/2wikimultihopqa,3,364,eq14_raw,0.1571
rag,Llama-8B/2wikimultihopqa,3,364,eq14_rel,-0.0004
rag,Llama-8B/2wikimultihopqa,3,364,rho_mean,0.0655
rag,Llama-8B/2wikimultihopqa,3,364,rho_max,0.1604
rag,Llama-8B/2wikimultihopqa,4,1001,eq14_raw,0.1305
rag,Llama-8B/2wikimultihopqa,4,1001,eq14_rel,-0.0275
rag,Llama-8B/2wikimultihopqa,4,1001,rho_mean,0.0715
rag,Llama-8B/2wikimultihopqa,4,1001,rho_max,0.1681
rag,Llama-8B/2wikimultihopqa,4,1001,K,0.0177
rag,Llama-8B/2wikimultihopqa,5,2002,eq14_raw,0.1388
rag,Llama-8B/2wikimultihopqa,5,2002,eq14_rel,0.0542
rag,Llama-8B/2wikimultihopqa,5,2002,rho_mean,0.0793
rag,Llama-8B/2wikimultihopqa,5,2002,rho_max,0.1532
rag,Llama-8B/2wikimultihopqa,5,2002,K,0.0469
rag,Llama-8B/2wikimultihopqa,6,3003,eq14_raw,0.0943
rag,Llama-8B/2wikimultihopqa,6,3003,eq14_rel,0.0661
rag,Llama-8B/2wikimultihopqa,6,3003,rho_mean,0.0523
rag,Llama-8B/2wikimultihopqa,6,3003,rho_max,0.0767
rag,Llama-8B/2wikimultihopqa,6,3003,K,0.0584
rag,Llama-8B/2wikimultihopqa,7,3432,eq14_raw,0.0566
rag,Llama-8B/2wikimultihopqa,7,3432,eq14_rel,0.0527
rag,Llama-8B/2wikimultihopqa,7,3432,rho_mean,0.0241
rag,Llama-8B/2wikimultihopqa,7,3432,rho_max,-0.0168
rag,Llama-8B/2wikimultihopqa,7,3432,K,0.0541
rag,Llama-8B/2wikimultihopqa,8,3003,eq14_raw,0.0111
rag,Llama-8B/2wikimultihopqa,8,3003,eq14_rel,0.0224
rag,Llama-8B/2wikimultihopqa,8,3003,rho_mean,-0.025
rag,Llama-8B/2wikimultihopqa,8,3003,rho_max,-0.0574
rag,Llama-8B/2wikimultihopqa,8,3003,K,0.0504
rag,Llama-8B/2wikimultihopqa,9,2002,eq14_raw,-0.0356
rag,Llama-8B/2wikimultihopqa,9,2002,eq14_rel,-0.0206
rag,Llama-8B/2wikimultihopqa,9,2002,rho_mean,-0.0423
rag,Llama-8B/2wikimultihopqa,9,2002,rho_max,-0.0982
rag,Llama-8B/2wikimultihopqa,9,2002,K,0.0369
rag,Llama-8B/2wikimultihopqa,10,1001,eq14_raw,-0.0567
rag,Llama-8B/2wikimultihopqa,10,1001,eq14_rel,-0.0444
rag,Llama-8B/2wikimultihopqa,10,1001,rho_mean,-0.059
rag,Llama-8B/2wikimultihopqa,10,1001,rho_max,-0.1148
rag,Llama-8B/2wikimultihopqa,10,1001,K,0.0199
rag,Llama-8B/2wikimultihopqa,11,364,eq14_raw,-0.109
rag,Llama-8B/2wikimultihopqa,11,364,eq14_rel,-0.1224
rag,Llama-8B/2wikimultihopqa,11,364,rho_mean,-0.1169
rag,Llama-8B/2wikimultihopqa,11,364,rho_max,-0.0644
rag,Llama-8B/2wikimultihopqa,11,364,K,0.088
rag,Llama-8B/2wikimultihopqa,12,91,eq14_raw,-0.1113
rag,Llama-8B/2wikimultihopqa,12,91,eq14_rel,-0.201
rag,Llama-8B/2wikimultihopqa,12,91,rho_mean,-0.0686
rag,Llama-8B/2wikimultihopqa,12,91,rho_max,0.0948
rag,Llama-8B/2wikimultihopqa,12,91,K,-0.1004
rag,Llama-8B/2wikimultihopqa,4,34,upcr_k1,0.3082
rag,Llama-8B/2wikimultihopqa,5,34,upcr_k1,-0.2153
rag,Llama-8B/2wikimultihopqa,6,34,upcr_k1,-0.2101
rag,Llama-8B/narrativeqa,3,364,eq14_raw,0.1635
rag,Llama-8B/narrativeqa,3,364,eq14_rel,0.1485
rag,Llama-8B/narrativeqa,3,364,rho_mean,-0.263
rag,Llama-8B/narrativeqa,3,364,rho_max,-0.2393
rag,Llama-8B/narrativeqa,4,1001,eq14_raw,-0.0717
rag,Llama-8B/narrativeqa,4,1001,eq14_rel,0.0536
rag,Llama-8B/narrativeqa,4,1001,rho_mean,-0.2469
rag,Llama-8B/narrativeqa,4,1001,rho_max,-0.2152
rag,Llama-8B/narrativeqa,4,1001,K,0.008
rag,Llama-8B/narrativeqa,5,2002,eq14_raw,-0.1178
rag,Llama-8B/narrativeqa,5,2002,eq14_rel,-0.0042
rag,Llama-8B/narrativeqa,5,2002,rho_mean,-0.2371
rag,Llama-8B/narrativeqa,5,2002,rho_max,-0.1858
rag,Llama-8B/narrativeqa,5,2002,K,-0.1218
rag,Llama-8B/narrativeqa,6,3003,eq14_raw,-0.1537
rag,Llama-8B/narrativeqa,6,3003,eq14_rel,-0.0587
rag,Llama-8B/narrativeqa,6,3003,rho_mean,-0.2643
rag,Llama-8B/narrativeqa,6,3003,rho_max,-0.1699
rag,Llama-8B/narrativeqa,6,3003,K,-0.2187
rag,Llama-8B/narrativeqa,7,3432,eq14_raw,-0.1775
rag,Llama-8B/narrativeqa,7,3432,eq14_rel,-0.119
rag,Llama-8B/narrativeqa,7,3432,rho_mean,-0.2753
rag,Llama-8B/narrativeqa,7,3432,rho_max,-0.1475
rag,Llama-8B/narrativeqa,7,3432,K,-0.3293
rag,Llama-8B/narrativeqa,8,3003,eq14_raw,-0.2177
rag,Llama-8B/narrativeqa,8,3003,eq14_rel,-0.1527
rag,Llama-8B/narrativeqa,8,3003,rho_mean,-0.3159
rag,Llama-8B/narrativeqa,8,3003,rho_max,-0.133
rag,Llama-8B/narrativeqa,8,3003,K,-0.384
rag,Llama-8B/narrativeqa,9,2002,eq14_raw,-0.2489
rag,Llama-8B/narrativeqa,9,2002,eq14_rel,-0.1737
rag,Llama-8B/narrativeqa,9,2002,rho_mean,-0.3404
rag,Llama-8B/narrativeqa,9,2002,rho_max,-0.1074
rag,Llama-8B/narrativeqa,9,2002,K,-0.4144
rag,Llama-8B/narrativeqa,10,1001,eq14_raw,-0.2842
rag,Llama-8B/narrativeqa,10,1001,eq14_rel,-0.2287
rag,Llama-8B/narrativeqa,10,1001,rho_mean,-0.3494
rag,Llama-8B/narrativeqa,10,1001,rho_max,-0.0216
rag,Llama-8B/narrativeqa,10,1001,K,-0.4092
rag,Llama-8B/narrativeqa,11,364,eq14_raw,-0.3024
rag,Llama-8B/narrativeqa,11,364,eq14_rel,-0.2853
rag,Llama-8B/narrativeqa,11,364,rho_mean,-0.3703
rag,Llama-8B/narrativeqa,11,364,rho_max,0.1149
rag,Llama-8B/narrativeqa,11,364,K,-0.4392
rag,Llama-8B/narrativeqa,12,91,eq14_raw,-0.4138
rag,Llama-8B/narrativeqa,12,91,eq14_rel,-0.5436
rag,Llama-8B/narrativeqa,12,91,rho_mean,-0.4129
rag,Llama-8B/narrativeqa,12,91,rho_max,0.377
rag,Llama-8B/narrativeqa,12,91,K,-0.627
rag,Llama-8B/narrativeqa,4,34,upcr_k1,-0.2883
rag,Llama-8B/narrativeqa,5,34,upcr_k1,0.0536
rag,Llama-8B/narrativeqa,6,34,upcr_k1,-0.0527
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,3,364,eq14_raw,-0.0522
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,3,364,eq14_rel,0.0115
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,3,364,rho_mean,0.0707
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,3,364,rho_max,0.0588
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,4,1001,eq14_raw,-0.1395
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,4,1001,eq14_rel,-0.0668
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,4,1001,rho_mean,0.1138
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,4,1001,rho_max,0.1318
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,4,1001,K,0.0433
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,5,2002,eq14_raw,-0.0846
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,5,2002,eq14_rel,-0.0616
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,5,2002,rho_mean,0.1612
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,5,2002,rho_max,0.221
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,5,2002,K,-0.0236
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,6,3003,eq14_raw,-0.0707
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,6,3003,eq14_rel,-0.0816
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,6,3003,rho_mean,0.1868
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,6,3003,rho_max,0.2804
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,6,3003,K,-0.0471
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,7,3432,eq14_raw,-0.0478
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,7,3432,eq14_rel,-0.0887
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,7,3432,rho_mean,0.227
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,7,3432,rho_max,0.3121
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,7,3432,K,-0.0531
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,8,3003,eq14_raw,0.0054
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,8,3003,eq14_rel,-0.0529
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,8,3003,rho_mean,0.2759
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,8,3003,rho_max,0.3271
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,8,3003,K,-0.0793
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,9,2002,eq14_raw,0.0497
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,9,2002,eq14_rel,-0.0186
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,9,2002,rho_mean,0.3445
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,9,2002,rho_max,0.3353
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,9,2002,K,-0.1221
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,10,1001,eq14_raw,0.0799
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,10,1001,eq14_rel,-0.0006
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,10,1001,rho_mean,0.38
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,10,1001,rho_max,0.3212
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,10,1001,K,-0.1843
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,11,364,eq14_raw,0.0679
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,11,364,eq14_rel,0.0063
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,11,364,rho_mean,0.3664
qa,spectral_phase9_cache_trivia_qa_traces_T1.0,11,364,rho_max,0.2991
