domain,cell,size,n,objective,spearman
gpqa,Qwen-7B_T1.0,5,4368,rho_mean,-0.2466
gpqa,Qwen-7B_T1.0,5,4368,rho_max,-0.1649
gpqa,Qwen-7B_T1.0,5,4368,K,0.1124
gpqa,Qwen-7B_T1.0,6,8008,eq14_raw,-0.2329
gpqa,Qwen-7B_T1.0,6,8008,eq14_rel,-0.1536
gpqa,Qwen-7B_T1.0,6,8008,rho_mean,-0.2627
gpqa,Qwen-7B_T1.0,6,8008,rho_max,-0.1583
gpqa,Qwen-7B_T1.0,6,8008,K,0.0833
gpqa,Qwen-7B_T1.0,7,11440,eq14_raw,-0.2587
gpqa,Qwen-7B_T1.0,7,11440,eq14_rel,-0.2106
gpqa,Qwen-7B_T1.0,7,11440,rho_mean,-0.277
gpqa,Qwen-7B_T1.0,7,11440,rho_max,-0.1609
gpqa,Qwen-7B_T1.0,7,11440,K,0.0357
gpqa,Qwen-7B_T1.0,8,12870,eq14_raw,-0.2696
gpqa,Qwen-7B_T1.0,8,12870,eq14_rel,-0.2317
gpqa,Qwen-7B_T1.0,8,12870,rho_mean,-0.2826
gpqa,Qwen-7B_T1.0,8,12870,rho_max,-0.1618
gpqa,Qwen-7B_T1.0,8,12870,K,0.0205
gpqa,Qwen-7B_T1.0,9,11440,eq14_raw,-0.2798
gpqa,Qwen-7B_T1.0,9,11440,eq14_rel,-0.2496
gpqa,Qwen-7B_T1.0,9,11440,rho_mean,-0.2869
gpqa,Qwen-7B_T1.0,9,11440,rho_max,-0.1638
gpqa,Qwen-7B_T1.0,9,11440,K,0.0136
gpqa,Qwen-7B_T1.0,10,8008,eq14_raw,-0.2964
gpqa,Qwen-7B_T1.0,10,8008,eq14_rel,-0.2766
gpqa,Qwen-7B_T1.0,10,8008,rho_mean,-0.3002
gpqa,Qwen-7B_T1.0,10,8008,rho_max,-0.1593
gpqa,Qwen-7B_T1.0,10,8008,K,0.0198
gpqa,Qwen-7B_T1.0,11,4368,eq14_raw,-0.2987
gpqa,Qwen-7B_T1.0,11,4368,eq14_rel,-0.2842
gpqa,Qwen-7B_T1.0,11,4368,rho_mean,-0.296
gpqa,Qwen-7B_T1.0,11,4368,rho_max,-0.1614
gpqa,Qwen-7B_T1.0,11,4368,K,0.0326
gpqa,Qwen-7B_T1.0,12,1820,eq14_raw,-0.2946
gpqa,Qwen-7B_T1.0,12,1820,eq14_rel,-0.2866
gpqa,Qwen-7B_T1.0,12,1820,rho_mean,-0.292
gpqa,Qwen-7B_T1.0,12,1820,rho_max,-0.1374
gpqa,Qwen-7B_T1.0,12,1820,K,0.0583
gpqa,Qwen-7B_T1.0,13,560,eq14_raw,-0.3504
gpqa,Qwen-7B_T1.0,13,560,eq14_rel,-0.3545
gpqa,Qwen-7B_T1.0,13,560,rho_mean,-0.3298
gpqa,Qwen-7B_T1.0,13,560,rho_max,-0.1591
gpqa,Qwen-7B_T1.0,13,560,K,-0.0315
gpqa,Qwen-7B_T1.0,14,120,eq14_raw,-0.317
gpqa,Qwen-7B_T1.0,14,120,eq14_rel,-0.3158
gpqa,Qwen-7B_T1.0,14,120,rho_mean,-0.2806
gpqa,Qwen-7B_T1.0,14,120,rho_max,-0.1073
gpqa,Qwen-7B_T1.0,14,120,K,-0.2061
gpqa,Qwen-7B_T1.0,4,34,upcr_k1,0.511
gpqa,Qwen-7B_T1.0,5,34,upcr_k1,0.4118
gpqa,Qwen-7B_T1.0,6,34,upcr_k1,0.1407
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,3,364,eq14_raw,-0.3674
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,3,364,eq14_rel,-0.1851
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,3,364,rho_mean,0.0706
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,3,364,rho_max,-0.055
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,1001,eq14_raw,-0.3733
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,1001,eq14_rel,-0.2345
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,1001,rho_mean,-0.0633
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,1001,rho_max,-0.2352
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,1001,K,0.0301
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,2002,eq14_raw,-0.3291
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,2002,eq14_rel,-0.3873
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,2002,rho_mean,-0.1395
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,2002,rho_max,-0.3003
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,2002,K,-0.0477
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,3003,eq14_raw,-0.3318
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,3003,eq14_rel,-0.4175
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,3003,rho_mean,-0.1899
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,3003,rho_max,-0.3786
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,3003,K,-0.0526
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,7,3432,eq14_raw,-0.3402
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,7,3432,eq14_rel,-0.4111
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,7,3432,rho_mean,-0.2114
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,7,3432,rho_max,-0.3997
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,7,3432,K,-0.0608
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,8,3003,eq14_raw,-0.3652
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,8,3003,eq14_rel,-0.4311
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,8,3003,rho_mean,-0.2426
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,8,3003,rho_max,-0.4103
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,8,3003,K,-0.0773
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,9,2002,eq14_raw,-0.3863
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,9,2002,eq14_rel,-0.4515
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,9,2002,rho_mean,-0.2674
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,9,2002,rho_max,-0.3953
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,9,2002,K,-0.0891
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,10,1001,eq14_raw,-0.3717
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,10,1001,eq14_rel,-0.4376
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,10,1001,rho_mean,-0.2519
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,10,1001,rho_max,-0.3758
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,10,1001,K,-0.0685
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,11,364,eq14_raw,-0.3734
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,11,364,eq14_rel,-0.4376
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,11,364,rho_mean,-0.2652
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,11,364,rho_max,-0.3693
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,11,364,K,-0.0332
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,12,91,eq14_raw,-0.44
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,12,91,eq14_rel,-0.5085
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,12,91,rho_mean,-0.3582
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,12,91,rho_max,-0.3611
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,12,91,K,-0.1058
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,4,34,upcr_k1,-0.1921
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,5,34,upcr_k1,0.1027
gpqa,DeepSeek-R1-Distill-Llama-8B_T1.0,6,34,upcr_k1,-0.0591
gpqa,Mistral-7B_T1.0,3,560,eq14_raw,0.0822
gpqa,Mistral-7B_T1.0,3,560,eq14_rel,0.0398
gpqa,Mistral-7B_T1.0,3,560,rho_mean,-0.068
gpqa,Mistral-7B_T1.0,3,560,rho_max,-0.0313
gpqa,Mistral-7B_T1.0,4,1820,eq14_raw,0.1944
gpqa,Mistral-7B_T1.0,4,1820,eq14_rel,0.1475
gpqa,Mistral-7B_T1.0,4,1820,rho_mean,-0.0472
gpqa,Mistral-7B_T1.0,4,1820,rho_max,0.0531
gpqa,Mistral-7B_T1.0,4,1820,K,0.1072
gpqa,Mistral-7B_T1.0,5,4368,eq14_raw,0.2331
gpqa,Mistral-7B_T1.0,5,4368,eq14_rel,0.2361
gpqa,Mistral-7B_T1.0,5,4368,rho_mean,0.0149
gpqa,Mistral-7B_T1.0,5,4368,rho_max,0.1945
gpqa,Mistral-7B_T1.0,5,4368,K,0.1282
gpqa,Mistral-7B_T1.0,6,8008,eq14_raw,0.2825
gpqa,Mistral-7B_T1.0,6,8008,eq14_rel,0.3308
gpqa,Mistral-7B_T1.0,6,8008,rho_mean,0.0637
gpqa,Mistral-7B_T1.0,6,8008,rho_max,0.2726
gpqa,Mistral-7B_T1.0,6,8008,K,0.1619
gpqa,Mistral-7B_T1.0,7,11440,eq14_raw,0.3287
gpqa,Mistral-7B_T1.0,7,11440,eq14_rel,0.391
gpqa,Mistral-7B_T1.0,7,11440,rho_mean,0.1159
gpqa,Mistral-7B_T1.0,7,11440,rho_max,0.3146
gpqa,Mistral-7B_T1.0,7,11440,K,0.1966
gpqa,Mistral-7B_T1.0,8,12870,eq14_raw,0.3701
gpqa,Mistral-7B_T1.0,8,12870,eq14_rel,0.4223
gpqa,Mistral-7B_T1.0,8,12870,rho_mean,0.1664
gpqa,Mistral-7B_T1.0,8,12870,rho_max,0.3368
gpqa,Mistral-7B_T1.0,8,12870,K,0.2225
gpqa,Mistral-7B_T1.0,9,11440,eq14_raw,0.3978
gpqa,Mistral-7B_T1.0,9,11440,eq14_rel,0.4391
gpqa,Mistral-7B_T1.0,9,11440,rho_mean,0.204
gpqa,Mistral-7B_T1.0,9,11440,rho_max,0.3344
gpqa,Mistral-7B_T1.0,9,11440,K,0.2621
gpqa,Mistral-7B_T1.0,10,8008,eq14_raw,0.3888
gpqa,Mistral-7B_T1.0,10,8008,eq14_rel,0.4194
gpqa,Mistral-7B_T1.0,10,8008,rho_mean,0.205
gpqa,Mistral-7B_T1.0,10,8008,rho_max,0.2935
gpqa,Mistral-7B_T1.0,10,8008,K,0.2981
gpqa,Mistral-7B_T1.0,11,4368,eq14_raw,0.3625
gpqa,Mistral-7B_T1.0,11,4368,eq14_rel,0.3941
gpqa,Mistral-7B_T1.0,11,4368,rho_mean,0.1789
gpqa,Mistral-7B_T1.0,11,4368,rho_max,0.2372
gpqa,Mistral-7B_T1.0,11,4368,K,0.3254
gpqa,Mistral-7B_T1.0,12,1820,eq14_raw,0.3397
gpqa,Mistral-7B_T1.0,12,1820,eq14_rel,0.3654
gpqa,Mistral-7B_T1.0,12,1820,rho_mean,0.1637
gpqa,Mistral-7B_T1.0,12,1820,rho_max,0.1826
gpqa,Mistral-7B_T1.0,12,1820,K,0.3545
gpqa,Mistral-7B_T1.0,13,560,eq14_raw,0.3549
gpqa,Mistral-7B_T1.0,13,560,eq14_rel,0.369
gpqa,Mistral-7B_T1.0,13,560,rho_mean,0.1873
gpqa,Mistral-7B_T1.0,13,560,rho_max,0.1601
gpqa,Mistral-7B_T1.0,13,560,K,0.4573
gpqa,Mistral-7B_T1.0,14,120,eq14_raw,0.4226
gpqa,Mistral-7B_T1.0,14,120,eq14_rel,0.4216
gpqa,Mistral-7B_T1.0,14,120,rho_mean,0.2201
gpqa,Mistral-7B_T1.0,14,120,rho_max,0.2553
gpqa,Mistral-7B_T1.0,14,120,K,0.5069
gpqa,Mistral-7B_T1.0,4,34,upcr_k1,-0.5296
gpqa,Mistral-7B_T1.0,5,34,upcr_k1,-0.1572
gpqa,Mistral-7B_T1.0,6,34,upcr_k1,0.0683
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,3,560,eq14_raw,-0.0629
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,3,560,eq14_rel,0.0676
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,3,560,rho_mean,-0.2073
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,3,560,rho_max,-0.1454
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,1820,eq14_raw,-0.0989
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,1820,eq14_rel,0.0125
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,1820,rho_mean,-0.191
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,1820,rho_max,-0.089
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,1820,K,0.0254
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,4368,eq14_raw,-0.09
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,4368,eq14_rel,-0.0092
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,4368,rho_mean,-0.2282
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,4368,rho_max,-0.0782
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,4368,K,0.0831
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,8008,eq14_raw,-0.1132
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,8008,eq14_rel,-0.0779
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,8008,rho_mean,-0.2461
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,8008,rho_max,-0.1217
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,8008,K,0.0647
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,7,11440,eq14_raw,-0.1455
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,7,11440,eq14_rel,-0.1101
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,7,11440,rho_mean,-0.2796
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,7,11440,rho_max,-0.2016
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,7,11440,K,-0.0083
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,8,12870,eq14_raw,-0.1695
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,8,12870,eq14_rel,-0.1298
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,8,12870,rho_mean,-0.2922
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,8,12870,rho_max,-0.298
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,8,12870,K,-0.078
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,9,11440,eq14_raw,-0.204
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,9,11440,eq14_rel,-0.1629
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,9,11440,rho_mean,-0.3185
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,9,11440,rho_max,-0.4142
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,9,11440,K,-0.1287
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,10,8008,eq14_raw,-0.2395
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,10,8008,eq14_rel,-0.189
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,10,8008,rho_mean,-0.3457
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,10,8008,rho_max,-0.5312
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,10,8008,K,-0.1998
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,11,4368,eq14_raw,-0.2935
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,11,4368,eq14_rel,-0.2175
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,11,4368,rho_mean,-0.3856
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,11,4368,rho_max,-0.6394
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,11,4368,K,-0.2513
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,12,1820,eq14_raw,-0.3079
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,12,1820,eq14_rel,-0.211
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,12,1820,rho_mean,-0.3859
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,12,1820,rho_max,-0.717
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,12,1820,K,-0.2839
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,13,560,eq14_raw,-0.3154
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,13,560,eq14_rel,-0.2147
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,13,560,rho_mean,-0.3861
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,13,560,rho_max,-0.6806
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,13,560,K,-0.3572
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,14,120,eq14_raw,-0.2661
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,14,120,eq14_rel,-0.2167
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,14,120,rho_mean,-0.3586
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,14,120,rho_max,-0.6266
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,14,120,K,-0.4919
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,34,upcr_k1,-0.0813
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,34,upcr_k1,-0.2834
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,34,upcr_k1,-0.2688
rag,Qwen-7B/hotpotqa,3,560,eq14_raw,0.018
rag,Qwen-7B/hotpotqa,3,560,eq14_rel,0.0822
rag,Qwen-7B/hotpotqa,3,560,rho_mean,-0.1816
rag,Qwen-7B/hotpotqa,3,560,rho_max,-0.2321
rag,Qwen-7B/hotpotqa,4,1820,eq14_raw,-0.0148
rag,Qwen-7B/hotpotqa,4,1820,eq14_rel,0.0316
rag,Qwen-7B/hotpotqa,4,1820,rho_mean,-0.1869
rag,Qwen-7B/hotpotqa,4,1820,rho_max,-0.2259
rag,Qwen-7B/hotpotqa,4,1820,K,0.0147
rag,Qwen-7B/hotpotqa,5,4368,eq14_raw,-0.0934
rag,Qwen-7B/hotpotqa,5,4368,eq14_rel,-0.0281
rag,Qwen-7B/hotpotqa,5,4368,rho_mean,-0.267
rag,Qwen-7B/hotpotqa,5,4368,rho_max,-0.2006
rag,Qwen-7B/hotpotqa,5,4368,K,-0.002
rag,Qwen-7B/hotpotqa,6,8008,eq14_raw,-0.1297
rag,Qwen-7B/hotpotqa,6,8008,eq14_rel,-0.1315
rag,Qwen-7B/hotpotqa,6,8008,rho_mean,-0.2671
rag,Qwen-7B/hotpotqa,6,8008,rho_max,-0.1662
rag,Qwen-7B/hotpotqa,6,8008,K,-0.0873
rag,Qwen-7B/hotpotqa,7,11440,eq14_raw,-0.1425
rag,Qwen-7B/hotpotqa,7,11440,eq14_rel,-0.1603
rag,Qwen-7B/hotpotqa,7,11440,rho_mean,-0.2896
rag,Qwen-7B/hotpotqa,7,11440,rho_max,-0.1238
rag,Qwen-7B/hotpotqa,7,11440,K,-0.0858
rag,Qwen-7B/hotpotqa,8,12870,eq14_raw,-0.1436
rag,Qwen-7B/hotpotqa,8,12870,eq14_rel,-0.1617
rag,Qwen-7B/hotpotqa,8,12870,rho_mean,-0.3185
rag,Qwen-7B/hotpotqa,8,12870,rho_max,-0.0634
rag,Qwen-7B/hotpotqa,8,12870,K,-0.062
rag,Qwen-7B/hotpotqa,9,11440,eq14_raw,-0.1531
rag,Qwen-7B/hotpotqa,9,11440,eq14_rel,-0.1883
rag,Qwen-7B/hotpotqa,9,11440,rho_mean,-0.3356
rag,Qwen-7B/hotpotqa,9,11440,rho_max,-0.0088
rag,Qwen-7B/hotpotqa,9,11440,K,-0.0105
rag,Qwen-7B/hotpotqa,10,8008,eq14_raw,-0.1677
rag,Qwen-7B/hotpotqa,10,8008,eq14_rel,-0.2221
rag,Qwen-7B/hotpotqa,10,8008,rho_mean,-0.3586
rag,Qwen-7B/hotpotqa,10,8008,rho_max,0.0531
rag,Qwen-7B/hotpotqa,10,8008,K,0.0345
rag,Qwen-7B/hotpotqa,11,4368,eq14_raw,-0.17
rag,Qwen-7B/hotpotqa,11,4368,eq14_rel,-0.2325
rag,Qwen-7B/hotpotqa,11,4368,rho_mean,-0.3839
rag,Qwen-7B/hotpotqa,11,4368,rho_max,0.1134
rag,Qwen-7B/hotpotqa,11,4368,K,0.1019
rag,Qwen-7B/hotpotqa,12,1820,eq14_raw,-0.1628
rag,Qwen-7B/hotpotqa,12,1820,eq14_rel,-0.2377
rag,Qwen-7B/hotpotqa,12,1820,rho_mean,-0.3859
rag,Qwen-7B/hotpotqa,12,1820,rho_max,0.1439
rag,Qwen-7B/hotpotqa,12,1820,K,0.1631
rag,Qwen-7B/hotpotqa,13,560,eq14_raw,-0.176
rag,Qwen-7B/hotpotqa,13,560,eq14_rel,-0.2758
rag,Qwen-7B/hotpotqa,13,560,rho_mean,-0.4057
rag,Qwen-7B/hotpotqa,13,560,rho_max,0.2529
rag,Qwen-7B/hotpotqa,13,560,K,0.136
rag,Qwen-7B/hotpotqa,14,120,eq14_raw,-0.2474
rag,Qwen-7B/hotpotqa,14,120,eq14_rel,-0.3406
rag,Qwen-7B/hotpotqa,14,120,rho_mean,-0.4683
rag,Qwen-7B/hotpotqa,14,120,rho_max,0.3061
rag,Qwen-7B/hotpotqa,14,120,K,0.1364
rag,Qwen-7B/hotpotqa,4,34,upcr_k1,0.0808
rag,Qwen-7B/hotpotqa,5,34,upcr_k1,-0.0802
rag,Qwen-7B/hotpotqa,6,34,upcr_k1,-0.0322
rag,Qwen-7B/natural-questions,3,560,eq14_raw,-0.1304
rag,Qwen-7B/natural-questions,3,560,eq14_rel,-0.1869
rag,Qwen-7B/natural-questions,3,560,rho_mean,0.1571
rag,Qwen-7B/natural-questions,3,560,rho_max,0.1238
rag,Qwen-7B/natural-questions,4,1820,eq14_raw,0.059
rag,Qwen-7B/natural-questions,4,1820,eq14_rel,-0.0957
rag,Qwen-7B/natural-questions,4,1820,rho_mean,0.1549
rag,Qwen-7B/natural-questions,4,1820,rho_max,0.0215
rag,Qwen-7B/natural-questions,4,1820,K,-0.0467
rag,Qwen-7B/natural-questions,5,4368,eq14_raw,0.1718
rag,Qwen-7B/natural-questions,5,4368,eq14_rel,0.0441
rag,Qwen-7B/natural-questions,5,4368,rho_mean,0.1194
rag,Qwen-7B/natural-questions,5,4368,rho_max,-0.0386
rag,Qwen-7B/natural-questions,5,4368,K,-0.051
rag,Qwen-7B/natural-questions,6,8008,eq14_raw,0.2386
rag,Qwen-7B/natural-questions,6,8008,eq14_rel,0.1569
rag,Qwen-7B/natural-questions,6,8008,rho_mean,0.124
rag,Qwen-7B/natural-questions,6,8008,rho_max,-0.0146
rag,Qwen-7B/natural-questions,6,8008,K,0.0138
rag,Qwen-7B/natural-questions,7,11440,eq14_raw,0.2586
rag,Qwen-7B/natural-questions,7,11440,eq14_rel,0.1942
rag,Qwen-7B/natural-questions,7,11440,rho_mean,0.1204
rag,Qwen-7B/natural-questions,7,11440,rho_max,0.0381
rag,Qwen-7B/natural-questions,7,11440,K,0.0812
rag,Qwen-7B/natural-questions,8,12870,eq14_raw,0.2889
rag,Qwen-7B/natural-questions,8,12870,eq14_rel,0.2255
rag,Qwen-7B/natural-questions,8,12870,rho_mean,0.1341
rag,Qwen-7B/natural-questions,8,12870,rho_max,0.1127
rag,Qwen-7B/natural-questions,8,12870,K,0.1294
rag,Qwen-7B/natural-questions,9,11440,eq14_raw,0.3091
rag,Qwen-7B/natural-questions,9,11440,eq14_rel,0.2352
rag,Qwen-7B/natural-questions,9,11440,rho_mean,0.1451
rag,Qwen-7B/natural-questions,9,11440,rho_max,0.1918
rag,Qwen-7B/natural-questions,9,11440,K,0.1814
rag,Qwen-7B/natural-questions,10,8008,eq14_raw,0.3192
rag,Qwen-7B/natural-questions,10,8008,eq14_rel,0.2517
rag,Qwen-7B/natural-questions,10,8008,rho_mean,0.1302
rag,Qwen-7B/natural-questions,10,8008,rho_max,0.2486
rag,Qwen-7B/natural-questions,10,8008,K,0.2175
rag,Qwen-7B/natural-questions,11,4368,eq14_raw,0.329
rag,Qwen-7B/natural-questions,11,4368,eq14_rel,0.2756
rag,Qwen-7B/natural-questions,11,4368,rho_mean,0.116
rag,Qwen-7B/natural-questions,11,4368,rho_max,0.3043
rag,Qwen-7B/natural-questions,11,4368,K,0.2767
rag,Qwen-7B/natural-questions,12,1820,eq14_raw,0.3483
rag,Qwen-7B/natural-questions,12,1820,eq14_rel,0.3182
rag,Qwen-7B/natural-questions,12,1820,rho_mean,0.1074
rag,Qwen-7B/natural-questions,12,1820,rho_max,0.3399
rag,Qwen-7B/natural-questions,12,1820,K,0.3439
rag,Qwen-7B/natural-questions,13,560,eq14_raw,0.3804
rag,Qwen-7B/natural-questions,13,560,eq14_rel,0.397
rag,Qwen-7B/natural-questions,13,560,rho_mean,0.118
rag,Qwen-7B/natural-questions,13,560,rho_max,0.3761
rag,Qwen-7B/natural-questions,13,560,K,0.4641
rag,Qwen-7B/natural-questions,14,120,eq14_raw,0.3936
rag,Qwen-7B/natural-questions,14,120,eq14_rel,0.4572
rag,Qwen-7B/natural-questions,14,120,rho_mean,0.1181
rag,Qwen-7B/natural-questions,14,120,rho_max,0.3888
rag,Qwen-7B/natural-questions,14,120,K,0.5888
rag,Qwen-7B/natural-questions,4,34,upcr_k1,-0.2283
rag,Qwen-7B/natural-questions,5,34,upcr_k1,0.022
rag,Qwen-7B/natural-questions,6,34,upcr_k1,-0.0371
rag,Qwen-7B/2wikimultihopqa,3,560,eq14_raw,0.0506
rag,Qwen-7B/2wikimultihopqa,3,560,eq14_rel,0.1146
rag,Qwen-7B/2wikimultihopqa,3,560,rho_mean,-0.1537
rag,Qwen-7B/2wikimultihopqa,3,560,rho_max,-0.1349
rag,Qwen-7B/2wikimultihopqa,4,1820,eq14_raw,-0.0216
rag,Qwen-7B/2wikimultihopqa,4,1820,eq14_rel,0.1264
rag,Qwen-7B/2wikimultihopqa,4,1820,rho_mean,-0.2128
rag,Qwen-7B/2wikimultihopqa,4,1820,rho_max,-0.2091
rag,Qwen-7B/2wikimultihopqa,4,1820,K,0.0942
rag,Qwen-7B/2wikimultihopqa,5,4368,eq14_raw,-0.1476
rag,Qwen-7B/2wikimultihopqa,5,4368,eq14_rel,0.0466
rag,Qwen-7B/2wikimultihopqa,5,4368,rho_mean,-0.2833
rag,Qwen-7B/2wikimultihopqa,5,4368,rho_max,-0.184
rag,Qwen-7B/2wikimultihopqa,5,4368,K,0.0183
rag,Qwen-7B/2wikimultihopqa,6,8008,eq14_raw,-0.2126
rag,Qwen-7B/2wikimultihopqa,6,8008,eq14_rel,-0.0941
rag,Qwen-7B/2wikimultihopqa,6,8008,rho_mean,-0.2762
rag,Qwen-7B/2wikimultihopqa,6,8008,rho_max,-0.1342
rag,Qwen-7B/2wikimultihopqa,6,8008,K,-0.067
