domain,cell,n,split,seed,greedy_subset,greedy_size,greedy_halfA_auroc,greedy_halfB_auroc,good5_halfB_auroc,fulloracle_subset,fulloracle_halfB_auroc,fulloracle_insample_auroc
repgrid,seiclr_triviaqa_opt30b,4993,4,0,sw_var_peak|cusum_max|cusum_shift_idx,3,0.642,0.6228,0.5914,sw_var_peak|cusum_max|cusum_shift_idx,0.6228,0.6325
repgrid,seiclr_triviaqa_opt30b,4993,5,0,epr|high_band_power|cusum_max|cusum_shift_idx,4,0.6246,0.5631,0.6011,sw_var_peak|cusum_max|cusum_shift_idx,0.6314,0.6325
repgrid,seiclr_triviaqa_opt30b,4993,6,0,epr|sw_var_peak|cusum_max,3,0.6229,0.6183,0.5856,sw_var_peak|cusum_max|cusum_shift_idx,0.6385,0.6325
repgrid,seiclr_triviaqa_opt30b,4993,7,0,sw_var_peak|cusum_max|cusum_shift_idx,3,0.6326,0.6328,0.5969,sw_var_peak|cusum_max|cusum_shift_idx,0.6328,0.6325
repgrid,seiclr_triviaqa_opt30b,4993,8,0,sw_var_peak|cusum_max|cusum_shift_idx,3,0.6311,0.6337,0.6079,sw_var_peak|cusum_max|cusum_shift_idx,0.6337,0.6325
repgrid,seiclr_triviaqa_opt30b,4993,9,0,sw_var_peak|cusum_max|cusum_shift_idx,3,0.6319,0.633,0.6056,sw_var_peak|cusum_max|cusum_shift_idx,0.633,0.6325
repgrid,semenergy_triviaqa_qwen3_8b,4392,0,0,epr|dominant_freq|rpdi|sw_var_peak|cusum_max,5,0.8073,0.7901,0.8057,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.809,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,1,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8013,0.8136,0.8041,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8147,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,2,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8144,0.8006,0.7978,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8043,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,3,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8102,0.8047,0.7981,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.807,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,4,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8102,0.8049,0.7959,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8061,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,5,0,epr|low_band_power|sw_var_peak|cusum_max,4,0.8107,0.7932,0.7944,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8038,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,6,0,epr|spectral_centroid|sw_var_peak|cusum_max|cusum_shift_idx,5,0.8128,0.7974,0.7975,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8024,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,7,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8179,0.7967,0.7942,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8004,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,8,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8137,0.8014,0.797,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8002,0.8094
repgrid,semenergy_triviaqa_qwen3_8b,4392,9,0,epr|spectral_centroid|sw_var_peak|cusum_max,4,0.8132,0.8019,0.7982,epr|low_band_power|dominant_freq|sw_var_peak|cusum_max,0.8061,0.8094
repgrid,spilled_triviaqa_llama8b,256,0,0,spectral_entropy|sw_var_peak|cusum_max,3,1.0,0.9089,0.9187,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9789,0.9827
repgrid,spilled_triviaqa_llama8b,256,1,0,epr|hl_ratio|sw_var_peak|cusum_max|cusum_shift_idx,5,0.9973,0.8987,0.9067,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9787,0.9827
repgrid,spilled_triviaqa_llama8b,256,3,0,epr|dominant_freq|sw_var_peak|cusum_max,4,1.0,0.7923,0.9718,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9819,0.9827
repgrid,spilled_triviaqa_llama8b,256,4,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_shift_idx,5,0.9859,0.9603,0.9087,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9683,0.9827
repgrid,spilled_triviaqa_llama8b,256,6,0,spectral_entropy|hl_ratio|spectral_centroid|pe_mean|cusum_max|cusum_shift_idx,6,0.9879,0.9087,0.9405,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9921,0.9827
repgrid,spilled_triviaqa_llama8b,256,7,0,epr|spectral_entropy|pe_mean|cusum_shift_idx,4,0.984,0.9467,0.952,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9947,0.9827
repgrid,spilled_triviaqa_llama8b,256,8,0,epr|spectral_entropy|low_band_power|rpdi|sw_var_peak,5,0.996,0.9153,0.9173,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9355,0.9827
repgrid,spilled_triviaqa_llama8b,256,9,0,epr|trace_length|spectral_entropy|low_band_power|sw_var_peak,5,0.9738,0.9167,0.9167,epr|trace_length|spectral_entropy|cusum_max|cusum_shift_idx,0.9881,0.9827
repgrid,trace_gpqa_r1qwen7b,1880,0,0,epr|spectral_entropy|low_band_power|hurst_exponent|cusum_max|cusum_shift_idx,6,0.4943,0.502,0.4874,,,
repgrid,trace_gpqa_r1qwen7b,1880,1,0,low_band_power|dominant_freq|stft_max_high_power|cusum_shift_idx,4,0.5054,0.4818,0.4723,,,
repgrid,trace_gpqa_r1qwen7b,1880,2,0,low_band_power|hurst_exponent|cusum_shift_idx,3,0.508,0.4867,0.4659,,,
repgrid,trace_gpqa_r1qwen7b,1880,3,0,spectral_entropy|low_band_power|dominant_freq|hurst_exponent|cusum_max|cusum_shift_idx,6,0.512,0.4802,0.4694,,,
repgrid,trace_gpqa_r1qwen7b,1880,4,0,epr|low_band_power|cusum_max|cusum_shift_idx,4,0.5179,0.4633,0.456,,,
repgrid,trace_gpqa_r1qwen7b,1880,5,0,low_band_power|sw_var_peak|cusum_max|cusum_shift_idx,4,0.5121,0.4673,0.4682,,,
repgrid,trace_gpqa_r1qwen7b,1880,6,0,epr|hurst_exponent|cusum_shift_idx,3,0.5207,0.4957,0.4501,,,
repgrid,trace_gpqa_r1qwen7b,1880,7,0,low_band_power|rpdi|cusum_max|cusum_shift_idx,4,0.4954,0.4952,0.481,,,
repgrid,trace_gpqa_r1qwen7b,1880,8,0,epr|low_band_power|dominant_freq|stft_max_high_power|cusum_shift_idx,5,0.5021,0.4885,0.4814,,,
repgrid,trace_gpqa_r1qwen7b,1880,9,0,low_band_power|dominant_freq|stft_max_high_power|hurst_exponent|cusum_shift_idx,5,0.4937,0.5027,0.4742,,,
repgrid,trace_gsm8k_llama8b_k10,5000,0,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8203,0.8037,0.7944,,,
repgrid,trace_gsm8k_llama8b_k10,5000,1,0,epr|trace_length|rpdi|sw_var_peak|cusum_max,5,0.8152,0.8084,0.7916,,,
repgrid,trace_gsm8k_llama8b_k10,5000,2,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8016,0.8236,0.8141,,,
repgrid,trace_gsm8k_llama8b_k10,5000,3,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8168,0.807,0.7894,,,
repgrid,trace_gsm8k_llama8b_k10,5000,4,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8099,0.8108,0.8067,,,
repgrid,trace_gsm8k_llama8b_k10,5000,5,0,epr|trace_length|rpdi|sw_var_peak|cusum_max,5,0.808,0.8158,0.7981,,,
repgrid,trace_gsm8k_llama8b_k10,5000,6,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8149,0.8092,0.7937,,,
repgrid,trace_gsm8k_llama8b_k10,5000,7,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8191,0.8051,0.789,,,
repgrid,trace_gsm8k_llama8b_k10,5000,8,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8106,0.813,0.8013,,,
repgrid,trace_gsm8k_llama8b_k10,5000,9,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8068,0.8179,0.8052,,,
repgrid,trace_math500_qwenmath15b_k10,3000,0,0,epr|trace_length|low_band_power|rpdi|cusum_max,5,0.6789,0.7101,0.6763,,,
repgrid,trace_math500_qwenmath15b_k10,3000,1,0,epr|trace_length|low_band_power|stft_max_high_power|cusum_max|cusum_shift_idx,6,0.6896,0.7048,0.68,,,
repgrid,trace_math500_qwenmath15b_k10,3000,2,0,epr|trace_length|low_band_power|cusum_max,4,0.7131,0.6782,0.6599,,,
repgrid,trace_math500_qwenmath15b_k10,3000,3,0,epr|trace_length|low_band_power|rpdi|cusum_max,5,0.7016,0.6854,0.6489,,,
repgrid,trace_math500_qwenmath15b_k10,3000,4,0,epr|trace_length|low_band_power|rpdi|cusum_max,5,0.7095,0.6802,0.6456,,,
repgrid,trace_math500_qwenmath15b_k10,3000,5,0,epr|trace_length|low_band_power|cusum_max,4,0.6995,0.6908,0.66,,,
repgrid,trace_math500_qwenmath15b_k10,3000,6,0,epr|trace_length|low_band_power|rpdi|cusum_max,5,0.698,0.6934,0.655,,,
repgrid,trace_math500_qwenmath15b_k10,3000,7,0,epr|trace_length|low_band_power|cusum_max,4,0.7115,0.6804,0.6499,,,
repgrid,trace_math500_qwenmath15b_k10,3000,8,0,epr|trace_length|low_band_power|stft_max_high_power|pe_mean|cusum_max,6,0.6964,0.6852,0.6663,,,
repgrid,trace_math500_qwenmath15b_k10,3000,9,0,epr|trace_length|low_band_power|stft_max_high_power|pe_mean|cusum_max,6,0.6948,0.6852,0.6519,,,
repgrid,truthfulqa_llama8b,7633,0,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.6776,0.6894,0.6634,epr|trace_length|spectral_entropy,0.6931,0.6878
repgrid,truthfulqa_llama8b,7633,1,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.674,0.6919,0.6682,epr|trace_length|spectral_entropy,0.6966,0.6878
repgrid,truthfulqa_llama8b,7633,2,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.692,0.6739,0.6415,epr|trace_length|spectral_entropy,0.6801,0.6878
repgrid,truthfulqa_llama8b,7633,3,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.6765,0.6892,0.6651,epr|trace_length|spectral_entropy,0.689,0.6878
repgrid,truthfulqa_llama8b,7633,4,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.6583,0.7081,0.6834,epr|trace_length|spectral_entropy,0.7133,0.6878
repgrid,truthfulqa_llama8b,7633,5,0,epr|trace_length|spectral_entropy|high_band_power|sw_var_peak|cusum_max,6,0.6755,0.6878,0.6716,epr|trace_length|spectral_entropy,0.6909,0.6878
repgrid,truthfulqa_llama8b,7633,6,0,epr|trace_length|spectral_entropy|high_band_power|sw_var_peak|cusum_max,6,0.6957,0.6677,0.6472,epr|trace_length|spectral_entropy,0.6719,0.6878
repgrid,truthfulqa_llama8b,7633,7,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.6938,0.6711,0.6509,epr|trace_length|spectral_entropy,0.6765,0.6878
repgrid,truthfulqa_llama8b,7633,8,0,trace_length|spectral_entropy|sw_var_peak|cusum_max,4,0.6901,0.6728,0.6553,epr|trace_length|spectral_entropy,0.6837,0.6878
repgrid,truthfulqa_llama8b,7633,9,0,epr|trace_length|spectral_entropy|sw_var_peak|cusum_max,5,0.6801,0.686,0.6635,epr|trace_length|spectral_entropy,0.6888,0.6878
