domain,cell,size,lsml_auroc,upcr_auroc,lsml_rel_residual,upcr_k1_residual,route_lsml,lsml_wins,router_correct
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.4922,0.4486,0.15731,0.4134,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5377,0.6665,0.15172,0.99636,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.539,0.5844,0.16002,0.64212,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.4964,0.6619,0.76055,0.9952,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5397,0.4307,0.73804,0.40948,False,True,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5524,0.5134,0.15363,0.89378,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.6494,0.666,0.12245,0.63748,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.6204,0.5823,0.16116,0.59845,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5507,0.5052,0.10786,0.27558,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5821,0.4486,0.088,0.97638,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5948,0.5979,0.16938,0.18998,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.6351,0.6917,0.04721,0.57245,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5235,0.5093,0.28244,0.91826,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.534,0.508,0.22053,0.67345,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5624,0.6314,0.08778,0.82204,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5004,0.5594,0.07733,0.89251,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5256,0.4876,0.19299,0.82787,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.4854,0.6355,0.29275,0.87011,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5141,0.5179,0.03879,0.79771,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5412,0.6167,0.0753,0.87567,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.539,0.604,0.28387,0.57999,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5813,0.5022,0.22235,0.46022,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5737,0.6235,0.11042,0.07199,False,False,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.6435,0.6813,0.13987,0.16423,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5938,0.5308,0.12192,0.16478,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.493,0.4682,0.13935,0.45287,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5366,0.4851,0.25798,0.27719,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5392,0.5987,0.30139,0.87863,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5667,0.629,0.13066,0.42647,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.4799,0.4958,1.17183,0.49281,False,False,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.449,0.6275,0.61947,0.9184,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5044,0.5147,0.12641,0.52771,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.4897,0.4897,0.28771,0.70818,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,5,0.5776,0.5445,0.17613,0.14629,False,True,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5779,0.687,0.13073,0.96176,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6019,0.6114,0.1862,0.26305,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5427,0.6831,0.43459,0.90717,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5931,0.6224,0.20712,0.52704,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.642,0.7044,0.19785,0.97972,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.531,0.524,0.30973,0.27363,False,True,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5848,0.5439,0.23354,0.29986,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5302,0.6762,0.40191,0.81303,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6509,0.67,0.19011,0.10327,False,False,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5803,0.5913,0.27971,0.39393,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5022,0.5866,0.18773,0.99462,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6246,0.71,0.46767,0.91198,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6153,0.6304,0.2559,0.74122,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5013,0.7105,0.14077,0.96938,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5204,0.5275,0.12411,0.32906,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5825,0.6226,0.26638,0.26065,False,False,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5531,0.5506,0.13544,0.28919,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.4933,0.4603,0.27986,0.40751,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6456,0.6797,0.0964,0.33726,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5881,0.6841,0.11656,0.98104,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.4446,0.5157,0.225,0.39699,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.477,0.4728,0.06306,0.99978,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.581,0.448,0.24483,0.77067,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.563,0.4897,0.09977,0.26072,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5432,0.618,0.10902,0.75332,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5642,0.5971,0.11508,0.99428,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.4489,0.4169,0.28098,0.97734,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6612,0.6884,0.23746,0.38103,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5541,0.6164,0.15636,0.97371,True,False,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.568,0.5361,0.27722,0.10605,False,True,False
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.6211,0.5988,0.08996,0.10942,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.4881,0.4916,0.22615,0.10346,False,False,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.4783,0.4597,0.21442,0.68299,True,True,True
qa,spectral_phase9_cache_trivia_qa_cot_traces_T1.0,6,0.5791,0.5547,0.15721,0.24041,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5483,0.5202,71.31382,0.89847,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5945,0.5738,0.25665,0.43734,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6064,0.6102,0.17226,0.88212,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6018,0.6201,0.16139,0.21822,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5906,0.5742,0.73454,0.37394,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6247,0.6362,0.13591,0.97502,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.54,0.5866,0.21942,0.20987,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5589,0.4902,0.43947,0.27726,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5817,0.5194,0.30696,0.93246,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.456,0.4428,2.44131,0.8876,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.4909,0.4582,0.25262,0.28403,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6114,0.6187,0.11962,0.75436,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5429,0.5422,1.14254,0.09326,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.642,0.6491,0.53615,0.33001,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6004,0.6245,0.30617,0.21146,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6109,0.613,1.8832,0.81676,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6039,0.596,0.22764,0.80612,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.4813,0.4787,0.45554,0.1038,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5054,0.5074,0.62327,0.04631,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5738,0.5465,0.41942,0.07919,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5493,0.5058,7.44654,0.19397,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5462,0.5647,0.15358,0.15836,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6024,0.6008,0.0529,0.44105,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.628,0.6439,0.64744,0.51757,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5833,0.5841,0.68314,0.48342,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5761,0.5535,0.19936,0.70267,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.4981,0.5098,0.2686,0.80095,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5193,0.4838,1.84773,0.40338,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5078,0.5932,0.51563,0.98287,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5559,0.5317,1.2592,0.23131,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.5692,0.5967,0.28654,0.18595,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6254,0.623,0.44734,0.14873,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6337,0.6406,0.10917,0.72575,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,4,0.6326,0.5888,0.32626,0.93491,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6051,0.4989,0.09145,0.41228,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6065,0.5716,0.61245,0.80678,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6037,0.5696,0.33952,0.06756,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6194,0.5532,0.10632,0.98653,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5766,0.5859,0.25625,0.07237,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5683,0.6454,0.5633,0.25647,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6404,0.6308,0.17183,0.68924,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5335,0.5317,0.89703,0.24131,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.513,0.509,0.16178,0.84492,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5642,0.5313,0.47153,0.17738,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6194,0.536,1.87986,0.99945,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5825,0.4834,0.40534,0.17498,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5853,0.5275,0.09655,0.98398,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.641,0.5587,0.40278,0.9987,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5491,0.5618,1.80495,0.34381,False,False,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5535,0.5077,0.13183,0.14839,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5944,0.4793,0.10177,0.04465,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.4933,0.5077,0.35495,0.38193,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5647,0.5833,0.48767,0.64503,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.595,0.6136,0.2618,0.63871,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6188,0.5338,0.25829,0.18421,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6371,0.6025,0.07241,0.16737,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.47,0.4683,0.18791,0.24829,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.617,0.4301,0.21467,0.09154,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.538,0.4604,0.10763,0.22987,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6228,0.6372,0.09845,0.14858,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5891,0.5661,1.43906,0.15375,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5872,0.532,0.18279,0.88963,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.593,0.537,0.04926,0.07851,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5859,0.5859,0.35294,0.10567,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6262,0.5447,0.18317,0.44124,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.6177,0.4435,0.39955,0.90303,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.5956,0.5742,0.15364,0.9993,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,5,0.4996,0.4675,0.32816,0.0708,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5587,0.5299,0.24611,0.75385,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5518,0.5519,0.5154,0.97014,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6127,0.6258,0.10769,0.38399,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5771,0.4747,0.12523,0.51167,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6085,0.5702,0.16719,0.72954,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5991,0.5574,0.23968,0.76067,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5932,0.4899,0.23334,0.98742,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5858,0.5577,1.04995,0.36078,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.659,0.6002,0.24541,0.74997,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.634,0.6464,0.2177,0.41633,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5903,0.4904,0.35855,0.14158,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6206,0.5734,0.07378,0.9765,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.4971,0.4879,0.21412,0.49945,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6307,0.5925,0.25327,0.06797,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.4945,0.5493,0.23539,0.6517,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6259,0.6184,0.68052,0.75809,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6094,0.5307,0.12521,0.99849,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6162,0.5272,0.14521,0.72223,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5858,0.5662,0.62428,0.7698,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6255,0.5338,0.1789,0.25111,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6144,0.6203,0.15515,0.18154,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5824,0.5591,0.41698,0.10547,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6021,0.6275,0.12219,0.42163,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6033,0.6038,0.22092,0.4957,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5839,0.5041,0.4965,0.97777,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5708,0.5514,0.22046,0.19025,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.4932,0.5621,0.20118,0.74242,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6392,0.6434,0.24113,0.29517,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5067,0.5019,0.29592,0.19172,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6017,0.5733,0.14409,0.4247,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.5709,0.5318,0.20386,0.12901,False,True,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.6261,0.5759,0.15105,0.7382,True,True,True
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.567,0.614,0.18455,0.92488,True,False,False
qa,spectral_phase9_cache_webq_cot_traces_T1.0,6,0.612,0.639,0.24341,0.60138,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.6265,0.53,0.90741,0.10987,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.4265,0.6188,4.35771,0.47643,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.3499,0.3384,0.96481,0.04683,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.6723,0.5991,0.25962,0.35831,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.6463,0.646,0.2847,0.59277,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.6563,0.6394,0.45066,0.15036,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.4806,0.4415,0.38435,0.5698,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.4564,0.4558,1.45828,0.01575,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.3984,0.6009,0.21441,0.23201,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.589,0.634,0.4485,0.99982,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.6423,0.6773,9.98775,0.45813,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.464,0.4666,0.62358,0.09232,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.3769,0.5573,8.19092,0.60704,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.4914,0.4829,11.22346,0.10645,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.5418,0.5337,0.10791,0.40104,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.6149,0.6357,0.34763,0.24836,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.4889,0.4766,7.70735,0.36557,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.6787,0.75,0.627,0.93518,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.6974,0.3493,0.58381,0.46786,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.6654,0.7015,0.39355,0.79773,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.456,0.5849,0.14487,0.23901,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.4027,0.6677,0.06072,0.81989,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.5919,0.5931,0.28676,0.31194,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.413,0.4598,0.87211,0.58992,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.3812,0.3733,0.40517,0.15857,False,True,False
repgrid,ars_gsm8k_r1distill8b,4,0.7361,0.7124,0.09066,0.52696,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.4005,0.353,0.35311,0.74639,True,True,True
repgrid,ars_gsm8k_r1distill8b,4,0.3331,0.3959,2.03784,0.15928,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.3728,0.4415,0.08842,0.61885,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.5057,0.5337,0.4366,0.32498,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.3327,0.436,1.0424,0.87697,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.4141,0.4623,0.41826,0.96319,True,False,False
repgrid,ars_gsm8k_r1distill8b,4,0.6463,0.6998,1.08043,0.11933,False,False,True
repgrid,ars_gsm8k_r1distill8b,4,0.6909,0.689,0.17506,0.6348,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.6882,0.6938,0.15571,0.9866,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6021,0.4848,0.34988,0.47094,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.7023,0.742,0.19818,0.39682,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.5377,0.5459,0.06098,0.14596,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6963,0.3552,0.1999,0.86471,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.2966,0.4748,0.22646,0.96268,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6939,0.3528,0.35138,0.60029,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.3671,0.5489,0.36352,0.04142,False,False,True
repgrid,ars_gsm8k_r1distill8b,5,0.6417,0.7469,0.82912,0.58758,False,False,True
repgrid,ars_gsm8k_r1distill8b,5,0.3642,0.6202,0.10213,0.16143,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6026,0.5242,0.20058,0.75804,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.3241,0.631,0.17027,0.6046,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.5734,0.5642,0.16807,0.27684,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.4069,0.5237,0.44027,0.77728,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6472,0.53,0.52384,0.90157,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.7103,0.3588,0.20213,0.64578,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.503,0.6361,0.09567,0.64536,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.694,0.6745,0.10884,0.37147,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.3618,0.4964,0.17695,0.21108,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.723,0.5824,0.06764,0.94916,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.7319,0.7502,0.27307,0.15488,False,False,True
repgrid,ars_gsm8k_r1distill8b,5,0.6478,0.4263,0.13119,0.75674,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.4025,0.4946,0.178,0.2747,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.5887,0.5938,0.39709,0.3247,False,False,True
repgrid,ars_gsm8k_r1distill8b,5,0.4517,0.5685,0.59862,0.33986,False,False,True
repgrid,ars_gsm8k_r1distill8b,5,0.484,0.5401,0.28534,0.49085,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6815,0.5809,0.16127,0.38163,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.7392,0.6308,0.32329,0.28214,False,True,False
repgrid,ars_gsm8k_r1distill8b,5,0.3791,0.5045,0.40338,0.9333,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.564,0.5202,1.85876,0.04376,False,True,False
repgrid,ars_gsm8k_r1distill8b,5,0.616,0.5555,2.44994,0.03239,False,True,False
repgrid,ars_gsm8k_r1distill8b,5,0.6503,0.4665,0.0741,0.84588,True,True,True
repgrid,ars_gsm8k_r1distill8b,5,0.4589,0.699,0.26475,0.93364,True,False,False
repgrid,ars_gsm8k_r1distill8b,5,0.6555,0.5976,0.12314,0.44722,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.7198,0.7327,0.7096,0.0594,False,False,True
repgrid,ars_gsm8k_r1distill8b,6,0.6406,0.536,0.20577,0.90975,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.4463,0.4683,0.18604,0.25108,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.6936,0.6922,0.14458,0.48154,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.6204,0.5722,0.28822,0.37456,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.5466,0.5234,0.05752,0.12763,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.583,0.6105,0.29945,0.12101,False,False,True
repgrid,ars_gsm8k_r1distill8b,6,0.3885,0.4956,0.22106,0.33099,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.3431,0.5855,0.15981,0.86587,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.4835,0.5754,0.21904,0.14818,False,False,True
repgrid,ars_gsm8k_r1distill8b,6,0.6497,0.7043,0.19142,0.96486,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.493,0.4718,0.18042,0.14777,False,True,False
repgrid,ars_gsm8k_r1distill8b,6,0.3589,0.4476,0.159,0.3422,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.3333,0.631,0.28816,0.50736,True,False,False
repgrid,ars_gsm8k_r1distill8b,6,0.6794,0.551,0.07581,0.59739,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.6911,0.5995,0.21706,0.97197,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.776,0.7657,0.22618,0.30031,True,True,True
repgrid,ars_gsm8k_r1distill8b,6,0.4673,0.7737,0.26188,0.77689,True,False,False
