access_tier,calibration_f1,candidate,clean_abstention,detector,exact_error,f1,family,model,n,primary,reducer,task,threshold,within_one
A,0.3261516903135401,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.5555555555555556,answer_dufs_liu_mixed_calibration_only,0.375,0.44776119402985076,gsm8k,qwen3_8b,76,0.44776119402985076,step_max_token_argmax,local,-0.1692341205839194,0.6
A,0.3534245765467498,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.581081081081081,answer_dufs_liu_mixed_calibration_only,0.23148148148148148,0.33107483831228823,math,qwen3_8b,182,0.33107483831228823,step_max_token_argmax,local,-0.1958381863138625,0.42592592592592593
A,0.29951495553759094,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.49382716049382713,answer_dufs_liu_mixed_calibration_only,0.18181818181818182,0.26578073089700993,olympiadbench,qwen3_8b,191,0.26578073089700993,step_max_token_argmax,local,-0.24619636394056982,0.4090909090909091
A,0.2988483118417167,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.4888888888888889,answer_dufs_liu_mixed_calibration_only,0.1773049645390071,0.26023184291459667,omnimath,qwen3_8b,186,0.26023184291459667,step_max_token_argmax,local,-0.32728392393278316,0.40425531914893614
A,0.4358415587745161,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.8333333333333334,answer_dufs_liu_mixed_calibration_only,0.3,0.4411764705882353,gsm8k,llama31_8b,76,0.4411764705882353,step_max_token_argmax,local,-0.041937692812988994,0.45
A,0.342728297632469,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.6486486486486487,answer_dufs_liu_mixed_calibration_only,0.23148148148148148,0.34119988626670456,math,llama31_8b,182,0.34119988626670456,step_max_token_argmax,local,-0.1480085871306521,0.46296296296296297
A,0.33304896775294324,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.654320987654321,answer_dufs_liu_mixed_calibration_only,0.18181818181818182,0.28456375838926173,olympiadbench,llama31_8b,191,0.28456375838926173,step_max_token_argmax,local,-0.11864702594886248,0.39090909090909093
A,0.30249212260097397,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,0.4666666666666667,answer_dufs_liu_mixed_calibration_only,0.1773049645390071,0.25697503671071953,omnimath,llama31_8b,186,0.25697503671071953,step_max_token_argmax,local,-0.2347906659775335,0.375886524822695
