evidence_status,metric_id,status,value,variant_id
RETROSPECTIVE,macro_f1,COMPLETE,0.32859546976358334,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR
RETROSPECTIVE,exact_error,COMPLETE,0.2320261569596676,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR
RETROSPECTIVE,clean_abstention,COMPLETE,0.5902902902902902,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR
RETROSPECTIVE,within_one,COMPLETE,0.43987884160756496,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR
