direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S2A_S1_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S2A_ONE_FACTOR_DETECTOR_ONLY,answer_dufs_liu_mixed_calibration_only,true,COMPLETE,answer_dufs_liu_mixed_calibration_only
eq,RETROSPECTIVE,P0_S2A_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S2A_LABEL_FREE_DETECTOR_FIT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S2A_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S2A_SOURCE_HASHES_STABLE,517a977769edba7ad976c843cb47b3f10065e5930d9c49befb0b111611383595,true,COMPLETE,517a977769edba7ad976c843cb47b3f10065e5930d9c49befb0b111611383595
