direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S3A_S2B_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3A_ONE_FACTOR_REPRESENTATION_ONLY,raw_token_entropy,true,COMPLETE,raw_token_entropy
eq,RETROSPECTIVE,P0_S3A_RAW_CURVES_FINITE,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3A_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S3A_LABEL_FREE_REPRESENTATION,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3A_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S3A_SOURCE_HASHES_STABLE,feca233e7236ba7fdf5909c8ada8fb99851fc0199444f23919c4cbae655790f4,true,COMPLETE,feca233e7236ba7fdf5909c8ada8fb99851fc0199444f23919c4cbae655790f4
