evidence_status,metric_id,status,value,variant_id
RETROSPECTIVE,macro_f1,COMPLETE,0.3110940034934562,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,exact_error,COMPLETE,0.22324284511784512,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,clean_abstention,COMPLETE,0.5435289456122789,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,within_one,COMPLETE,0.4508354824844186,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR
