candidate,discovery_macro_auroc,confirmation_macro_auroc,all_macro_auroc,all_macro_auprc,mean_n_kept,fallback_cells
target_nll__cvar80__flat_top8_p1,0.772548055185179,0.7575946343337449,0.7644962131882529,0.6291754548793236,5.0,0
target_gap__q90__flat_top8_p1,0.7724971505163869,0.7590810291088932,0.7652730851431213,0.6318119462606521,5.0,0
top1_surprisal__std__flat_top5_p1,0.7724774245467922,0.7586909754865673,0.7650539519759019,0.6227530915559967,4.923076923076923,1
entropy_excess_over_top1__q90__organic_top8_p1,0.7724611193843733,0.756507111465533,0.763870499735767,0.623474618888805,5.0,0
target_gap__mean__flat_top8_p1,0.7723530741441437,0.75628779234302,0.7637025377896923,0.6295105065480033,5.0,0
top1_surprisal__std__flat_top8_p1,0.7723466699404297,0.7566885321938562,0.763915364999967,0.6203566995478536,4.846153846153846,2
target_gap__q90__organic_top8_p1,0.772336025754206,0.7583800785266551,0.764821284939371,0.6304998766224076,5.0,0
target_gap__max__organic_top8_p1,0.7722694559865997,0.7621035907553069,0.7667955285543651,0.6255128286961347,4.923076923076923,1
entropy_excess_over_top1__cvar80__organic_top8_p1,0.7722402983934561,0.7562026067013156,0.7636046182515343,0.6244995394996328,5.0,0
entropy_excess_over_top1__mean__flat_top8_p1,0.7721933912344472,0.755237222342605,0.7630631464465321,0.6201261302404457,4.923076923076923,1
entropy__std__organic_top8_p1,0.7721868726271337,0.7573153336414661,0.7641791208656202,0.6236760977391215,5.0,0
target_gap__q90__spread8_p1,0.7721777786137469,0.7578881212901035,0.7644833477471698,0.627229456655527,5.0,0
top1_surprisal__q90__spread4_p1,0.77216219977339,0.7563457113024874,0.7636456290582885,0.6246087685891578,4.923076923076923,1
top1_surprisal__mean__spread4_p1,0.7721591808276287,0.7538446521963148,0.7622975115646137,0.6213567238947544,4.923076923076923,1
entropy_excess_over_top1__q90__flat_top5_p1,0.7721361060917754,0.7588480287672031,0.7649809875323903,0.6210520547106383,5.0,0
top1_surprisal__std__flat_top3_p2,0.7721083757000544,0.7605459034902013,0.7658824291255181,0.6254063117574398,4.923076923076923,1
target_gap__std__organic_top8_p1,0.7720665785807718,0.7620673828401472,0.766682396258897,0.627336458708299,5.0,0
kl_to_final__q90__flat_top5_p1,0.7720649648632737,0.758447503611958,0.7647324857279499,0.6265801053511665,5.0,0
entropy_excess_over_top1__max__organic_top8_p1,0.7720288321273662,0.7647592028683758,0.7681144163725252,0.6271199901111788,4.923076923076923,1
entropy__mean__spread8_p1,0.7718459706162314,0.7559784175113775,0.7633019035597718,0.6221950278093605,4.923076923076923,1
entropy__cvar80__spread4_p1,0.7717876149555839,0.7639649672049577,0.767575420012939,0.6293237371183378,4.923076923076923,1
kl_to_final__std__spread4_p1,0.7717638958239833,0.7578384158659313,0.7642655604619553,0.6264115253964603,4.769230769230769,3
target_gap__std__spread8_p1,0.771674705197375,0.7592016665027105,0.7649584535925557,0.6281618313114913,5.0,0
top1_surprisal__cvar80__flat_top5_p1,0.7715309587656846,0.7537627391957951,0.7619634559203594,0.6183192724005728,4.846153846153846,2
entropy__max__organic_all_p1,0.7714700076905195,0.7657902692058526,0.7684116869680065,0.6263310053352225,5.0,0
entropy_excess_over_top1__cvar80__flat_top8_p1,0.7713306065981307,0.7570317973095789,0.7636312477504491,0.6186670067011723,4.846153846153846,2
target_excess_over_entropy__max__organic_all_p1,0.7713183691118899,0.7605083176756391,0.7654975721846781,0.6240990411023263,4.6923076923076925,4
target_gap__max__spread4_p1,0.7712686761469514,0.7602953419513827,0.7653599577339529,0.6220141331765145,4.846153846153846,2
target_gap__mean__organic_top8_p1,0.7712383294678529,0.7516685296470575,0.760700744948963,0.6226500751570556,4.923076923076923,1
target_nll__cvar80__flat_top5_p1,0.7712127239662454,0.7602186065581139,0.7652928145926362,0.6281904007345367,4.923076923076923,1
entropy_excess_over_top1__std__flat_top8_p1,0.7712041394884199,0.7609815039358739,0.7656996434216642,0.6266687981366069,4.923076923076923,1
target_gap__mean__spread8_p1,0.7711249811653976,0.7563807120853293,0.7631857593530529,0.6250345753873507,5.0,0
target_excess_over_entropy__cvar80__flat_top5_p1,0.7711037668405959,0.7586924618402675,0.764420756455804,0.6280202549542039,4.769230769230769,3
entropy__q90__flat_top5_p1,0.7710963662749171,0.7592025364205688,0.7646919963533451,0.6209244728159189,4.923076923076923,1
kl_to_final__cvar80__flat_top8_p1,0.7710055422986559,0.7570382516601729,0.7634846934933189,0.6236432968020753,4.923076923076923,1
target_gap__std__flat_top3_p2,0.7709710806957321,0.7607175044787312,0.765449924271193,0.6284027781993402,4.923076923076923,1
target_gap__std__flat_top5_p1,0.770906691050838,0.7608525795047331,0.7654929386798582,0.6284964054011387,5.0,0
entropy__q90__flat_top8_p1,0.7708535864198787,0.7565019623723198,0.7631257888558085,0.6165702136532333,4.846153846153846,2
entropy_excess_over_top1__mean__flat_top5_p1,0.7708524036743216,0.7548632193032822,0.7622428428591465,0.6163691827946362,4.846153846153846,2
target_gap__cvar80__organic_all_p1,0.7708300625004693,0.7568034516126749,0.7632772720224262,0.6241085801975258,5.0,0
top1_surprisal__mean__flat_top5_p1,0.7708137346825895,0.7528794518885066,0.7611568131780834,0.6171193295899378,4.846153846153846,2
target_gap__mean__flat_top3_p2,0.7707846057076191,0.7594418003606075,0.7646769412899973,0.6278138890053532,5.0,0
target_excess_over_entropy__max__spread4_p1,0.7707569416067805,0.7589706665088709,0.7644104857848293,0.6204649564006428,4.615384615384615,5
target_excess_over_entropy__max__organic_top8_p1,0.7707441658572808,0.7602377023382513,0.7650868393470341,0.6225762093541051,4.769230769230769,3
entropy__mean__flat_top5_p1,0.770710466762489,0.7541074500007633,0.7617703808138677,0.6159778436920043,4.846153846153846,2
entropy__q90__flat_top3_p2,0.7705679850596953,0.7590463763189057,0.764364041891578,0.6213641422479157,4.923076923076923,1
top1_surprisal__q90__spread8_p1,0.7705220767035698,0.7559148394180663,0.7626566412421447,0.6235017150841002,5.0,0
