combination,n_added,tail_only,discovery_macro_auroc,confirmation_macro_auroc,all_macro_auroc,all_macro_auprc,mean_n_kept,fallback_cells
target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7807531740616008,0.7443118371682172,0.7611309157343942,0.6176599649048478,4.538461538461538,6
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.7806823814755833,0.748803838149192,0.7635170119921418,0.6172828702503608,4.538461538461538,6
top1_surprisal__max__flat_top3_p2 + entropy_excess_over_top1__max__flat_top5_p1,2,False,0.7806518041486717,0.7694274383154195,0.7746079148538436,0.633558046595856,5.923076923076923,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7805954064761981,0.7439012910900841,0.7608370366529059,0.6158112713929579,4.461538461538462,7
top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,2,False,0.7805833860210217,0.7634770956679723,0.7713723066001488,0.6265899113146006,5.923076923076923,0
top1_surprisal__max__spread8_p1,1,False,0.7805825108961568,0.7687062268121438,0.7741875886970729,0.6358548201023123,4.923076923076923,1
top1_surprisal__max__flat_top3_p2 + target_nll__cvar80__organic_all_p1,2,False,0.7805663517403336,0.7637376905128087,0.7715047649255126,0.6340787320444974,6.0,0
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1,2,False,0.7805392347594179,0.7643017968706809,0.7717959989731749,0.6251019608123117,5.923076923076923,0
top1_surprisal__max__flat_top8_p1,1,False,0.7804799764036575,0.7670763170324009,0.7732626213575963,0.630024829711507,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7804792082946289,0.7359064447861314,0.7564784894823611,0.6101255706634473,5.0,0
entropy_excess_over_top1__max__flat_top5_p1 + kl_to_final__max__spread4_p1,2,False,0.7804650368887951,0.7683384358962791,0.7739353286620556,0.630457755469271,5.461538461538462,0
target_nll__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,3,False,0.7804414321037204,0.7654770338530285,0.7723836791995017,0.6308401489521566,6.615384615384615,0
entropy_excess_over_top1__max__flat_top5_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7803461251453266,0.7649684955489129,0.77206586305495,0.633425756399257,6.0,0
entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,3,False,0.7803439518856861,0.7674565915160155,0.7734046039943249,0.6304884005054288,6.615384615384615,0
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.7802980454581524,0.7474001438917453,0.7625837907685485,0.6183944496498412,4.538461538461538,6
entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.780207854849914,0.7486343614080732,0.7632067429966151,0.6193530772691046,4.538461538461538,6
target_nll__max__spread4_p1,1,False,0.7801395795639859,0.7626085990576078,0.7706998208297823,0.6302837944167282,4.923076923076923,1
target_nll__max__spread4_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7801186484439905,0.7611487065786348,0.7699040643626451,0.6352223005498558,6.0,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top5_p1,2,False,0.7800664163756325,0.7625713586800834,0.7706460006934138,0.625931594116574,5.923076923076923,0
target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.780033187675459,0.7488372148091976,0.7632353561320875,0.6185742970844922,4.538461538461538,6
entropy_excess_over_top1__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top5_p1,2,False,0.7800028087272883,0.7683171321083113,0.7737105213170697,0.6297560717503153,5.923076923076923,0
kl_to_final__max__spread4_p1 + target_gap__max__spread8_p1,2,False,0.7799846637023379,0.7628882272814224,0.7707788902449217,0.6299516017602721,5.461538461538462,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.779952822787473,0.7478176167209004,0.7626492502900877,0.6170081095852329,4.538461538461538,6
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,3,False,0.7799341119866118,0.7580369016788514,0.7681433064362793,0.623110063625769,6.923076923076923,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__spread4_p1,2,False,0.7799191233685917,0.7654476481371439,0.7721267905516581,0.6308409420323096,5.923076923076923,0
target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7798597572370243,0.7420249019011396,0.759487142825394,0.6143083108902013,4.461538461538462,7
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7798534820310071,0.7343132903896477,0.7553318403779674,0.6017691307267247,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,3,False,0.7798379445525345,0.7569863251551369,0.7675332264154744,0.6230437014101488,6.923076923076923,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + kl_to_final__std__organic_all_p1,5,True,0.7797768420563097,0.7444204383149036,0.760738778503245,0.614081205556547,4.538461538461538,6
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7797275422152774,0.7440659345856002,0.7605251381069896,0.6145416911552556,4.538461538461538,6
target_nll__max__spread8_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7796987360476524,0.7623164239002425,0.7703390295067393,0.6357551713200746,6.0,0
entropy_excess_over_top1__max__flat_top8_p1,1,False,0.7796632417527168,0.7672671397121311,0.7729884175770169,0.6317552653008629,4.923076923076923,1
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,3,False,0.7796410714994906,0.7683339239760683,0.7735526074484173,0.629669118461779,6.615384615384615,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + kl_to_final__std__organic_all_p1,5,True,0.7796100763416035,0.7453481163463049,0.7611613286518273,0.616698740229494,4.538461538461538,6
target_nll__max__spread8_p1,1,False,0.7796095727744605,0.7650007625764808,0.7717432903601638,0.6329660702548139,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,5,True,0.7795912693617338,0.7445626736175825,0.7607297178071909,0.6124885523918494,4.538461538461538,6
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7795759189753649,0.7452436326675417,0.7610893032711524,0.6156395768927023,4.538461538461538,6
kl_to_final__std__organic_all_p1 + kl_to_final__max__spread4_p1,2,False,0.7795660061064345,0.7517928546848588,0.7646112322640477,0.6180356816828385,5.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,3,False,0.7795353891626166,0.7578140135951257,0.7678392638570445,0.6249374385428557,6.923076923076923,0
top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,2,False,0.7795309772807317,0.7639613731080768,0.7711473442646868,0.6304328313458014,5.923076923076923,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.779523783320523,0.7371539723807008,0.7567092697375417,0.6116603308638277,5.0,0
target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7795176495073078,0.7442464928725405,0.760525488242433,0.6163648016520942,4.538461538461538,6
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1,2,False,0.7795124379347517,0.7600897140051946,0.7690540481265286,0.6202770761673045,5.923076923076923,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + kl_to_final__std__organic_all_p1,5,True,0.7794767300978628,0.7431896496821997,0.7599375329509674,0.6163658611773749,4.538461538461538,6
target_gap__max__spread8_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7794619212107872,0.7609941770645369,0.7695177512858833,0.6347369013804289,5.923076923076923,0
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,3,False,0.7794355277107045,0.7649445789476134,0.771632709145963,0.626705128456847,6.615384615384615,0
top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,2,False,0.7793842683443035,0.7607878731373547,0.7693708247713311,0.6224554470292486,5.923076923076923,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,3,False,0.7793806015529293,0.7543847124405465,0.7659212766462618,0.6210008170793724,6.923076923076923,0
top1_surprisal__max__spread4_p1,1,False,0.7793479804624526,0.7665602349637196,0.77246227134775,0.6322066621595333,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + kl_to_final__std__organic_all_p1,5,True,0.7792588351273574,0.7445271495224188,0.7605571582631595,0.6137160200719797,4.538461538461538,6
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7792490705980549,0.7349735293984109,0.7554083945674775,0.6103101413639415,5.0,0
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,3,False,0.7792479761925843,0.7665804496180153,0.7724270003447397,0.6255775890249134,6.615384615384615,0
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,3,False,0.7792189658280702,0.7525093575294276,0.7648368690518781,0.6158675093217814,6.923076923076923,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,3,False,0.7792003808431297,0.7639756047677079,0.7710024244948256,0.6240390524706274,6.615384615384615,0
top1_surprisal__max__flat_top5_p1,1,False,0.7791899710985705,0.7662440304172744,0.7722190799624878,0.6293931691367891,4.923076923076923,1
target_nll__max__flat_top8_p1 + kl_to_final__max__spread4_p1,2,False,0.7791785899205964,0.7603226205463977,0.7690253756421819,0.6276177581895918,5.538461538461538,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7791634677588078,0.7437985407365001,0.760120814746796,0.6125360745609437,4.538461538461538,6
target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7790496658048683,0.7407061293101728,0.7584031461538785,0.6146308432792913,4.461538461538462,7
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7790454843467245,0.7329104209084442,0.7542035271107275,0.6066416865509198,5.0,0
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7790183470801509,0.7400692718901966,0.758045768131714,0.6083979515095378,4.538461538461538,6
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7790094784666352,0.7407205200926811,0.7583923470345061,0.6077152201945623,4.538461538461538,6
target_nll__max__flat_top8_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7790046358904147,0.761843021688228,0.769763766704622,0.6335191053940251,6.0,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.7789582648017467,0.743393546538586,0.7598080318908138,0.6144428312949944,4.538461538461538,6
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7789365676096004,0.7318433459957702,0.7535786790483071,0.5989163458979825,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1,3,False,0.7788629253420423,0.7578538101573328,0.767550324857968,0.6220257694071265,6.923076923076923,0
kl_to_final__std__organic_all_p1 + target_nll__cvar80__organic_all_p1,2,False,0.778827982204164,0.7600204723568412,0.7687008615171441,0.6313705629141962,5.615384615384615,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7788262966713672,0.7422613136355088,0.7591374596520589,0.6114244660090853,4.538461538461538,6
target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.77872070134634,0.740527162285667,0.7581549495444391,0.6166401907180117,4.538461538461538,6
target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7786977976866926,0.7667372026048284,0.7722574772579964,0.6324416458154892,6.615384615384615,0
top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,3,False,0.778653194320146,0.7563119327636377,0.7666232842512568,0.6230781563076719,6.923076923076923,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7785831609490899,0.7354173979556189,0.7553400577987592,0.6083520544072979,5.0,0
target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7785700967320518,0.7420859361847708,0.758924779514285,0.6135135127370172,4.538461538461538,6
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7784228506266944,0.7366420142995602,0.755925477219776,0.6110774556871107,5.0,0
top1_surprisal__max__flat_top3_p2 + kl_to_final__max__spread4_p1,2,False,0.7783798192183374,0.762042419550378,0.7695827578586669,0.627556732060108,5.538461538461538,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.7783596067869712,0.7434864131453679,0.7595817332876463,0.6137775355426629,4.538461538461538,6
target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7783157171603267,0.7362957708064416,0.7556895922005423,0.6110533273932902,5.0,0
top1_surprisal__max__flat_top3_p2,1,False,0.7782793016886801,0.7663200585772189,0.7718397092440472,0.6319792126023048,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1,5,True,0.7782525767285801,0.7364004738262718,0.7557168290119525,0.6084101999568614,5.0,0
target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7781724091648582,0.7326507858343237,0.7536607658330321,0.6001295839592038,4.769230769230769,3
kl_to_final__std__organic_all_p1 + target_gap__max__spread8_p1,2,False,0.7781713197327336,0.7624068467064743,0.7696827573339786,0.6324508545533413,5.538461538461538,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7780369711046,0.7360517242257174,0.7554295304775095,0.6092423378521313,5.0,0
kl_to_final__std__organic_all_p1,1,False,0.7779558913884473,0.758322316125508,0.7673839662468646,0.6273386989704941,4.615384615384615,5
entropy_excess_over_top1__max__flat_top5_p1,1,False,0.7779461257179978,0.7689972100030478,0.7731274787945632,0.6323455899706933,4.923076923076923,1
target_nll__max__flat_top8_p1,1,False,0.7779376117956184,0.7651101840503879,0.7710305353174174,0.6335801810816899,4.923076923076923,1
kl_to_final__max__spread4_p1,1,False,0.7779372061563982,0.7635921649621793,0.7702129532056651,0.6295463724524931,4.538461538461538,6
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7777907654972264,0.7367683122133657,0.7557017521905321,0.6049631016770267,4.6923076923076925,4
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,3,False,0.7777718888425028,0.7620584437492154,0.7693108030230403,0.6209194028789049,6.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1,3,False,0.7777694924971099,0.7524021581288357,0.7641101586065009,0.6160715699421337,6.923076923076923,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,3,False,0.7777665065277594,0.7657966132129405,0.7713211793582414,0.6253908156851871,6.615384615384615,0
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,3,False,0.7777289029540319,0.756350881702104,0.7662176607414555,0.6203237956060371,6.923076923076923,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.777700829809338,0.7307509099923312,0.7524201037540266,0.5970377991471507,4.769230769230769,3
target_gap__max__spread8_p1,1,False,0.7776668932306499,0.7637039308798711,0.7701483750417689,0.6313011961020816,4.923076923076923,1
target_nll__cvar80__organic_all_p1,1,False,0.7776459435427837,0.7571786135534728,0.7666250735485393,0.6288690524739129,5.0,0
entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,3,False,0.777617515373591,0.7665477070082366,0.7716568493307078,0.6256040445716183,6.615384615384615,0
top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,3,False,0.7775849923421975,0.7649214331733971,0.7707661527897665,0.6251921794571846,6.615384615384615,0
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7775646077130726,0.7294529087030465,0.7516583082461353,0.5970213578965002,4.923076923076923,1
top1_surprisal__max__organic_top8_p1,1,False,0.7775372495263269,0.7630704470682738,0.7697474328181445,0.626336805376098,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7774676704741621,0.7264898042356887,0.7500180501919071,0.5925238680360823,4.923076923076923,1
kl_to_final__max__spread8_p1,1,False,0.7773499246379116,0.7627070947258786,0.7694653239160476,0.6289667696686853,4.538461538461538,6
entropy__max__flat_top8_p1,1,False,0.7773119306025983,0.7692258719649285,0.7729578990284686,0.6270254639719407,4.923076923076923,1
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,3,False,0.777305547225029,0.7639659880681163,0.7701227076789989,0.6229506037229792,6.615384615384615,0
kl_to_final__max__organic_top8_p1,1,False,0.7772933289025268,0.7615172654197567,0.7687985254887274,0.625392682729871,4.461538461538462,7
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7772499136672062,0.7327450467205914,0.7532857545421058,0.6044087615010879,5.0,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1,5,True,0.7772235723398971,0.7339524355376797,0.7539237294463954,0.5991958292485515,4.769230769230769,3
entropy_excess_over_top1__max__spread4_p1,1,False,0.7772148838198868,0.7702698848033261,0.7734752689648156,0.6350634467180505,4.923076923076923,1
entropy_excess_over_top1__max__spread8_p1,1,False,0.7771159178393163,0.7700158939910261,0.7732928280748522,0.6339491524084067,4.923076923076923,1
top1_surprisal__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,2,False,0.7770611135517274,0.7639387299816011,0.7699952147062746,0.6261264967151233,5.615384615384615,0
kl_to_final__max__spread4_p1 + target_nll__cvar80__organic_all_p1,2,False,0.7769413844606649,0.7612267467999005,0.7684796564894842,0.6301601944999818,5.538461538461538,0
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7769354438807978,0.7631883813269171,0.7695331794287082,0.6229894146598879,6.615384615384615,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7769283712871613,0.7334020979794554,0.7534911471983966,0.5999160673568464,4.769230769230769,3
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7767703542738656,0.7273550726517846,0.7501621257081297,0.5881767661862354,4.769230769230769,3
target_nll__max__spread8_p1 + kl_to_final__std__organic_all_p1,2,False,0.7767126096730137,0.7634317573581083,0.7695613815034492,0.629839244075142,5.615384615384615,0
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7765203775275151,0.7280166947718403,0.750403009889844,0.5954161181275457,4.846153846153846,2
entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7764988478347102,0.7662972588338857,0.7710056845265739,0.6272207914477147,6.615384615384615,0
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7764354012469298,0.7246456832840423,0.7485486300361442,0.5899218366729964,4.846153846153846,2
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7763820436670925,0.7216723317256682,0.7469229680063255,0.5869761834460842,4.846153846153846,2
top1_surprisal__max__spread8_p1 + kl_to_final__std__organic_all_p1,2,False,0.7763445588113681,0.7658547341060258,0.7706961916623375,0.6288254960829579,5.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7763051886717361,0.7221217493770352,0.7471294905899742,0.5938145667603278,4.153846153846154,10
top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,2,False,0.7762545935981412,0.7647102733634955,0.7700384211641012,0.6287886665807499,5.615384615384615,0
target_nll__max__spread4_p1 + kl_to_final__std__organic_all_p1,2,False,0.7762213519961431,0.7610025922539484,0.7680266352118844,0.6276498414084296,5.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7761680936092065,0.7274565161138536,0.7499387826501704,0.5957201445124003,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7759714810232227,0.7296609785497299,0.7510350566144189,0.5946631126728413,4.230769230769231,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7759114071919004,0.7647735562110054,0.7699141028175724,0.6245486206686505,6.615384615384615,0
entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7758740925204699,0.7278838457690883,0.7500331904235721,0.5960914852096798,4.846153846153846,2
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7757662145761861,0.7334979589656069,0.7530063846320281,0.6032994950117652,4.230769230769231,10
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7757586375538085,0.7208484468352472,0.7461916117822756,0.5808461038694185,4.846153846153846,2
