contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign,status,evidence_status
pb::P2C_F6_MINUS_SAMPLED_ENERGY::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_MINUS_SAMPLED_ENERGY,P2C_F6_TOP10_REFERENCE,macro_f1,0.004240164808755775,-0.008576552474529127,0.017512600919187493,6,0,2,-0.007968695545798987,processbench_math_qwen3_4b,13,-0.004240164808755775,parent-minus-ablated,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_SAMPLED_ENERGY::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_MINUS_SAMPLED_ENERGY,P2C_F6_TOP10_REFERENCE,first_error_exact,0.005169669573898972,-0.004932706811199788,0.01548995579706481,5,1,2,-0.015151515151515138,processbench_math_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_SAMPLED_ENERGY::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_MINUS_SAMPLED_ENERGY,P2C_F6_TOP10_REFERENCE,first_error_within_one,0.006365328945576287,-0.005207574600392034,0.017943330057083328,6,0,2,-0.019323671497584516,processbench_gsm8k_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_SAMPLED_ENERGY::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_MINUS_SAMPLED_ENERGY,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,-0.004703715591422686,-0.013037074386393685,0.0037451941667336116,3,0,5,-0.020648967551622377,processbench_olympiadbench_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_SAMPLED_ENERGY::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_MINUS_SAMPLED_ENERGY,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,0.0018124999999999947,-0.005062500000000081,0.008687500000000015,5,0,3,-0.010000000000000009,processbench_math_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
