method,cell_macro_auroc,family_macro_auroc,cell_delta_vs_iu_pp,family_delta_vs_iu_pp
iu_pcr,0.7760865493175492,0.7423474445564211,0.0,0.0
dufs_liu,0.7765603736298171,0.7430444328459553,0.0473824312267936,0.06969882895342533
su_pcr,0.7713811066096041,0.7392744183532038,-0.47054427079451,-0.3073026203217158
