method,k,lambda,cell_macro_auroc,family_macro_auroc,cell_delta_vs_iu_pp,family_delta_vs_iu_pp,cell_laplacian_gain_pp,family_laplacian_gain_pp
uc_obs,7,0.1,0.7645541967132794,0.736755979654719,-1.1532352604269958,-0.5591464901702037,0.28665573109151793,0.15320025068970566
uc_obs,7,0.3,0.7666392771274738,0.7380310238319738,-0.9447272190075495,-0.43164207244471703,0.49516377251096433,0.2807046684151923
uc_obs,7,1.0,0.7685926352764572,0.7392206971451761,-0.7493914041092082,-0.3126747411244843,0.6904995874093055,0.39967199973542505
uc_obs,7,3.0,0.7693399390840184,0.7397898717050135,-0.674661023353088,-0.2557572851407411,0.7652299681654258,0.45658945571916826
uc_obs,7,10.0,0.7688060058914378,0.7391139592460749,-0.728054342611141,-0.32334853103460626,0.7118366489073726,0.3889982098253031
uc_obs,7,30.0,0.7685229953931983,0.7389327265325192,-0.7563553924351027,-0.341471802390185,0.6835355990834111,0.37087493846972436
uc_obs,8,0.0,0.75721193502093,0.7317503199928567,-1.8874614296619168,-1.0597124563564362,0.0,0.0
uc_obs,8,0.003,0.7573843218454988,0.7318437460547955,-1.870222747205065,-1.0503698501625538,0.017238682456851652,0.009342606193882275
uc_obs,8,0.01,0.7576370497133453,0.7319620797340008,-1.8449499604203736,-1.038536482242014,0.04251146924154302,0.021175974114422125
uc_obs,8,0.03,0.7586649809296006,0.7325915106917611,-1.7421568387948807,-0.9755933864659991,0.14530459086703612,0.08411906989043705
uc_obs,8,0.1,0.7611421232746197,0.7341097540962958,-1.4944426042929564,-0.8237690460125333,0.39301882536896027,0.23594341034390287
uc_obs,8,0.3,0.7644901371635241,0.7359955496903068,-1.159641215402501,-0.6351894866114247,0.7278202142594157,0.42452296974501147
uc_obs,8,1.0,0.7676496451972489,0.7380820547419249,-0.8436904120300417,-0.42653898144961316,1.0437710176318749,0.633173474906823
uc_obs,8,3.0,0.7687600481848293,0.7387617229484621,-0.7326501132719848,-0.35857216079589055,1.1548113163899318,0.7011402955605456
uc_obs,8,10.0,0.7683040302675105,0.7381219448982814,-0.7782519050038715,-0.4225499658139509,1.1092095246580451,0.6371624905424853
uc_obs,8,30.0,0.7677936445787372,0.7377138403350052,-0.829290473881201,-0.463360422141576,1.0581709557807155,0.59635203421486
uc_obs,9,0.0,0.755558130504513,0.7305861388700851,-2.0528418813036313,-1.1761305686335988,0.0,0.0
uc_obs,9,0.003,0.7557029309906941,0.7306472411822559,-2.038361832685502,-1.1700203374165081,0.014480048618129479,0.006110231217090756
uc_obs,9,0.01,0.7560207023672789,0.7308465069820722,-2.006584695027026,-1.1500937574348737,0.04625718627660573,0.026036811198724974
uc_obs,9,0.03,0.756964506899528,0.7315285965811246,-1.912204241802121,-1.0818847975296446,0.14063763950151048,0.09424577110395405
uc_obs,9,0.1,0.75971822159957,0.7331316925264182,-1.6368327717979332,-0.9215752030002897,0.4160091095056985,0.2545553656333091
uc_obs,9,0.3,0.7636481743647533,0.7356074708555986,-1.243837495279583,-0.6739973700822383,0.8090043860240487,0.5021331985513605
uc_obs,9,1.0,0.767593329479486,0.7382806190507725,-0.8493219838063337,-0.40668255056484776,1.203519897497298,0.7694480180687511
uc_obs,9,3.0,0.7687949796264858,0.7390297088704625,-0.7291569691063469,-0.3317735685958556,1.323684912197285,0.8443570000377432
uc_obs,9,10.0,0.7686596612499134,0.7388010312380655,-0.7426888067635922,-0.3546413318355521,1.3101530745400394,0.8214892367980466
uc_obs,9,30.0,0.7682363488726148,0.7385548887372804,-0.7850200444934263,-0.37925558191407027,1.2678218368102054,0.7968749867195285
uc_obs,10,0.0,0.751755272840842,0.7273074022129422,-2.433127647670731,-1.5040042343478803,0.0,0.0
uc_obs,10,0.003,0.7519378566925936,0.7274089564531261,-2.4148692624955626,-1.4938488103295011,0.018258385175168777,0.010155424018379322
uc_obs,10,0.01,0.7522224799599835,0.7275662759538872,-2.38640693575659,-1.478116860253377,0.046720711914141164,0.025887374094503424
uc_obs,10,0.03,0.7532899069353359,0.7283503466657728,-2.279664238221324,-1.3997097890648222,0.15346340944940723,0.10429444528305826
uc_obs,10,0.1,0.7560431991228173,0.7299064123291354,-2.0043350194731984,-1.24410322272855,0.4287926281975325,0.2599010116193304
uc_obs,10,0.3,0.7608671052898212,0.7330361785473952,-1.5219444027727993,-0.931126600902582,0.9111832448979318,0.5728776334452984
uc_obs,10,1.0,0.7660191113904302,0.7366114290513631,-1.0067437927118976,-0.5736015505057936,1.4263838549588335,0.9304026838420867
uc_obs,10,3.0,0.7683927649847252,0.7382151219804058,-0.7693784332824051,-0.4132322576015257,1.663749214388326,1.0907719767463546
uc_obs,10,10.0,0.7687168294023902,0.7384883330496782,-0.7369719915159046,-0.38591115067428683,1.6961556561548266,1.1180930836735936
uc_obs,10,30.0,0.7685048647294095,0.7383745802238533,-0.7581684588139871,-0.3972864332567855,1.6749591888567439,1.106717801091095
uc_obs,11,0.0,0.7512765007896879,0.7269399504258371,-2.481004852786128,-1.5407494130583885,0.0,0.0
uc_obs,11,0.003,0.7514246764594964,0.7270255475398322,-2.466187285805295,-1.5321897016588788,0.014817566980832494,0.008559711399509784
uc_obs,11,0.01,0.7518727422966789,0.7272782181684467,-2.4213807020870393,-1.5069226387974255,0.05962415069908864,0.03382677426096298
uc_obs,11,0.03,0.7529158584747669,0.7279448892807137,-2.3170690842782267,-1.4402555275707372,0.16393576850790154,0.10049388548765137
uc_obs,11,0.1,0.7558465654327241,0.7297297194282714,-2.023998388482509,-1.2617725128149668,0.4570064643036188,0.2789769002434217
uc_obs,11,0.3,0.7610065883297708,0.7331071526871756,-1.5079960987778451,-0.924029186924541,0.9730087540082829,0.6167202261338476
uc_obs,11,1.0,0.7660652682623889,0.7366264777945175,-1.0021281055160391,-0.5720966761903534,1.4788767472700886,0.9686527368680351
uc_obs,11,3.0,0.7685194667487846,0.7382907567963817,-0.7567082568764552,-0.40566877600393264,1.7242965959096728,1.1350806370544557
uc_obs,11,10.0,0.7687390581864358,0.7384286317791398,-0.7347491131113395,-0.39188127772813025,1.7462557396747884,1.1488681353302583
uc_obs,11,30.0,0.7685353159560439,0.7383505531548871,-0.7551233361505487,-0.3996891401533961,1.725881516635579,1.1410602729049923
uc_obs,12,0.0,0.7489036107846081,0.7257947933571743,-2.718293853294105,-1.6552651199246717,0.0,0.0
uc_obs,12,0.003,0.7490907376765227,0.7259550725258728,-2.6995811641026592,-1.6392372030548261,0.018712689191445475,0.016027916869845726
uc_obs,12,0.01,0.749543260655252,0.7262495794310215,-2.65432886622972,-1.60978651253995,0.06396498706438455,0.04547860738472187
uc_obs,12,0.03,0.7504939277963921,0.7268113251158982,-2.55926215211571,-1.5536119440522842,0.15903170117839427,0.10165317587238765
uc_obs,12,0.1,0.7535243419776166,0.7287358708452216,-2.2562207339932567,-1.3611573711199338,0.46207311930084827,0.29410774880473806
uc_obs,12,0.3,0.7589769732444385,0.7322171473345633,-1.7109576073110755,-1.0130297221857627,1.0073362459830293,0.6422353977389093
uc_obs,12,1.0,0.7651600400903389,0.7364112514127518,-1.0926509227210432,-0.5936193143669305,1.6256429305730613,1.0616458055577414
uc_obs,12,3.0,0.7680130795980072,0.7382648055300676,-0.8073469719542031,-0.4082639026353349,1.9109468813399015,1.2470012172893368
uc_obs,12,10.0,0.7687696060955957,0.7388096035016887,-0.7316943221953559,-0.3537841054732302,1.9865995310987488,1.3014810144514417
uc_obs,12,30.0,0.7684331829348455,0.7385400423822372,-0.7653366382703573,-0.380740217418378,1.9529572150237473,1.2745249025062937
uc_obs,13,0.0,0.7438821240556578,0.7236519495608101,-3.2204425261891454,-1.8695494995610877,0.0,0.0
uc_obs,13,0.003,0.7441490968650099,0.723819422190202,-3.1937452452539516,-1.8528022366219032,0.02669728093519415,0.016747262939184604
uc_obs,13,0.01,0.7446013389503152,0.7240858471937437,-3.148521036723401,-1.826159736267738,0.07192148946574503,0.04338976329334998
uc_obs,13,0.03,0.7459632013906594,0.7249725620707157,-3.012334792688977,-1.7374882485705303,0.20810773350016845,0.1320612509905575
uc_obs,13,0.1,0.7497193900650766,0.7272270923747707,-2.636715925247258,-1.5120352181650323,0.5837266009418876,0.3575142813960555
uc_obs,13,0.3,0.7558699929645595,0.7309059940719423,-2.0216556352989707,-1.1441450484478728,1.1987868908901749,0.7254044511132152
uc_obs,13,1.0,0.763334422229649,0.7355700356729626,-1.275212708790024,-0.6777408883458375,1.9452298173991216,1.1918086112152504
uc_obs,13,3.0,0.7672255731468901,0.7379594178522519,-0.8860976170659026,-0.4388026704169143,2.334344909123243,1.4307468291441736
uc_obs,13,10.0,0.7684382196903584,0.7388477518945895,-0.764832962719092,-0.34996926618315743,2.4556095634700537,1.5195802333779305
uc_obs,13,30.0,0.7683837318835499,0.738849445275879,-0.7702817433999319,-0.34979992805419663,2.450160782789214,1.5197495715068912
uc_obs,14,0.0,0.7405225522649456,0.720176486517851,-3.5563997052603624,-2.2170958038569957,0.0,0.0
uc_obs,14,0.003,0.7408186260220856,0.720358606921726,-3.5267923295463723,-2.1988837634695058,0.029607375713990025,0.01821204038748997
uc_obs,14,0.01,0.7414098069337086,0.7207063346717292,-3.4676742383840606,-2.1641109884691825,0.0887254668763012,0.05298481538781319
uc_obs,14,0.03,0.7429197775780464,0.7217264053134205,-3.316677173950295,-2.0621039243000587,0.23972253131006732,0.15499187955693716
uc_obs,14,0.1,0.7472564413447751,0.7247881521252946,-2.8830107972774104,-1.755929243112639,0.6733889079829515,0.46116656074435686
uc_obs,14,0.3,0.7547648117312296,0.7297186991125577,-2.132173758631957,-1.2628745443863374,1.4242259466284046,0.9542212594706584
uc_obs,14,1.0,0.7631644059292814,0.7351322633783142,-1.2922143388267984,-0.7215181178106794,2.2641853664335634,1.4955776860463164
uc_obs,14,3.0,0.7673317582141467,0.7380178430332869,-0.875479110340248,-0.4329601523134094,2.680920594920114,1.7841356515435862
uc_obs,14,10.0,0.7684997479427244,0.7388437614007537,-0.7586801374824915,-0.35036831556672643,2.7977195677778703,1.8667274882902694
uc_obs,14,30.0,0.7681837468082602,0.7385939026389414,-0.7902802509288995,-0.3753541917479661,2.7661194543314624,1.8417416121090295
uc_obs,15,0.0,0.7378501389105926,0.7186744124026381,-3.8236410406956605,-2.3673032153782914,0.0,0.0
uc_obs,15,0.003,0.7381179507888241,0.718805892364768,-3.7968598528725006,-2.354155219165302,0.026781187823159597,0.013147996212989344
uc_obs,15,0.01,0.7387170173774118,0.7191971671160282,-3.7369531940137404,-2.315027744039279,0.0866878466819205,0.0522754713390125
uc_obs,15,0.03,0.7402463668896866,0.7201908665090581,-3.584018242786273,-2.2156578047363027,0.23962279790938762,0.15164541064198872
uc_obs,15,0.1,0.7450076588298691,0.7234636533733543,-3.1078890487680098,-1.8883791183066796,0.7157519919276507,0.4789240970716119
uc_obs,15,0.3,0.752731480016254,0.7285183436297711,-2.3355069301295215,-1.3829100926650018,1.4881341105661394,0.9843931227132896
uc_obs,15,1.0,0.7619659532964599,0.7343370311488185,-1.4120596021089342,-0.8010413407602474,2.4115814385867265,1.5662618746180441
uc_obs,15,3.0,0.7669246805267024,0.7376418872399759,-0.9161868790846841,-0.4705557316445133,2.9074541616109766,1.896747483733778
uc_obs,15,10.0,0.7685167563969024,0.7387108050806181,-0.7569792920646773,-0.3636639475802825,3.0666617486309833,2.003639267798009
uc_obs,15,30.0,0.7684249713903348,0.7385136368924423,-0.7661577927214405,-0.3833807663978783,3.05748324797422,1.983922448980413
uc_obs,16,0.0,0.7350577188380955,0.7171186537932813,-4.102883047945377,-2.5228790763139677,0.0,0.0
uc_obs,16,0.003,0.7354217544933229,0.7173735618588033,-4.066479482422632,-2.497388269761763,0.03640356552274543,0.025490806552204426
uc_obs,16,0.01,0.7359808109511161,0.7177925779099826,-4.010573836643308,-2.455486664643837,0.09230921130206812,0.06739241167013077
uc_obs,16,0.03,0.737854839890241,0.7190303621834824,-3.82317094273081,-2.331708237293871,0.27971210521456713,0.19117083902009668
uc_obs,16,0.1,0.7427824028405473,0.7222773694433863,-3.3304146477002035,-2.0070075113034727,0.7724684002451738,0.515871565010495
uc_obs,16,0.3,0.7510708330796062,0.7276495366914841,-2.501571623794288,-1.4697907864936897,1.6013114241510888,1.0530882898202782
uc_obs,16,1.0,0.760997352382871,0.7339792427629329,-1.5089196934678246,-0.8368201793488073,2.593963354477552,1.6860588969651604
uc_obs,16,3.0,0.7663641684125038,0.7372542701067732,-0.9722380905045536,-0.5093174449647853,3.1306449574408237,2.0135616313491824
uc_obs,16,10.0,0.7682882157792061,0.7386068520553736,-0.7798333538343051,-0.3740592501047482,3.3230496941110723,2.1488198262092197
uc_obs,16,30.0,0.768134086222395,0.7383061030673469,-0.7952463095154164,-0.4041341489074146,3.3076367384299608,2.1187449274065533
uc_obs,17,0.0,0.7295911159029256,0.7144077826877417,-4.649543341462358,-2.7939661868679244,0.0,0.0
uc_obs,17,0.003,0.7299517915892508,0.7146448084054727,-4.613475772829836,-2.7702636150948328,0.03606756863252329,0.02370257177309182
uc_obs,17,0.01,0.7307090244646194,0.7151031696971695,-4.537752485292992,-2.7244274859251516,0.11179085616936692,0.06953870094277281
uc_obs,17,0.03,0.7326558045440262,0.7164098757658675,-4.343074477352301,-2.593756879055352,0.30646886411005764,0.20020930781257246
uc_obs,17,0.1,0.738428302841149,0.7200663217015554,-3.765824647640021,-2.228112285486565,0.8837186938223376,0.5658539013813593
uc_obs,17,0.3,0.7480246466647286,0.7261331044650621,-2.806190265282069,-1.621434009135894,1.8433530761802899,1.1725321777320303
uc_obs,17,1.0,0.7591862279022167,0.7329069605865499,-1.6900321415332602,-0.9440483969871196,2.9595111999290986,1.8499177898808048
uc_obs,17,3.0,0.7654757490475165,0.7366793548407122,-1.0610800270032736,-0.5668089715708785,3.5884633144590854,2.227157215297046
uc_obs,17,10.0,0.767848882928483,0.7379743521222448,-0.823766638906633,-0.4373092434176204,3.8257767025557254,2.356656943450304
uc_obs,17,30.0,0.7679765399639958,0.7377567886629806,-0.811000935355334,-0.4590655893440418,3.838542406107025,2.3349005975238826
uc_obs,18,0.0,0.7259398700164285,0.7119964523366447,-5.014667930112079,-3.0350992219776467,0.0,0.0
uc_obs,18,0.003,0.7262891524847204,0.7122204426996046,-4.979739683282891,-3.0127001856816453,0.034928246829186535,0.02239903629600165
uc_obs,18,0.01,0.7271674040336197,0.7127415335441056,-4.891914528392958,-2.960591101231537,0.12275340171911998,0.07450812074610985
uc_obs,18,0.03,0.7295280819692435,0.714195685979876,-4.655846734830579,-2.815175857654499,0.35882119528149964,0.21992336432314769
uc_obs,18,0.1,0.7355732068161288,0.7181676132635624,-4.051334250142025,-2.417983129285864,0.9633336799700526,0.6171160926917829
uc_obs,18,0.3,0.7456845982787835,0.7245065771461263,-3.0401951038765724,-1.7840867410294738,1.9744728262355058,1.2510124809481729
uc_obs,18,1.0,0.7582338564434895,0.7321388806124172,-1.7852692874059777,-1.0208563944003837,3.2293986427061,2.014242827577263
uc_obs,18,3.0,0.7651332153114478,0.7361591726357688,-1.095333400610147,-0.6188271920652146,3.9193345295019313,2.4162720299124323
uc_obs,18,10.0,0.7682722969997758,0.7381781061005235,-0.781425231777349,-0.41693384558975505,4.233242698334729,2.618165376387892
uc_obs,18,30.0,0.7685128214247712,0.7381021279731675,-0.757372789277801,-0.42453165832534306,4.257295140834278,2.6105675636523036
uc_obs,19,0.0,0.7202519610849488,0.7092404584204028,-5.583458823260036,-3.310698613601812,0.0,0.0
uc_obs,19,0.003,0.7206152932032603,0.709433163273778,-5.547125611428882,-3.2914281282643025,0.0363332118311549,0.01927048533750947
uc_obs,19,0.01,0.7214627690483731,0.7099117811836387,-5.462378026917617,-3.2435663372782253,0.12108079634241913,0.06713227632358654
uc_obs,19,0.03,0.7240815652133706,0.7116398476823123,-5.200498410417859,-3.070759687410887,0.38296041284217736,0.2399389261909246
uc_obs,19,0.1,0.7307439782614459,0.7159540880712162,-4.534257105610338,-2.639335648520484,1.0492017176496995,0.6713629650813278
uc_obs,19,0.3,0.7416019625052148,0.7227519067915207,-3.448458681233446,-1.959553776490043,2.1350001420265907,1.3511448371117687
uc_obs,19,1.0,0.7555868898571493,0.730797141545785,-2.0499659460400004,-1.155030301063595,3.533492877220037,2.155668312538217
uc_obs,19,3.0,0.7639720180821415,0.735360234615251,-1.2114531235407697,-0.6987209941169927,4.372005699719267,2.611977619484819
uc_obs,19,10.0,0.7678182177836531,0.7375781228451798,-0.8268331533896139,-0.47693217112412395,4.756625669870424,2.833766442477688
uc_obs,19,30.0,0.7683464292766701,0.7377709460423771,-0.7740120040879053,-0.4576498514043875,4.809446819172131,2.8530487621974245
uclean_obs,1,0.0,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,0.003,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,0.01,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,0.03,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,0.1,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,0.3,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,1.0,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,3.0,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,10.0,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,1,30.0,0.7714308456431717,0.7400895993349255,-0.46557036743774355,-0.22578452214956496,0.0,0.0
uclean_obs,2,0.0,0.7752572411779851,0.7421232024430829,-0.08293081395640092,-0.02242421133381023,0.0,0.0
uclean_obs,2,0.003,0.7752542485210192,0.7420986560365738,-0.0832300796530123,-0.024878851984730388,-0.0002992656966113727,-0.002454640650920159
uclean_obs,2,0.01,0.7752662559910739,0.7421537721541421,-0.08202933264753279,-0.019367240227891047,0.000901481308868135,0.0030569711059191818
uclean_obs,2,0.03,0.77544047047842,0.7423566889853577,-0.06460788391292097,0.0009244428936655558,0.018322930043479978,0.023348654227475785
uclean_obs,2,0.1,0.7757286981711581,0.7427973094437743,-0.035785114639116,0.044986488735333785,0.04714569931728492,0.06741070006914401
uclean_obs,2,0.3,0.7754608331725823,0.7426488223339813,-0.06257161449668933,0.0301377777560341,0.020359199459711597,0.05256198908984433
uclean_obs,2,1.0,0.7739440364660396,0.7414746156414795,-0.214251285150976,-0.0872828914941462,-0.13132047119457507,-0.06485868016033597
uclean_obs,2,3.0,0.7725343096374075,0.7403404703473057,-0.35522396801417055,-0.20069742091153725,-0.27229315405776966,-0.17827320957772702
uclean_obs,2,10.0,0.7718570106607396,0.7396721074893506,-0.4229538656809681,-0.2675337067070363,-0.3400230517245672,-0.24510949537322607
uclean_obs,2,30.0,0.7715557357148679,0.739399913325291,-0.4530813602681298,-0.2947531231130049,-0.37015054631172883,-0.27232891177919466
