method,k,lambda,cell_macro_auroc,family_macro_auroc,cell_delta_vs_iu_pp,family_delta_vs_iu_pp,cell_laplacian_gain_pp,family_laplacian_gain_pp
uc_obs,1,0.0,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,0.003,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,0.01,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,0.03,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,0.1,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,0.3,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,1.0,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,3.0,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,10.0,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,1,30.0,0.7724732272880335,0.7406309225828243,-0.3613322029515864,-0.17165219735967158,0.0,0.0
uc_obs,2,0.0,0.7713811066096041,0.7392744183532038,-0.47054427079451,-0.3073026203217158,0.0,0.0
uc_obs,2,0.003,0.7714071764246596,0.7392719770126616,-0.4679372892889754,-0.3075467543759508,0.0026069815055346224,-0.00024413405423501233
uc_obs,2,0.01,0.7715256113962895,0.7394169781063095,-0.45609379212597917,-0.29304664501115657,0.01445047866853085,0.014255975310559221
uc_obs,2,0.03,0.771880422910057,0.7397410769112405,-0.42061264074923405,-0.2606367645180477,0.049931630045275954,0.04666585580366811
uc_obs,2,0.1,0.7728039268099138,0.74056280927579,-0.3282622507635261,-0.1784635280631039,0.1422820200309839,0.1288390922586119
uc_obs,2,0.3,0.7736289777290929,0.7411803346111344,-0.24575715884563124,-0.11671099452865846,0.22478711194887877,0.19059162579305733
uc_obs,2,1.0,0.7733800825102234,0.7408837506085959,-0.2706466807325817,-0.1463693947825126,0.19989759006192828,0.1609332255392032
uc_obs,2,3.0,0.7727372565976817,0.7402329679430767,-0.3349292719867572,-0.21144766133443654,0.1356149988077528,0.09585495898727925
uc_obs,2,10.0,0.772299875207391,0.7397178768390703,-0.3786674110158298,-0.262956771735072,0.09187685977868018,0.04434584858664381
uc_obs,2,30.0,0.7720694451661317,0.7394780940288482,-0.40171041514175015,-0.28693505275728115,0.06883385565275985,0.02036756756443464
uc_obs,3,0.0,0.7712810265644432,0.7396130775780025,-0.4805522753106167,-0.273436697841839,0.0,0.0
uc_obs,3,0.003,0.7712455021026443,0.7396072244755433,-0.4841047214904924,-0.2740220080877778,-0.003552446179875638,-0.0005853102459388304
uc_obs,3,0.01,0.7712313735445125,0.7395931873998248,-0.48551757730366796,-0.2754257156596149,-0.00496530199305123,-0.0019890178177758844
uc_obs,3,0.03,0.7711515402715409,0.7396167533657042,-0.4935009046008326,-0.27306911907168663,-0.012948629290215896,0.00036757877015236584
uc_obs,3,0.1,0.7709553691825318,0.7399097939618755,-0.5131180135017441,-0.2437650594545454,-0.03256573819112735,0.029671638387293586
uc_obs,3,0.3,0.7706500243496023,0.740123083753337,-0.5436524967946901,-0.22243608030840245,-0.0631002214840734,0.05100061753343654
uc_obs,3,1.0,0.769984443287627,0.7398896877699185,-0.6102106029922106,-0.24577567865025213,-0.12965832768159397,0.027661019191586866
uc_obs,3,3.0,0.7693023458434597,0.7393259861323349,-0.6784203474089658,-0.30214584240860626,-0.19786807209834917,-0.028709144566767264
uc_obs,3,10.0,0.7689913941912723,0.7391114753553165,-0.7095155126276963,-0.3235969201104569,-0.2289632373170795,-0.05016022226861788
uc_obs,3,30.0,0.7689329847655636,0.73899306481588,-0.7153564551985713,-0.33543797405410913,-0.23480417988795457,-0.06200127621227014
uc_obs,4,0.0,0.7694900614397246,0.7390121772097755,-0.6596487877824626,-0.33352673466455346,0.0,0.0
uc_obs,4,0.003,0.7694970101571624,0.7390265217723678,-0.6589539160386803,-0.3320922784053229,0.0006948717437824103,0.0014344562592305543
uc_obs,4,0.01,0.769573926306661,0.7390615114287985,-0.6512623010888262,-0.328593312762257,0.008386486693636359,0.004933421902296453
uc_obs,4,0.03,0.7696605568834399,0.7392253420866519,-0.642599243410925,-0.3122102469769114,0.01704954437153766,0.02131648768764205
uc_obs,4,0.1,0.7698334251375002,0.7395108282282068,-0.625312418004902,-0.28366163282142476,0.03433636977756051,0.0498651018431287
uc_obs,4,0.3,0.7699366875839008,0.7398455002048738,-0.6149861733648482,-0.25019443515472417,0.04466261441761442,0.08333229950982929
uc_obs,4,1.0,0.76974843738494,0.7397544807102157,-0.6338111932609275,-0.25929638462053317,0.025837594521535095,0.07423035004402029
uc_obs,4,3.0,0.7693333213921778,0.7394751957759276,-0.6753227925371414,-0.2872248780493511,-0.01567400475467884,0.046301856615202364
uc_obs,4,10.0,0.7686584189555082,0.7388000023473582,-0.7428130362041051,-0.3547442209062876,-0.08316424842164244,-0.02121748624173414
uc_obs,4,30.0,0.7683936883107721,0.738693366997073,-0.7692861006777079,-0.36540775593480734,-0.1096373128952453,-0.031881021270253884
uc_obs,5,0.0,0.7673779278333209,0.7378780426483331,-0.8708621484228302,-0.4469401908087908,0.0,0.0
uc_obs,5,0.003,0.7674544095417231,0.7379819518466073,-0.8632139775826173,-0.43654927098137897,0.007648170840212724,0.01039091982741186
uc_obs,5,0.01,0.7675726913747513,0.7380809663296019,-0.851385794279789,-0.42664782268191787,0.01947635414304103,0.02029236812687296
uc_obs,5,0.03,0.7679357805200921,0.7383294575146766,-0.8150768797457125,-0.40179870417444835,0.05578526867711745,0.045141486634342476
uc_obs,5,0.1,0.7688251463789805,0.7390936911315422,-0.7261402938568761,-0.32537534248788663,0.1447218545659541,0.1215648483209042
uc_obs,5,0.3,0.7699272375669491,0.7401292210037136,-0.6159311750600093,-0.22182235527074545,0.25493097336282083,0.22511783553804537
uc_obs,5,1.0,0.770533976481678,0.7405894276160221,-0.5552572835871312,-0.17580169403989682,0.3156048648356988,0.271138496768894
uc_obs,5,3.0,0.770926177639072,0.7408152323291881,-0.5160371678477202,-0.15322122272328764,0.3548249805751099,0.2937189680855032
uc_obs,5,10.0,0.7704646202959232,0.7403241902645725,-0.5621929021625949,-0.20232542918485058,0.30866924626023523,0.24461476162394025
uc_obs,5,30.0,0.7700193735856288,0.7400022006430268,-0.6067175731920431,-0.23452439133941905,0.264144575230787,0.21241579946937178
uc_obs,6,0.0,0.7649793976472047,0.7370434801662401,-1.1107151670344693,-0.5303964390180924,0.0,0.0
uc_obs,6,0.003,0.7650336417823178,0.737067052331785,-1.1052907535231364,-0.5280392224636041,0.005424413511332752,0.002357216554488284
uc_obs,6,0.01,0.7652216287338321,0.7371169677501443,-1.0864920583716977,-0.5230476806276738,0.024223108662771442,0.007348758390418597
uc_obs,6,0.03,0.7657301889968454,0.7373772176714944,-1.035636032070381,-0.49702268849265985,0.07507913496408816,0.03337375052543251
uc_obs,6,0.1,0.7670478569485638,0.73826471462267,-0.9038692368985501,-0.40827299337510975,0.20684593013591915,0.12212344564298261
uc_obs,6,0.3,0.7686381409110491,0.739399447595522,-0.7448408406500101,-0.29479969608990353,0.3658743263844591,0.23559674292818883
uc_obs,6,1.0,0.7697363646684984,0.7401006705923115,-0.6350184649050933,-0.2246773964109508,0.4756967021293759,0.30571904260714156
uc_obs,6,3.0,0.7698004968825175,0.7400098429280282,-0.6286052435031674,-0.23376016283928602,0.4821099235313019,0.29663627617880634
uc_obs,6,10.0,0.7691951024440815,0.7394864445682214,-0.6891446873467706,-0.2860999988199567,0.4215704796876986,0.24429644019813568
uc_obs,6,30.0,0.7687876859384243,0.7391748173543466,-0.7298863379125109,-0.3172627202074438,0.3808288291219583,0.21313371881064858
uc_obs,7,0.0,0.7616876394023642,0.735223977147822,-1.4398909915185136,-0.7123467408599093,0.0,0.0
uc_obs,7,0.003,0.7618427946120008,0.7353554809738381,-1.424375470554854,-0.6991963582583,0.015515520963659915,0.01315038260160939
uc_obs,7,0.01,0.7620664225368294,0.7354228731688424,-1.4020126780719946,-0.6924571387578654,0.03787831344651919,0.019889602102043935
uc_obs,7,0.03,0.7627487994330068,0.7358750817141012,-1.3337749884542394,-0.6472362842319807,0.10611600306427438,0.06511045662792869
