cell,domain,arena,arm,seed,auc,runtime_seconds
ars_gsm8k_r1distill8b,math,full,deem_irbm_hard,1,0.752636150614092,22.278351306915283
ars_gsm8k_r1distill8b,math,full,deem_irbm_hard,2,0.7528381544925662,15.495725393295288
ars_gsm8k_r1distill8b,math,full,deem_irbm_hard,3,0.7527977537168714,15.653895854949951
ars_gsm8k_r1distill8b,math,full,deem_irbm_hard,4,0.7527573529411764,15.160620927810669
ars_gsm8k_r1distill8b,math,full,deem_deep_hard,0,0.727183661926309,24.39330506324768
ars_gsm8k_r1distill8b,math,full,deem_deep_hard,1,0.7300117162249515,22.525094270706177
ars_gsm8k_r1distill8b,math,full,deem_deep_hard,2,0.7351426147382031,31.579796314239502
ars_gsm8k_r1distill8b,math,full,deem_deep_hard,3,0.7376474628312865,22.13753366470337
ars_gsm8k_r1distill8b,math,full,deem_deep_hard,4,0.7442529896574014,22.265145540237427
internalstates_gsm8k_qwen25_7b,math,full,deem_irbm_hard,0,0.7071553833998188,17.980895042419434
internalstates_gsm8k_qwen25_7b,math,full,deem_irbm_hard,1,0.7072035613112101,16.820322513580322
internalstates_gsm8k_qwen25_7b,math,full,deem_irbm_hard,2,0.7072035613112102,15.843198537826538
internalstates_gsm8k_qwen25_7b,math,full,deem_irbm_hard,3,0.707319188298549,14.963863849639893
internalstates_gsm8k_qwen25_7b,math,full,deem_irbm_hard,4,0.707319188298549,19.429729223251343
internalstates_gsm8k_qwen25_7b,math,full,deem_deep_hard,0,0.6938968221849646,20.349486112594604
internalstates_gsm8k_qwen25_7b,math,full,deem_deep_hard,1,0.7022701431847527,19.165839910507202
internalstates_gsm8k_qwen25_7b,math,full,deem_deep_hard,2,0.7043514289568519,21.862987518310547
internalstates_gsm8k_qwen25_7b,math,full,deem_deep_hard,3,0.7007862635139042,21.38316059112549
internalstates_gsm8k_qwen25_7b,math,full,deem_deep_hard,4,0.7012391358809813,21.34070062637329
lapeigvals_gsm8k_llama3b,math,full,deem_irbm_hard,0,0.6892565233985906,38.3524603843689
lapeigvals_gsm8k_llama3b,math,full,deem_irbm_hard,1,0.6890703400638608,41.61501598358154
lapeigvals_gsm8k_llama3b,math,full,deem_irbm_hard,2,0.6892867781904841,35.3136830329895
lapeigvals_gsm8k_llama3b,math,full,deem_irbm_hard,3,0.6891413224602265,40.29867386817932
lapeigvals_gsm8k_llama3b,math,full,deem_irbm_hard,4,0.6891727408979622,35.37838268280029
lapeigvals_gsm8k_llama3b,math,full,deem_deep_hard,0,0.6887375373530316,50.30436706542969
lapeigvals_gsm8k_llama3b,math,full,deem_deep_hard,1,0.6970098956442409,48.00122404098511
lapeigvals_gsm8k_llama3b,math,full,deem_deep_hard,2,0.6903084592398135,55.19439697265625
lapeigvals_gsm8k_llama3b,math,full,deem_deep_hard,3,0.6870653782779903,48.343711137771606
lapeigvals_gsm8k_llama3b,math,full,deem_deep_hard,4,0.693578304056004,52.22615051269531
lapeigvals_gsm8k_llama8b,math,full,deem_irbm_hard,0,0.8007346464889104,16.848522424697876
lapeigvals_gsm8k_llama8b,math,full,deem_irbm_hard,1,0.8005044439106414,14.236114025115967
lapeigvals_gsm8k_llama8b,math,full,deem_irbm_hard,2,0.8006245496036513,16.292362689971924
lapeigvals_gsm8k_llama8b,math,full,deem_irbm_hard,3,0.8007746817199136,13.79754114151001
lapeigvals_gsm8k_llama8b,math,full,deem_irbm_hard,4,0.8007146288734085,13.994913339614868
lapeigvals_gsm8k_llama8b,math,full,deem_deep_hard,0,0.7980422772039395,20.56770944595337
lapeigvals_gsm8k_llama8b,math,full,deem_deep_hard,1,0.8007046200656578,22.026374101638794
lapeigvals_gsm8k_llama8b,math,full,deem_deep_hard,2,0.7980422772039395,19.179733753204346
lapeigvals_gsm8k_llama8b,math,full,deem_deep_hard,3,0.8014953158779726,19.178205251693726
lapeigvals_gsm8k_llama8b,math,full,deem_deep_hard,4,0.7991932900952838,23.187934637069702
lapeigvals_gsm8k_mistral24b,math,full,deem_irbm_hard,0,0.8466146030783228,34.32088613510132
lapeigvals_gsm8k_mistral24b,math,full,deem_irbm_hard,1,0.846788990825688,38.067567110061646
lapeigvals_gsm8k_mistral24b,math,full,deem_irbm_hard,2,0.84693684130715,36.02708959579468
lapeigvals_gsm8k_mistral24b,math,full,deem_irbm_hard,3,0.8468496474334672,36.58705711364746
lapeigvals_gsm8k_mistral24b,math,full,deem_irbm_hard,4,0.8468117370536052,39.492013692855835
lapeigvals_gsm8k_mistral24b,math,full,deem_deep_hard,0,0.809068162862992,46.721790075302124
lapeigvals_gsm8k_mistral24b,math,full,deem_deep_hard,1,0.8361058457805748,53.03058171272278
lapeigvals_gsm8k_mistral24b,math,full,deem_deep_hard,2,0.8432216240806734,48.57875299453735
lapeigvals_gsm8k_mistral24b,math,full,deem_deep_hard,3,0.8285730533019939,50.204509258270264
lapeigvals_gsm8k_mistral24b,math,full,deem_deep_hard,4,0.828231859883236,48.36274290084839
lapeigvals_gsm8k_nemo,math,full,deem_irbm_hard,0,0.7837802153158644,35.75791668891907
lapeigvals_gsm8k_nemo,math,full,deem_irbm_hard,1,0.7838736542758481,37.500399112701416
lapeigvals_gsm8k_nemo,math,full,deem_irbm_hard,2,0.7837883404428193,38.721184968948364
lapeigvals_gsm8k_nemo,math,full,deem_irbm_hard,3,0.7838309973593337,36.151636362075806
lapeigvals_gsm8k_nemo,math,full,deem_irbm_hard,4,0.7838797481210644,38.33822250366211
lapeigvals_gsm8k_nemo,math,full,deem_deep_hard,0,0.7731769246394475,48.72397422790527
lapeigvals_gsm8k_nemo,math,full,deem_deep_hard,1,0.7753828966077595,45.49479794502258
lapeigvals_gsm8k_nemo,math,full,deem_deep_hard,2,0.7695835872435506,47.78180122375488
lapeigvals_gsm8k_nemo,math,full,deem_deep_hard,3,0.7683160674385537,46.701985597610474
lapeigvals_gsm8k_nemo,math,full,deem_deep_hard,4,0.7732480195003048,50.07313656806946
lapeigvals_gsm8k_phi35,math,full,deem_irbm_hard,0,0.7892736674409704,37.30811810493469
lapeigvals_gsm8k_phi35,math,full,deem_irbm_hard,1,0.7891824419939657,33.72276306152344
lapeigvals_gsm8k_phi35,math,full,deem_irbm_hard,2,0.7892336172447245,41.00865697860718
lapeigvals_gsm8k_phi35,math,full,deem_irbm_hard,3,0.7891802169830633,36.66182327270508
lapeigvals_gsm8k_phi35,math,full,deem_irbm_hard,4,0.7891379417759147,36.53010034561157
lapeigvals_gsm8k_phi35,math,full,deem_deep_hard,0,0.7427286643704554,45.469356060028076
lapeigvals_gsm8k_phi35,math,full,deem_deep_hard,1,0.7420055358271256,48.98419952392578
lapeigvals_gsm8k_phi35,math,full,deem_deep_hard,2,0.7407061294600343,42.76562738418579
lapeigvals_gsm8k_phi35,math,full,deem_deep_hard,3,0.7241186731814985,49.534613370895386
lapeigvals_gsm8k_phi35,math,full,deem_deep_hard,4,0.737134986961436,50.10431742668152
noise_gsm8k_mistral7b,math,full,deem_irbm_hard,0,0.7686463357995852,48.66220474243164
noise_gsm8k_mistral7b,math,full,deem_irbm_hard,1,0.7687394525196695,54.75686192512512
noise_gsm8k_mistral7b,math,full,deem_irbm_hard,2,0.7686578316909537,34.36155915260315
noise_gsm8k_mistral7b,math,full,deem_irbm_hard,3,0.7687210590934801,44.77085995674133
noise_gsm8k_mistral7b,math,full,deem_irbm_hard,4,0.7687934832091011,37.67078638076782
noise_gsm8k_mistral7b,math,full,deem_deep_hard,0,0.7610636458529723,48.35777544975281
noise_gsm8k_mistral7b,math,full,deem_deep_hard,1,0.7501505961769264,43.585652589797974
noise_gsm8k_mistral7b,math,full,deem_deep_hard,2,0.7480273050411782,58.92127299308777
noise_gsm8k_mistral7b,math,full,deem_deep_hard,3,0.7493815210443786,45.97962832450867
noise_gsm8k_mistral7b,math,full,deem_deep_hard,4,0.7508254050002529,49.222933292388916
noise_gsm8k_phi3mini,math,full,deem_irbm_hard,0,0.6755037825533909,38.58562254905701
noise_gsm8k_phi3mini,math,full,deem_irbm_hard,1,0.6753991765414742,37.115506172180176
noise_gsm8k_phi3mini,math,full,deem_irbm_hard,2,0.6755079667938675,38.5051486492157
noise_gsm8k_phi3mini,math,full,deem_irbm_hard,3,0.6753949923009975,34.78238296508789
noise_gsm8k_phi3mini,math,full,deem_irbm_hard,4,0.6754591506549731,36.46178317070007
noise_gsm8k_phi3mini,math,full,deem_deep_hard,0,0.6608561513913995,49.90717673301697
noise_gsm8k_phi3mini,math,full,deem_deep_hard,1,0.6699387427194216,52.57878637313843
noise_gsm8k_phi3mini,math,full,deem_deep_hard,2,0.6603066211421302,44.294586181640625
noise_gsm8k_phi3mini,math,full,deem_deep_hard,3,0.6538642855548862,47.62931680679321
noise_gsm8k_phi3mini,math,full,deem_deep_hard,4,0.6621016603066211,51.37364912033081
math500_dsmath7b,math,full,deem_irbm_hard,0,0.7864775106490506,10.76955533027649
math500_dsmath7b,math,full,deem_irbm_hard,1,0.7864775106490505,11.298795700073242
math500_dsmath7b,math,full,deem_irbm_hard,2,0.7864775106490506,12.979310989379883
math500_dsmath7b,math,full,deem_irbm_hard,3,0.7865497076023391,9.975754499435425
math500_dsmath7b,math,full,deem_irbm_hard,4,0.7866219045556277,10.336905479431152
math500_dsmath7b,math,full,deem_deep_hard,0,0.785755541116165,15.31469440460205
math500_dsmath7b,math,full,deem_deep_hard,1,0.7835896325175078,14.75036334991455
math500_dsmath7b,math,full,deem_deep_hard,2,0.7881380405746877,17.153339385986328
math500_dsmath7b,math,full,deem_deep_hard,3,0.7897263735470362,13.693898439407349
math500_dsmath7b,math,full,deem_deep_hard,4,0.7814959208721391,13.591296672821045
math500_dsmath7b,math,full,deem_deep_soft,1,0.7323658941592663,19.477508544921875
math500_dsmath7b,math,full,deem_deep_soft,3,0.7358313479171179,14.604224681854248
math500_qwenmath7b,math,full,deem_irbm_hard,0,0.5270347363083164,9.791502952575684
math500_qwenmath7b,math,full,deem_irbm_hard,1,0.5258937626774848,9.55548095703125
math500_qwenmath7b,math,full,deem_irbm_hard,2,0.5265910243407708,10.722386360168457
math500_qwenmath7b,math,full,deem_irbm_hard,3,0.5292532961460447,11.614235401153564
math500_qwenmath7b,math,full,deem_irbm_hard,4,0.5271615111561866,12.264200687408447
math500_qwenmath7b,math,full,deem_deep_hard,0,0.8928752535496958,15.831048727035522
math500_qwenmath7b,math,full,deem_deep_hard,1,0.6988780425963489,12.606234312057495
math500_qwenmath7b,math,full,deem_deep_hard,2,0.8150671906693713,12.809805393218994
math500_qwenmath7b,math,full,deem_deep_hard,3,0.5085256085192698,13.029897212982178
math500_qwenmath7b,math,full,deem_deep_hard,4,0.6336523833671399,17.202208757400513
math500_qwenmath7b,math,full,deem_deep_soft,2,0.36086460446247465,13.19359040260315
math500_qwenmath7b,math,full,deem_deep_soft,3,0.3417216024340771,15.5605309009552
math500_r1distill8b,math,full,deem_irbm_hard,0,0.822810258639426,10.078602313995361
math500_r1distill8b,math,full,deem_irbm_hard,1,0.8231091067159313,10.725214958190918
math500_r1distill8b,math,full,deem_irbm_hard,2,0.8226744186046512,12.074050426483154
math500_r1distill8b,math,full,deem_irbm_hard,3,0.822620082590741,14.603103876113892
math500_r1distill8b,math,full,deem_irbm_hard,4,0.8228374266463813,10.25514006614685
math500_r1distill8b,math,full,deem_deep_hard,0,0.8270756357313626,13.084020376205444
math500_r1distill8b,math,full,deem_deep_hard,1,0.8280265159747879,14.521875619888306
math500_r1distill8b,math,full,deem_deep_hard,2,0.8266409476200827,15.732386827468872
math500_r1distill8b,math,full,deem_deep_hard,3,0.8335416213866551,16.47261881828308
math500_r1distill8b,math,full,deem_deep_hard,4,0.8306889806563791,14.90315318107605
math500_r1distill8b_mn4096,math,full,deem_irbm_hard,0,0.8192050815001636,11.508098840713501
math500_r1distill8b_mn4096,math,full,deem_irbm_hard,1,0.8194152538414834,13.39378023147583
math500_r1distill8b_mn4096,math,full,deem_irbm_hard,2,0.819298491429639,9.92327094078064
math500_r1distill8b_mn4096,math,full,deem_irbm_hard,3,0.8192050815001635,9.809666633605957
math500_r1distill8b_mn4096,math,full,deem_irbm_hard,4,0.8191116715706879,9.76380181312561
math500_r1distill8b_mn4096,math,full,deem_deep_hard,0,0.8276586801176964,13.48697829246521
math500_r1distill8b_mn4096,math,full,deem_deep_hard,1,0.8220540843491664,16.922932386398315
math500_r1distill8b_mn4096,math,full,deem_deep_hard,2,0.8253934893279157,14.818814516067505
math500_r1distill8b_mn4096,math,full,deem_deep_hard,3,0.8294568212601,14.412927627563477
math500_r1distill8b_mn4096,math,full,deem_deep_hard,4,0.8232217084676101,13.220667123794556
trace_gsm8k_llama8b_k10,math,full,deem_irbm_hard,0,0.7973362360013175,128.85098576545715
trace_gsm8k_llama8b_k10,math,full,deem_irbm_hard,1,0.7973192523056654,131.764178276062
trace_gsm8k_llama8b_k10,math,full,deem_irbm_hard,2,0.7968467967720686,125.73983526229858
trace_gsm8k_llama8b_k10,math,full,deem_irbm_hard,3,0.7973124588274044,128.35839867591858
trace_gsm8k_llama8b_k10,math,full,deem_irbm_hard,4,0.7971467391304348,134.7602744102478
trace_gsm8k_llama8b_k10,math,full,deem_deep_hard,0,0.7781400279973648,163.7574920654297
trace_gsm8k_llama8b_k10,math,full,deem_deep_hard,1,0.7723973773056653,162.69932317733765
trace_gsm8k_llama8b_k10,math,full,deem_deep_hard,2,0.7576407073451912,158.1021363735199
trace_gsm8k_llama8b_k10,math,full,deem_deep_hard,3,0.753499053030303,161.83589434623718
trace_gsm8k_llama8b_k10,math,full,deem_deep_hard,4,0.7630239212779975,181.7699728012085
trace_math500_qwenmath15b_k10,math,full,deem_irbm_hard,0,0.683618825253852,108.9372148513794
trace_math500_qwenmath15b_k10,math,full,deem_irbm_hard,1,0.6841252670868655,88.76856303215027
trace_math500_qwenmath15b_k10,math,full,deem_irbm_hard,2,0.6845647698558477,83.3586311340332
trace_math500_qwenmath15b_k10,math,full,deem_irbm_hard,3,0.6842136266513867,82.6105637550354
trace_math500_qwenmath15b_k10,math,full,deem_irbm_hard,4,0.6841103492383098,88.39491200447083
trace_math500_qwenmath15b_k10,math,full,deem_deep_hard,0,0.6806650912398567,99.60321259498596
trace_math500_qwenmath15b_k10,math,full,deem_deep_hard,1,0.681171150563933,107.17153334617615
trace_math500_qwenmath15b_k10,math,full,deem_deep_hard,2,0.6802141132027549,102.81875491142273
trace_math500_qwenmath15b_k10,math,full,deem_deep_hard,3,0.6816026206452315,102.65230822563171
trace_math500_qwenmath15b_k10,math,full,deem_deep_hard,4,0.6808911540218137,104.79564428329468
