source,world,unit,group,family,repetition,n_train,n_test,n_features,upcr_n_kept,n_domain_donors,n_domain_donor_labels,n_all_donors,n_all_donor_labels,domain_shared_upcr_coefficient,domain_shared_residual_norm,budget,method,auc,delta_vs_upcr,n_target_labels,n_donor_labels_used,selected_positive_rate,selected_both_classes,converged,head_coefficient_upcr,head_coefficient_correction,prior_coefficient_upcr,prior_coefficient_correction
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_active2,0.9856786205027965,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_uniform,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,1.7997898872976508,0.2845096850763404,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_active,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,1.7997898872976508,0.2845096850763404,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,upcr,0.9856786205027965,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_domain_lofo,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_all_lofo,0.981420913084709,-0.0042577074180875085,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_controlled2,0.988078419229355,0.0023997987265584886,5,0,0.4,1,1,1.0764092955505247,0.08481388456080936,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_uniform2,0.9811112616361208,-0.004567358866675697,5,0,0.4,1,1,1.0500823539795519,-0.08039448414217364,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_active2,0.9884074238934799,0.0027288033906833764,5,0,0.2,1,1,1.0543066978434996,0.1776368629094586,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_uniform,0.9819628031197384,-0.003715817383058151,5,160,0.4,1,1,1.8280179441324564,0.23371621446909793,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_active,0.9807241973253856,-0.004954423177410905,5,160,0.0,0,1,1.8006507237884433,0.26514891619312586,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,upcr,0.9856786205027965,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_domain_lofo,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_all_lofo,0.981420913084709,-0.0042577074180875085,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_controlled2,0.9852722029765246,-0.0004064175262719072,10,0,0.3,1,1,1.0963151053139772,-0.011507931007250848,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_uniform2,0.9820208627663487,-0.003657757736447831,10,0,0.4,1,1,1.1406169503736154,-0.07079702255351157,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_active2,0.9879816531516712,0.002303032648874659,10,0,0.2,1,1,1.117862864900993,0.2275161002749056,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,hybrid_domain_uniform,0.9822531013527898,-0.0034255191500067728,10,160,0.4,1,1,1.879723633508152,0.22787154733953954,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,10,hybrid_domain_active,0.9844787211395173,-0.0011998993632792443,10,160,0.1,1,1,1.8467499638791234,0.11348047399832942,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,upcr,0.9856786205027965,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,pooled_domain_lofo,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,pooled_all_lofo,0.981420913084709,-0.0042577074180875085,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_controlled2,0.9884074238934799,0.0027288033906833764,20,0,0.35,1,1,1.31912300886519,0.12374277943293181,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_uniform2,0.9815370323779296,-0.0041415881248669795,20,0,0.4,1,1,1.2658772814485486,-0.08779415974067178,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_active2,0.988562249617774,0.002883629114977415,20,0,0.3,1,1,1.3060365820502828,0.13770659605953897,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,hybrid_domain_uniform,0.9827949913878191,-0.002883629114977415,20,160,0.4,1,1,1.941966025740379,0.20764869878497605,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,20,hybrid_domain_active,0.985562501209576,-0.00011611929322052905,20,160,0.15,1,1,1.9221744854854488,0.008432191537494192,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,upcr,0.9856786205027965,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,pooled_domain_lofo,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,pooled_all_lofo,0.981420913084709,-0.0042577074180875085,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_controlled2,0.9860850380290684,0.0004064175262719072,40,0,0.35,1,1,1.586424030291009,0.021491399503835523,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_uniform2,0.987013992374833,0.0013353718720364727,40,0,0.4,1,1,1.467126640828631,0.05303130976804786,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_active2,0.9885235431867005,0.0028449226839040165,40,0,0.35,1,1,1.4688269236417777,0.22763406719441107,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,hybrid_domain_uniform,0.9824659867236942,-0.003212633779102303,40,160,0.4,1,1,2.078807254755448,0.23951389610279997,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,40,hybrid_domain_active,0.9859495655203112,0.0002709450175146788,40,160,0.2,1,1,2.0183183143155494,-0.14597952835118763,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,upcr,0.9856786205027965,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,pooled_domain_lofo,0.9801823072903563,-0.0054963132124402625,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,pooled_all_lofo,0.981420913084709,-0.0042577074180875085,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_controlled2,0.9886203092643844,0.002941688761587846,80,0,0.3375,1,1,1.7941336661214717,0.2494740684160543,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_uniform2,0.988562249617774,0.002883629114977415,80,0,0.375,1,1,1.7631123810180427,0.228115874967975,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_active2,0.9884654835400902,0.0027868630372936964,80,0,0.3875,1,1,1.7779521247640349,0.26052856349672804,1.0,0.0
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,hybrid_domain_uniform,0.9852722029765245,-0.0004064175262720182,80,160,0.375,1,1,2.289246739141369,0.04251438489829221,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s00,synthetic,family0,7,720,480,18,15,8,160,8,160,1.7997898872976508,0.28764435364159524,80,hybrid_domain_active,0.9858721526581641,0.00019353215536754842,80,160,0.275,1,1,2.236506852318682,-0.20026104445517537,1.7997898872976508,0.2845096850763404
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_controlled2,0.9886025408348458,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_uniform2,0.9886025408348458,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_active2,0.9886025408348458,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_uniform,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,1.7997898872976508,0.30093707232220784,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_active,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,1.7997898872976508,0.30093707232220784,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_controlled2,0.9883303085299456,-0.00027223230490014405,5,0,0.4,1,1,1.1074500945353754,-0.022559694614990685,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_uniform2,0.9888203266787658,0.00021778584392007083,5,0,0.6,1,1,1.1053065365722685,0.016442759705275242,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_active2,0.9886569872958257,5.44464609799622e-05,5,0,0.0,0,1,1.0053257306160968,0.00710989079261665,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_uniform,0.9863702359346642,-0.0022323049001815587,5,160,0.6,1,1,1.8531936530820752,0.35666134555685086,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_active,0.9888203266787658,0.00021778584392007083,5,160,0.4,1,1,1.8478447808592062,0.05790441854799722,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_controlled2,0.9880580762250454,-0.0005444646098003991,10,0,0.4,1,1,1.184217018202323,-0.045266188843186,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_uniform2,0.9890381125226861,0.0004355716878403637,10,0,0.7,1,1,1.1883189184300575,0.06094404708196627,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_active2,0.9884573502722322,-0.00014519056261352858,10,0,0.1,1,1,1.0426685690096742,0.12867626716760644,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,hybrid_domain_uniform,0.9870780399274048,-0.00152450090744094,10,160,0.7,1,1,1.906055470555221,0.3203213779869836,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,10,hybrid_domain_active,0.9887840290381125,0.00018148820326668869,10,160,0.3,1,1,1.8467378016846148,0.17663135725489515,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_controlled2,0.9886388384754992,3.6297640653382146e-05,20,0,0.4,1,1,1.3318864094080192,0.004178766599934539,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_uniform2,0.9883666061705989,-0.00023593466424687293,20,0,0.5,1,1,1.3628118302757615,-0.02485104902817751,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,local_active2,0.988421052631579,-0.0001814882032667997,20,0,0.35,1,1,1.2912891578627834,-0.013241333415274595,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,hybrid_domain_uniform,0.9875680580762249,-0.001034482758620836,20,160,0.5,1,1,2.015069692425892,0.3195677691018237,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,20,hybrid_domain_active,0.988529945553539,-7.259528130676429e-05,20,160,0.35,1,1,1.894582993996196,-0.020148652256282158,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_controlled2,0.9880036297640653,-0.0005989110707804723,40,0,0.4,1,1,1.5365078851242309,-0.06788924942711749,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_uniform2,0.9878039927404718,-0.0007985480943739631,40,0,0.475,1,1,1.5721570083858474,-0.09415603292404566,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,local_active2,0.9889110707803993,0.0003085299455535262,40,0,0.4,1,1,1.5577058536520454,0.033538413597907914,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,hybrid_domain_uniform,0.9867332123411978,-0.0018693284936479593,40,160,0.475,1,1,2.15415455957126,0.38683467356593215,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,40,hybrid_domain_active,0.987459165154265,-0.0011433756805807604,40,160,0.35,1,1,2.006718727385502,-0.1545452026728646,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,upcr,0.9886025408348458,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,pooled_domain_lofo,0.9870961887477314,-0.0015063520871143599,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,pooled_all_lofo,0.9847368421052632,-0.003865698729582534,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_controlled2,0.9888929219600726,0.0002903811252268351,80,0,0.4,1,0,1.853715195785446,0.1356438297435071,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_uniform2,0.9876043557168783,-0.000998185117967454,80,0,0.375,1,1,1.8375533025659256,-0.11867013727283125,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,local_active2,0.9890018148820326,0.00039927404718687054,80,0,0.4375,1,1,1.8866571184379757,0.08332841485449757,1.0,0.0
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,hybrid_domain_uniform,0.9875317604355717,-0.0010707803992741072,80,160,0.375,1,1,2.3558925668846893,0.37753109701929466,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s01,synthetic,family0,7,720,480,18,18,8,160,8,160,1.7997898872976508,0.28764435364159524,80,hybrid_domain_active,0.988185117967332,-0.00041742286751378366,80,160,0.375,1,1,2.2906090647429234,-0.1040263111781715,1.7997898872976508,0.30093707232220784
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,upcr,0.99251211532742,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,pooled_domain_lofo,0.990797599678091,-0.001714515649329007,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,pooled_all_lofo,0.9884007767805596,-0.00411133854686041,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_controlled2,0.99251211532742,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_uniform2,0.99251211532742,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,local_active2,0.99251211532742,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_uniform,0.990797599678091,-0.001714515649329007,0,160,nan,0,1,1.7997898872976508,0.29855351662534496,1.7997898872976508,0.29855351662534496
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,0,hybrid_domain_active,0.990797599678091,-0.001714515649329007,0,160,nan,0,1,1.7997898872976508,0.29855351662534496,1.7997898872976508,0.29855351662534496
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,upcr,0.99251211532742,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_domain_lofo,0.990797599678091,-0.001714515649329007,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,pooled_all_lofo,0.9884007767805596,-0.00411133854686041,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_controlled2,0.9928270263650519,0.0003149110376319264,5,0,0.4,1,1,1.095978090091027,0.06689108888070712,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_uniform2,0.9926345807309435,0.00012246540352345292,5,0,0.4,1,1,1.1147618721650947,0.03010912612546541,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,local_active2,0.989660420931087,-0.0028516943963330377,5,0,0.4,1,1,1.0526899072390328,0.222844069636581,1.0,0.0
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_uniform,0.9919172833674487,-0.0005948319599713425,5,160,0.4,1,1,1.8673295550401936,0.23983363788095255,1.7997898872976508,0.29855351662534496
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,5,hybrid_domain_active,0.9916723525604016,-0.0008397627670183594,5,160,0.6,1,1,1.854886290108913,-0.059556148269813286,1.7997898872976508,0.29855351662534496
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,10,upcr,0.99251211532742,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_domain_lofo,0.990797599678091,-0.001714515649329007,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,10,pooled_all_lofo,0.9884007767805596,-0.00411133854686041,0,160,nan,0,1,nan,nan,nan,nan
synthetic,upcr_sufficient,s02,synthetic,family0,7,720,480,18,17,8,160,8,160,1.7997898872976508,0.28764435364159524,10,local_controlled2,0.9920047586556797,-0.0005073566717402889,10,0,0.5,1,1,1.1713989168684191,-0.03254682099122835,1.0,0.0
