model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.3217477656405164,0.2608695652173913,0.48792270531400966,0.41968911917098445,0.3375,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.2652449183605465,0.18181818181818182,0.41414141414141414,0.49014778325123154,0.307,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.28336971510905257,0.19364599092284418,0.4508320726172466,0.528023598820059,0.307,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.2304555618888938,0.1422924901185771,0.3438735177865613,0.6058091286307054,0.254,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.3008223867822722,0.22705314009661837,0.4782608695652174,0.44559585492227977,0.3325,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.26638257361107964,0.1750841750841751,0.39057239057239057,0.5566502463054187,0.33,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.2849980515439333,0.18910741301059,0.4523449319213313,0.5781710914454278,0.321,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.23222911442523425,0.13965744400527008,0.3451910408432148,0.6887966804979253,0.272,1000,759,241
