phase,world,repetition,auc_su_pcr,sparse_fraction,bootstrap_success,auc_sdsf_cond100,delta_sdsf_cond100,auc_sdsf_cond50,delta_sdsf_cond50,auc_sdsf_cond20,delta_sdsf_cond20,auc_diag25_cond50,delta_diag25_cond50,tail_kappa_diag25_cond50,auc_diag50_cond50,delta_diag50_cond50,tail_kappa_diag50_cond50,auc_rho_boot_tau0.5,delta_rho_boot_tau0.5,tail_kappa_rho_boot_tau0.5,auc_rho_boot_tau1,delta_rho_boot_tau1,tail_kappa_rho_boot_tau1,auc_rho_boot_tau2,delta_rho_boot_tau2,tail_kappa_rho_boot_tau2,auc_joint_tau1_diag25,delta_joint_tau1_diag25,tail_kappa_joint_tau1_diag25,auc_blend_half_joint_su,delta_blend_half_joint_su
development,sparse_contaminated,0,0.6826366275497666,0.04395604395604396,1.0,0.6883672022200376,0.005730574670270938,0.6883672022200376,0.005730574670270938,0.6883672022200376,0.005730574670270938,0.6876097602809863,0.004973132731219687,0.999999999999983,0.6868110382362579,0.00417441068649127,0.999999999999983,0.6885387226591301,0.005902095109363459,0.39053484004516,0.6884417624109118,0.0058051348611452,0.2413258120175096,0.6876684804313099,0.005031852881543286,0.14160219419171932,0.6874779199434751,0.004841292393708452,0.24132581201751133,0.6859300759809945,0.003293448431227919
development,sparse_contaminated,1,0.6710736786288765,0.03296703296703297,1.0,0.6744409369726151,0.0033672583437386328,0.6744409369726151,0.0033672583437386328,0.6744409369726151,0.0033672583437386328,0.6746303372493667,0.0035566586204902606,1.0,0.6742542584242697,0.0031805797953932124,1.0,0.6746132063705735,0.0035395277416970794,0.5348775395329562,0.6742792342849403,0.003205555656063841,0.3226077197843496,0.6731429927261009,0.0020693140972244395,0.14287137167335776,0.6739723193817001,0.0028986407528236446,0.3226077197843451,0.6729691223114327,0.0018954436825562304
development,sparse_contaminated,2,0.657983657469993,0.04395604395604396,1.0,0.6659553774425464,0.007971719972553415,0.6659553774425464,0.007971719972553415,0.6659553774425464,0.007971719972553415,0.6649738143152677,0.006990156845274709,1.0,0.6637464603559871,0.005762802885994067,1.0,0.6661621233767564,0.00817846590676341,0.3572400517215037,0.6659046510794314,0.007920993609438431,0.2543577586267381,0.6652212053479989,0.007237547878005901,0.1722684296776004,0.6647726690836098,0.00678901161361678,0.2543577586267356,0.6622973185756422,0.004313661105649236
development,sparse_contaminated,3,0.6709400027139405,0.03296703296703297,1.0,0.6756917987792388,0.004751796065298297,0.6756917987792388,0.004751796065298297,0.6756917987792388,0.004751796065298297,0.675305510323215,0.004365507609274455,0.9999999999999009,0.6746260650936055,0.003686062379664956,0.9999999999999009,0.6759972770984393,0.005057274384498767,0.5035807956166064,0.6760841679980337,0.005144165284093227,0.3373029973857327,0.6755868256114046,0.004646822897464098,0.19458481615894993,0.6753397546188193,0.004399751904878846,0.3373029973857393,0.6738722105300888,0.0029322078161483356
development,sparse_contaminated,4,0.662102092010034,0.04395604395604396,1.0,0.67143768178563,0.00933558977559601,0.67143768178563,0.00933558977559601,0.67143768178563,0.00933558977559601,0.6701884769414805,0.008086384931446533,1.0,0.6686588971438402,0.006556805133806187,1.0,0.6709203003788743,0.008818208368840286,0.5277173809844833,0.6697539917823893,0.007651899772355253,0.31366266888645844,0.6668911906733719,0.004789098663337876,0.14203699311140477,0.6683655596496914,0.00626346763965735,0.31366266888645705,0.6658169001124221,0.003714808102388112
development,sparse_contaminated,5,0.6597338622296718,0.04395604395604396,1.0,0.6650250656160419,0.005291203386370125,0.6650250656160419,0.005291203386370125,0.6650250656160419,0.005291203386370125,0.6641697050686112,0.004435842838939386,1.0,0.6633633045525149,0.003629442322843124,1.0,0.6647268254251681,0.004992963195496358,0.5385205447315122,0.6637695448125087,0.00403568258283693,0.3518818324520137,0.662404743939036,0.002670881709364248,0.1860149812820714,0.663085384374646,0.0033515221449742505,0.3518818324520166,0.6618154635618967,0.0020816013322249027
development,sparse_contaminated,6,0.6582387308670947,0.04395604395604396,1.0,0.6632371621005873,0.0049984312334925285,0.6632371621005873,0.0049984312334925285,0.6632371621005873,0.0049984312334925285,0.6627091148136883,0.0044703839465936035,1.0,0.6619723791389129,0.003733648271818213,1.0,0.662949995347354,0.00471126448025927,0.5422668017298581,0.6626804461863438,0.004441715319249084,0.3429872235634334,0.6617101973346505,0.003471466467555806,0.17135889464527573,0.6619581249052053,0.0037193940381106128,0.3429872235634333,0.6607208894513706,0.0024821585842759175
development,sparse_contaminated,7,0.64978112,0.04395604395604396,1.0,0.6612884800000001,0.011507360000000078,0.6612884800000001,0.011507360000000078,0.6612884800000001,0.011507360000000078,0.65921184,0.009430720000000004,1.0,0.65731584,0.007534719999999995,1.0,0.6611096,0.011328479999999974,0.47996180428294477,0.6604135999999999,0.010632479999999944,0.2924668143147942,0.65836896,0.008587840000000013,0.168858804792737,0.65842048,0.008639359999999985,0.29246681431479044,0.65518192,0.005400799999999983
development,sparse_contaminated,8,0.6828414562641033,0.04395604395604396,1.0,0.6905825354147168,0.007741079150613506,0.6905825354147168,0.007741079150613506,0.6905825354147168,0.007741079150613506,0.6899270408092213,0.007085584545117984,1.0,0.6887983735410043,0.005956917276900953,1.0,0.6903059310976725,0.007464474833569157,0.3801510170209789,0.6901858771406221,0.007344420876518765,0.2422560123567884,0.6899190372120846,0.007077580947981277,0.16750904397902047,0.68948316131202,0.006641705047916724,0.24225601235678754,0.687374373538443,0.004532917274339687
development,sparse_contaminated,9,0.6585943407266951,0.04395604395604396,1.0,0.6665473956574786,0.007953054930783465,0.6665473956574786,0.007953054930783465,0.6665473956574786,0.007953054930783465,0.6653165828807839,0.006722242154088787,1.0,0.6641144271653572,0.005520086438662086,1.0,0.6662393722726763,0.0076450315459811735,0.5016427716983832,0.6656214043592993,0.007027063632604191,0.3468634530674042,0.6638966975378462,0.005302356811151099,0.188895946064899,0.6643483264196172,0.00575398569292207,0.346863453067405,0.6624385494147795,0.0038442086880844384
development,sparse_contaminated,10,0.6704102265953203,0.04395604395604396,1.0,0.6762359846610034,0.005825758065683084,0.6762359846610034,0.005825758065683084,0.6762359846610034,0.005825758065683084,0.6757131807416068,0.005302954146286454,1.0,0.6748844741002362,0.004474247504915874,1.0,0.6763193835715992,0.0059091569762788065,0.3988527096484909,0.67617067418975,0.0057604475944296185,0.24074931764952978,0.6754210444424951,0.00501081784717472,0.144373963681256,0.6754519388565929,0.005041712261272591,0.2407493176495281,0.6738271808094785,0.0034169542141581077
development,sparse_contaminated,11,0.6813958122431668,0.03296703296703297,1.0,0.6876796081930545,0.006283795949887705,0.6876796081930545,0.006283795949887705,0.6876796081930545,0.006283795949887705,0.6872986847738667,0.005902872530699876,0.9999999999999969,0.6864616135627943,0.0050658013196275276,0.9999999999999969,0.6881863323716885,0.00679052012852166,0.3576037535171969,0.6876119062576274,0.006216094014460549,0.22548235848741774,0.6865776511589755,0.005181838915808701,0.13202997270504405,0.6867812371208272,0.005385424877660361,0.22548235848741785,0.6848362869569741,0.0034404747138072622
development,dense_blocks,0,0.6671745147922368,0.0,1.0,0.6670249123985983,-0.0001496023936384816,0.6670249123985983,-0.0001496023936384816,0.6670249123985983,-0.0001496023936384816,0.6670845933534937,-8.992143874309022e-05,1.0,0.6671221939551034,-5.232083713335722e-05,1.0,0.6671783548536776,3.840061440829601e-06,0.284015089344876,0.6671829949279189,8.48013568210959e-06,0.1101886356494942,0.6671849149586394,1.0400166402635413e-05,0.032730574172670994,0.667179474871598,4.960079361238101e-06,0.110188635649491,0.6671713147410359,-3.2000512009133786e-06
development,dense_blocks,1,0.6656387722314518,0.0,1.0,0.6655462537289518,-9.251850250002747e-05,0.6655462537289518,-9.251850250002747e-05,0.6655462537289518,-9.251850250002747e-05,0.6655779469183896,-6.082531306228489e-05,0.9999999999999997,0.6655869106487355,-5.186158271630603e-05,0.9999999999999997,0.6656254867025462,-1.3285528905671029e-05,0.1831740559436887,0.6656346104995056,-4.1617319462838864e-06,0.07609882278778372,0.6656480560950245,9.283863572684403e-06,0.023283600147295875,0.6656390923646784,3.2013322659452115e-07,0.07609882278778507,0.6656400527643584,1.2805329066001292e-06
development,dense_blocks,2,0.6626709917586006,0.0,1.0,0.6626029854911428,-6.800626745773197e-05,0.6626029854911428,-6.800626745773197e-05,0.6626029854911428,-6.800626745773197e-05,0.6626385087649679,-3.248299363267648e-05,1.0,0.662661390873783,-9.60088481760657e-06,1.0,0.6626889134102598,1.792165165925841e-05,0.2637241942140382,0.6627122755633159,4.128380471535298e-05,0.11309733482333867,0.6627292371264936,5.824536789300616e-05,0.035823011776673526,0.6627103553863524,3.936362775180946e-05,0.1130973348233374,0.66269627408862,2.5282330019416044e-05
development,dense_blocks,3,0.6517339661831294,0.0,1.0,0.6516608145348004,-7.315164832899512e-05,0.6516608145348004,-7.315164832899512e-05,0.6516608145348004,-7.315164832899512e-05,0.6516809832605979,-5.298292253153036e-05,1.0,0.6517192398119123,-1.472637121713305e-05,1.0,0.6516835443686357,-5.04218144936619e-05,0.4308229112126156,0.651690747484992,-4.3218698137392764e-05,0.20481733652459966,0.6517174790501361,-1.648713299329252e-05,0.07737519032132704,0.6517035530251808,-3.041315794860555e-05,0.20481733652460107,0.6517141175958366,-1.9848587292758957e-05
development,dense_blocks,4,0.6559726392819222,0.0,1.0,0.6543889737023737,-0.0015836655795484766,0.6543889737023737,-0.0015836655795484766,0.6543889737023737,-0.0015836655795484766,0.6548051123870776,-0.0011675268948445616,0.9999999999999997,0.655164868925124,-0.000807770356798132,0.9999999999999997,0.655414423994704,-0.0005582152872182222,0.19723290946150263,0.6557825097135066,-0.0001901295684155757,0.07237135907991056,0.65592346508015,-4.9174201772195225e-05,0.020887037413528303,0.655836489211869,-0.00013615007005318702,0.07237135907991156,0.6558994385971995,-7.320068472271846e-05
development,dense_blocks,5,0.6666828362934156,0.0,1.0,0.6667905804399707,0.0001077441465551221,0.6667905804399707,0.0001077441465551221,0.6667905804399707,0.0001077441465551221,0.6667909006305994,0.00010806433718379971,1.0,0.666782415578939,9.957928552339901e-05,1.0,0.6666689080010675,-1.392829234814208e-05,0.3467367147073482,0.6667001265873651,1.7290293949479008e-05,0.16858250366174984,0.6667225399313735,3.9703637957910765e-05,0.06131841804018324,0.6667063703046245,2.3534011208914407e-05,0.16858250366175234,0.6666972448717068,1.4408578291158491e-05
development,dense_blocks,6,0.6691605191147526,0.0,1.0,0.6690150581683761,-0.00014546094637646334,0.6690150581683761,-0.00014546094637646334,0.6690150581683761,-0.00014546094637646334,0.6690502632379063,-0.00011025587684632132,0.9999999999999981,0.6690790673857036,-8.145172904905351e-05,0.9999999999999981,0.6691413163495544,-1.920276519817854e-05,0.261531573937555,0.6691585988382327,-1.920276519906672e-06,0.12312038056564227,0.669182442271687,2.1923156934389176e-05,0.042683990880333145,0.669163239506489,2.7203917364326813e-06,0.1231203805656385,0.6691662799443119,5.760829559275926e-06
development,dense_blocks,7,0.6438893348286183,0.0,1.0,0.643642894451827,-0.0002464403767913348,0.643642894451827,-0.0002464403767913348,0.643642894451827,-0.0002464403767913348,0.6437285084788291,-0.0001608263497892004,0.9999999999987551,0.6437926789925261,-9.665583609219652e-05,0.9999999999987551,0.6439101382370488,2.0803408430469794e-05,0.25702709869738133,0.6439091780797366,1.984325111825669e-05,0.11084676826474106,0.6438973361395531,8.001310934813155e-06,0.03661242385255795,0.6439046973456131,1.5362516994743558e-05,0.11084676826474142,0.6438955758511474,6.2410225291076316e-06
development,dense_blocks,8,0.6466689480410058,0.0,1.0,0.6461977343327845,-0.0004712137082213408,0.6461977343327845,-0.0004712137082213408,0.6461977343327845,-0.0004712137082213408,0.6462995318594247,-0.0003694161815811503,0.9999999999999911,0.6463966876749444,-0.00027226036606142756,0.9999999999999911,0.6466793518762757,1.0403835269845452e-05,0.1487957140207392,0.6466678276279768,-1.1204130290209946e-06,0.047968007907575265,0.6466598246777692,-9.12336323666274e-06,0.013005669940844823,0.6466617453858191,-7.20265518672214e-06,0.047968007907573516,0.6466647865068978,-4.16153410798259e-06
development,dense_blocks,9,0.6641538819019965,0.0,1.0,0.6632535553776027,-0.0009003265243938685,0.6632535553776027,-0.0009003265243938685,0.6632535553776027,-0.0009003265243938685,0.6634716757211413,-0.0006822061808552382,0.9999999999999994,0.6636328255274095,-0.0005210563745869923,0.9999999999999994,0.6637621294434619,-0.00039175245853462215,0.4179606632391371,0.6639634466790978,-0.00019043522289874382,0.19900445442479842,0.6641082734662603,-4.560843573619966e-05,0.06633501067741153,0.6640180167723821,-0.00013586512961438757,0.19900445442479733,0.6640797881976251,-7.409370437139184e-05
development,dense_blocks,10,0.6634380753508285,0.0,1.0,0.6634819154139582,4.384006312962985e-05,0.6634819154139582,4.384006312962985e-05,0.6634819154139582,4.384006312962985e-05,0.6634868754211006,4.880007027208144e-05,1.0,0.6634908754268606,5.2800076032033516e-05,1.0,0.6635020754429886,6.400009216001035e-05,0.25045454978615,0.6634647953893054,2.6720038476812924e-05,0.10012328380588299,0.6634454353614269,7.360010598311817e-06,0.03009191404460322,0.6634601553826237,2.2080031795157495e-05,0.10012328380588507,0.6634540753738686,1.6000023040030342e-05
development,dense_blocks,11,0.6630230725222144,0.0,1.0,0.6628918468019731,-0.0001312257202412681,0.6628918468019731,-0.0001312257202412681,0.6628918468019731,-0.0001312257202412681,0.6629400162431838,-8.30562790306022e-05,1.0,0.6629765033946654,-4.656912754896769e-05,1.0,0.6628486383331134,-0.00017443418910101371,0.2594640035320143,0.6629329748630731,-9.009765914125278e-05,0.09944345989337365,0.6629720225164133,-5.105000580107877e-05,0.029079050511441846,0.6629613004148813,-6.177210733304683e-05,0.09944345989337067,0.6629789038651576,-4.4168657056808946e-05
