contrast_id,left_variant_id,right_variant_id,metric_id,delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size
pb::P2C_F6_TOP10_REFERENCE::P2C_F6_TOP10_REFERENCE::macro_f1,P2C_F6_TOP10_REFERENCE,P2C_F6_TOP10_REFERENCE,macro_f1,0.0,0.0,0.0,0,8,0,0.0,processbench_gsm8k_qwen3_4b,13
