phase_id,experiment_id,left_variant_id,right_variant_id,task_id,dataset_id,population_id,metric_id,delta,ci_low,ci_high,p_adjusted,wins,ties,losses,worst_unit_delta,comparison_group_id,status,evidence_status,source_artifact,source_sha256,source_row_selector,notes
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,0.012936029154168471,0.0014438677363772625,0.02522463975302794,,6,0,2,-0.0017168298967323303,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPK10::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 3/0/1; worst family math -0.000595; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,0.01627408953265691,0.006296861210834302,0.026509252025967427,,7,1,0,0.0,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPK10::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 4/0/0; worst family math +0.001684; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,0.008432886717600285,-0.0017202310091515903,0.01855400873202672,,7,0,1,-0.0016835016835016758,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPK10::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 4/0/0; worst family math +0.002525; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,-0.0036403551859929273,-0.009369707404457644,0.0018859412300232426,,3,2,3,-0.017241379310344862,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPK10::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 1/0/3; worst family gsm8k -0.007772; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,0.008750000000000036,0.00243749999999998,0.015125000000000055,,6,0,2,-0.0050000000000000044,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPK10::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 3/0/1; worst family math -0.002000; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.06745354867967823,-0.09138568209497165,-0.04480420745182154,,0,0,8,-0.09295958736931953,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ25::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 0/0/4; worst family gsm8k -0.087798; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.07187892208940688,-0.08946128262211377,-0.05463661100053455,,0,0,8,-0.12077294685990339,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ25::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.115942; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.04755285982675317,-0.06661523955324929,-0.02874396079829202,,1,0,7,-0.08585858585858586,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ25::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.074074; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,0.0037060040587443277,-0.0070678798121362124,0.014408526915645758,,4,1,3,-0.020725388601036288,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ25::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 3/0/1; worst family gsm8k -0.010363; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.042625000000000024,-0.053874999999999895,-0.03143749999999995,,0,0,8,-0.07250000000000001,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ25::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.065000; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ50,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.07411926174341843,-0.09992032448026973,-0.049402612017661045,,0,0,8,-0.10197748134215262,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ50::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 0/0/4; worst family gsm8k -0.085955; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ50,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.0770579072312283,-0.09552616066238696,-0.058309766022541565,,0,0,8,-0.13043478260869568,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ50::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.111111; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ50,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.05125547279234055,-0.0713467215784813,-0.03161236466282118,,0,0,8,-0.09259259259259262,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ50::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.082492; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ50,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,0.0019202361277120827,-0.009116598209305327,0.012934710519692819,,4,1,3,-0.020725388601036288,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ50::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 3/0/1; worst family gsm8k -0.015544; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ50,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.046999999999999986,-0.058750000000000024,-0.03518749999999998,,0,0,8,-0.07250000000000001,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ50::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.065000; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE75,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.07495034734420447,-0.10180103440399964,-0.049525497941198655,,0,0,8,-0.10491563750863309,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE75::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 0/0/4; worst family gsm8k -0.103447; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE75,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.07870161358370925,-0.09829177070014146,-0.05920390278066903,,0,0,8,-0.13043478260869568,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE75::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.130435; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE75,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.05278938555676693,-0.07328878238878991,-0.03250331328441689,,1,0,7,-0.1159420289855072,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE75::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.082126; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE75,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,-0.004382330346056729,-0.016114744801413866,0.007268971913130232,,3,1,4,-0.03626943005181349,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE75::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 1/0/3; worst family gsm8k -0.023316; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE75,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.04956250000000001,-0.06193749999999998,-0.03718593750000007,,0,0,8,-0.08500000000000002,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE75::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.078750; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE90,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.06928705971248861,-0.0923875940175493,-0.04752513339054054,,0,0,8,-0.09236129048604769,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE90::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 0/0/4; worst family math -0.089379; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE90,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.0723397035761372,-0.08935278310157803,-0.05552275069793505,,0,0,8,-0.10628019323671498,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE90::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.103865; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE90,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.04801650657731693,-0.06607455089523387,-0.03026228011384097,,0,0,8,-0.08695652173913043,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE90::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.080808; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE90,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,-0.0028146494553622503,-0.013496437841156636,0.007869803068842942,,4,0,4,-0.025906735751295373,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE90::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 1/0/3; worst family gsm8k -0.020725; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_QUANTILE90,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.04568749999999999,-0.0566875,-0.03475,,0,0,8,-0.0675,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_QUANTILE90::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.063750; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_MEDIAN,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.07624580496482969,-0.1038968516280433,-0.04856378253714272,,0,0,8,-0.12185761302296211,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_MEDIAN::P2R_A_TOPK5_REFERENCE::macro_f1,Bonferroni simultaneous percentile interval across 11 preregistered reducer primary contrasts; family W/T/L 0/0/4; worst family gsm8k -0.088749; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_MEDIAN,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.07853405793779406,-0.09953866295045696,-0.05749739587101073,,0,0,8,-0.1497584541062802,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_MEDIAN::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.111111; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_MEDIAN,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.04916972682380827,-0.07106324625388362,-0.028013754299627814,,0,0,8,-0.07912457912457915,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_MEDIAN::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.072391; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_MEDIAN,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,0.0013783634707957848,-0.010747742909632523,0.013519280956538779,,5,0,3,-0.024896265560165998,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_MEDIAN::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 2/0/2; worst family gsm8k -0.020725; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_MEDIAN,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.04800000000000004,-0.06131250000000005,-0.03475000000000006,,0,0,8,-0.08750000000000002,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_MEDIAN::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.067500; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ10_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.06972509851324915,-0.08670501470280334,-0.05350677535364166,,0,0,8,-0.09207400382778269,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ10_EXPLORATORY::P2R_A_TOPK5_REFERENCE::macro_f1,descriptive Bonferroni interval across 2 post-hoc tail-fraction amendments; promotion forbidden on this opened population; family W/T/L 0/0/4; worst family gsm8k -0.086540; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ10_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.07577709277209377,-0.09159264837841617,-0.060817459562621835,,0,0,8,-0.12560386473429952,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ10_EXPLORATORY::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.118357; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ10_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.04605587712951392,-0.0626738750893995,-0.029710133020839424,,0,0,8,-0.07407407407407407,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ10_EXPLORATORY::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.068182; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ10_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,clean_abstention_accuracy,0.011813875130009865,0.0015515004613515433,0.022120789488657488,,7,0,1,-0.005181347150259086,p2r::processbench::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ10_EXPLORATORY::P2R_A_TOPK5_REFERENCE::clean_abstention_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 4/0/0; worst family gsm8k +0.005181; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ10_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,overall_decision_accuracy,-0.04181250000000003,-0.051937500000000025,-0.03193750000000001,,0,0,8,-0.06,p2r::processbench::overall_decision_accuracy,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ10_EXPLORATORY::P2R_A_TOPK5_REFERENCE::overall_decision_accuracy,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.058750; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ05_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,macro_f1,-0.0712270536686263,-0.08814277154091034,-0.05540668829243298,,0,0,8,-0.0878825819163705,p2r::processbench::macro_f1,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ05_EXPLORATORY::P2R_A_TOPK5_REFERENCE::macro_f1,descriptive Bonferroni interval across 2 post-hoc tail-fraction amendments; promotion forbidden on this opened population; family W/T/L 0/0/4; worst family gsm8k -0.087877; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ05_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_exact,-0.0775673013101481,-0.0932221498548833,-0.06252990045326409,,0,0,8,-0.12560386473429952,p2r::processbench::first_error_exact,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ05_EXPLORATORY::P2R_A_TOPK5_REFERENCE::first_error_exact,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family gsm8k -0.123188; practical bounds +0.005/-0.005
P2,P2_REDUCER_STUDY,P2R_A_TOPQ05_EXPLORATORY,P2R_A_TOPK5_REFERENCE,processbench_first_error,processbench,current_common_eight_qwen,first_error_within_one,-0.04785848796899245,-0.06391668977540885,-0.03198770448410104,,0,0,8,-0.06565656565656564,p2r::processbench::first_error_within_one,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/reducer_interim/P2R_CONTRASTS.csv,739950920f95046fba6049b9556c7656780c81a0844a17cd2f03ab614164e787,contrast_id=pb::P2R_A_TOPQ05_EXPLORATORY::P2R_A_TOPK5_REFERENCE::first_error_within_one,unadjusted paired diagnostic percentile interval; family W/T/L 0/0/4; worst family math -0.058923; practical bounds +0.005/-0.005
