cell,rep,m,k,n_x,n_y,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,cca_lambda,cca_n_open,cca_n_open_x,cca_leverage_n_distinct,cca_init_n_distinct,path_heldout_lam0,path_nopen_lam0,path_heldout_lam1,path_nopen_lam1,path_heldout_lam2,path_nopen_lam2,path_heldout_lam3,path_nopen_lam3,path_heldout_lam4,path_nopen_lam4,path_heldout_lam5,path_nopen_lam5,auroc_cca_leverage_prune,cca_leverage_prune_cols,overlap_cca_leverage_prune,frac_inside_cca_leverage,frac_x_cca_leverage,cond_null_cca_leverage_prune,auroc_cca_gates_prune,cca_gates_prune_cols,overlap_cca_gates_prune,frac_inside_cca_gates,frac_x_cca_gates,cond_null_cca_gates_prune,auroc_rho_prune,rho_prune_cols,overlap_rho_prune,frac_inside_rho,frac_x_rho,cond_null_rho_prune,auroc_truecorr_prune,truecorr_prune_cols,overlap_truecorr_prune,frac_inside_truecorr,frac_x_truecorr,cond_null_truecorr_prune,auroc_cca_leverage_rr_prune,auroc_cca_gates_rr_prune,auroc_cca_init_r50_prune,auroc_chan_rr_random_prune,auroc_cca_gates_lam0_prune,auroc_cca_gates_lam1_prune,auroc_cca_gates_lam2_prune,auroc_cca_gates_lam3_prune,auroc_cca_gates_lam4_prune,auroc_cca_gates_lam5_prune,n_distinct_null_compositions,frac_x_greedy,auroc_random_prune,n_random_prune_failed
ars_gsm8k_r1distill8b,0,30,12,16,14,14,0.7278401997503121,0.7816791510611737,0.03,29,15,29,15,2.9612710505891586,30,2.961256709806202,30,2.962124361921918,30,2.9076445868180523,19,2.3805779834618077,7,0.0,0,0.6773564294631712,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.499,0.6808676654182272,epr|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.16666666666666666,0.499,0.6933520599250937,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.499,0.6933520599250937,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.499,0.6773564294631712,0.6818820224719101,0.6726747815230962,0.6887484394506866,0.6959269662921348,0.6901529338327091,0.6818820224719101,0.7108302122347065,0.6961610486891385,0.6999843945068662,1,0.4166666666666667,0.6854681647940075,0
ars_gsm8k_r1distill8b,1,30,12,16,14,16,0.7064698867024448,0.7506708407871199,0.03,30,16,29,15,3.193578644494422,30,3.1935176771766787,30,3.193939498928175,30,3.031365489162765,15,2.4448988422329547,6,0.0,0,0.6469886702444841,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.43233333333333335,0.6743440667859273,trace_length|low_band_power|spectral_centroid|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.43233333333333335,0.6718843172331544,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3333333333333333,1.0,0.25,0.43233333333333335,0.6386404293381037,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.25,0.43233333333333335,0.6469886702444841,0.6754621347644603,0.6405038759689923,0.713103756708408,0.6743440667859273,0.6743440667859273,0.6385658914728682,0.7218246869409659,0.6642814549791295,0.7045319022063208,1,0.6666666666666666,0.6895169946332735,0
ars_gsm8k_r1distill8b,2,30,12,16,14,18,0.7226190476190475,0.7947619047619048,0.1,14,6,29,15,2.833617009375223,30,2.8342846013131084,30,2.8362342418019453,30,2.906879652211678,23,2.6851625238814827,9,0.0,0,0.6684920634920635,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.25,1.0,0.25,0.3339166666666667,0.7191269841269841,epr|trace_length|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.4166666666666667,1.0,0.3333333333333333,0.3339166666666667,0.701984126984127,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.25,1.0,0.3333333333333333,0.3339166666666667,0.6703174603174603,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3333333333333333,1.0,0.16666666666666666,0.3339166666666667,0.6831746031746032,0.7191269841269841,0.675873015873016,0.7046031746031746,0.6884920634920634,0.6884920634920634,0.6676984126984128,0.742936507936508,0.711031746031746,0.713968253968254,1,0.5,0.7212000000000001,0
ars_gsm8k_r1distill8b,3,30,11,16,14,18,0.7242844364937387,0.7766100178890876,0.03,29,15,29,15,3.0095038754483396,30,3.009482811328153,30,3.0242044956132603,29,2.8931581764127623,16,2.639608475534512,8,0.0,0,0.6536225402504473,epr|sw_var_peak|cusum_max|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.2727272727272727,0.3314545454545454,0.7055008944543828,trace_length|low_band_power|spectral_centroid|epr_spilled|cusum_max_spilled|epr_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,1.0,0.2727272727272727,0.3314545454545454,0.6959600477042336,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.18181818181818182,1.0,0.2727272727272727,0.3314545454545454,0.6566040548598688,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2727272727272727,1.0,0.2727272727272727,0.3314545454545454,0.673896839594514,0.7039355992844365,0.6613744782349433,0.7332289803220036,0.6875372689326178,0.6875372689326178,0.6547406082289804,0.7270423375074537,0.7122838401908169,0.7322599880739414,1,0.7272727272727273,0.71087656529517,0
ars_gsm8k_r1distill8b,4,30,10,16,14,17,0.7557585995085995,0.802595208845209,0.01,30,16,29,15,3.1210939617919724,30,3.12165736426296,30,3.0143100656528454,29,3.0400770977824085,16,2.507114141837592,6,0.0,0,0.7182125307125308,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3,1.0,0.2,0.293,0.6649262899262899,trace_length|low_band_power|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.2,0.293,0.7124539312039312,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2,1.0,0.3,0.293,0.7066953316953317,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|topk_tail_mass,0.3,1.0,0.3,0.293,0.7010902948402947,0.711455773955774,0.6805128992628994,0.7547604422604423,0.684198402948403,0.684198402948403,0.6638513513513513,0.7462377149877149,0.7622082309582309,0.7587530712530712,1,0.6,0.7496744471744472,0
epr_triviaqa_mistral24b,0,28,12,14,14,21,0.6995480225988701,0.692090395480226,0.0,28,14,28,15,2.222770676795097,28,2.2226155215799523,28,2.2222853795510984,28,2.1034169175183686,24,1.3899836721826822,6,0.0,0,0.6994915254237288,epr|trace_length|sw_var_peak|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.3333333333333333,0.523875,0.7044632768361582,trace_length|spectral_entropy|spectral_centroid|sw_var_peak|epr_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5833333333333334,1.0,0.3333333333333333,0.523875,0.7010169491525424,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.25,0.523875,0.7028813559322034,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.16666666666666666,0.523875,0.6980225988700566,0.7079661016949153,0.6987570621468927,0.7036723163841807,0.6977401129943502,0.7015254237288135,0.6990395480225988,0.7023728813559321,0.6934463276836158,0.6963276836158192,1,0.3333333333333333,0.6933039548022599,0
epr_triviaqa_mistral24b,1,28,14,14,14,22,0.7436730123180291,0.7373460246360583,0.01,28,14,28,15,2.4250904707654652,28,2.425177046401002,28,2.322478716422719,27,2.2164856483181063,22,1.4225930234573774,5,0.0,0,0.7433930571108623,epr|trace_length|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.2857142857142857,0.6346428571428571,0.7349944008958567,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|epr_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.35714285714285715,0.6346428571428571,0.7442889137737961,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.21428571428571427,0.6346428571428571,0.7411534154535274,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.14285714285714285,0.6346428571428571,0.7435050391937289,0.7437290033594626,0.7437849944008958,0.7398656215005599,0.7492721164613663,0.7492721164613663,0.7375139977603583,0.7429451287793953,0.7319148936170213,0.7346024636058232,1,0.35714285714285715,0.7412653975363942,0
epr_triviaqa_mistral24b,2,28,10,14,14,22,0.7317640692640692,0.7299242424242425,0.03,27,13,28,15,2.4284033989875438,28,2.4282440196946373,28,2.4287125981207645,28,2.372020654666841,19,0.3129806484588948,2,0.0,0,0.7235389610389611,epr|trace_length|sw_var_peak|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|mean_logprob_entropy|topk_tail_mass,0.5,1.0,0.4,0.46040000000000003,0.7308982683982684,trace_length|spectral_entropy|sw_var_peak|epr_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.3,0.46040000000000003,0.732034632034632,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.3,0.46040000000000003,0.7314393939393941,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6,1.0,0.2,0.46040000000000003,0.7129329004329006,0.7310064935064934,0.7235389610389611,0.7270021645021645,0.7328463203463205,0.7327922077922078,0.7249458874458874,0.7320887445887445,0.7273268398268398,0.7260281385281386,1,0.4,0.726017316017316,0
epr_triviaqa_mistral24b,3,28,19,14,14,21,0.7474856321839081,0.7475882594417077,0.03,27,13,28,15,2.294401846344516,28,2.2945561053724193,28,2.296432707383341,28,2.159896222194362,18,1.2683019234813953,5,0.0,0,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.3157894736842105,0.8582105263157893,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.3157894736842105,0.8582105263157893,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.3157894736842105,0.8582105263157893,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.3157894736842105,0.8582105263157893,0.7493329228243022,0.7468698686371101,0.7468185550082101,0.7477422003284072,0.7483579638752053,0.7483579638752053,0.7471264367816093,0.7477935139573071,0.7453817733990147,0.7474856321839081,1,0.42105263157894735,0.7471018062397371,0
epr_triviaqa_mistral24b,4,28,19,14,14,23,0.7015623218154864,0.6952332078914356,0.03,26,12,28,15,2.272586687227909,28,2.272695148526155,28,2.3064557834581922,27,2.101352447736036,18,1.274710128954168,6,0.0,0,0.7033299121906718,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.3157894736842105,0.7395789473684209,0.7033299121906718,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.3157894736842105,0.7395789473684209,0.7033299121906718,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.3157894736842105,0.7395789473684209,0.7026456836583418,epr|trace_length|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7368421052631579,1.0,0.3157894736842105,0.7395789473684209,0.6984832934200025,0.7006500171057133,0.6958033983350439,0.7000228076177444,0.7033299121906715,0.7031018360132284,0.7021325122590945,0.7028167407914243,0.6992245409966928,0.7025316455696202,1,0.42105263157894735,0.6990854145284525,0
