metric_id,source_metric_id,delta,ci_low,ci_high,cell_wins,cell_ties,cell_losses,worst_cell_delta,worst_cell_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,bootstrap_draws,interval
macro_f1,official_macro_f1,-0.06972509851324915,-0.0845742047637569,-0.055774484288490314,0,0,8,-0.09207400382778269,processbench_gsm8k_qwen3_8b,0,0,4,-0.08654024040426564,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_exact,first_error_exact,-0.07577709277209377,-0.09159264837841617,-0.060817459562621835,0,0,8,-0.12560386473429952,processbench_gsm8k_qwen3_8b,0,0,4,-0.11835748792270533,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_within_one,first_error_within_one,-0.04605587712951392,-0.0626738750893995,-0.029710133020839424,0,0,8,-0.07407407407407407,processbench_math_qwen3_8b,0,0,4,-0.06818181818181818,math,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
clean_abstention_accuracy,clean_abstention_accuracy,0.011813875130009865,0.0015515004613515433,0.022120789488657488,7,0,1,-0.005181347150259086,processbench_gsm8k_qwen3_4b,4,0,0,0.005181347150259058,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
overall_decision_accuracy,overall_decision_accuracy,-0.04181250000000003,-0.051937500000000025,-0.03193750000000001,0,0,8,-0.06,processbench_gsm8k_qwen3_4b,0,0,4,-0.058750000000000024,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
