model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.3106738664102374,0.24154589371980675,0.5217391304347826,0.43523316062176165,0.335,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.27485599496587443,0.19023569023569023,0.42424242424242425,0.49507389162561577,0.314,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.2626902335578713,0.17549167927382753,0.43116490166414523,0.5221238938053098,0.293,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.24944717188434418,0.155467720685112,0.36495388669301715,0.6307053941908713,0.27,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.30759381113284723,0.22705314009661837,0.4444444444444444,0.47668393782383417,0.3475,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.27661587435860335,0.1835016835016835,0.41245791245791247,0.5615763546798029,0.337,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.28397931919913943,0.1875945537065053,0.4341906202723147,0.584070796460177,0.322,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.2381568594299686,0.14361001317523056,0.36231884057971014,0.6970954356846473,0.277,1000,759,241
